vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Aria Med Spa,aria-medspa.com,info@aria-medspa.com,info@aria-medspa.com; info@ariamedspa.com,yes,ok,https://aria-medspa.com,medspa,semaglutide,1
Arlani Integrative Medicine and Medspa,arlani.com,hello@arlani.com,hello@arlani.com,yes,ok,https://arlani.com,medspa,"semaglutide, tirzepatide",10
"Artavi Med Spa- Dr. Tarina Desai, MD",artavimedspa.com,info@artavimedspa.com,info@artavimedspa.com,yes,ok,https://artavimedspa.com,medspa,,1
Artem Med Spa,artem.health,info@artem.health,info@artem.health,yes,ok,https://artem.health,medspa,,1
Art In Beauty Aesthetics,artinbeautyglendale.com,artinbeautyaesthetics@gmail.com,artinbeautyaesthetics@gmail.com,yes,ok,https://artinbeautyglendale.com,medspa,"tirzepatide, nad+",5
Arya Medical Spa,aryamedicalspa.com,aryamedspa1179@gmail.com,aryamedspa1179@gmail.com,yes,ok,https://aryamedicalspa.com,medspa,,1
Ascend Wellness Center,ascendwc.net,shea@ascendwc.net,shea@ascendwc.net,yes,ok,https://ascendwc.net,medspa,nad+,5
Asha Esthetic & Medspa,ashaesthetics.com,info@ashaesthetics.com,info@ashaesthetics.com,yes,ok,https://ashaesthetics.com,medspa,nad+,2
"April Mitchell, RN",athomeivnurses.com,info@athomeivnurses.com,info@athomeivnurses.com,yes,ok,https://athomeivnurses.com,medspa,"semaglutide, bpc-157, tb-500, nad+, ipamorelin, cjc-1295",12
Complexion Med Spa & Aesthetics,atlanticbeachmedspa.com,info@atlanticbeachmedspa.com,info@atlanticbeachmedspa.com,yes,ok,https://atlanticbeachmedspa.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, ipamorelin, sermorelin",14
"At Your Best Wellness & Aesthetics Nursing Corp in Elk Grove, CA",atyourbestwellness.com,contact@atyourbestwellness.com,contact@atyourbestwellness.com,yes,ok,https://atyourbestwellness.com,medspa,,2
AURORA MEDICAL SPA,auroramedispa.com,aurora@auroramedispa.com,aurora@auroramedispa.com,yes,ok,https://auroramedispa.com,medspa,GLP-1 weight loss peptides,3
AUSTEX Wellness and Medical Spa,austexwellness.com,info@austexwellness.com,info@austexwellness.com,yes,ok,https://austexwellness.com,medspa,GLP-1 weight loss peptides,3
Austin Aesthetics Club,austinaestheticsclub.com,info@austinaestheticsclub.com,info@austinaestheticsclub.com,yes,ok,https://austinaestheticsclub.com,medspa,GLP-1 weight loss peptides,3
Avant Medspa Irvine,avant-medspa.com,janice@avant-medspa.com,janice@avant-medspa.com,yes,ok,https://avant-medspa.com/contact,medspa,,1
Avante Aesthetics,avanteaesthetics.com,admin@avanteaesthetics.com,admin@avanteaesthetics.com,yes,ok,https://avanteaesthetics.com,medspa,glutathione,3
Avery’s Health and Wellness,averysmedspa.org,averysmedspa@hotmail.com,averysmedspa@hotmail.com,yes,ok,https://averysmedspa.org,medspa,GLP-1 weight loss peptides,3
Awazul Wellness,awazul.com,info@awazul.com,info@awazul.com,yes,ok,https://awazul.com,medspa,GLP-1 weight loss peptides,5
Azura Skin Care Center,azuraskin.com,hello@azuraskin.com,hello@azuraskin.com,yes,ok,https://azuraskin.com,medspa,,1
Azzure Med Spa Las Vegas,azzuremedspa.com,info@azzuremedspa.com,info@azzuremedspa.com,yes,ok,https://azzuremedspa.com,medspa,"nad+, glutathione",4
Balanced Beauty Collective,balancedbeautycollective.com,andi@balancedbeautycollective.com,bbbyandilayne@outlook.com; andi@balancedbeautycollective.com,yes,ok,https://balancedbeautycollective.com,medspa,GLP-1 weight loss peptides,4
BAM Wellness,bamwellness.com,info@bam-wellness.com,info@bam-wellness.com,yes,ok,https://bamwellness.com,medspa,,1
Bared Monkey Laser Spa,baredmonkey.com,care@baredmonkey.com,care@baredmonkey.com,yes,ok,https://baredmonkey.com,medspa,GLP-1 weight loss peptides,2
Beachside Aesthetics & Wellness,beachsideaestheticsandwellness.com,aloha@beachsideaestheticsandwellness.com,aloha@beachsideaestheticsandwellness.com,yes,ok,https://beachsideaestheticsandwellness.com,medspa,glutathione,2
Beautiful Orlando Spa and Cosmetic,beautifulorlando.com,bebeautifulorlando@gmail.com,bebeautifulorlando@gmail.com,yes,ok,,medspa,GLP-1 weight loss peptides,5
Beautiful You MD Aesthetics,beautifulyoumd.com,beautifulyoumd@gmail.com,beautifulyoumd@gmail.com,yes,ok,https://beautifulyoumd.com,medspa,,1
"Beautiful You Medical Aesthetics Pam Alvarez, R.N. in Bakersfield, CA",beautifulyoumedical.com,beautifulyoumedical1@gmail.com,beautifulyoumedical1@gmail.com,yes,ok,https://beautifulyoumedical.com,medspa,glutathione,4
Beautiful You Medical Spa,beautifulyoumedspa.com,info@beautifulyoumedspa.com,info@beautifulyoumedspa.com,yes,ok,https://beautifulyoumedspa.com,medspa,,1
beautiTree,beautitree.io,hello@beautitree.io,hello@beautitree.io,yes,ok,https://beautitree.io,medspa,GLP-1 weight loss peptides,2
Beautox Bar Medspa,beautoxbar.com,info@beautoxbar.com,info@beautoxbar.com,yes,ok,https://beautoxbar.com,medspa,"thymosin alpha-1, ghk-cu",3
Beauty + Grace Aesthetics,beautyandgraceaesthetics.com,contact@beautyandgraceaesthetics.com,contact@beautyandgraceaesthetics.com,yes,ok,https://beautyandgraceaesthetics.com,medspa,"semaglutide, tirzepatide",3
Beauty + Wellness Co,beautyandwellnessco.com,beautywellnesscotox@gmail.com,beautywellnesscotox@gmail.com,yes,ok,https://beautyandwellnessco.com,medspa,"semaglutide, glutathione",10
Beauty Bar Wellness & Med Spa,beautybarmedspa.com,staff@beautybarmedspa.com,staff@beautybarmedspa.com,yes,ok,https://beautybarmedspa.com,medspa,"semaglutide, tirzepatide",12
BeautyBorn MedSpa,beautybornmedspa.com,info@beautybornmedspa.com,info@beautybornmedspa.com,yes,ok,https://beautybornmedspa.com,medspa,GLP-1 weight loss peptides,2
Beauty Couture Aesthetics and Wellness,beautycouturetx.com,info@beautycouturetx.com,info@beautycouturetx.com; %20info@beautycouturetx.com,yes,ok,https://beautycouturetx.com,medspa,nad+,1
"Beauty In A Drip Studio in Springfield, MA",beautydripstudio.com,info@beautydripstudio.com,info@beautydripstudio.com,yes,ok,https://beautydripstudio.com,medspa,"nad+, glutathione",4
"Beauty Lounge Med Spa in Camarillo, CA",beautyloungemedspa.com,info@beautyloungemedspa.com,info@beautyloungemedspa.com,yes,ok,https://beautyloungemedspa.com,medspa,semaglutide,3
Beauty Medical Clinic & Spa,beautymedicalus.com,info@beautymedicalus.com,info@beautymedicalus.com; beautymedical.us@gmail.com,yes,ok,https://beautymedicalus.com,medspa,nad+,2
Beauty Ranch Medical Spa,beautyranchspa.com,info@beautyranchspa.com,info@beautyranchspa.com,yes,ok,https://beautyranchspa.com,medspa,"semaglutide, tirzepatide",6
Beauty WoRx,beautyworxwellness.com,beautyworxwellness@gmail.com,beautyworxwellness@gmail.com,yes,ok,https://beautyworxwellness.com,medspa,"nad+, glutathione",3
Begin SalonSpa,beginsalonspa.com,betsybegin@gmail.com,betsybegin@gmail.com,yes,ok,https://beginsalonspa.com,medspa,semaglutide,3
BEIAMED MEDSPA & CLINIC,beiamedispa.com,info@beiamedispa.com,info@beiamedispa.com,yes,ok,https://beiamedispa.com,medspa,,1
Believe Aesthetics & Wellness,believeaesthetics.com,info@believeaesthetics.com,info@believeaesthetics.com,yes,ok,https://believeaesthetics.com,medspa,"semaglutide, tirzepatide",3
Bella Forme Medical,bellaformemedical.com,info@bellaformemedical.com,info@bellaformemedical.com,yes,ok,https://bellaformemedical.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin alpha-1",29
Bella Grey Medical Spa,bellagreymedspa.com,bellagreymedspa@gmail.com,bellagreymedspa@gmail.com,yes,ok,https://bellagreymedspa.com,medspa,semaglutide,3
Bellamedica Aesthetics,bellamedica.com,contactus@bellamedica.com,contactus@bellamedica.com,yes,ok,https://bellamedica.com,medspa,,1
Bellatas Medical Aesthetics,bellatasmedspa.com,info@bellatasmedspa.com,info@bellatasmedspa.com,yes,ok,https://bellatasmedspa.com,medspa,,1
Bel Lavi Medical Aesthetics,bellavimedicalaesthetics.com,info@bellavimedicalaesthetics.com,info@bellavimedicalaesthetics.com,yes,ok,https://bellavimedicalaesthetics.com,medspa,semaglutide,3
Belle Sante Medical Spa,belle-sante-spa.com,info@belle-sante-spa.com,info@belle-sante-spa.com,yes,ok,https://belle-sante-spa.com,medspa,glutathione,2
Bellevue Anti-Aging Medical Clinic,bellevueantiaging.com,bellevueantiaging@outlook.com,bellevueantiaging@outlook.com,yes,ok,https://bellevueantiaging.com,medspa,"nad+, glutathione",6
Belleza Spa,bellezaspasalon.com,kelly@bellezaspasalon.com,kelly@bellezaspasalon.com,yes,ok,https://bellezaspasalon.com,medspa,,1
"BELLEZZA MEDICAL AESTHETICS, PLLC",bellezza-med.com,info@bellezza-med.com,info@bellezza-med.com; bellezza.med@gmail.com,yes,ok,https://bellezza-med.com,medspa,,2
Bellissima Medical Spa,bellissimamedicalspas.com,bellissima2238@gmail.com,bellissima2238@gmail.com,yes,ok,https://bellissimamedicalspas.com,medspa,"semaglutide, retatrutide, tirzepatide",12
Belton Health Spa,beltonhealthspa.com,info@beltonhealthspa.com,info@beltonhealthspa.com; info.beltonhealthspa@gmail.com,yes,ok,https://beltonhealthspa.com,medspa,"semaglutide, tirzepatide",6
Bel Viso Day Spa and Laser Center,belvisodayspa.com,frontdesk@belvisodayspa.com,frontdesk@belvisodayspa.com,yes,ok,https://belvisodayspa.com,medspa,semaglutide,1
BeRejuved Medical Spa & Wellness Studio,berejuvednyc.zoca.com,berejuved@gmail.com,berejuved@gmail.com,yes,ok,https://berejuvednyc.zoca.com,medspa,GLP-1 weight loss peptides,4
Best You MedSpa,bestyoumedspa.com,info@bestyoumedspa.com,info@bestyoumedspa.com,yes,ok,https://bestyoumedspa.com,medspa,nad+,2
Better Off Medspa and Weight Loss,betteroff.com,info@betteroff.com,info@betteroff.com,yes,ok,https://betteroff.com,medspa,"semaglutide, tirzepatide, nad+",14
BevelUp Midtown,bevelup.com,hello@bevelup.com,hello@bevelup.com,yes,ok,https://bevelup.com,medspa,nad+,2
Beverly Hills Med Spa,beverlyhillsmedspa.com,info@beverlyhillsmedspa.com,info@beverlyhillsmedspa.com,yes,ok,https://beverlyhillsmedspa.com,medspa,,1
BE WELL Skin Space,bewellskinspace.com,amber@bewellskinspace.com,amber@bewellskinspace.com,yes,ok,https://bewellskinspace.com,medspa,glutathione,1
"Beyond Remedi in Cottage Grove, MN",beyondremedi.com,contact@beyondremedi.com,contact@beyondremedi.com,yes,ok,https://beyondremedi.com,medspa,"nad+, glutathione",3
"Beyond Wellness Little Rock in Little Rock, AR",beyondwellnessar.com,info@beyondwellnessar.com,info@beyondwellnessar.com,yes,ok,https://beyondwellnessar.com,medspa,,3
Be You Medical Spa,beyoumedicalspaky.com,beyoumedicalspa@icloud.com,beyoumedicalspa@icloud.com,yes,ok,https://beyoumedicalspaky.com,medspa,GLP-1 weight loss peptides,3
BEYOUth Medspa + Wellness,beyouthmedspa.com,info@beyouthmedspa.com,info@beyouthmedspa.com,yes,ok,https://beyouthmedspa.com,medspa,GLP-1 weight loss peptides,2
BeYouty Medical Spa,beyoutymedspa.com,beyoutymedspa@gmail.com,beyoutymedspa@gmail.com,yes,ok,https://beyoutymedspa.com,medspa,"semaglutide, nad+, glutathione",9
"BFLO Hydration in Orchard Park, NY",bfloiv.com,info@bfloiv.com,info@bfloiv.com; events@bfloiv.com; leigh@bfloiv.com; amandacab@bfloiv.com,yes,ok,https://bfloiv.com,medspa,"nad+, glutathione",5
Beverly Hills Aesthetics,bhaesthetics.com,info@bhaesthetics.com,info@bhaesthetics.com,yes,ok,https://bhaesthetics.com,medspa,"semaglutide, tirzepatide",6
Bhanot Medical Spa,bhanotmedspa.com,4bhanotmedspa@gmail.com,4bhanotmedspa@gmail.com,yes,ok,https://bhanotmedspa.com,medspa,GLP-1 weight loss peptides,4
Big Country Medical Spa,bigcountrymedspa.com,info@bigcountrymedspa.com,info@bigcountrymedspa.com,yes,ok,https://bigcountrymedspa.com,medspa,,3
Biomend Aesthetics and Wellness,biomend.com,info@biomend.com,info@biomend.com,yes,ok,https://biomend.com,medspa,"semaglutide, tirzepatide, nad+",8
"Blissfusion l San Francisco Bay Area in San Mateo, CA",blissfusionsf.com,info@blissfusionsf.com,info@blissfusionsf.com,yes,ok,https://blissfusionsf.com/contact,medspa,,1
Bliss Med Spa,blissmed-spa.com,info@blissmed-spa.com,info@blissmed-spa.com,yes,ok,https://blissmed-spa.com,medspa,"nad+, glutathione",5
"Blooming Lemon Wellness & Aesthetics, P.C",bloominglemon.com,info@bloominglemon.com,info@bloominglemon.com,yes,ok,https://bloominglemon.com,medspa,"nad+, sermorelin",4
Bloom MedSpa- Spicer,bloommedspamn.com,bloommedspa@outlook.com,bloommedspa@outlook.com,yes,ok,https://bloommedspamn.com,medspa,,1
Bloomsburg Med Spa,bloomsburgmedspa.com,shannon@bloomsburgmedspa.com,shannon@bloomsburgmedspa.com,yes,ok,https://bloomsburgmedspa.com,medspa,"semaglutide, tirzepatide",4
Blume,blumelancaster.com,bekah@blumelancaster.com,bekah@blumelancaster.com,yes,ok,https://blumelancaster.com,medspa,"semaglutide, glutathione",7
Blume Skin & Body,blumeskintreatment.com,skincare@blumeskintreatment.com,skincare@blumeskintreatment.com,yes,ok,https://blumeskintreatment.com,medspa,nad+,3
"BLÜM IV Therapy & Aesthetics in Riverside, CA",blumivaesthetics.com,blumivaesthetics@gmail.com,blumivaesthetics@gmail.com,yes,ok,https://blumivaesthetics.com,medspa,GLP-1 weight loss peptides,4
Blu Monarch Skin Studio,blumonarchskinstudio.com,info@blumonarchskinstudio.com,info@blumonarchskinstudio.com,yes,ok,https://blumonarchskinstudio.com,medspa,,1
Blush & Bliss Med Spa,blushandblissmedspa.com,bbmedspa@hotmail.com,bbmedspa@hotmail.com,yes,ok,https://blushandblissmedspa.com,medspa,"semaglutide, tirzepatide",8
Body By Chic,bodybychic.com,contact@bodybychic.com,contact@bodybychic.com,yes,ok,https://bodybychic.com,medspa,"semaglutide, tirzepatide",10
BotoxxCafe' Med Spa,botoxxcafe.com,botoxxcafe@gmail.com,botoxxcafe@gmail.com,yes,ok,https://botoxxcafe.com,medspa,GLP-1 weight loss peptides,2
"Boulder Holistic Functional Medicine in Boulder, CO",boulderholistic.com,info@boulderholistic.com,info@boulderholistic.com; %20info@boulderholistic.com,yes,ok,https://boulderholistic.com,medspa,,2
Brazilian Touch MedSpa,braziliantouchmedspa.com,info@braziliantouchmedspa.com,info@braziliantouchmedspa.com,yes,ok,https://braziliantouchmedspa.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, glutathione",10
Bright Medical Spa,bright-medical-spa.com,brightmedspa@gmail.com,brightmedspa@gmail.com; drt824@gmail.com,yes,ok,https://bright-medical-spa.com,medspa,,1
BRILLIANT GLOW MEDISPA,brilliantglowmedispa.com,info@brilliantglowmedispa.com,info@brilliantglowmedispa.com; brilliantglowmedispa@gmail.com,yes,ok,https://brilliantglowmedispa.com,medspa,,1
Brunswick Medical Aesthetics,brunswickmedicalaesthetics.com,info@brunswickmedicalaesthetics.com,info@brunswickmedicalaesthetics.com,yes,ok,https://brunswickmedicalaesthetics.com,medspa,,2
BUTEX Medical Spa and Laser Treatment,butexmedspa.com,butexmedspa@gmail.com,butexmedspa@gmail.com,yes,ok,https://butexmedspa.com,medspa,GLP-1 weight loss peptides,3
Beau Visage Aesthetics,bvaesthetics.com,info@bvaesthetics.com,info@bvaesthetics.com,yes,ok,https://bvaesthetics.com,medspa,semaglutide,1
C3 Aesthetics & Wellness,c3aesthetics.com,info@c3aesthetics.com,info@c3aesthetics.com,yes,ok,https://c3aesthetics.com,medspa,glutathione,4
Calabasas Medical and Aesthetic Center,calabasasmac.com,info@calabasasmac.com,info@calabasasmac.com,yes,ok,https://calabasasmac.com,medspa,GLP-1 weight loss peptides,4
Calabasas Med Spa,calabasasmedspa.com,info@calabasasmedspa.com,info@calabasasmedspa.com,yes,ok,https://calabasasmedspa.com,medspa,"nad+, glutathione",3
California Aesthetics,californiaaesthetics.co,contact@californiaaesthetics.co,contact@californiaaesthetics.co,yes,ok,https://californiaaesthetics.co,medspa,,3
"Capital District Advanced Infusions in Latham, NY",capitaldistrictinfusions.com,management@capitaldistrictinfusions.com,management@capitaldistrictinfusions.com,yes,ok,https://capitaldistrictinfusions.com,medspa,"nad+, glutathione",3
Care Esthetics Delaware,careestheticsdelaware.com,info@careestheticsdelaware.com,info@careestheticsdelaware.com,yes,ok,https://careestheticsdelaware.com,medspa,GLP-1 weight loss peptides,6
Catara Med Spa,cataraspa.com,info@cataraspa.com,info@cataraspa.com,yes,ok,https://cataraspa.com,medspa,"semaglutide, tirzepatide",7
Cavina Wellness,cavinawellness.com,info@cavinawellness.com,info@cavinawellness.com,yes,ok,https://cavinawellness.com,medspa,,1
Cellé Medical Aesthetics & Wellness,cellemedical.com,admin@cellemedical.com,admin@cellemedical.com,yes,ok,https://cellemedical.com,medspa,nad+,3
Central Health MedSpa,centralhealthhawaii.com,admin@centralhealthhawaii.com,admin@centralhealthhawaii.com; centralhealthhawaii@gmail.com,yes,ok,https://centralhealthhawaii.com,medspa,"semaglutide, tirzepatide",3
Central Ohio Aesthetics Clinic,centralohioaesthetics.com,info@centralohioaesthetics.com,info@centralohioaesthetics.com; jsmith@centralohioaesthetics.com,yes,ok,https://centralohioaesthetics.com,medspa,,1
Central Park Aesthetique,centralparkaesthetique.com,centralparkaesthetique@gmail.com,centralparkaesthetique@gmail.com,yes,ok,https://centralparkaesthetique.com,medspa,GLP-1 weight loss peptides,5
Center for Plastic Surgery & Medspa,cfpsfargo.com,karisa@cfpsfargo.com,karisa@cfpsfargo.com; concierge@cfpsfargo.com,yes,ok,https://cfpsfargo.com,medspa,,2
Chrysalis Day Spa & Med Spa,chrysalisdayspa.com,chrysaliswinner@gmail.com,chrysaliswinner@gmail.com,yes,ok,https://chrysalisdayspa.com,medspa,glutathione,4
Ciao Bella Skin and Wellness at the Lake Laser Lounge,ciaobellaskinandwellness.com,cbskinandwellness@gmail.com,cbskinandwellness@gmail.com,yes,ok,https://ciaobellaskinandwellness.com,medspa,semaglutide,2
"CKE Rejuvenation in Richmond, VA",ckerejuvenationrva.com,ckerejuve@ckerejuvenationrva.com,ckerejuve@ckerejuvenationrva.com,yes,ok,https://ckerejuvenationrva.com,medspa,GLP-1 weight loss peptides,5
"CleVerChick Aesthetics & Wellness in Westlake, OH",cleverchickmedspa.com,info@cleverchickmedspa.com,info@cleverchickmedspa.com; hello@cleverchickmedspa.com,yes,ok,https://cleverchickmedspa.com,medspa,GLP-1 weight loss peptides,4
Cosmetic Skin Institute,cosmeticskininstitute.net,info@cosmeticskininstitute.com,info@cosmeticskininstitute.com,yes,ok,https://cosmeticskininstitute.net,medspa,GLP-1 weight loss peptides,3
"Custom Vitality IV in Brecksville, OH",customvitalityiv.com,inquiries@customvitalityiv.com,inquiries@customvitalityiv.com,yes,ok,https://customvitalityiv.com,medspa,"nad+, glutathione",4
Dawning Tranquility Esthetics,dawningtranquility.com,findbalance@dawningtranquility.com,findbalance@dawningtranquility.com,yes,ok,https://dawningtranquility.com,vendor,glutathione,1
"Deliberate Wellness Studio in Vineyard, UT",deliberatewellnessstudio.com,connect@deliberatewellnessstudio.com,connect@deliberatewellnessstudio.com,yes,ok,https://deliberatewellnessstudio.com,medspa,"nad+, glutathione",4
Destiny Drip Bar,destinydripbar.com,hello@destinydripbar.com,hello@destinydripbar.com,yes,ok,https://destinydripbar.com,medspa,nad+,2
"District Cryo in Washington, DC",districtcryo.com,info@districtcryo.com,info@districtcryo.com; %20info@districtcryo.com,yes,ok,https://districtcryo.com,medspa,"semaglutide, tirzepatide, nad+, ipamorelin, cjc-1295",14
Diversions Medspa & Wellness,diversionsmedspa.com,beautybydiversions@icloud.com,beautybydiversions@icloud.com,yes,ok,https://diversionsmedspa.com,medspa,"nad+, glutathione",5
DMP Beauty Med Spa PLLC,dmpbeauty.com,jannell@dmpbeauty.com,jannell@dmpbeauty.com,yes,ok,https://dmpbeauty.com,medspa,semaglutide,1
