vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
AM Aesthetic Medicine,amaestheticmedicine.com,amaestheticmedicine@gmail.com,amaestheticmedicine@gmail.com,yes,ok,https://amaestheticmedicine.com,medspa,GLP-1 weight loss peptides,5
AM AESTHETICS AND WELLNESS,amaestheticsandwellness.com,info@amaestheticsandwellness.com,info@amaestheticsandwellness.com,yes,ok,https://amaestheticsandwellness.com,medspa,"semaglutide, tirzepatide",4
AMJ Weight Loss,amjweightloss.com,info@amjweightloss.com,info@amjweightloss.com,yes,ok,https://amjweightloss.com,medspa,"semaglutide, oxytocin",6
Amplify Wellness,amplifymywellness.com,admin@amplifymywellness.com,admin@amplifymywellness.com,yes,ok,https://amplifymywellness.com,medspa,,2
Anew You Medical Aesthetics and Total Wellness Center —,anewyousa.com,info@anewyousa.com,vip@anewyousa.com; info@anewyousa.com,yes,ok,https://anewyousa.com,medspa,"semaglutide, nad+",3
Anti -Aging Weight Loss Clinic,anti-agingweightlossclinic.com,info@anti-agingweightlossclinic.com,maria.gherman@anti-agingweightlossclinic.com; info@anti-agingweightlossclinic.com,yes,ok,https://anti-agingweightlossclinic.com,medspa,"semaglutide, tirzepatide",4
AntiAging Atlanta,antiagingatlanta.com,rsmith@antiagingatlanta.com,rsmith@antiagingatlanta.com,yes,ok,https://antiagingatlanta.com,medspa,"ipamorelin, sermorelin, ghrp-2",7
Anti-Aging Center,antiagingcenterorlando.com,alexrasheed.agency@gmail.com,alexrasheed.agency@gmail.com; epsoglobals@gmail.com,yes,ok,https://antiagingcenterorlando.com,medspa,glutathione,3
"Alex Golbor, M.D., ABAARM Anti-Aging Center",antiagingdoctor4u.com,antiagingdoctor4u@gmail.com,antiagingdoctor4u@gmail.com,yes,ok,https://antiagingdoctor4u.com,medspa,,1
Miami Anti-Aging Institute,antiagingmiami.com,info@antiagingmiami.com,info@antiagingmiami.com; u003einfo@antiagingmiami.com,yes,ok,https://antiagingmiami.com,medspa,,3
Apex Health Iowa,apexhealthiowa.com,providers@apexhealthiowa.com,providers@apexhealthiowa.com,yes,ok,https://apexhealthiowa.com,medspa,semaglutide,4
"APHRODITE LASER SKINCARE, Los Angeles",aphroditelaserskincare.com,info@aphroditelaserskincare.com,info@aphroditelaserskincare.com,yes,ok,https://aphroditelaserskincare.com,medspa,,1
Apollo Wellness,apollowellnessmiami.com,info@apollowellnessmiami.com,info@apollowellnessmiami.com,yes,ok,https://apollowellnessmiami.com,medspa,"bpc-157, nad+, sermorelin, tesamorelin, cjc-1295, ghk-cu",12
Arctic Rose Wellness,arcticrosewellness.com,hello@arcticrosewellness.com,hello@arcticrosewellness.com,yes,ok,https://arcticrosewellness.com,medspa,"semaglutide, tirzepatide",5
Arete Nashville,arete-wellness.com,nashville@arete-wellness.com,nashville@arete-wellness.com,yes,ok,https://arete-wellness.com,medspa,"thymosin alpha-1, nad+",4
"Alamo Ranch Laser Aesthetics, San Antonio",arla-sa.com,alamoranchlaseraesthetics.arim@gmail.com,alamoranchlaseraesthetics.arim@gmail.com; arim@gmail.com,yes,ok,https://arla-sa.com,medspa,semaglutide,3
Ascent Trim &amp; Wellness,ascenttrim.com,info@ascenttrim.com,info@ascenttrim.com,yes,ok,https://ascenttrim.com,vendor,"nad+, sermorelin, ghk-cu, glutathione, semaglutide",12
Aterna wellness,aternawellness.com,info@aternawellness.com,info@aternawellness.com,yes,ok,https://aternawellness.com,medspa,GLP-1 weight loss peptides,3
"Auburn Direct Primary Care, Auburn",auburndpc.com,info@auburndpc.com,info@auburndpc.com,yes,ok,https://auburndpc.com,medspa,"nad+, sermorelin",7
"Ave Medical Laser Spa, Sioux City",avemedspa.com,askave@avemedspa.com,askave@avemedspa.com,yes,ok,https://avemedspa.com,medspa,"semaglutide, tirzepatide",4
"Aziz Medical Center, Palatine",azizfmc.com,azizfmc2@gmail.com,azizfmc2@gmail.com,yes,ok,https://azizfmc.com,medspa,"semaglutide, tirzepatide",4
Balanced Wellness,balanced-wellness.com,info@balancedwellness.online,info@balancedwellness.online,yes,ok,https://balanced-wellness.com,medspa,GLP-1 weight loss peptides,5
Balanced Bodies Anti Aging,balancedbodiesantiaging.com,support@balancedbodiesantiaging.com,support@balancedbodiesantiaging.com,yes,ok,https://balancedbodiesantiaging.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",18
"Balanced Health Clinic of Nebraska, LLC",balancedhealthclinicne.com,balancedhealthne@gmail.com,balancedhealthne@gmail.com,yes,ok,https://balancedhealthclinicne.com,medspa,,4
"Balanced Rejuvenation Integrative Medical Center, PLLC —",balancedrejuvenationmed.com,deskfront01@gmail.com,deskfront01@gmail.com,yes,ok,https://balancedrejuvenationmed.com,medspa,,1
Balance &amp; Restore Wellness,balancerestorewellness.com,lyndsay@balancerestorewellness.com,lyndsay@balancerestorewellness.com,yes,ok,https://balancerestorewellness.com,medspa,"semaglutide, tirzepatide",9
"Florida Bariatric And Plastic Surgery MD, Fort Lauderdale",bariatricandplasticsurgery.com,barplasurgery@gmail.com,barplasurgery@gmail.com,yes,ok,https://bariatricandplasticsurgery.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",23
"Bayview Pharmacy, Warwick",bayviewrx.com,info@bayviewrx.com,info@bayviewrx.com,yes,ok,https://bayviewrx.com,medspa,"semaglutide, oxytocin",9
The Beauty Lounge Medical Wellness Spa,beautyloungeportorange.com,beautyloungeportorange@gmail.com,beautyloungeportorange@gmail.com,yes,ok,https://beautyloungeportorange.com,medspa,"semaglutide, tirzepatide, nad+",5
"Beauty Within Medspa, Manteca",beautywithinmedspa.com,info@beautywithinmedspa.com,info@beautywithinmedspa.com; frontdesk@beautywithinmedspa.com; morganhill@beautywithinmedspa.com,yes,ok,https://beautywithinmedspa.com/about,medspa,"semaglutide, bpc-157, tb-500, ipamorelin, tesamorelin, cjc-1295",16
"Begin Anew Med, Jupiter",beginanewmed.com,rey@beginanewmed.com,rey@beginanewmed.com,yes,ok,https://beginanewmed.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",14
"Belle Vie Of Oklahoma, Moore",bellevieok.com,info@bellevieok.com,info@bellevieok.com,yes,ok,https://bellevieok.com,medspa,semaglutide,5
Benbrook Health+Hormones,benbrookhealth.com,info@benbrookhealth.com,info@benbrookhealth.com,yes,ok,https://benbrookhealth.com,medspa,"bpc-157, tb-500, nad+, ipamorelin, sermorelin, cjc-1295",11
Best Life Bariatrics and Medical Weight Loss: Leslie Pristas,bestlifebariatrics.com,lesliepristas@bestlifebariatrics.com,lesliepristas@bestlifebariatrics.com,yes,ok,https://bestlifebariatrics.com,medspa,"semaglutide, tirzepatide",10
Lloyd Stegemann,betterweighcenter.com,drs@betterweighcenter.com,drs@betterweighcenter.com,yes,ok,https://betterweighcenter.com,medspa,"semaglutide, tirzepatide",11
"Jennifer Foxworth, APRN, FNP-C",bewhole.com,info@bewhole.com,receptionist@bewhole.com; info@bewhole.com,yes,ok,https://bewhole.com,medspa,GLP-1 weight loss peptides,6
Beyond Aesthetics,beyondaestheticslbk.com,appointments@beyondaestheticslbk.com,appointments@beyondaestheticslbk.com,yes,ok,https://beyondaestheticslbk.com,medspa,"semaglutide, tesamorelin",5
Beyoutiful Anti-Aging Studio,beyoutifulantiaging.com,info@beyoutifulantiaging.com,info@beyoutifulantiaging.com,yes,ok,https://beyoutifulantiaging.com,medspa,"semaglutide, tirzepatide",9
BioEnve,bioenve.com,bioenve1038@yahoo.com,bioenve1038@yahoo.com,yes,ok,https://bioenve.com,medspa,"semaglutide, tirzepatide",7
Biolite Wellness,biolitewellness.com,concierge@biolitewellness.com,concierge@biolitewellness.com,yes,ok,https://biolitewellness.com,medspa,"semaglutide, tirzepatide, nad+",13
"BioLounge, Portland",bioloungepdx.com,info@bioloungepdx.com,info@bioloungepdx.com,yes,ok,https://bioloungepdx.com,medspa,,3
BioMetrix,biometrixlife.com,arivas@biometrixlife.com,arivas@biometrixlife.com,yes,ok,https://biometrixlife.com,medspa,"retatrutide, bpc-157, tb-500, nad+, ipamorelin, sermorelin",22
Biotwin Weight Loss &amp; Bioidentical Hormone Therapy,biotwinweightloss.com,info@biotwinweightloss.com,info@biotwinweightloss.com,yes,ok,https://biotwinweightloss.com,medspa,GLP-1 weight loss peptides,3
"Blurred Lines Beauty LLC, Canton",blurredlinesbeautycanton.com,blurredlinesbeauty20@gmail.com,blurredlinesbeauty20@gmail.com,yes,ok,https://blurredlinesbeautycanton.com,medspa,glutathione,1
BodyLogicMD of Orlando,bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Body Lounge Park Cities,bodyloungeparkcities.com,info@bodyloungeparkcities.com,info@bodyloungeparkcities.com,yes,ok,https://bodyloungeparkcities.com,medspa,GLP-1 weight loss peptides,8
Boundless Vitality,boundlessvitalityinc.com,enchance@boundlessvitalityinc.com,enchance@boundlessvitalityinc.com; enhance@boundlessvitalityinc.com,yes,ok,https://boundlessvitalityinc.com,medspa,GLP-1 weight loss peptides,5
Breen Center for Optimal Health,breencenter.com,info@breencenter.com,info@breencenter.com; cat@breencenter.com,yes,ok,https://breencenter.com,medspa,sermorelin,4
BrightBody Weight Loss Center,brightbody.janeapp.com,info@brightbody.com,info@brightbody.com,yes,ok,https://brightbody.janeapp.com,medspa,,1
skinologie,broussardfamilypractice.com,staff@broussardfamilypractice.com,staff@broussardfamilypractice.com,yes,ok,https://broussardfamilypractice.com,medspa,GLP-1 weight loss peptides,6
Buffalo Regenerative Medicine,buffaloregenerativemed.com,info@buffaloregenerativemed.com,info@buffaloregenerativemed.com,yes,ok,https://buffaloregenerativemed.com,medspa,"semaglutide, bpc-157, ipamorelin, mots-c, ghk-cu",10
"Caring for the Body, PLLC",caringforthebody.org,help@caringforthebody.org,help@caringforthebody.org,yes,ok,https://caringforthebody.org,medspa,,2
Carolina Physicians Weight Loss,carolinaphysiciansweightloss.com,nurse@carolinaphysiciansweightloss.com,nurse@carolinaphysiciansweightloss.com,yes,ok,https://carolinaphysiciansweightloss.com,vendor,semaglutide,1
CASTELLANO HEALTH INSTITUTE-TESTOSTERONE,castellanomd.com,info@castellanomd.com,info@castellanomd.com,yes,ok,https://castellanomd.com,medspa,GLP-1 weight loss peptides,9
Center For Youthful Aging,centerforyouthfulaging.com,info@centerforyouthfulaging.com,info@centerforyouthfulaging.com,yes,ok,https://centerforyouthfulaging.com,medspa,,2
"Midwest Medical, Weight Loss &#038; Aesthetics LLC, Orland Park",chicagolandweightloss.com,deanna@chicagolandweightloss.com,deanna@chicagolandweightloss.com,yes,ok,https://chicagolandweightloss.com,medspa,GLP-1 weight loss peptides,8
Healthy Habits Wellness Clinic,chiro.healthyhabitswc.com,info@healthyhabitswc.com,info@healthyhabitswc.com,yes,ok,https://chiro.healthyhabitswc.com,medspa,"semaglutide, tirzepatide",7
"Charleston Hormone Services (CHS), Mount Pleasant",chshormone.com,patients@chshormone.com,patients@chshormone.com,yes,ok,https://chshormone.com,medspa,,2
"Clark Wellness, Functional Medicine, Weight loss and IV",clarkwellnesstx.com,info@clarkwellnesstx.com,info@clarkwellnesstx.com,yes,ok,https://clarkwellnesstx.com,medspa,GLP-1 weight loss peptides,4
Clinical Nutrition Center,clinicalnutritioncenter.com,info@clinicalnutritioncenter.com,info@clinicalnutritioncenter.com,yes,ok,https://clinicalnutritioncenter.com,medspa,"semaglutide, tirzepatide, retatrutide, liraglutide",16
Colorado Optimal Health North,cohnorth.com,info@cohnorth.com,info@cohnorth.com,yes,ok,https://cohnorth.com,medspa,"semaglutide, tirzepatide, nad+",4
Contemporary Health Center,contemporaryhealthcenter.com,info@contemporaryhealthcenter.com,info@contemporaryhealthcenter.com,yes,ok,https://contemporaryhealthcenter.com,medspa,"bpc-157, thymosin beta-4, thymosin alpha-1, ipamorelin, sermorelin, tesamorelin",26
"Colette Nelson, FNP-C, RD, RN, CDCES, AAFE",contourbycolette.com,contourbycolette@gmail.com,contourbycolette@gmail.com,yes,ok,https://contourbycolette.com,medspa,GLP-1 weight loss peptides,5
Testosterone and TRT Therapy at Coral Gables Wellness,coral-gables-fl.testosterone-center.com,info@testosterone-center.com,info@testosterone-center.com,yes,ok,https://coral-gables-fl.testosterone-center.com,medspa,semaglutide,3
Cordova Weight Loss,cordovaweightloss.com,cordovaweightloss@gmail.com,cordovaweightloss@gmail.com; johnbillsmd@aol.com,yes,ok,https://cordovaweightloss.com,medspa,"semaglutide, tirzepatide",13
Cosmo Health Resolution,cosmohealthresolution.com,anewyou@cosmohealthresolution.com,anewyou@cosmohealthresolution.com,yes,ok,https://cosmohealthresolution.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, tesamorelin, cjc-1295",14
Cryo Slim Solutions,cryoslimsolutions.com,support@cryoslimsolutions.com,support@cryoslimsolutions.com,yes,ok,https://cryoslimsolutions.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",22
Dajjesa,dajjesa.com,info@dajjesa.com,info@dajjesa.com,yes,ok,https://dajjesa.com,medspa,nad+,7
DALLAS HEALTH AND WELLNESS CLINIC,dallashwclinic.com,admin@dallashwclinic.com,admin@dallashwclinic.com,yes,ok,https://dallashwclinic.com,medspa,semaglutide,2
De-Senesce Longevity and Wellness,de-senesce.com,info@desenesce.com,info@desenesce.com,yes,ok,https://de-senesce.com,medspa,GLP-1 weight loss peptides,6
Defy Medical,defymedical.com,care@defymedical.com,care@defymedical.com,yes,ok,https://defymedical.com,medspa,"semaglutide, tirzepatide, pt-141, oxytocin",8
"Deja Vu Medspa, Goodyear",dejavumedspa.com,info@dejavumedspa.com,info@dejavumedspa.com,yes,ok,https://dejavumedspa.com,medspa,,3
DFW Medi Weight Loss Clinic,dfwmediclinic.com,info@dfwmediclinic.com,info@dfwmediclinic.com,yes,ok,https://dfwmediclinic.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, glutathione",9
Diabetes &amp; Thyroid Metabolic Clinic,diabetesthyroid.clinic,info@diabetesthyroid.com,info@diabetesthyroid.com; info@diabetesthyroid.clinic,yes,ok,https://diabetesthyroid.clinic,medspa,GLP-1 weight loss peptides,4
Diamond Medical Weight Control and Wellness Center,diamondweightcontrol.com,info@diamondweightcontrol.com,diamondweightcontrol@gmail.com; info@diamondweightcontrol.com,yes,ok,https://diamondweightcontrol.com,medspa,"semaglutide, tirzepatide",9
dietMD Hawaii,dietmdhawaii.net,info@dietmdhawaii.com,info@dietmdhawaii.com; info@dietmdhawaii.net,yes,ok,https://dietmdhawaii.net,medspa,GLP-1 weight loss peptides,3
"Different Approach Wellness Center, Southfield",differentapproachwellnesscenter.com,tradney@differentapproachwellnesscenter.com,tradney@differentapproachwellnesscenter.com,yes,ok,https://differentapproachwellnesscenter.com,medspa,"semaglutide, tirzepatide",7
DNA Health &amp; Wellness,dnahealthco.com,andre@dnahealthco.com,andre@dnahealthco.com,yes,ok,https://dnahealthco.com,medspa,nad+,4
"Vitaminise Wellnest Clinic: Elizabeth Henson, APRN",docsbyandvitaminise.com,docsby.fnp@gmail.com,docsby.fnp@gmail.com,yes,ok,https://docsbyandvitaminise.com,medspa,"semaglutide, tirzepatide, glutathione",6
Drip Alchemy NYC,dripalchemynyc.com,hello@dripalchemynyc.com,hello@dripalchemynyc.com,yes,ok,https://dripalchemynyc.com,medspa,"nad+, sermorelin, ghk-cu, glutathione",7
DripTide Wellness St Pete,driptide.com,info@driptide.com,info@driptide.com,yes,ok,https://driptide.com,medspa,"semaglutide, tirzepatide, sermorelin, glutathione",8
"Michele Martin-Jones, MD",drmichelemartin-jones.com,mmartin.jonesoffice@yahoo.com,mmartin.jonesoffice@yahoo.com,yes,ok,https://drmichelemartin-jones.com,medspa,GLP-1 weight loss peptides,3
DR. VIGOR,drvigor.com,team@drvigor.com,team@drvigor.com,yes,ok,https://drvigor.com,medspa,"semaglutide, tirzepatide, liraglutide, bpc-157, tb-500, thymosin beta-4",29
Dynamis Proper TRT &amp; Weight Loss Clinic,dynamisonline.com,help@dynamisonline.com,help@dynamisonline.com,yes,ok,https://dynamisonline.com,vendor,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",24
Earth Angel Wellness,earthangelwellness.com,info@earthangelwellness.com,info@earthangelwellness.com,yes,ok,https://earthangelwellness.com,medspa,"semaglutide, tirzepatide, nad+",10
Eden Health,edenhealthutah.com,info@edenhealthutah.com,info@edenhealthutah.com,yes,ok,https://edenhealthutah.com,medspa,"semaglutide, tirzepatide",5
"Eden Aesthetics and Wellness, PLLC",edenmedspatexas.com,eden.medspa.abi@gmail.com,eden.medspa.abi@gmail.com,yes,ok,https://edenmedspatexas.com,medspa,"semaglutide, tirzepatide",8
Elevate Hydration Wellness Clinic,elevatehydration.org,info@elevatehydration.org,info@elevatehydration.org,yes,ok,https://elevatehydration.org,medspa,,3
Elevate Wellness at Keepsake Kottage,elevatewellnessks.com,elevatewellnessatkeepsake@gmail.com,elevatewellnessatkeepsake@gmail.com,yes,ok,https://elevatewellnessks.com,medspa,"semaglutide, tirzepatide, glutathione",13
EliTest Health,elitesthealth.com,support@elitesthealth.com,support@elitesthealth.com,yes,ok,https://elitesthealth.com,medspa,"semaglutide, tirzepatide",6
Elite Weight Loss Clinic,eliteweightlossclinic.com,jamie@eliteweightlossclinic.com,jamie@eliteweightlossclinic.com,yes,ok,https://eliteweightlossclinic.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin",10
Elixyr Labs,elixyrlabs.com,info@elixyrlabs.com,info@elixyrlabs.com,yes,ok,https://elixyrlabs.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",17
"EllEve Med Spa, Los Angeles",ellevemedspa.com,contact@ellevemedspa.com,contact@ellevemedspa.com,yes,ok,https://ellevemedspa.com,medspa,"semaglutide, tirzepatide, nad+",6
Emerald Aesthetics Medical Spa,emeraldaestheticsfl.janeapp.com,jennifer@emeraldaestheticsfl.com,jennifer@emeraldaestheticsfl.com,yes,ok,https://emeraldaestheticsfl.janeapp.com,medspa,nad+,2
Empowering Wellness,empoweringwellnessict.com,info@empoweringwellnessict.com,info@empoweringwellnessict.com,yes,ok,https://empoweringwellnessict.com,medspa,"semaglutide, tirzepatide",8
Empower Men&#x27;s Health Clinic,empowermensclinic.com,info@empowermensclinic.com,info@empowermensclinic.com,yes,ok,https://empowermensclinic.com,medspa,,2
EndoSlim Clinic NY,endoslimclinic.com,info@endoslimclinic.com,info@endoslimclinic.com,yes,ok,https://endoslimclinic.com,medspa,"semaglutide, tirzepatide, retatrutide",12
"Energize Testosterone &#038; Wellness Center, O&#8217;Fallon",energize-wellness.com,contact@energize-wellness.com,contact@energize-wellness.com,yes,ok,https://energize-wellness.com,medspa,semaglutide,7
Energize Health and Hormones,energizehealthandhormones.com,info@energizehealthandhormones.com,info@energizehealthandhormones.com,yes,ok,https://energizehealthandhormones.com,medspa,GLP-1 weight loss peptides,2
Enhanced Wellness,enhancedwellnessderby.com,info@enhancedwellnessderby.com,info@enhancedwellnessderby.com,yes,ok,https://enhancedwellnessderby.com,medspa,"semaglutide, tirzepatide",13
Enhanced Wellness of New Mexico,enhancedwellnessnm.com,info@enhancedwellnessnm.com,info@enhancedwellnessnm.com,yes,ok,https://enhancedwellnessnm.com,medspa,"nad+, glutathione",4
"Enhanced Beauty &#038; Wellness, Goodyear",enhanceyourselfaz.com,info@enhanceyourselfaz.com,info@enhanceyourselfaz.com,yes,ok,https://enhanceyourselfaz.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
ERA Metabolic Medicine (formerly Chix Beach Medical and,erametabolic.com,contact@erametabolic.com,contact@erametabolic.com,yes,ok,https://erametabolic.com,medspa,"semaglutide, tirzepatide",6
"Estrella Family Care and Aesthetics, Goodyear",estrellafamilycareandaesthetics.com,info@estrellafamilycareandaesthetics.com,info@estrellafamilycareandaesthetics.com,yes,ok,https://estrellafamilycareandaesthetics.com,medspa,"semaglutide, sermorelin, glutathione",7
"Etcetera Medical Weight Loss &#038; Med Spa, Philadelphia",etceteramedical.net,etceteramedical@gmail.com,etceteramedical@gmail.com,yes,ok,https://etceteramedical.net,medspa,"semaglutide, tirzepatide",9
Evolve Wellness and Health,evolvewellnessandhealth.com,info@evolvewellnessandhealth.com,info@evolvewellnessandhealth.com,yes,ok,https://evolvewellnessandhealth.com,medspa,,4
Fidelity Medical Clinic ®,fidelitymedicalclinic.com,fmc@fidelitymedicalclinic.com,fidelitymedicalclinic@gmail.com; fmc@fidelitymedicalclinic.com,yes,ok,https://fidelitymedicalclinic.com,medspa,"semaglutide, tirzepatide, sermorelin",10
Flowers’ Medical Group,flowersmedical.com,misty@flowersmedical.com,misty@flowersmedical.com,yes,ok,https://flowersmedical.com,medspa,,4
Family Medicine Clinic &amp; Center for Medical Weight Loss —,fmchh.com,fmchh@yahoo.com,fmchh@yahoo.com,yes,ok,https://fmchh.com,medspa,glutathione,6
"Full Circle Health and Wellness, Warner Robins",fullcirclehealthservices.org,fullcirclehealthservices9@gmail.com,fullcirclehealthservices9@gmail.com,yes,ok,https://fullcirclehealthservices.org,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Garcia Family Medicine &amp; Weight Loss Clinic,garciafamilymed.com,admin@garciafamilymed.com,admin@garciafamilymed.com,yes,ok,https://garciafamilymed.com,medspa,"semaglutide, tirzepatide",6
Geaux Drip IV Bar,geauxdripivbar.com,info@geauxdripivbar.com,info@geauxdripivbar.com,yes,ok,https://geauxdripivbar.com,vendor,"semaglutide, bpc-157, tb-500, ipamorelin, sermorelin, cjc-1295",12
Complete Medical Weight Loss Clinic,getthinrockhill.com,getthinrh@gmail.com,getthinrh@gmail.com,yes,ok,https://getthinrockhill.com,medspa,"semaglutide, tirzepatide",6
Zealthy,getzealthy.com,support@getzealthy.com,support@getzealthy.com,yes,ok,https://getzealthy.com,vendor,"semaglutide, tirzepatide",12
