vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Austin Regenerative Therapy,austinregen.com,,,yes,no_email,https://austinregen.com,medspa,,3
Beck Aesthetic Surgery,beckaestheticsurgery.com,,,yes,no_email,https://beckaestheticsurgery.com,medspa,GLP-1 weight loss peptides,6
Boston Orthopedic & Wellness,bostonorthopedicandwellness.com,,,yes,no_email,https://bostonorthopedicandwellness.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",14
Capitis Medical & Aesthetics,capitismedicalaesthetics.com,,,yes,no_email,https://capitismedicalaesthetics.com,medspa,,4
Companion Health,companionhealthnc.com,,,yes,no_email,https://companionhealthnc.com,vendor,"ipamorelin, sermorelin, cjc-1295, pt-141, glutathione",8
Center for Natural & Integrative Medicine,drkalidas.com,,,yes,no_email,https://drkalidas.com,medspa,"semaglutide, bpc-157, semax, ghk-cu, kpv, oxytocin",9
Nowak Aesthetics,drnowak.com,,,yes,no_email,https://drnowak.com,medspa,"semaglutide, tirzepatide",3
Elite Testosterone Clinic,elitetestosteroneclinic.com,,,yes,no_email,https://elitetestosteroneclinic.com,medspa,"semaglutide, tirzepatide, liraglutide, bpc-157, ipamorelin, sermorelin",23
Footsteps to Wellness,footstepstowellness.com,,,yes,no_email,https://footstepstowellness.com,medspa,"semaglutide, tirzepatide, retatrutide, liraglutide, ipamorelin, sermorelin",28
Gonstead Chiropractic ATX,gonstead-atx.com,,,,no_email,,vendor,,0
HyperCharge Health,hyperchargehealth.com,,,yes,no_email,https://hyperchargehealth.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, cjc-1295",20
Infinite Youth Medical Spa,infiniteyouthmedspa.com,,,,unreachable,,,,
Infinity Medspa,infinitywellnessqc.com,,,yes,no_email,https://infinitywellnessqc.com,medspa,"retatrutide, nad+, glutathione",7
Institute for Integrative Therapies,integrativetherapies.com,,,,no_email,,vendor,,0
iThriveMD,ithrivemd.com,,,yes,no_email,https://ithrivemd.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, pt-141, ghk-cu",22
IV Well & The WellSpa,iv-well.com,,,yes,no_email,https://iv-well.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",16
JonRic Medical Spa Charlotte,jonriccharlottemedicalspa.com,jonricmedspa@gmail.com,jonricmedspa@gmail.com,yes,already known,https://jonriccharlottemedicalspa.com,medspa,GLP-1 weight loss peptides,3
KDR Medspa Wellness,kathrynrussoaesthetics.com,kathrynrussoma@gmail.com,kathrynrussoma@gmail.com,,no_us_signal,https://kathrynrussoaesthetics.com,medspa,,4
Lite Medical,litemedical.com,,,,no_email,,vendor,,0
LX Medical,lxmedical.com,,,,unreachable,,,,
Mind Body Neurology,mindbodyneurology.com,,,,no_email,,vendor,,0
Natural Family Health Clinic,naturalfamilyhealthclinic.com,,,yes,no_email,https://naturalfamilyhealthclinic.com,medspa,"nad+, glutathione",9
Neem Medical Spa,neemmedicalspa.com,,,,no_email,https://neemmedicalspa.com,medspa,GLP-1 weight loss peptides,2
One Agora Integrative Health,oneagora.com,,,,no_email,,vendor,,0
Osteopathic Health of Orlando,osteopathic.healthcare,,,yes,no_email,https://osteopathic.healthcare,medspa,"semaglutide, tirzepatide",5
Rise Aesthetics & Longevity,rise-aesthetics.com,,,yes,no_email,https://rise-aesthetics.com,medspa,GLP-1 weight loss peptides,5
SkinLocal Orlando,skinlocalorlando.com,,,,no_email,,vendor,,0
The Hormone Upgrade,thehormoneupgrade.com,,,yes,no_email,https://thehormoneupgrade.com,medspa,"ipamorelin, kpv",8
Thiesen MD,thiesenmd.com,,,,unreachable,,,,
Upgrade PDX,upgradepdx.com,,,yes,no_email,https://upgradepdx.com,vendor,,0
VitaLab Wellness,vitalabwellness.com,,,,no_email,https://vitalabwellness.com,vendor,,0
Vitale IV Medical Clinic,vitaleivclinic.com,,,yes,no_email,https://vitaleivclinic.com,medspa,"bpc-157, tb-500, nad+, sermorelin, tesamorelin, mots-c",11
