vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
I Adore Her Body Spa,iadoreher.glossgenius.com,info@iadoreher.com,info@iadoreher.com,yes,ok,https://iadoreher.glossgenius.com,medspa,GLP-1 weight loss peptides,2
Ideal MD,idealmdpcp.com,info@idealmdpcp.com,info@idealmdpcp.com,yes,ok,https://idealmdpcp.com,medspa,"semaglutide, tirzepatide",7
Innova MedSpa,inmedspa.com,info@inmedspa.com,info@inmedspa.com,yes,ok,https://inmedspa.com,medspa,,3
Internally Balanced,internallybalanced.com,info@internallybalanced.com,info@internallybalanced.com,yes,ok,https://internallybalanced.com,medspa,,2
IV Drip Lounge,ivdriplounge.com,laxivdrip@gmail.com,laxivdrip@gmail.com,yes,ok,https://ivdriplounge.com,medspa,glutathione,2
Ivy Hydration Bar,ivyhydrationbar.com,ivyhydrationlg@gmail.com,ivyhydrationlg@gmail.com,yes,ok,https://ivyhydrationbar.com,medspa,,1
Kairos Aesthetics & Wellness,kairosaestheticsandwellness.com,admin@kairosaestheticsandwellness.com,admin@kairosaestheticsandwellness.com,yes,ok,https://kairosaestheticsandwellness.com,medspa,"semaglutide, nad+",5
Lasemedica,lasemedica.com,info@lasemedica.com,info@lasemedica.com,yes,ok,https://lasemedica.com,medspa,"semaglutide, tirzepatide",6
LifeFusion Health,lifefusionhealth.com,info@lifefusionhealth.com,info@lifefusionhealth.com,yes,ok,https://lifefusionhealth.com,medspa,,1
Live Well Functional Medicine,livewellfunctionalmedicine.com,info@livewellfunctionalmedicine.com,info@livewellfunctionalmedicine.com,yes,ok,https://livewellfunctionalmedicine.com,medspa,,1
Living Healthy Body and Mind,livinghealthybodyandmind.com,info@livinghealthybodyandmind.com,info@livinghealthybodyandmind.com,yes,ok,https://livinghealthybodyandmind.com,medspa,"semaglutide, tirzepatide",5
MyBliss Wellness,lovemybliss.com,support@lovemybliss.com,patience.effanga@lovemybliss.com; support@lovemybliss.com,yes,ok,https://lovemybliss.com,medspa,"semaglutide, tirzepatide",2
The Luxe Room,luxeroomcosmetic.com,hi@luxeroomcosmetic.com,hi@luxeroomcosmetic.com; denver@luxeroomcosmetic.com; fortcollins@luxeroomcosmetic.com; boulder@luxeroomcosmetic.com; rino@luxeroomcosmetic.com,yes,ok,https://luxeroomcosmetic.com,medspa,"semaglutide, tirzepatide",3
CORAM CVS/specialty infusion services (Home IV Therapy),maineseniorguide.com,mainemusicandhealth@gmail.com,mainemusicandhealth@gmail.com,yes,ok,https://maineseniorguide.com,vendor,,1
Best IV Therapy in NJ,manawellnessandaestheticsgroup.com,info@manawellnessandaestheticsgroup.com,info@manawellnessandaestheticsgroup.com,yes,ok,https://manawellnessandaestheticsgroup.com,medspa,nad+,5
Marcus Testosterone LLC,marcusclinic.com,info@marcusclinic.com,info@marcusclinic.com; hello@marcusclinic.com,yes,ok,https://marcusclinic.com,medspa,,1
Maryland Wellness & Aesthetics,marylandwellnessaesthetics.com,admin@marylandwellnessaesthetics.com,admin@marylandwellnessaesthetics.com,yes,ok,https://marylandwellnessaesthetics.com,medspa,"semaglutide, tirzepatide",7
Mia's Salon & Med Spa Coppell,miasscoppell.com,administrator@miasscoppell.com,administrator@miasscoppell.com,yes,ok,https://miasscoppell.com,medspa,GLP-1 weight loss peptides,2
beautymarx,mybeautymarx.com,info@mybeautymarx.com,info@mybeautymarx.com,yes,ok,https://mybeautymarx.com,medspa,,1
New England Low-T Center,nelowt.com,anthony@nelowt.com,anthony@nelowt.com,yes,ok,https://nelowt.com,medspa,"bpc-157, tb-500, thymosin beta-4, ipamorelin, sermorelin, pt-141",12
New Life Transformation Center,newlifetransformationcenter.com,support@newlifetransformationcenter.com,impallari@gmail.com; support@newlifetransformationcenter.com,yes,ok,https://newlifetransformationcenter.com,medspa,,2
Next Level Wellness of Riverside (NLW),nextlevwellness.com,hello@nextlevwellness.com,hello@nextlevwellness.com,yes,ok,https://nextlevwellness.com,medspa,"bpc-157, ipamorelin, sermorelin, kpv",9
"Mobile IV Therapy in Parkland, FL",nextlvlmobileinfusion.com,nextlvlinfusion@gmail.com,nextlvlinfusion@gmail.com,yes,ok,https://nextlvlmobileinfusion.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",12
North Florida Plastic Surgery & Aesthetics,northfloridaplasticsurgery.com,admin@northfloridaplasticsurgery.com,admin@northfloridaplasticsurgery.com,yes,ok,https://northfloridaplasticsurgery.com,medspa,"semaglutide, tirzepatide",3
Optimal Health Wellness Clinic-$60 DOT PHYSICAL,oh-wc.com,optimalhealthwc@gmail.com,optimalhealthwc@gmail.com,yes,ok,https://oh-wc.com,medspa,,1
Olikano Wellness,olikanowellness.com,info@olikanowellness.com,info@olikanowellness.com,yes,ok,https://olikanowellness.com,medspa,GLP-1 weight loss peptides,5
Innova MedSpa,optimantra.com,support@optimantra.freshdesk.com,support@optimantra.freshdesk.com; support@optimantra.zendesk.com,yes,ok,https://optimantra.com,medspa,,4
Optimize Medical Weight Loss & Wellness,optimizemedical.org,wellness@optimizemedical.org,optimizemedicalwellness@gmail.com; wellness@optimizemedical.org,yes,ok,https://optimizemedical.org,medspa,semaglutide,2
"IV Infusion Therapy in Eugene, OR",oregonmanclinics.com,billing@oregonmanclinics.com,billing@oregonmanclinics.com,yes,ok,https://oregonmanclinics.com,medspa,,2
"Papillon Wellness & Longevity, PLLC",papillonwellnessandlongevity.com,regency.surprise@papillonwellnessandlongevity.com,regency.surprise@papillonwellnessandlongevity.com; northvalley@papillonwellnessandlongevity.com,yes,ok,https://papillonwellnessandlongevity.com,medspa,GLP-1 weight loss peptides,4
"Pathway Health & Wellness, Mesa, AZ",pathwayhealthnwellness.com,info@pathwayhealthnwellness..com,info@pathwayhealthnwellness..com; info@pathwayhealthnwellness.com,yes,ok,https://pathwayhealthnwellness.com,medspa,"nad+, glutathione",3
Prana IV Therapy,pranaivtherapy.com,contact@pranaivtherapy.com,contact@pranaivtherapy.com,yes,ok,https://pranaivtherapy.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
Prescription Aesthetic And Wellness Spa,prescriptionaestheticandwellnessspa.com,tgrx2fit@gmail.com,tgrx2fit@gmail.com,yes,ok,https://prescriptionaestheticandwellnessspa.com,medspa,semaglutide,2
Pearl Skin Aesthetics,psamedspa.com,info@psamedspa.com,info@psamedspa.com,yes,ok,https://psamedspa.com,medspa,GLP-1 weight loss peptides,4
PSL Wellness & Med Spa,pslhealthcenter.com,info@pslhealthcenter.com,info@pslhealthcenter.com,yes,ok,https://pslhealthcenter.com,medspa,,2
PURE Medical Aesthetics,puremedicalaesthetics.com,info@puremedicalaesthetics.com,info@puremedicalaesthetics.com,yes,ok,https://puremedicalaesthetics.com,medspa,,1
"Reflxns Aesthetics, LLC",reflxnsaesthetics.com,info@reflxnsaesthetics.com,info@reflxnsaesthetics.com,yes,ok,https://reflxnsaesthetics.com,medspa,GLP-1 weight loss peptides,3
Rehydrate IV Infusion,rehydrateivinfusion.com,info@rehydrateivinfusion.com,info@rehydrateivinfusion.com,yes,ok,https://rehydrateivinfusion.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
R&H Rejuvenation and Health Aesthetics,rejuvenationandhealth.com,rejuvenationandhealth@gmail.com,rejuvenationandhealth@gmail.com,yes,ok,https://rejuvenationandhealth.com,medspa,nad+,2
Re'vi Aesthetics + Wellness,revimedical.com,info@revimedical.com,info@revimedical.com,yes,ok,https://revimedical.com,medspa,"semaglutide, nad+",4
IV Hydration Therapy,revitalizemedicalclinic.com,twoodley@revitalizemedicalclinic.com,twoodley@revitalizemedicalclinic.com,yes,ok,https://revitalizemedicalclinic.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+",9
REVIVE Aesthetics + Wellness,reviveri.com,info@reviveri.com,info@reviveri.com,yes,ok,https://reviveri.com,medspa,,1
"RevIVing Wellness, Cape Girardeau",revivingwellnesscape.com,info@revivingwellnesscape.com,revivingwellnesscape@gmail.com; info@revivingwellnesscape.com,yes,ok,https://revivingwellnesscape.com,medspa,,2
Saintly Skin,saintlyskin.com,hello@saintlyskin.com,hello@saintlyskin.com,yes,ok,https://saintlyskin.com,medspa,"semaglutide, tirzepatide",3
Santa Fe Ob/Gyn,santafeobgyn.com,info@santafeobgyn.com,info@santafeobgyn.com,yes,ok,https://santafeobgyn.com,medspa,GLP-1 weight loss peptides,4
SIMMETRIA MedSpa,simmetria.us,info@simmetria.us,info@simmetria.us,yes,ok,https://simmetria.us,medspa,,1
IV Therapy,skinbylegacy.org,info@skinbylegacy.org,info@skinbylegacy.org,yes,ok,https://skinbylegacy.org,medspa,GLP-1 weight loss peptides,6
Skin Sanctuary,skinsanctuaryidaho.com,skinsanctuaryidaho@gmail.com,skinsanctuaryidaho@gmail.com,yes,ok,https://skinsanctuaryidaho.com,medspa,nad+,5
Society Wellness and Skin Spa,societywellnessandskinspa.com,societywellnessandskinspa@gmail.com,societywellnessandskinspa@gmail.com,yes,ok,https://societywellnessandskinspa.com,medspa,GLP-1 weight loss peptides,5
IV Nutritional Therapy Milwaukee,solsticewi.com,info@solsticewi.com,info@solsticewi.com,yes,ok,https://solsticewi.com,vendor,GLP-1 weight loss peptides,2
Southern Beauty Aesthetics,southernbeautyaesthetics.com,support@southernbeautyaesthetics.com,support@southernbeautyaesthetics.com,yes,ok,https://southernbeautyaesthetics.com,medspa,"semaglutide, tirzepatide",3
Southern Ketamine and Wellness,southernketamine.com,info@southernketamine.com,info@southernketamine.com,yes,ok,https://southernketamine.com,medspa,"semaglutide, nad+, tirzepatide",8
Stram Center for Integrative Medicine,stramcenter.com,info@stramcenter.com,info@stramcenter.com,yes,ok,https://stramcenter.com,medspa,"nad+, glutathione",6
SYNOLO WELLNESS,synolowellness.com,kristi@synolowellness.com,kristi@synolowellness.com,yes,ok,https://synolowellness.com,medspa,,1
The Glow Lab,theglowlabaz.com,hello@theglowlabaz.com,hello@theglowlabaz.com,yes,ok,https://theglowlabaz.com,medspa,"semaglutide, tirzepatide, glutathione",6
Personalized Wellness,thehydrationroom.org,drcharlesoffice1@yahoo.com,drcharlesoffice1@yahoo.com,yes,ok,https://thehydrationroom.org,medspa,"semaglutide, tirzepatide, nad+, glutathione",6
Island Wellness Center,theislandwellnesscenter.com,islandwellnesshq@gmail.com,islandwellnesshq@gmail.com,yes,ok,https://theislandwellnesscenter.com,medspa,,1
The IV Society,theivsociety.com,hello@theivsociety.com,hello@theivsociety.com,yes,ok,https://theivsociety.com,medspa,"nad+, glutathione",3
Thistle Medical Aesthetics,thistlemedicalaesthetics.com,info@thistlemedicalaesthetics.com,info@thistlemedicalaesthetics.com; inof@thistlemedicalaesthetics.com,yes,ok,https://thistlemedicalaesthetics.com,medspa,,1
Medical Spa of Monroe,thrivewellspa.com,hello@thrivewellspa.com,thrivewellspa@gmail.com; ashton@thrivewellspa.com; hello@thrivewellspa.com,yes,ok,https://thrivewellspa.com,medspa,GLP-1 weight loss peptides,5
VitaOasis Infusion and Functional Wellness,vitaoasisinfusionwellness.net,vitaoasisinfusion@gmail.com,vitaoasisinfusion@gmail.com,yes,ok,https://vitaoasisinfusionwellness.net,medspa,,1
VIV Life lounge,vivlifelounge.com,info@vivlifelounge.com,info@vivlifelounge.com,yes,ok,https://vivlifelounge.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
Infusion Associates,vivoinfusion.com,info@vivoinfusion.com,info@vivoinfusion.com,yes,ok,https://vivoinfusion.com,medspa,,1
West Ashley Wellness and Rehab,westashleywellness.com,front.desk@westashleywellness.com,front.desk@westashleywellness.com,yes,ok,https://westashleywellness.com,medspa,,4
West Chester Wellness Center,westchesterwellness.net,info@westchesterwellness.net,info@westchesterwellness.net,yes,ok,https://westchesterwellness.net,medspa,glutathione,2
Wild Roots IV Hydration and Wellness,wildrootsivandwellness.com,wildrootshw@gmail.com,wildrootshw@gmail.com,yes,ok,https://wildrootsivandwellness.com,medspa,"nad+, glutathione",3
Woodland Hills Medical Clinic,woodlandhillsweightloss.com,farawaylaw@aol.com,farawaylaw@aol.com,yes,ok,https://woodlandhillsweightloss.com,vendor,GLP-1 weight loss peptides,2
Zwell Health and Wellness,zwellwellness.com,zwellwellness@gmail.com,zwellwellness@gmail.com,yes,ok,https://zwellwellness.com,medspa,"semaglutide, tirzepatide",4
One Eighty Wellness Spa,180spa.com,auburn@180spa.com,auburn@180spa.com,yes,no_peptides,https://180spa.com,medspa,,0
4Ever Young Med Spa & Wellness Center,4everyoungantiaging.com,,,yes,no_email,https://4everyoungantiaging.com,medspa,"semaglutide, tirzepatide",7
5 Star Medical Inc.,5starmedicalinc.com,,,,no_email,,vendor,,0
8 4 3 IV Hydration and Wellness,843iv.com,,,,unreachable,,,,
Optimize U PDX,a.mktgcdn.com,,,,unreachable,,,,
Meridiem DermSpa,aadermatology.com,info@aadermatology.com,info@aadermatology.com,yes,no_peptides,https://aadermatology.com,medspa,,0
About You Aesthetics,aboutyouaesthetics.com,,,yes,no_email,https://aboutyouaesthetics.com,medspa,glutathione,2
Absolute Health & Wellness,absolutehealthwellness.com,stefanie@absolutehealthwellness.com,stefanie@absolutehealthwellness.com,yes,no_peptides,https://absolutehealthwellness.com,medspa,,0
a•dore aesthetics and Medspa (Elkhorn),adoremedspaomaha.com,,,yes,no_email,https://adoremedspaomaha.com,medspa,,0
ADP Weight Loss Medical Services,adpmedicalservices.com,,,,unreachable,,,,
Advanced Aesthetics Skin Care Studio and Institute,advancedaestheticsskincarestudio.com,,,yes,no_email,https://advancedaestheticsskincarestudio.com,medspa,,0
Advanced Cosmetic Surgery,advancedcosmeticsurgery-sc.com,,,yes,no_email,https://advancedcosmeticsurgery-sc.com,medspa,GLP-1 weight loss peptides,2
Debbie Russell Aesthetics,aestheticsal.com,info@aestheticsal.com,info@aestheticsal.com,yes,no_peptides,https://aestheticsal.com,medspa,,0
Pure Health Aesthetics & Wellness,aestheticsandwellness.com,,,,no_email,https://aestheticsandwellness.com,medspa,nad+,4
Aesthetics Institute of the Shoals,aestheticsshoals.com,,,,unreachable,,,,
Ageless Advanced Aesthetics,agelessadvancedaesthetics.com,,,yes,no_email,https://agelessadvancedaesthetics.com,medspa,,0
Ageless Expressions Medspa,agelessexpressions.com,,,yes,no_email,https://agelessexpressions.com,medspa,"semaglutide, tirzepatide, nad+",6
Ageless Aesthetics,agelessindy.com,,,yes,no_email,https://agelessindy.com,medspa,GLP-1 weight loss peptides,2
Ageless Women’s Health,agelesswomenshealth.com,,,,no_email,https://agelesswomenshealth.com,medspa,semaglutide,6
Alabama Surgical Arts,alabamasurgicalarts.com,,,,unreachable,,,,
Alaska Vein Care,alaskaveincare.com,veinsaway@alaskaveincare.com,veinsaway@alaskaveincare.com,yes,no_peptides,https://alaskaveincare.com,medspa,,0
Alison Wellness Clinic,alisonwellnessclinic.com,,,yes,no_email,https://alisonwellnessclinic.com,medspa,sermorelin,7
Alivio Wellness,aliviowellness.co,hello@aliviowellness.co,hello@aliviowellness.co,yes,no_peptides,https://aliviowellness.co,vendor,,0
Alpha Male Clinic,alphamaleclinic.com,,,yes,no_email,https://alphamaleclinic.com,vendor,"semaglutide, tirzepatide, bpc-157, nad+, pt-141, ghk-cu",11
Alpine Wellness,alpinewellness.net,,,,unreachable,,,,
Alabama Wellness & Aesthetics,alwellnessmd.com,,,,no_email,,vendor,,0
Ambiance Salon And Spa,ambiancespalon.com,,,yes,no_email,https://ambiancespalon.com,vendor,,0
Meeka Lockert,amgfairbanks.com,,,yes,no_email,https://amgfairbanks.com,medspa,,3
Amplify Salon + Spa,amplifysalon.com,,,yes,no_email,https://amplifysalon.com,vendor,,0
AMS Studios,ams-studios.com,,,,unreachable,,,,
Blake Neuromuscular Therapy since 2004,amtamassage.org,info@amtamassage.org,info@amtamassage.org; chapterrelations@amtamassage.org,yes,no_peptides,https://amtamassage.org,vendor,,0
AMY BEAUTY NAIL (10% OFF FOR NEW CUSTOMER )BEST NAIL SALON IN ALABASTE,amynails35007.vidobooking.com,amylee35080@yahoo.com,amylee35080@yahoo.com; ken@gmail.com,yes,no_peptides,https://amynails35007.vidobooking.com,medspa,,0
New Age Medspa,anchoragemedspa.com,,,yes,no_email,https://anchoragemedspa.com,medspa,"nad+, glutathione",2
Anjella Paulette Aesthetics,anjellapaulette.com,hello@anjellapaulette.com,hello@anjellapaulette.com,yes,no_peptides,https://anjellapaulette.com,medspa,,0
Anti-Aging Northwest,antiagingnorthwest.com,,,yes,no_email,https://antiagingnorthwest.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, sermorelin, oxytocin",14
ANU Wellness,anu-wellness.com,,,yes,no_email,https://anu-wellness.com,medspa,GLP-1 weight loss peptides,3
APEX Anti Aging Solutions,apexantiagingsolutions.com,,,,unreachable,,,,
Reviva Wellness Center,api.whatsapp.com,,,,no_email,https://api.whatsapp.com,vendor,,0
APEX Anti Aging Solutions,app.sellsio.co,,,,no_email,https://app.sellsio.co,vendor,,0
Apex Mobile Hydration Therapy In Apex NC,aquafusionivtherapy.com,,,,no_email,https://aquafusionivtherapy.com,medspa,glutathione,2
Aqua Medical Spa,aquamedicalspa.com,,,yes,no_email,https://aquamedicalspa.com,medspa,,1
Aqua Vitae,aquavitality.com,,,yes,no_email,https://aquavitality.com,medspa,"semaglutide, nad+, sermorelin, aod-9604, tirzepatide",17
Arbor Health,arbor-health.com,,,yes,no_email,https://arbor-health.com,medspa,GLP-1 weight loss peptides,2
Ariya Aesthetics,ariyamedspa.com,impallari@gmail.com,impallari@gmail.com,yes,already known,https://ariyamedspa.com/services,medspa,"semaglutide, tirzepatide",4
Arizona Beauty Lab,arizonabeautylab.com,,,yes,no_email,https://arizonabeautylab.com,medspa,nad+,2
Alabama Massage Specialists,art.massagetherapy.com,,,yes,no_email,https://art.massagetherapy.com,vendor,,0
Aspen Health,aspen.health,info@aspen.health,info@aspen.health,,no_peptides,https://aspen.health,vendor,,0
Aspire Spa and Wellness,aspirespaandwellness.com,,,,unreachable,,,,
50% Off IV Therapy,assets.cdn.filesafe.space,,,,unreachable,,,,
LIVE Hydration Spa Legacy,assets.locations.livehydrationspa.com,,,,unreachable,,,,
Clear Stream Health Mobile IV Therapy,assets.zyrosite.com,,,,unreachable,,,,
Auburn Dental Spa,auburndentalspa.com,appointments@auburndentalspa.com,appointments@auburndentalspa.com,yes,no_peptides,https://auburndentalspa.com,medspa,,0
