vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Kristin Schmidt MD,kschmidtobgyn.com,,,yes,no_email,https://kschmidtobgyn.com,medspa,"bpc-157, sermorelin, pt-141, melanotan i, ghk-cu",7
LeHeal Biogenix,lehealbiogenix.com,,,yes,no_email,https://lehealbiogenix.com,medspa,"bpc-157, tb-500, thymosin beta-4, thymosin alpha-1, nad+, ipamorelin",15
Modern Therapeutics AZ,moderntherapeuticsaz.com,,,,no_email,,vendor,,0
myEvergreen MedSpa,myevergreenmedspa.com,,,yes,no_email,https://myevergreenmedspa.com,medspa,,1
Nashville Health Pro,nashvillehealthpro.com,nashvillehealthpro@gmail.com,nashvillehealthpro@gmail.com,yes,already known,https://nashvillehealthpro.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, glutathione",16
Waters Edge Natural Medicine,naturopathic.com,,,yes,no_email,https://naturopathic.com,medspa,GLP-1 weight loss peptides,4
Oasis Medical Clinic and Spa,oasisclinicandspa.com,,,yes,no_email,https://oasisclinicandspa.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, cjc-1295",18
Optimum Peak Wellness,optimumpeakwellness.com,,,,no_email,,vendor,,0
Peptides Certified,peptidescertified.com,,,,no_email,https://peptidescertified.com,vendor,,0
Pinnacle Integrative Health,pinnacleintegrative.com,,,yes,no_email,https://pinnacleintegrative.com,medspa,"bpc-157, tb-500, thymosin beta-4, nad+, ipamorelin, cjc-1295",16
Ponte Vedra Vein & Aesthetics,pontevedravein.com,,,yes,no_email,https://pontevedravein.com,medspa,"semaglutide, tirzepatide",7
Qvita Health and Wellness,qvitahealthandwellness.com,,,yes,no_email,https://qvitahealthandwellness.com,medspa,"bpc-157, sermorelin, cjc-1295, pt-141, ghk-cu, glutathione",11
Radiance Medspa Atlanta,radiancemedspaatlanta.com,,,yes,no_email,https://radiancemedspaatlanta.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, glutathione",6
Real Results Medical,realresultsmedical.com,,,yes,no_email,https://realresultsmedical.com,medspa,GLP-1 weight loss peptides,7
ReBalanced Wellness,rebalancedwellnessclinic.com,,,,no_email,,vendor,,0
Vitality Medical Wellness Center,sommerwhitemd.com,,,yes,no_email,https://sommerwhitemd.com,medspa,glutathione,7
Spa Sydell,spasydell.com,,,,no_email,https://spasydell.com,medspa,,0
Taylor Medical Wellness,taylormedicalgroup.net,,,,no_email,,vendor,,0
TransformYou,transformyouaz.com,,,yes,no_email,https://transformyouaz.com,medspa,"semaglutide, tirzepatide, retatrutide, ipamorelin, sermorelin, tesamorelin",25
TribecaMed,tribecamed.com,,,,no_email,https://tribecamed.com,vendor,,0
Tutera Medical,tuteramedical.com,,,,unreachable,,,,
Valley Medical Weight Loss,valleymedicalweightloss.com,,,yes,no_email,https://valleymedicalweightloss.com,medspa,"semaglutide, tirzepatide, nad+",9
Vida Hormone Therapy,vidaintegrativehormones.com,,,yes,no_email,https://vidaintegrativehormones.com,medspa,oxytocin,9
Vitality Medical PNW,vitalitymedicalpnw.com,,,yes,no_email,https://vitalitymedicalpnw.com,medspa,,1
VitalRenew,vitalrenewclinic.com,,,yes,no_email,https://vitalrenewclinic.com,medspa,"bpc-157, tb-500, nad+, ipamorelin, sermorelin, tesamorelin",23
Walk In Wellness Clinic,walkinwellnessclinic.com,,,yes,no_email,https://walkinwellnessclinic.com,medspa,,2
PG Weight Loss Jacksonville,weightlossjacksonvilleflorida.com,,,,no_email,https://weightlossjacksonvilleflorida.com,vendor,GLP-1 weight loss peptides,2
