vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Age Well NP,agewellnp.com,info@agewellnp.com,info@agewellnp.com,yes,ok,https://agewellnp.com,medspa,"semaglutide, tirzepatide",13
Ageless Health Medicine,ahmedicine.com,hello@ahmedicine.com,hello@ahmedicine.com,yes,ok,https://ahmedicine.com,medspa,,1
The Wellness Lounge,akwellnesslounge.com,hey@akwellnesslounge.com,hey@akwellnesslounge.com; holly@akwellnesslounge.com,yes,ok,https://akwellnesslounge.com,medspa,"nad+, glutathione",3
Alaya Health &amp; Wellness,alayahealthandwellness.com,admin@alayahealthandwellness.com,admin@alayahealthandwellness.com,yes,ok,https://alayahealthandwellness.com,medspa,,3
Alchemy Aesthetics Co.,alchemyaestheticsco.com,book@alchemyaestheticsco.com,book@alchemyaestheticsco.com,yes,ok,https://alchemyaestheticsco.com,medspa,,2
Alexandria Regenerative Center,alexregenerativecenter.com,info@www.alexregenerativecenter.com,info@www.alexregenerativecenter.com,yes,ok,https://alexregenerativecenter.com,medspa,,1
Allegra Wellness Spa,allegrawellnessspa.com,riverview@allegrawellnessspa.com,riverview@allegrawellnessspa.com; ruskin@allegrawellnessspa.com,yes,ok,https://allegrawellnessspa.com,medspa,semaglutide,3
Allure Health &amp; Med Spa,allurehealthmed.com,contactus@allurehealthmed.com,contactus@allurehealthmed.com,yes,ok,https://allurehealthmed.com,medspa,tirzepatide,3
Almost Heaven Mobile Hydration,almostheavenhydration.net,ahh.wellness.wv@gmail.com,ahh.wellness.wv@gmail.com,yes,ok,https://almostheavenhydration.net,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",23
Altius Performance Medicine,altiusperformancemedicine.com,info@altiusperformancemedicine.com,info@altiusperformancemedicine.com,yes,ok,https://altiusperformancemedicine.com,medspa,"nad+, sermorelin, semaglutide, tirzepatide",10
Avant?? Medical Aesthetics,amafresno.com,info@amafresno.com,info@amafresno.com,yes,ok,https://amafresno.com,medspa,"nad+, glutathione",6
AmpUp Wellness,ampupwellness.com,info@ampupwellness.com,info@ampupwellness.com,yes,ok,https://ampupwellness.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin beta-4",21
ANEWU Aesthetics &amp; Wellness,anewuaestheticsandwellness.com,anewugainesville@gmail.com,anewugainesville@gmail.com,yes,ok,https://anewuaestheticsandwellness.com,medspa,,2
Annapolis Aesthetics Medspa,annapolisaesthetics.com,info@annapolisaesthetics.com,info@annapolisaesthetics.com,yes,ok,https://annapolisaesthetics.com,medspa,"semaglutide, tirzepatide, glutathione",7
Anti Aging Clinic Naples,antiagingclinicnaples.com,info@antiagingclinicnaples.com,info@antiagingclinicnaples.com; managernaplesantiagingclinic@gmail.com,yes,ok,https://antiagingclinicnaples.com,medspa,"semaglutide, tirzepatide",9
Alternative &amp; Anti-Aging Medicine,antiagingmedicine.com,frontdesk@antiagingmedicine.com,frontdesk@antiagingmedicine.com,yes,ok,https://antiagingmedicine.com,medspa,nad+,2
Miami Anti-Aging Institute,antiagingmiami.com,info@antiagingmiami.com,info@antiagingmiami.com; u003einfo@antiagingmiami.com,yes,ok,https://antiagingmiami.com,medspa,,3
Aphrodite Aesthetics &amp; Wellness,aphroditeaestheticsaz.com,info@aphroditeaestheticsaz.com,info@aphroditeaestheticsaz.com,yes,ok,https://aphroditeaestheticsaz.com,medspa,,2
Ark-La-Tex Health Center,arklatexhealthcenter.net,chirodesk@arklatexhealthcenter.net,chirodesk@arklatexhealthcenter.net,yes,ok,https://arklatexhealthcenter.net,medspa,,1
LaterzaMD Aesthetic Center,arveaesthetics.com,info@arveaesthetics.com,info@arveaesthetics.com,yes,ok,https://arveaesthetics.com,medspa,GLP-1 weight loss peptides,3
"Ascend, MD",ascendwellnessmd.com,info@ascendwellnessmd.com,drjacob@ascendwellnessmd.com; info@ascendwellnessmd.com,yes,ok,https://ascendwellnessmd.com,medspa,"bpc-157, thymosin alpha-1, nad+, ipamorelin, tesamorelin, cjc-1295",10
Ascent TRT &amp; Weight Loss,ascenttrt.com,info@ascenttrt.com,info@ascenttrt.com,yes,ok,https://ascenttrt.com,medspa,"nad+, sermorelin",5
Aspen Luxe Med Spa,aspenluxemedspa.com,info@aspenluxemedspa.com,info@aspenluxemedspa.com,yes,ok,https://aspenluxemedspa.com,medspa,GLP-1 weight loss peptides,2
Salt City Med Spa,aspirewellnesshutch.com,aspirewellnesshutch@gmail.com,aspirewellnesshutch@gmail.com,yes,ok,https://aspirewellnesshutch.com,medspa,GLP-1 weight loss peptides,4
Asymmetric Health,asymmetrichealth.com,support@asymmetrichealth.com,support@asymmetrichealth.com,yes,ok,https://asymmetrichealth.com,medspa,"semaglutide, tirzepatide",13
AURAE MedSpa,auraemedspa.com,info@auraemedspa.com,info@auraemedspa.com,yes,ok,https://auraemedspa.com,medspa,nad+,4
"Balanced Wellness Primary Care, LLC",balancedwellnesspc.com,info@balancedwellnesspc.com,info@balancedwellnesspc.com,yes,ok,https://balancedwellnesspc.com,medspa,GLP-1 weight loss peptides,2
Balle Bliss,ballebliss.com,info@ballebliss.com,info@ballebliss.com,yes,ok,https://ballebliss.com,medspa,GLP-1 weight loss peptides,5
Beautify Medical Spa,beautifynh.com,maria@beautifynh.com,maria@beautifynh.com,yes,ok,https://beautifynh.com,medspa,GLP-1 weight loss peptides,2
BEAUTILAB Medspa,beautilab.com,hello@beautilab.com,hello@beautilab.com,yes,ok,https://beautilab.com,medspa,"nad+, sermorelin",10
Belfiore Wellness Center and Gynecology,belfiorewellnesscenter.com,info@belfiorewellnesscenter.com,info@belfiorewellnesscenter.com,yes,ok,https://belfiorewellnesscenter.com,medspa,"semaglutide, tirzepatide",5
Below Zero Cryo &amp; Beauty,belowzerobeauty.com,belowzerobeautystudio@gmail.com,belowzerobeautystudio@gmail.com,yes,ok,https://belowzerobeauty.com,vendor,GLP-1 weight loss peptides,3
BG Medical,bgmedical.org,gbgmedical@aol.com,gbgmedical@aol.com,yes,ok,https://bgmedical.org,medspa,"nad+, sermorelin",3
Bliss Wellness and Spa,blisswellnessandspa.com,welcome@blisswellnessandspa.com,welcome@blisswellnessandspa.com,yes,ok,https://blisswellnessandspa.com,medspa,semaglutide,5
Medical Spa of Blue Ridge,blueridgewellnessmassage.com,grantchironow@gmail.com,grantchironow@gmail.com,yes,ok,https://blueridgewellnessmassage.com,vendor,oxytocin,1
Body Balance Strength &amp; Wellness,bodybalanceboulder.com,info@bodybalanceboulder.com,jason@bodybalanceboulder.com; info@bodybalanceboulder.com,yes,ok,https://bodybalanceboulder.com,vendor,"bpc-157, tb-500, sermorelin, mots-c, selank, semax",14
Body Care Doctor,bodycaredoctor.com,drstratt@bodycaredoctor.com,drstratt@bodycaredoctor.com; ivana@bodycaredoctor.com,yes,ok,https://bodycaredoctor.com,medspa,semaglutide,5
BodyLogicMD of Indiana,bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Boost and Balance,boostandbalance.com,info@boostandbalance.com,info@boostandbalance.com; krischislett@gmail.com,yes,ok,https://boostandbalance.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin beta-4, thymosin alpha-1",35
Bozeman IV,bozemaniv.com,bozemaninfusion@gmail.com,bozemaninfusion@gmail.com,yes,ok,https://bozemaniv.com,medspa,"nad+, glutathione",3
Bridge Health Clinic,bridgehealthclinic.com,office@bridgehealthclinic.com,office@bridgehealthclinic.com,yes,ok,https://bridgehealthclinic.com,medspa,tirzepatide,3
BritePath Medical,britepathmedical.com,info@britepathmedical.com,info@britepathmedical.com,yes,ok,https://britepathmedical.com,medspa,"semaglutide, tirzepatide",7
Winona,bywinona.com,hello@bywinona.com,help@bywinona.com; pr@bywinona.com; hello@bywinona.com,yes,ok,https://bywinona.com,medspa,,1
Catalyst MedSpa,catalystmedspa.com,hello@catalystmedspa.com,hello@catalystmedspa.com,yes,ok,https://catalystmedspa.com,medspa,glutathione,1
Center for Hormone Health and Wellness,centerforhormonehealthandwellness.com,support@centerforhormonehealthandwellness.com,support@centerforhormonehealthandwellness.com,yes,ok,https://centerforhormonehealthandwellness.com,medspa,"semaglutide, tirzepatide",7
CGT Aesthetics,cgtaesthetics.com,info@cgtaesthetics.com,info@cgtaesthetics.com,yes,ok,https://cgtaesthetics.com,medspa,GLP-1 weight loss peptides,4
Well Labs+ Medspa,charleston.wellabsplus.com,charleston@wellabsplus.com,charleston@wellabsplus.com,yes,ok,https://charleston.wellabsplus.com,medspa,"nad+, ghk-cu, glutathione",6
Coastal Healthcare,coastal-healthcare.com,lamb@coastal-healthcare.com,lamb@coastal-healthcare.com,yes,ok,https://coastal-healthcare.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",15
Yates Center Med Spa,coffeyhealth.org,ar@coffeyhealth.org,ar@coffeyhealth.org,yes,ok,https://coffeyhealth.org,medspa,,1
Compass of Hope,compassofhope.com,brittany@compassofhope.com,brittany@compassofhope.com; contactus@compassofhope.com; billing@compassofhope.com,yes,ok,https://compassofhope.com,medspa,"tirzepatide, semaglutide",5
Confident Med Spa,confidentmedspa.com,contactus@confidentmedspa.com,contactus@confidentmedspa.com,yes,ok,https://confidentmedspa.com,medspa,"semaglutide, tirzepatide, nad+",12
Craft Men&#39;s Clinic,craftmensclinic.com,info@craftmensclinic.com,info@craftmensclinic.com; contact@craftmensclinic.com,yes,ok,https://craftmensclinic.com,medspa,,3
CT Medical Weight Management &amp; Beyond,ctmedweightloss.com,glastonbury@ctmedweightloss.com,glastonbury@ctmedweightloss.com,yes,ok,https://ctmedweightloss.com,medspa,"semaglutide, tirzepatide",8
Carolina&#39;s Weight Loss Institute,cwli.net,%20infog@cwli.net,%20infog@cwli.net; infog@cwli.net; %20dradkins@cwli.net; dradkins@cwli.net; %20infofc@cwli.net; infofc@cwli.net; %20drsarah@cwli.net; drsarah@cwli.net,yes,ok,https://cwli.net,medspa,glutathione,2
Defy Aesthetic Boutique,defyaestheticboutique.com,info@defyaestheticboutique.com,info@defyaestheticboutique.com; %20info@defyaestheticboutique.com,yes,ok,https://defyaestheticboutique.com,medspa,,1
DermaMediQ Medical Spa,dermamediq.com,dermamediq1705@yahoo.com,dermamediq1705@yahoo.com,yes,ok,https://dermamediq.com,medspa,"semaglutide, nad+, glutathione",6
DermaTouch RN,dermatouchrn.com,anthony@dermatouchrn.com,anthony@dermatouchrn.com,yes,ok,https://dermatouchrn.com,medspa,GLP-1 weight loss peptides,4
Desert Sands Aesthetics &amp; Laser,desertsandsaesthetics.com,info@desertsandsaesthetics.com,info@desertsandsaesthetics.com,yes,ok,https://desertsandsaesthetics.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Devine Healthcare,devinehc.net,info@devinehc.net,info@devinehc.net,yes,ok,https://devinehc.net,medspa,tirzepatide,5
Digna Whole Health,dignawholehealth.com,hello@dignawholehealth.com,hello@dignawholehealth.com,yes,ok,https://dignawholehealth.com,medspa,GLP-1 weight loss peptides,3
Broad Street Weight Management Center,drfortino.net,info@drfortino.com,info@drfortino.com,yes,ok,https://drfortino.net,medspa,"semaglutide, tirzepatide, glutathione",18
Dr. Gillis&#39; Wellness Center,drgilliswellnesscenter.com,centralmewm@gmail.com,centralmewm@gmail.com,yes,ok,https://drgilliswellnesscenter.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin beta-4",18
Drip Drop Health &amp; Wellness,dripdrophealthy.com,dripdrophealthy@gmail.com,dripdrophealthy@gmail.com; dripdrophealthynwa@gmail.com,yes,ok,https://dripdrophealthy.com,medspa,nad+,8
D&#39;vine Medical Spa,dvinemedspa.com,nadine@dvinemedspa.com,nadine@dvinemedspa.com; dvine@dvinemedspa.com,yes,ok,https://dvinemedspa.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, tesamorelin, ghk-cu",17
Edmond Primary Care,edmondprimarycare.com,office@edmondprimarycare.com,office@edmondprimarycare.com,yes,ok,https://edmondprimarycare.com,medspa,"semaglutide, tirzepatide",3
Ehden Medical Aesthetics,ehdenmedical.com,info@ehdenmedical.com,info@ehdenmedical.com,yes,ok,https://ehdenmedical.com,medspa,"semaglutide, tirzepatide",6
Eleganz Medical Spa,eleganzmedicalspa.com,eleganz.med.spa@gmail.com,eleganz.med.spa@gmail.com,yes,ok,https://eleganzmedicalspa.com,medspa,,1
Elements Med Lounge,elementsmedlounge.com,info@elementsmedlounge.com,info@elementsmedlounge.com,yes,ok,https://elementsmedlounge.com,medspa,"semaglutide, tirzepatide",5
Elevate Health &amp; Wellness,elevate-hrt.com,elevatehrt@gmail.com,elevatehrt@gmail.com,yes,ok,https://elevate-hrt.com,medspa,glutathione,3
Elevate Miami Med Spa &amp; Wellness,elevate-miami.com,info@elevate-miami.com,info@elevate-miami.com,yes,ok,https://elevate-miami.com,medspa,nad+,8
Elevation Hydration,elevationhydration307.com,elevationhydration307@gmail.com,elevationhydration307@gmail.com,yes,ok,https://elevationhydration307.com,medspa,,1
Elite Healthcare Physical Medicine,elitehcpm.com,office@elitehcpm.com,office@elitehcpm.com,yes,ok,https://elitehcpm.com,medspa,GLP-1 weight loss peptides,4
Elite Luxe Aesthetics,eliteluxeaesthetics.com,tgalus1020@gmail.com,tgalus1020@gmail.com,yes,ok,https://eliteluxeaesthetics.com,medspa,"semaglutide, tirzepatide, glutathione",5
Elite Medical + Longevity,elitemedicalandlongevity.com,info@elitemedicalandlongevity.com,vip@elitemedicalandlongevity.com; info@elitemedicalandlongevity.com,yes,ok,https://elitemedicalandlongevity.com,medspa,,1
Elite MediSpa,elitemedispa-florida.com,elitemedispa@yahoo.com,elitemedispa@yahoo.com,yes,ok,https://elitemedispa-florida.com,medspa,nad+,4
Elko Replenish Med Spa,elkoreplenishmedspa.com,info@elkoreplenishmedspa.com,elkoreplenishmedspa@gmail.com; info@elkoreplenishmedspa.com,yes,ok,https://elkoreplenishmedspa.com,medspa,nad+,4
Elle Aesthetics,elleaestheticsutah.com,info@elleaestheticsutah.com,info@elleaestheticsutah.com,yes,ok,https://elleaestheticsutah.com,medspa,"tirzepatide, nad+, sermorelin",10
Elle Medical &amp; Aesthetics,ellemedicalandaesthetics.com,ellemedicalclinic@gmail.com,ellemedicalclinic@gmail.com,yes,ok,https://ellemedicalandaesthetics.com,medspa,"nad+, glutathione",6
Empower Wellness Center,empowerwellnesscenter.net,empowerivwellness@gmail.com,empowerivwellness@gmail.com,yes,ok,https://empowerwellnesscenter.net,medspa,"semaglutide, tirzepatide, nad+, glutathione",12
Ensync Health and Wellness,ensynchealthandwellness.com,jdurling@ensynchealthandwellness.com,jdurling@ensynchealthandwellness.com,yes,ok,https://ensynchealthandwellness.com,medspa,semaglutide,1
Envi Aesthetics,enviaesthetics.com,info@enviaesthetics.com,info@enviaesthetics.com,yes,ok,https://enviaesthetics.com,medspa,GLP-1 weight loss peptides,8
Epiphany Clinic,epiphanyclinic.com,office@epiphanyclinic.com,office@epiphanyclinic.com; stephany@epiphanyclinic.com,yes,ok,https://epiphanyclinic.com,medspa,semaglutide,6
Eternity Medicine (Dr. Graham Simpson),eternitymedicine.com,info@eternitymedicine.com,info@eternitymedicine.com,yes,ok,https://eternitymedicine.com,medspa,"mots-c, oxytocin, semaglutide, tirzepatide",7
Euphoria Esthetics &amp; Wellness,euphoriaestheticswellness.com,info@euphoriaestheticswellness.com,info@euphoriaestheticswellness.com,yes,ok,https://euphoriaestheticswellness.com,medspa,GLP-1 weight loss peptides,3
Everstrong Men&#39;s Health,everstrongmenshealth.com,everstrongmenshealth@gmail.com,everstrongmenshealth@gmail.com,yes,ok,https://everstrongmenshealth.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",19
Finger Lakes Performance,fingerlakesperformance.com,info@fingerlakesperformance.com,info@fingerlakesperformance.com,yes,ok,https://fingerlakesperformance.com,medspa,,5
First State Med Spa,firststatemedspa.com,careteam@firststatemedspa.com,careteam@firststatemedspa.com,yes,ok,https://firststatemedspa.com,medspa,GLP-1 weight loss peptides,4
FitRx Wellness,fitrxwellnessok.com,drgreg@fitrxwellnessok.com,drgreg@fitrxwellnessok.com; %20drgreg@fitrxwellnessok.com,yes,ok,https://fitrxwellnessok.com,medspa,semaglutide,7
FloAesthetics,floaestheticsiowa.com,contact@floaestheticsiowa.com,contact@floaestheticsiowa.com,yes,ok,https://floaestheticsiowa.com,medspa,GLP-1 weight loss peptides,5
Flourish Health &amp; Wellness,flourishwellnesspc.com,info@flourishwellnesspc.com,britni@flourishwellnesspc.com; info@flourishwellnesspc.com,yes,ok,https://flourishwellnesspc.com,medspa,semaglutide,1
Fluid Med Spa &amp; Weight Loss,fluidivdriplounge.com,fluidivdriplounge@gmail.com,fluidivdriplounge@gmail.com,yes,ok,https://fluidivdriplounge.com,medspa,GLP-1 weight loss peptides,5
Forum Health,forumhealth.com,info@forumhealth.com,info@forumhealth.com,yes,ok,https://forumhealth.com,medspa,semaglutide,5
"Framework Integrative Medicine, LLC",frameworkclinic.com,hello@frameworkclinic.com,hello@frameworkclinic.com,yes,ok,https://frameworkclinic.com,medspa,,1
Fredonia Wellness &amp; TRT,frh1.org,tballard@frh1.org,tballard@frh1.org,yes,ok,https://frh1.org,medspa,,1
Functional Medicine Partners,functionalmedicinepartners.com,carol@functionalmedicinepartners.com,carol@functionalmedicinepartners.com,yes,ok,https://functionalmedicinepartners.com,medspa,"semaglutide, tirzepatide, liraglutide, ipamorelin, sermorelin",14
Galen Healthcare &amp; Aesthetics,galenhealthcaresc.com,info@galenhealthcaresc.com,info@galenhealthcaresc.com,yes,ok,https://galenhealthcaresc.com,medspa,GLP-1 weight loss peptides,5
GANO Medical,ganomedical.com,info@ganomedical.com,info@ganomedical.com,yes,ok,https://ganomedical.com,medspa,GLP-1 weight loss peptides,5
Genesis Wellness &amp; Aesthetics,genesiswa.com,scheduling@genesiswa.com,scheduling@genesiswa.com,yes,ok,https://genesiswa.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",25
Re-Balanced Wellness,getrebalanced.com,info@getrebalanced.com,info@getrebalanced.com,yes,ok,https://getrebalanced.com,vendor,GLP-1 weight loss peptides,5
GLO Wellness,glowellnessmedspa.com,jhendenp@gmail.com,jhendenp@gmail.com,yes,ok,https://glowellnessmedspa.com,medspa,GLP-1 weight loss peptides,4
Glow Health and Wellness Niceville,glowhealthandwellness.com,glow@glowhealthandwellness.com,glow@glowhealthandwellness.com,yes,ok,https://glowhealthandwellness.com,medspa,"bpc-157, ipamorelin, sermorelin, cjc-1295, mots-c, pt-141",12
Glow Medical Group,glowmedicalgroup.com,sarah@glowmedicalgroup.com,sarah@glowmedicalgroup.com,yes,ok,https://glowmedicalgroup.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin",12
Great Lakes Integrative Medicine,glvhealth.com,drflip@glvhealth.com,drflip@glvhealth.com,yes,ok,https://glvhealth.com,medspa,,2
Grace + Grey Med Spa,graceandgreymedspa.com,info@graceandgreymedspa.com,kkshaddix@gmail.com; info@graceandgreymedspa.com,yes,ok,https://graceandgreymedspa.com,medspa,,2
Hawaii Natural Medicine,hawaiinaturalmedicine.com,info@hawaiinaturalmedicine.com,info@hawaiinaturalmedicine.com,yes,ok,https://hawaiinaturalmedicine.com,medspa,"nad+, glutathione",8
Health4life,health4lifenv.com,info@health4lifenv.com,info@health4lifenv.com; mary@health4lifenv.com,yes,ok,https://health4lifenv.com,medspa,"thymosin alpha-1, ll-37",5
Health Core Medical &amp; Aesthetics,healthcoremedical.com,info@healthcoremedical.com,landtbeautysc@gmail.com; info@healthcoremedical.com,yes,ok,https://healthcoremedical.com,medspa,,1
HEAT (Huntington Elite Aesthetic Treatments),heatwv.com,info@heatwv.com,info@heatwv.com,yes,ok,https://heatwv.com,medspa,,2
Her Aesthetics Medical Spa,hermedicalspa.com,hello@hermedicalspa.com,hello@hermedicalspa.com,yes,ok,https://hermedicalspa.com,medspa,semaglutide,2
Hormones by Design,hormonesbydesign.com,davis@hormonesbydesign.com,davis@hormonesbydesign.com,yes,ok,https://hormonesbydesign.com,medspa,,1
True Rejuvenation Peptide And Hormone Replacement Therapy Pllc,hormonioustherapy.com,truepeptidehrt@gmail.com,truepeptidehrt@gmail.com,yes,ok,https://hormonioustherapy.com,medspa,tirzepatide,7
Hydraline Hawaii,hydralinehawaii.com,info@hydralinehawaii.com,info@hydralinehawaii.com,yes,ok,https://hydralinehawaii.com,medspa,"nad+, glutathione",3
Identity Hormones Healthcare,identityhormones.com,info@identityhormones.com,phoenix@identityhormones.com; denver@identityhormones.com; henderson@identityhormones.com; sugarhouse@identityhormones.com; info@identityhormones.com,yes,ok,https://identityhormones.com,medspa,,1
Impressions Medispa,impressionsmedispa.com,info@impressionsmedispa.com,mariam.aesthetics@gmail.com; info@impressionsmedispa.com,yes,ok,https://impressionsmedispa.com,medspa,,1
Medical Spa of Douglasville,infinitymedspaga.com,infinitymedspaga@gmail.com,infinitymedspaga@gmail.com,yes,ok,https://infinitymedspaga.com,medspa,"nad+, glutathione",7
Infuse IV Wellness,infuseivwellness.com,infuseshalimar@gmail.com,infuseshalimar@gmail.com,yes,ok,https://infuseivwellness.com,medspa,"semaglutide, bpc-157, tb-500, thymosin beta-4, nad+, sermorelin",21
Infusia IV Hydration and MedSpa,infusiaivhydrationmedspa.com,info@infusiaivhydrationmedspa.com,info@infusiaivhydrationmedspa.com,yes,ok,https://infusiaivhydrationmedspa.com,medspa,,1
Innate Wellness &amp; Medical,innatewellnessaz.com,customersupport@innatewellnessaz.com,customersupport@innatewellnessaz.com,yes,ok,https://innatewellnessaz.com,medspa,,1
Innovative Men&#39;s Clinic,innovativehealthsolutions.net,info@innovativehealthsolutions.net,info@innovativehealthsolutions.net,yes,ok,https://innovativehealthsolutions.net,medspa,"semaglutide, tirzepatide",6
"InShapeWV, LLC",inshapewv.com,inshapewv@gmail.com,inshapewv@gmail.com,yes,ok,https://inshapewv.com,medspa,semaglutide,3
Integrated Wellness &amp; Medical Spa,integratedak.com,contactus@integratedak.com,contactus@integratedak.com,yes,ok,https://integratedak.com,medspa,,2
Iowa Wellness Center,iowawellnesscenter.com,frontdesk@iowawellnesscenter.com,frontdesk@iowawellnesscenter.com,yes,ok,https://iowawellnesscenter.com,medspa,"semaglutide, tirzepatide, glutathione",8
Iron Beauty Health and Wellness,ironbeauty.com,info@ironbeauty.com,info@ironbeauty.com,yes,ok,https://ironbeauty.com,medspa,"semaglutide, tirzepatide, liraglutide",7
Island Balance Clinic (Hilo),islandbalanceclinic.com,info@reply.islandbalanceclinic.com,mie@islandbalanceclinic.com; contact@islandbalanceclinic.com; info@reply.islandbalanceclinic.com,yes,ok,https://islandbalanceclinic.com,medspa,nad+,5
IV Lounge CT,ivloungect.com,admin@ivloungect.com,admin@ivloungect.com,yes,ok,https://ivloungect.com,medspa,glutathione,4
Mosaic Infusions &amp; Wellness,ivmosaic.com,office@ivmosaic.com,office@ivmosaic.com,yes,ok,https://ivmosaic.com,medspa,,1
IVUSE,ivuseiv.com,admin@ivuseiv.com,admin@ivuseiv.com,yes,ok,https://ivuseiv.com,medspa,glutathione,3
Ponte Vedra Vein &amp; Aesthetics,jax.miamivein.com,jax@miamivein.com,jax@miamivein.com,yes,ok,https://jax.miamivein.com,medspa,"semaglutide, tirzepatide",9
JCPC Health,jcpchealth.com,patientservices@jcpchealth.com,patientservices@jcpchealth.com,yes,ok,https://jcpchealth.com,medspa,semaglutide,3
JC Total Health,jctotalhealth.com,office@jctotalhealth.com,office@jctotalhealth.com,yes,ok,https://jctotalhealth.com,medspa,,2
Jersey Integrative Health &amp; Wellness,jerseyintegrative.com,jcampos@jerseyintegrative.com,jcampos@jerseyintegrative.com,yes,ok,https://jerseyintegrative.com,medspa,GLP-1 weight loss peptides,6
JK MedSpa (Columbus),jkmedspa.com,julie@jkmedspa.com,julie@jkmedspa.com,yes,ok,https://jkmedspa.com,medspa,nad+,4
Karen Barbalace Aesthetics,kbanorman.com,info@kbanorman.com,info@kbanorman.com,yes,ok,https://kbanorman.com,medspa,GLP-1 weight loss peptides,5
Kinetic Clinic,kineticclinic.net,contact@kineticclinic.net,contact@kineticclinic.net,yes,ok,https://kineticclinic.net,medspa,"semaglutide, tirzepatide, bpc-157, ipamorelin, sermorelin, cjc-1295",18
Koresthetics,koresthetic.com,info@koresthetic.com,info@koresthetic.com,yes,ok,https://koresthetic.com,medspa,GLP-1 weight loss peptides,2
La Belle Vie Medical Care,labelleviemedicalcare.com,info@labelleviemedicalcare.com,info@labelleviemedicalcare.com,yes,ok,https://labelleviemedicalcare.com,medspa,GLP-1 weight loss peptides,5
Lace &amp; Needle Med Spa,laceandneedle.com,lacey@laceandneedle.com,lacey@laceandneedle.com,yes,ok,https://laceandneedle.com,medspa,GLP-1 weight loss peptides,4
La Font D&#39;Medspa,lafontdmedspa.com,lafontdmedspa@yahoo.com,lafontdmedspa@yahoo.com,yes,ok,https://lafontdmedspa.com,medspa,semaglutide,2
Laguna Longevity Lab,lagunalongevitylab.com,hello@lagunalongevitylab.com,hello@lagunalongevitylab.com,yes,ok,https://lagunalongevitylab.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
Core Healing,lakesareaivwellnessclinic.com,info.lakesareaiv@gmail.com,info.lakesareaiv@gmail.com; lakesareaivwellnessclinic@gmail.com,yes,ok,https://lakesareaivwellnessclinic.com,medspa,nad+,5
LaserAway,laseraway.com,hello@laseraway.net,hello@laseraway.net,yes,ok,https://laseraway.com,medspa,"nad+, glutathione",2
