vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Breakthrough Medical,fightweightgain.com,info@fightweightgain.com,info@fightweightgain.com,yes,ok,https://fightweightgain.com,medspa,"semaglutide, tirzepatide",6
Fine Fit Medspa and Wellness,finefitmedspa.com,info@finefitmedspa.com,info@finefitmedspa.com,yes,ok,,medspa,GLP-1 weight loss peptides,5
Florida Renu Hormones and Wellness,floridarenu.net,floridarenu@gmail.com,floridarenu@gmail.com,yes,ok,https://floridarenu.net,medspa,"semaglutide, tirzepatide",3
Flow Wellness,flowellness.shop,info@flowellness.org,info@flowellness.org,yes,ok,https://flowellness.shop,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin alpha-1, nad+",23
Forest Acres Well Care,forestacreswellcare.com,admin@forestacreswellcare.com,mattjvl@gmail.com; admin@forestacreswellcare.com,yes,ok,https://forestacreswellcare.com,medspa,"nad+, pt-141",6
Form Health,formhealth.co,billing@formhealth.co,billing@formhealth.co,yes,ok,https://formhealth.co,medspa,"semaglutide, tirzepatide, liraglutide",10
Formula Health and Wellness,formulahw.com,melanie@formulahw.com,melanie@formulahw.com,yes,ok,https://formulahw.com,medspa,"bpc-157, ipamorelin, sermorelin",12
Functional Family Medicine,functionalfamilymedicine.net,memberservices@functionalfamilymedicine.net,memberservices@functionalfamilymedicine.net,yes,ok,https://functionalfamilymedicine.net,medspa,"semaglutide, tirzepatide, liraglutide, bpc-157, thymosin alpha-1, ipamorelin",12
GatherWell,gatherwellmn.com,info@gatherwellmn.com,info@gatherwellmn.com,yes,ok,https://gatherwellmn.com,medspa,"nad+, glutathione",7
Generation Wellness,genwellamarillo.com,info@genwellamarillo.com,info@genwellamarillo.com,yes,ok,https://genwellamarillo.com,medspa,"semaglutide, tirzepatide",8
GenWell Rx,genwellrx.com,hello@genwellrx.com,hello@genwellrx.com,yes,ok,https://genwellrx.com,medspa,"semaglutide, tirzepatide",5
Get Well Clinic Family Health and Weight Loss,getwellclinic.com,info@getwellclinic.com,info@getwellclinic.com,yes,ok,https://getwellclinic.com,medspa,"semaglutide, tirzepatide",6
Global Life Rejuvenation,globalliferejuvenation.com,contact@globalliferejuvenation.com,contact@globalliferejuvenation.com,yes,ok,https://globalliferejuvenation.com,medspa,"semaglutide, bpc-157, ipamorelin, sermorelin, cjc-1295, selank",21
Graceful Glam MedSpa,gracefulglamllc.com,andrea@gracefulglamllc.com,andrea@gracefulglamllc.com,yes,ok,https://gracefulglamllc.com,medspa,,1
Great Lakes Wellness Clinics,greatlakeswellnessclinics.com,april@greatlakeswellnessclinics.com,april@greatlakeswellnessclinics.com,yes,ok,https://greatlakeswellnessclinics.com,medspa,"semaglutide, tirzepatide",9
Grossman Wellness Center,grossmanwellness.com,contact@grossmanwellness.com,contact@grossmanwellness.com,yes,ok,https://grossmanwellness.com,medspa,"bpc-157, ghk-cu",4
H2W Fort Wayne,h2wfortwayne.com,info@h2wfortwayne.com,info@h2wfortwayne.com,yes,ok,https://h2wfortwayne.com,medspa,"semaglutide, tirzepatide",5
Holistic Solutions,holisticsolutionsdoc.com,info@holisticsolutionsdoc.com,info@holisticsolutionsdoc.com,yes,ok,https://holisticsolutionsdoc.com,medspa,"semaglutide, tirzepatide, bpc-157, ipamorelin, sermorelin, tesamorelin",17
Millennium Wellness Center,hormonebalance.org,info@hormonebalance.org,info@hormonebalance.org,yes,ok,https://hormonebalance.org,medspa,GLP-1 weight loss peptides,4
Ideal Protein NYC,idealhealthnyc.com,info@idealhealthnyc.com,info@idealhealthnyc.com,yes,ok,https://idealhealthnyc.com,medspa,GLP-1 weight loss peptides,3
Identity Hormones and Healthcare,identityhormones.com,info@identityhormones.com,phoenix@identityhormones.com; denver@identityhormones.com; henderson@identityhormones.com; sugarhouse@identityhormones.com; info@identityhormones.com,yes,ok,https://identityhormones.com,medspa,,1
Impact Health Clinic,impacthealthclinics.com,info@impacthealthclinics.com,info@impacthealthclinics.com; info+oxford@impacthealthclinics.com; info+corinth@impacthealthclinics.com; info+olivebranch@impacthealthclinics.com; info+tupelo@impacthealthclinics.com,yes,ok,https://impacthealthclinics.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",16
Infinity Wellness LLC,infinity-wellness.net,info@infinity-wellness.net,info@infinity-wellness.net,yes,ok,https://infinity-wellness.net,medspa,GLP-1 weight loss peptides,7
NU Body Weight Loss &amp; Aesthetics,integralhealthwellnessllc.com,admin@integralhealthwellnessllc.com,nubody2020@gmail.com; admin@integralhealthwellnessllc.com,yes,ok,https://integralhealthwellnessllc.com,medspa,GLP-1 weight loss peptides,2
Integrative Wellness Fx,integrativewellnessfx.com,admin@integrativewellnessfx.com,admin@integrativewellnessfx.com,yes,ok,https://integrativewellnessfx.com,medspa,"bpc-157, tb-500, thymosin beta-4, thymosin alpha-1, ipamorelin, cjc-1295",14
Interlinked Wellness,interlinkedwellness.com,admin@interlinkedwellness.com,admin@interlinkedwellness.com,yes,ok,https://interlinkedwellness.com,medspa,,2
Iowa IV,iowaiv.com,contact@iowaiv.com,contact@iowaiv.com,yes,ok,https://iowaiv.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",19
IV DRIPS,ivdrips.com,bookings@ivdrips.com,bookings@ivdrips.com,yes,ok,https://ivdrips.com,medspa,nad+,5
St. John&#x27;s Health&amp;Wellness Lifestyle Medicine,jaxlifestylemedicine.com,health@jaxlifestylemedicine.com,health@jaxlifestylemedicine.com,yes,ok,https://jaxlifestylemedicine.com,medspa,,1
Juventis,juventismedspa.com,jteam@juventismedspa.com,jteam@juventismedspa.com,yes,ok,https://juventismedspa.com,medspa,"semaglutide, tirzepatide, ipamorelin, sermorelin, tesamorelin",13
Kinetic Clinic,kineticclinic.net,contact@kineticclinic.net,contact@kineticclinic.net,yes,ok,https://kineticclinic.net,medspa,,2
Lavender &amp; Lace Aesthetics and Wellness,lavenderandlacechs.com,mckenzie@lavenderandlacechs.com,mckenzie@lavenderandlacechs.com,yes,ok,https://lavenderandlacechs.com,medspa,semaglutide,1
LC Aesthetics &amp; Wellness,lcawellness.com,hannah@lcawellness.com,cjohns7777@gmail.com; hannah@lcawellness.com,yes,ok,https://lcawellness.com,medspa,"semaglutide, tirzepatide, glutathione",9
Level Up Wellness + IV Therapy,levelupivtherapy.com,inquiries@levelupivtherapy.com,inquiries@levelupivtherapy.com,yes,ok,https://levelupivtherapy.com,medspa,"semaglutide, tirzepatide, nad+",10
"Lively Integrated Health, LLC",livelyintegratedhealth.com,info@livelyintegratedhealth.com,info@livelyintegratedhealth.com,yes,ok,https://livelyintegratedhealth.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin beta-4, nad+",20
LOURE Aesthetics &amp; Wellness®️,loureaesthetics.com,loureaesthetics@yahoo.com,loureaesthetics@yahoo.com,yes,ok,https://loureaesthetics.com,medspa,"semaglutide, tirzepatide",12
Lunara Integrative Health,lunarahealthaz.com,contact@lunarahealthaz.com,contact@lunarahealthaz.com,yes,ok,https://lunarahealthaz.com,medspa,GLP-1 weight loss peptides,4
Magnum Telehealth: Hormone Bio-Optimization and Wellness —,magnumtelehealth.com,help@magnumtelehealth.com,help@magnumtelehealth.com,yes,ok,https://magnumtelehealth.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, glutathione",13
Malibu Medical Weight Loss &amp; Nutrition,malibumedical.com,malibu.medical.weight.loss@gmail.com,malibu.medical.weight.loss@gmail.com,yes,ok,https://malibumedical.com,medspa,GLP-1 weight loss peptides,4
MATTR BIOwellness Club,mattrbiowellnessclub.com,info@mattrbiowellnessclub.com,info@mattrbiowellnessclub.com,yes,ok,https://mattrbiowellnessclub.com,medspa,,2
MD Diet Weight Loss &amp; Nutrition,mddietclinic.com,info@mddietclinic.com,info@mddietclinic.com,yes,ok,https://mddietclinic.com,medspa,"semaglutide, tirzepatide, liraglutide",13
Medcare Weight Loss Therapy,medcareweightlosstherapy.com,medcareweightlosstherapy@gmail.com,medcareweightlosstherapy@gmail.com,yes,ok,https://medcareweightlosstherapy.com,medspa,tirzepatide,3
MedGalore Aesthetics &amp; Wellness,medgalore.com,support@medgalore.com,support@medgalore.com; medgalorewellness@gmail.com,yes,ok,https://medgalore.com,medspa,GLP-1 weight loss peptides,9
Medical Reducing Inc,medicalreducingnv.com,medicalreducing@gmail.com,medicalreducing@gmail.com,yes,ok,https://medicalreducingnv.com,medspa,"semaglutide, tirzepatide",9
Norco Medical Weight Control,medicalweightcontrols.com,speralta@medicalweightcontrols.com,speralta@medicalweightcontrols.com; canyoncfrontdesk@medicalweightcontrols.com; chinohillsfrontdesk@medicalweightcontrols.com; mhernandez@medicalweightcontrols.com; longbeachfrontdesk@medicalweightcontrols.com; mgodinez@medicalweightcontrols.com; oceansidefrontdesk@medicalweightcontrols.com; vannuysfrontdesk@medicalweightcontrols.com,yes,ok,https://medicalweightcontrols.com,medspa,GLP-1 weight loss peptides,6
"Medrino Weight loss, Wellness, &amp; Men’s Health",medrinoweightloss.com,medrinowellness@gmail.com,medrinowellness@gmail.com,yes,ok,https://medrinoweightloss.com,medspa,GLP-1 weight loss peptides,4
Medslim,medslimweightloss.com,medslimweightloss@gmail.com,medslimweightloss@gmail.com,yes,ok,https://medslimweightloss.com,medspa,semaglutide,2
ALCHEME Medical Spa Del Mar,medspa-delmar.alchemehealth.com,info@alchemehealth.com,info@alchemehealth.com,yes,ok,https://medspa-delmar.alchemehealth.com,medspa,nad+,7
Menopause Method MD,menopausemethodmd.com,contact@menopausemethodmd.com,menopausemethod.md@gmail.com; contact@menopausemethodmd.com,yes,ok,https://menopausemethodmd.com,medspa,"bpc-157, thymosin alpha-1, ipamorelin, cjc-1295, pt-141",10
Mesa Medical Weight Loss,mesamedicalweightloss.com,info@mesamedicalweightloss.com,info@mesamedicalweightloss.com,yes,ok,https://mesamedicalweightloss.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, nad+",31
Mind Body Reset Functional Medicine,mindbodyresetfm.com,brc@mindbodyresetfm.com,brc@mindbodyresetfm.com,yes,ok,https://mindbodyresetfm.com,medspa,glutathione,3
ModernMed Chicago,modernmedchicago.com,info@modernmedchicago.com,info@modernmedchicago.com,yes,ok,https://modernmedchicago.com,medspa,,2
My Doctor Weight Loss Clinic,mydoctorweightloss.com,chulavista@mydoctorweightloss.com,chulavista@mydoctorweightloss.com; mydoctorweightloss@gmail.com,yes,ok,https://mydoctorweightloss.com,medspa,"semaglutide, tirzepatide",10
Health and Wellness Compounding Pharmacy,myhwcp.com,info@myhwcp.com,info@myhwcp.com,yes,ok,https://myhwcp.com,medspa,"semaglutide, tirzepatide",4
Nuceria Health,mynuceria.com,hello@mynuceria.com,hello@mynuceria.com,yes,ok,https://mynuceria.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",19
Path Health,mypath.health,hello@mypath.health,hello@mypath.health,yes,ok,https://mypath.health,medspa,GLP-1 weight loss peptides,5
"Profusions Weight Loss &amp; TRT, Scottsdale Virtual Clinic —",myprofusions.com,hello@myprofusions.com,support@myprofusions.com; partnerships@myprofusions.com; careers@myprofusions.com; press@myprofusions.com; hello@myprofusions.com,yes,ok,https://myprofusions.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, pt-141, ghk-cu",14
New Beginnings Wellness Clinic,nbwclinic.com,nbwclinicoh@gmail.com,nbwclinicoh@gmail.com,yes,ok,https://nbwclinic.com,medspa,GLP-1 weight loss peptides,9
Aesthetic Philosophy,ncaestheticphilosophy.com,julie@ncaestheticphilosophy.com,julie@ncaestheticphilosophy.com,yes,ok,https://ncaestheticphilosophy.com/about,medspa,tirzepatide,5
New Horizon Wellness Clinic,newhorizonclinics.com,info@newhorizonclinics.com,info@newhorizonclinics.com,yes,ok,https://newhorizonclinics.com,medspa,"semaglutide, tirzepatide, glutathione",13
New Summit Wellness,newsummitwellness.com,nurse@newsummitwellness.com,nurse@newsummitwellness.com,yes,ok,https://newsummitwellness.com,medspa,"semaglutide, tirzepatide",11
New Vision Weight Loss Clinic,newvisionweightlossclinic.com,info@newvisionweightlossclinic.com,info@newvisionweightlossclinic.com,yes,ok,https://newvisionweightlossclinic.com,medspa,"semaglutide, tirzepatide",10
NP Modalities,npmodalities.com,info@npmodalities.net,lawrenceburg@npmodalities.net; danville@npmodalities.net; info@npmodalities.net,yes,ok,https://npmodalities.com,medspa,GLP-1 weight loss peptides,7
One 2 Wellness Family &amp; Obesity Medicine,one2wellness.com,info@one2wellness.com,info@one2wellness.com,yes,ok,https://one2wellness.com,medspa,nad+,5
Optilife Medical,optilifemedical.com,optilifemedical@outlook.com,optilifemedical@outlook.com,yes,ok,https://optilifemedical.com,medspa,"semaglutide, nad+, ipamorelin, sermorelin",11
Optimal Vitality,optimalvitalitync.com,optimalvitalitync@gmail.com,optimalvitalitync@gmail.com,yes,ok,https://optimalvitalitync.com,medspa,"semaglutide, tirzepatide",7
Optima Testosterone and Weight Loss,optimatyler.com,info@optimatyler.com,info@optimatyler.com,yes,ok,https://optimatyler.com,medspa,"semaglutide, tirzepatide",15
D&amp;G Optimized Wellness and Hormones,optimizedwellness.net,info@optimizedwellness.net,info@optimizedwellness.net,yes,ok,https://optimizedwellness.net,medspa,,2
CSA Centers,orangetwist.com,info@orangetwist.com,info@orangetwist.com; pr@orangetwist.com,yes,ok,https://orangetwist.com,medspa,"semaglutide, tirzepatide",9
Optimal Wellness Clinic,owcohio.com,info@owcohio.com,info@owcohio.com,yes,ok,https://owcohio.com,medspa,"semaglutide, tirzepatide",4
Pasadena Pellet Therapy,pasadenapellets.com,info@pasadenapellets.com,info@pasadenapellets.com,yes,ok,https://pasadenapellets.com,medspa,,2
Peacock Health Collective,peacockhealth-collective.com,peacockhealthcollective@gmail.com,peacockhealthcollective@gmail.com,yes,ok,https://peacockhealth-collective.com/contact,medspa,GLP-1 weight loss peptides,3
Peak Vitality,peakvitalityne.net,peakvitalityne@gmail.com,peakvitalityne@gmail.com,yes,ok,https://peakvitalityne.net,medspa,"semaglutide, tirzepatide",8
Peptide Hackers,peptidehackers.com,support@peptidehackers.com,support@peptidehackers.com,yes,ok,https://peptidehackers.com,vendor,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, ipamorelin",27
Perfectly You Beauty Lab,perfectlyyoubcs.com,host@perfectlyyoubcs.com,host@perfectlyyoubcs.com,yes,ok,https://perfectlyyoubcs.com,medspa,,2
