vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Alaska Functional Medicine Clinic + Spa Reviews & Pricing,akfunctionalmed.com,info@akfunctionalmed.com,info@akfunctionalmed.com; nfo@akfunctionalmed.com,yes,ok,https://akfunctionalmed.com,medspa,,2
A.L. Aesthetic Center,alaestheticcenter.com,alaestheticcenter@gmail.com,alaestheticcenter@gmail.com,yes,ok,,medspa,tirzepatide,6
New Hope Weight Loss,alliedhw.com,contactus@alliedhw.com,contactus@alliedhw.com,yes,ok,https://alliedhw.com,medspa,,1
Altitude Medicine,altitudemedicine.com,info@altitudemedicine.com,info@altitudemedicine.com,yes,ok,https://altitudemedicine.com,medspa,"semaglutide, tirzepatide",8
Amazing Sculptz,amazingsculptz.com,amazingsculptz@yahoo.com,amazingsculptz@yahoo.com,yes,ok,https://amazingsculptz.com,medspa,semaglutide,5
A New You Aesthetic,anewyouaesthetic.com,info@anewyouaesthetic.com,anewyouaesthetic@gmail.com; info@anewyouaesthetic.com,yes,ok,https://anewyouaesthetic.com,medspa,,1
Aspen Trinity Wellness,aspentrinitycare.com,wellness@aspentrinitycare.com,wellness@aspentrinitycare.com,yes,ok,https://aspentrinitycare.com,medspa,,1
"Attune Menopause Care, CNM, MSCP",attunemenopausecare.com,office@attunemenopausecare.com,office@attunemenopausecare.com,yes,ok,https://attunemenopausecare.com,medspa,,1
A Younger You Wellness,ayoungeryoumedspa.com,info@ayoungeryoumedspa.com,info@ayoungeryoumedspa.com,yes,ok,https://ayoungeryoumedspa.com,medspa,"retatrutide, ipamorelin, sermorelin, tesamorelin, cjc-1295, ghk-cu",12
"Balance Medical, MD, PhD, FACOG",balancend.com,rhondamd@balancend.com,rhondamd@balancend.com; receptionist@balancend.com,yes,ok,https://balancend.com,medspa,GLP-1 weight loss peptides,2
Boulder Biologics,boulderbiologics.com,info@boulderbiologics.com,info@boulderbiologics.com,yes,ok,https://boulderbiologics.com,medspa,,3
Bridge City Family Medical Clinic Reviews & Pricing,bridgecitymedical.com,info@bridgecitymedical.com,info@bridgecitymedical.com,yes,ok,https://bridgecitymedical.com,medspa,,1
IV Hydration Therapy & Vitamin Drips,dellabellezzamedspa.com,info@dellabellezzamedspa.com,info@dellabellezzamedspa.com,yes,ok,https://dellabellezzamedspa.com,medspa,"tirzepatide, bpc-157, tb-500, thymosin beta-4, nad+, ipamorelin",28
Desert Lotus Vitality,desertlotusvitality.com,info@desertlotusvitality.com,info@desertlotusvitality.com,yes,ok,https://desertlotusvitality.com,medspa,GLP-1 weight loss peptides,5
dietMD Hawaii,dietmdhawaii.net,info@dietmdhawaii.com,info@dietmdhawaii.com; info@dietmdhawaii.net,yes,ok,https://dietmdhawaii.net,medspa,GLP-1 weight loss peptides,3
DNA Weight Loss and Wellness Solutions Reviews & Pricing,dnaweightlossandwellness.com,info@dnaweightlossandwellness.com,info@dnaweightlossandwellness.com,yes,ok,https://dnaweightlossandwellness.com,medspa,"semaglutide, tirzepatide, nad+",17
"The Ashford Center, MD, FACOG",drashford.com,info@drashford.com,info@drashford.com,yes,ok,https://drashford.com,medspa,"semaglutide, tirzepatide",6
DRE medspa,dremedspa.com,danielle@dremedspa.com,danielle@dremedspa.com,yes,ok,https://dremedspa.com,medspa,GLP-1 weight loss peptides,3
"Fobbs Lifepoint Institute for Women's Hormones, MD",drfobbs.com,gynhealthfresno@gmail.com,gynhealthfresno@gmail.com,yes,ok,https://drfobbs.com,medspa,,2
"David Ghausi, DO, DO",drghausi.com,drghausi@gmail.com,drghausi@gmail.com,yes,ok,https://drghausi.com,medspa,,1
Driip IV,driipiv.com,hello@driipiv.com,hello@driipiv.com,yes,ok,https://driipiv.com,medspa,"nad+, glutathione",6
"Miller Health, Bioidentical Hormone Replacement",drruthmiller.com,info@drruthmiller.com,info@drruthmiller.com,yes,ok,https://drruthmiller.com,medspa,GLP-1 weight loss peptides,3
Dynasty Day & Med Spa,dynastydaymedspa.com,dynastydaymedspa@gmail.com,dynastydaymedspa@gmail.com,yes,ok,https://dynastydaymedspa.com,medspa,"semaglutide, nad+",7
Biote Provider,elegantaesthetics.net,candacemooney@elegantaesthetics.net,candacemooney@elegantaesthetics.net,yes,ok,https://elegantaesthetics.net,medspa,,1
Element IV Therapy,elementivtherapy.com,info@elementivtherapy.com,info@elementivtherapy.com,yes,ok,https://elementivtherapy.com,medspa,,1
ELIXIUM HEALTH,elixiumhealth.com,info@elixiumhealth.com,info@elixiumhealth.com,yes,ok,https://elixiumhealth.com,medspa,,1
En Santé Med,ensantemed.com,info@ensantemed.com,info@ensantemed.com,yes,ok,https://ensantemed.com,medspa,GLP-1 weight loss peptides,5
"Evansville OBGYN, BHRT Pellet Therapy",evansvilleobgyn.com,frontdesk@evansvilleobgyn.com,nurse@evansvilleobgyn.com; frontdesk@evansvilleobgyn.com,yes,ok,https://evansvilleobgyn.com,medspa,,1
EVO Medical Spa,evomedicalspa.com,contact@evomedicalspa.com,contact@evomedicalspa.com,yes,ok,https://evomedicalspa.com,medspa,glutathione,5
"First Choice OBGYN, MD, Board Certified OB/GYN",firstchoiceobgynak.com,contactus@firstchoiceobgynak.com,contactus@firstchoiceobgynak.com,yes,ok,https://firstchoiceobgynak.com,medspa,"semaglutide, tirzepatide",5
Fishers Clinic and Med Spa Reviews & Pricing,fishersclinicandmedspa.com,info@fishersclinicandmedspa.com,info@fishersclinicandmedspa.com,yes,ok,https://fishersclinicandmedspa.com,medspa,GLP-1 weight loss peptides,6
FIT9 Wellness,fit9atl.com,info@fit9atl.com,info@fit9atl.com; erin@fit9atl.com,yes,ok,https://fit9atl.com,medspa,GLP-1 weight loss peptides,7
FloMed Infusion Fort Lauderdale,flomedinfusion.com,hello@flomedinfusion.com,hello@flomedinfusion.com; investors@flomedinfusion.com,yes,ok,https://flomedinfusion.com,medspa,,1
Flowers’ Medical Group,flowersmedical.com,misty@flowersmedical.com,misty@flowersmedical.com,yes,ok,https://flowersmedical.com,medspa,,4
Fondren Aesthetics,fondrenaesthetics.com,contact@fondrenaesthetics.com,contact@fondrenaesthetics.com,yes,ok,https://fondrenaesthetics.com,medspa,,1
FOY Medical Reviews & Pricing,foymed.com,foy@foymed.com,foy@foymed.com,yes,ok,https://foymed.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",29
"Glacier Women's Health and Wellness, MSN, APRN, FNP-C",glacierwomenshealth.com,ann@glacierwomenshealth.com,ann@glacierwomenshealth.com,yes,ok,https://glacierwomenshealth.com,medspa,,1
Glo Medspa,glomedspa.com,info@glomedspa.com,info@glomedspa.com,yes,ok,https://glomedspa.com,medspa,"semaglutide, nad+",7
Glow The Hydration Station Aesthetics and More Reviews & Pricing,glowhydrationstation.com,info@glowhydrationstation.com,info@glowhydrationstation.com,yes,ok,https://glowhydrationstation.com,medspa,nad+,5
"Good Hydrations Wellness, PLLC",goodhydrationswellness.com,info@goodhydrationswellness.com,info@goodhydrationswellness.com,yes,ok,https://goodhydrationswellness.com,medspa,"nad+, glutathione",3
Go Wellness,gowellnessclinic.com,info@gowellnessclinic.com,info@gowellnessclinic.com,yes,ok,https://gowellnessclinic.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
"Harlandale Clinic, MD, FACOG, FAAFP",harlandaleclinic.com,harlandaleclinic@yahoo.com,harlandaleclinic@yahoo.com,yes,ok,https://harlandaleclinic.com,medspa,,1
"Harmony Women's Health, OB/GYN",harmonywomens.com,info@harmonywomens.com,info@harmonywomens.com,yes,ok,https://harmonywomens.com,medspa,,1
Sarah Hitchcox Aesthetics,hitchcoxaesthetics.com,sarah@hitchcoxaesthetics.com,sarah@hitchcoxaesthetics.com,yes,ok,https://hitchcoxaesthetics.com,medspa,"semaglutide, tirzepatide",12
homeRN Birmingham,homerncare.com,info@homerncare.com,info@homerncare.com; auburnmontgomery@homerncare.com; birmingham@homerncare.com; buckheadvinings@homerncare.com; charleston@homerncare.com; columbia@homerncare.com; emilymanning@homerncare.com; hoovervestavia@homerncare.com,yes,ok,https://homerncare.com,medspa,glutathione,2
Winter Park Aesthetics & Hormone Therapy Reviews & Pricing,hormoneandhealthfl.com,info@hormoneandhealthfl.com,info@hormoneandhealthfl.com,yes,ok,https://hormoneandhealthfl.com,medspa,"semaglutide, tirzepatide",5
"Center for Anti-Aging Medicine & Hormone Wellness, Reproductive Endocr",hormonewellness.net,drpeters.hormonewellness@gmail.com,drpeters.hormonewellness@gmail.com; bpeters.hormonewellness@gmail.com,yes,ok,https://hormonewellness.net,medspa,,1
HydraLux IV Drip Bar & Medical Spa,hydraluxiv.com,contact@hydraluxiv.com,contact@hydraluxiv.com,yes,ok,https://hydraluxiv.com,medspa,nad+,2
About Us,hydratestations.com,info@hydratestations.com,info@hydratestations.com,yes,ok,https://hydratestations.com,medspa,glutathione,3
Inspire Med Spa & Aesthetics,inspire-medspa.com,inspiremedspa01@gmail.com,inspiremedspa01@gmail.com,yes,ok,https://inspire-medspa.com,medspa,glutathione,1
Integrated Women's Health Reviews & Pricing,integratedwomenshealth.org,michele@integratedwomenshealth.org,michele@integratedwomenshealth.org,yes,ok,https://integratedwomenshealth.org,medspa,"semaglutide, tirzepatide",3
"Jenkins Obstetrics, Gynecology & Reproductive Medicine, OB/GYN",jenkinsobgyn.com,front@jenkinsobgyn.com,front@jenkinsobgyn.com,yes,ok,https://jenkinsobgyn.com,medspa,,1
IV Therapy in Lake Geneva,junipermedspa.com,info@junipermedspa.com,info@junipermedspa.com,yes,ok,https://junipermedspa.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
Kensho Derm,kenshoderm.com,info@kenshoderm.com,info@kenshoderm.com; sales@kenshoderm.com,yes,ok,https://kenshoderm.com,medspa,GLP-1 weight loss peptides,4
Kontour Medspa Reviews & Pricing,kontourmedspa.com,connect@kontourmedspa.com,connect@kontourmedspa.com,yes,ok,https://kontourmedspa.com,medspa,"semaglutide, tirzepatide, nad+",9
"Lafayette OBGYN, OB/GYN",lafayetteobgyn.com,info@lafayetteobgyn.com,info@lafayetteobgyn.com,yes,ok,https://lafayetteobgyn.com,medspa,"semaglutide, tirzepatide",8
Lift Medical Aesthetics Reviews & Pricing,liftmidlo.com,liftmedicalaesthetics@gmail.com,liftmedicalaesthetics@gmail.com,yes,ok,https://liftmidlo.com,medspa,GLP-1 weight loss peptides,4
Lucidity Men's TRT & Health Optimization Reviews & Pricing,lucidity.clinic,info@lucidity.clinic,info@lucidity.clinic,yes,ok,https://lucidity.clinic,medspa,,1
Makena Health,makenahealthmaui.com,office@makenahealthmaui.com,office@makenahealthmaui.com,yes,ok,https://makenahealthmaui.com,medspa,,4
Mandisà Wellness & Aesthetics,mandisawellness.com,mandisawellness@gmail.com,mandisawellness@gmail.com,yes,ok,https://mandisawellness.com,medspa,"nad+, ipamorelin, sermorelin, tesamorelin, igf-1 lr3, mots-c",13
Md Rejuvenate,mdrejuvenateidaho.com,mdrejuvenateidaho@gmail.com,mdrejuvenateidaho@gmail.com,yes,ok,https://mdrejuvenateidaho.com,medspa,glutathione,5
IV Infusion Therapy,medgatewellness.com,team@medgatewellness.com,team@medgatewellness.com,yes,ok,https://medgatewellness.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",13
Miami Aesthetic Institute Reviews & Pricing,miamiaestheticinstitute.com,miamiaestheticinstitute@gmail.com,miamiaestheticinstitute@gmail.com,yes,ok,https://miamiaestheticinstitute.com,medspa,nad+,4
Mile High IV,milehighiv.com,info@milehighiv.com,info@milehighiv.com,yes,ok,https://milehighiv.com,medspa,"nad+, glutathione",3
Mind Body + Soul Hydration,mindbodysoulatl.com,info@mindbodysoulatl.com,info@mindbodysoulatl.com,yes,ok,https://mindbodysoulatl.com,medspa,nad+,2
Mobile IV Drip,mobileivdrip.com,bookings@mobileivdrip.com,bookings@mobileivdrip.com; careers@mobileivdrip.com,yes,ok,https://mobileivdrip.com,medspa,,1
Mojo Vitality,mojoatl.com,info@mojoatl.com,info@mojoatl.com,yes,ok,https://mojoatl.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",25
"Monarch Health & Wellness, BHRT",monarchhealthandwellness.net,monarch.mensclinic@yahoo.com,monarch.mensclinic@yahoo.com,yes,ok,https://monarchhealthandwellness.net,medspa,GLP-1 weight loss peptides,6
MOTOX skin science,motoxskinscience.com,info@motoxskinscience.com,impallari@gmail.com; milenabbrandao@gmail.com; anapbm@gmail.com; info@motoxskinscience.com,yes,ok,https://motoxskinscience.com,medspa,"semaglutide, tirzepatide",7
New Smyrna Wellness Center Reviews & Pricing,newsmyrnawellness.com,ellisma@newsmyrnawellness.com,ellisma@newsmyrnawellness.com; laurama@newsmyrnawellness.com; amyma@newsmyrnawellness.com; gregma@newsmyrnawellness.com; bergerma@newsmyrnawellness.com; sastryma@newsmyrnawellness.com; newsmyrnawellness@gmail.com; billing@newsmyrnawellness.com,yes,ok,https://newsmyrnawellness.com,medspa,nad+,5
"North Florida Women's Care, MD, PhD",nflwc.com,breastfeeding@nflwc.com,breastfeeding@nflwc.com,yes,ok,https://nflwc.com,medspa,"semaglutide, tirzepatide",3
NutriGreene Reviews & Pricing,nutrigreene.com,info@nutrigreene.com,info@nutrigreene.com; appointment@nutrigreene.com,yes,ok,https://nutrigreene.com,medspa,"semaglutide, tirzepatide, liraglutide",9
"NuVitale, MD",nuvitalelife.com,info@nuvitalelife.com,info@nuvitalelife.com,yes,ok,https://nuvitalelife.com,medspa,"semaglutide, tirzepatide, nad+",8
"ONE Health Ohio Women's Health, MSCP Menopause Programme",onehealthohio.org,care@onehealthohio.org,care@onehealthohio.org,yes,ok,https://onehealthohio.org,medspa,GLP-1 weight loss peptides,2
"One Point Six Aesthetics, MD",onepointsixaesthetics.com,info@onepointsixaesthetics.com,onepointsixaesthetix@gmail.com; info@onepointsixaesthetics.com,yes,ok,https://onepointsixaesthetics.com,medspa,glutathione,6
OPMC Med Spa,opmcmedspa.com,opmc2017@gmail.com,opmc2017@gmail.com,yes,ok,https://opmcmedspa.com,medspa,GLP-1 weight loss peptides,2
ProVita Wellness,optimantra.com,support@optimantra.freshdesk.com,support@optimantra.freshdesk.com; support@optimantra.zendesk.com,yes,ok,https://optimantra.com,medspa,,4
Optimum Aesthetics & Wellness Reviews & Pricing,optimummedspa.com,hello@optimummedspa.com,hello@optimummedspa.com,yes,ok,https://optimummedspa.com,medspa,"nad+, glutathione",4
"Pause + Reset, ND, PhD",pausereset.com,hello@pausereset.com,hello@pausereset.com,yes,ok,https://pausereset.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin beta-4",25
"Precision Health MD, MD",precisionhealthmdoc.com,support@precisionhealthmdoc.com,support@precisionhealthmdoc.com,yes,ok,https://precisionhealthmdoc.com,medspa,GLP-1 weight loss peptides,6
"Redefine Med Spa, Bioidentical Hormone Pellet Therapy",redefinemedne.com,redefinemed@gmail.com,redefinemed@gmail.com,yes,ok,https://redefinemedne.com,medspa,,3
Reflections Salon and Med Spa,reflectionsmedical.com,smosier@reflectionsmedical.com,smosier@reflectionsmedical.com,yes,ok,https://reflectionsmedical.com,medspa,GLP-1 weight loss peptides,2
Reignite Health NW,reignitehealthnw.com,reignitehealthnw@gmail.com,reignitehealthnw@gmail.com,yes,ok,https://reignitehealthnw.com,medspa,"nad+, glutathione",8
"Reliance Medical Center, MD",reliancemedicalga.com,info@reliancemedicalga.com,info@reliancemedicalga.com,yes,ok,https://reliancemedicalga.com,medspa,"semaglutide, tirzepatide",5
Replenish IV Solutions,replenishivsolutions.com,info@replenishivsolutions.com,info@replenishivsolutions.com,yes,ok,https://replenishivsolutions.com,medspa,"nad+, glutathione",5
"Restore Your Health, Nurse Practitioner",restoreyourhealthtx.com,info@restoreyourhealthtx.com,restoreyourhealthtx@gmail.com; info@restoreyourhealthtx.com,yes,ok,https://restoreyourhealthtx.com,medspa,"semaglutide, tirzepatide",9
"Rivera OBGYN, OB/GYN",riveraobgyn.com,info@riveraobgyn.com,info@riveraobgyn.com,yes,ok,https://riveraobgyn.com,medspa,GLP-1 weight loss peptides,5
Seadipity Wellness Reviews & Pricing,seadipity.com,info@seadipity.com,info@seadipity.com,yes,ok,https://seadipity.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, ipamorelin, sermorelin",17
Sedora Medical Aesthetics,sedoramedspa.com,sedoramedspa@gmail.com,sedoramedspa@gmail.com,yes,ok,https://sedoramedspa.com,medspa,"semaglutide, tirzepatide",4
Senza Salon and Med Spa Reviews & Pricing,senzasalonandmedspa.com,senzaskinspa@outlook.com,senzaskinspa@outlook.com,yes,ok,https://senzasalonandmedspa.com,medspa,"semaglutide, tirzepatide, retatrutide, wolverine blend",11
Signature Medical Spa Reviews & Pricing,signaturemedspa.com,info@signaturemedspa.com,info@signaturemedspa.com,yes,ok,https://signaturemedspa.com,medspa,GLP-1 weight loss peptides,2
Simply You Marianna Reviews & Pricing,simplyyoumarianna.com,simplyyoumarianna@gmail.com,simplyyoumarianna@gmail.com,yes,ok,https://simplyyoumarianna.com,medspa,GLP-1 weight loss peptides,2
"IV Therapy Burbank, CA",skinnsuite.com,info@skinnsuite.com,info@skinnsuite.com,yes,ok,https://skinnsuite.com,medspa,"semaglutide, nad+",3
ANJHARI MATTHEWS,solarplexuswellness.com,info@solarplexuswellness.com,admin@solarplexuswellness.com; info@solarplexuswellness.com,yes,ok,https://solarplexuswellness.com,medspa,"nad+, glutathione",5
Spruce Medical Spa,sprucemedicalspa.com,info@sprucemedicalspa.com,impallari@gmail.com; info@sprucemedicalspa.com,yes,ok,https://sprucemedicalspa.com,medspa,GLP-1 weight loss peptides,2
Synergy Integrative Medicine Center,synergymedicalcenter.com,info@synergymedicalcenter.com,info@synergymedicalcenter.com,yes,ok,https://synergymedicalcenter.com,medspa,,1
"Tamarack Wellness Clinic, DNP, APRN, FNP-C, MSCP",tamarackwellnessclinic.com,missoulawomenshealthcare@gmail.com,missoulawomenshealthcare@gmail.com,yes,ok,https://tamarackwellnessclinic.com,medspa,,1
Aesthetic Center,theaestheticcenter.net,info@theaestheticcenter.net,info@theaestheticcenter.net,yes,ok,https://theaestheticcenter.net,medspa,tirzepatide,10
The Hudson Med Spa,thehudsonmedspa.com,info@thehudsonmedspa.com,info@thehudsonmedspa.com,yes,ok,https://thehudsonmedspa.com,medspa,GLP-1 weight loss peptides,3
Professional Mobile IV Services,theravibewellnessco.com,info@theravibewellnessco.com,info@theravibewellnessco.com,yes,ok,https://theravibewellnessco.com,medspa,,2
The Refinery: Medical Aesthetics and Wellness Reviews & Pricing,therefinerytn.com,emily@therefinerytn.com,emily@therefinerytn.com; annie@therefinerytn.com,yes,ok,https://therefinerytn.com,medspa,nad+,3
The Skin Elite,theskinelite.com,info@theskinelite.com,info@theskinelite.com,yes,ok,https://theskinelite.com,medspa,,1
THR'IV Wellness Redefined,thr-iv.com,info@thr-iv.com,info@thr-iv.com,yes,ok,https://thr-iv.com,medspa,GLP-1 weight loss peptides,5
Total Body Energy,totalbodyenergy.com,totalbodyenergy@gmail.com,totalbodyenergy@gmail.com,yes,ok,https://totalbodyenergy.com,medspa,,2
"Transformation Health & Wellness, DO",transformationhealthtoday.com,office@transformationhealthtoday.com,office@transformationhealthtoday.com,yes,ok,https://transformationhealthtoday.com,medspa,"nad+, glutathione",5
TrueSkin Medesthetics Face & Body Beauty Bar Reviews & Pricing,trueskinmedesthetics.com,contactus@trueskinmedesthetics.com,contactus@trueskinmedesthetics.com,yes,ok,https://trueskinmedesthetics.com,medspa,GLP-1 weight loss peptides,4
VA Health and Wellness Center,vahealthandwellness.com,info@vahealthandwellness.com,info@vahealthandwellness.com,yes,ok,https://vahealthandwellness.com,vendor,nad+,3
Valley Skin & Medspa,valleyskinandmedspa.com,valleyskinandmedspa@gmail.com,valleyskinandmedspa@gmail.com,yes,ok,https://valleyskinandmedspa.com,medspa,"semaglutide, tirzepatide",4
Vital Care of Greenville,vcgreenville.com,info@vcgreenville.com,info@vcgreenville.com,yes,ok,https://vcgreenville.com,medspa,,1
Vivo Infusion North Haven,vivoinfusion.com,info@vivoinfusion.com,info@vivoinfusion.com,yes,ok,https://vivoinfusion.com,medspa,,1
Weatherford Wellness Reviews & Pricing,weatherfordwellness.com,aprilmikes31229@gmail.com,aprilmikes31229@gmail.com,yes,ok,https://weatherfordwellness.com,medspa,"semaglutide, tirzepatide, glutathione",13
Mills Wellness and Hydration Reviews & Pricing,wellnessandhydration.com,%20millsurgentcare@gmail.com,%20millsurgentcare@gmail.com; millsurgentcare@gmail.com,yes,ok,https://wellnessandhydration.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Wellness Within Colon Hydrotherapy,wellnesswithincolonics.com,info@wellnesswithincolonics.com,info@wellnesswithincolonics.com,yes,ok,https://wellnesswithincolonics.com,medspa,GLP-1 weight loss peptides,2
Eterna Aesthetics and Wellness Reviews & Pricing,westashleywellness.com,front.desk@westashleywellness.com,front.desk@westashleywellness.com,yes,ok,https://westashleywellness.com,medspa,,4
"WesterWell, MD",westerwellhealth.com,akinsman@westerwellhealth.com,akinsman@westerwellhealth.com,yes,ok,https://westerwellhealth.com,medspa,GLP-1 weight loss peptides,5
"Women's Health Practice, Hormone Therapy and Menopause Care",womenshealthpractice.com,info@womenshealthpractice.com,info@womenshealthpractice.com,yes,ok,https://womenshealthpractice.com,medspa,"semaglutide, tirzepatide",9
"Women's Wellness of SA, Bioidentical Hormone Replacement Therapy",womenswellnessofsa.com,office@womenswellnessofsa.com,office@womenswellnessofsa.com,yes,ok,https://womenswellnessofsa.com,medspa,GLP-1 weight loss peptides,4
17MedSpa,17medspa.com,,,yes,no_email,https://17medspa.com,medspa,nad+,1
207 LASER & Integrative MED,207laser.com,,,,no_email,,vendor,,0
30A Medical Spa,30amedicalspa.com,,,yes,no_email,https://30amedicalspa.com,medspa,,1
IV Therapy for Hydration & Wellness,35f5da171e426c7c3cd5-be0f3b34d60fc858615bdebdbc24f89b.ssl.cf2.rackcdn.com,,,,unreachable,,,,
360 Med Spa,360medicalspa.com,360medicalspallc@gmail.com,360medicalspallc@gmail.com,,no_us_signal,https://360medicalspa.com,medspa,"nad+, glutathione",4
406MedicalSpa,406medicalspa.com,,,yes,no_email,https://406medicalspa.com,medspa,,0
450 Aesthetics Dental Group,450aesthetics.com,info@450aesthetics.com,info@450aesthetics.com,yes,no_peptides,https://450aesthetics.com,medspa,,0
47 Aesthetics,47aesthetics.com,cameron@47aesthetics.com,cameron@47aesthetics.com,yes,no_peptides,https://47aesthetics.com,medspa,,0
4Beauty Medspa,4beautymedspa.com,,,yes,no_email,https://4beautymedspa.com,medspa,"nad+, glutathione",8
4Ever Young Med Spa & Wellness Center,4everyoungantiaging.com,,,yes,no_email,https://4everyoungantiaging.com,medspa,"semaglutide, tirzepatide",7
5th & Wellness,5thandwellness.com,,,,no_email,https://5thandwellness.com,medspa,,0
704 aesthetics,704aesthetics.com,704aesthetics@gmail.com,704aesthetics@gmail.com,yes,no_peptides,https://704aesthetics.com,medspa,,0
7Q Spa Laser & Aesthetics Center,7qspa.com,info@7qspa.com,info@7qspa.com,yes,no_peptides,https://7qspa.com,medspa,,0
7 Seas Medical Spa,7seasmedspa.com,,,yes,no_email,https://7seasmedspa.com,medspa,,0
888 Wellness Group,888wellnessgroup.com,,,,unreachable,,,,
Anti-Aging Centers of Connecticut Reviews & Pricing,aacofct.com,,,,no_email,https://aacofct.com,medspa,,0
AAFE Medspa Cleveland,aafemedspa.com,,,yes,no_email,https://aafemedspa.com,medspa,,1
Abbracci Med Spa & Boutique,abbraccimedspa.com,,,yes,no_email,https://abbraccimedspa.com,medspa,glutathione,1
"A Better You, LLC",abetteryoumedispa.com,,,yes,no_email,https://abetteryoumedispa.com/contact-us/,medspa,GLP-1 weight loss peptides,5
A Bless Beauty Medspa and Clinic,ablessbeauty.com,,,,no_email,,vendor,,0
About Face Aesthetics & Wellness,aboutfaceaesthetics.com,info.aboutfaceaesthetics@gmail.com,info.aboutfaceaesthetics@gmail.com,yes,already known,https://aboutfaceaesthetics.com,medspa,GLP-1 weight loss peptides,4
About Face Med Spa,aboutfacemedspa.com,,,,no_email,,vendor,,0
About Face Aesthetics,aboutfaceskincare.com,careteam@aboutfaceskincare.com,careteam@aboutfaceskincare.com,yes,no_peptides,https://aboutfaceskincare.com,medspa,,0
About Face Wellness & Medical Spa,aboutfacewellnessandmedicalspa.com,aboutfacecolumbia@gmail.com,aboutfacecolumbia@gmail.com,yes,already known,https://aboutfacewellnessandmedicalspa.com,medspa,"tirzepatide, nad+, glutathione",4
About You Aesthetics,aboutyouaesthetics.com,,,yes,no_email,https://aboutyouaesthetics.com,medspa,glutathione,2
Above & Beyond Wellness & MedSpa,above-beyondwellness.com,,,,unreachable,,,,
Absolute Medical & Aesthetics,absolutemedicalandaesthetics.com,absolutemedicalandaesthetics@gmail.com,absolutemedicalandaesthetics@gmail.com,yes,no_peptides,https://absolutemedicalandaesthetics.com/contact,medspa,,0
A.Live Wellness & Relaxation,abundantlifeconcierge.com,,,,no_email,,vendor,,0
Accents Cosmetic Surgery and Medical Spa,accentscosmeticsurgery.com,,,,no_email,https://accentscosmeticsurgery.com,medspa,,0
Access Medspa Rejuvenate,accessmedspamd.com,,,yes,no_email,https://accessmedspamd.com,medspa,"semaglutide, tirzepatide, nad+",6
"Women's Health Specialist of North Atlanta, OB/GYN",achaobgyn.com,,,yes,no_email,https://achaobgyn.com,medspa,,1
