vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Thrive365 Wellness,bodybalancehw.com,info@bodybalancehw.com,info@bodybalancehw.com,yes,ok,https://bodybalancehw.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
Body Beautiful NM,bodybeautifulnm.com,bodybeautifulnm@gmail.com,bodybeautifulnm@gmail.com,yes,ok,https://bodybeautifulnm.com,medspa,"semaglutide, tirzepatide",5
BodyLogicMD of Sacramento,bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Brunswick Medical Aesthetics,brunswickmedicalaesthetics.com,info@brunswickmedicalaesthetics.com,info@brunswickmedicalaesthetics.com,yes,ok,https://brunswickmedicalaesthetics.com,medspa,,2
"Buffy's Wellness & Revitalization Clinic, LLC",buffyswellness.com,buffyswellness@gmail.com,buffyswellness@gmail.com,yes,ok,https://buffyswellness.com,medspa,nad+,3
CARE Plastic Surgery,careplasticsurgery.com,info@careplasticsurgery.com,drcoan@careplasticsurgery.com; info@careplasticsurgery.com,yes,ok,https://careplasticsurgery.com,medspa,semaglutide,3
Charleston Hormone Services (CHS),chshormone.com,patients@chshormone.com,patients@chshormone.com,yes,ok,https://chshormone.com,medspa,,2
Cryo Beauty Queen,cryobeautyqueen.com,roman.choknadiy@gmail.com,roman.choknadiy@gmail.com,yes,ok,https://cryobeautyqueen.com,medspa,"semaglutide, tirzepatide",2
Dixi's MediSpa,dixismedispa.com,dixismedispa@gmail.com,dixismedispa@gmail.com,yes,ok,https://dixismedispa.com,medspa,"semaglutide, tirzepatide",5
PerfectPoutAesthetics,doshabalanced.com,info@doshabalanced.com,info@doshabalanced.com,yes,ok,https://doshabalanced.com,medspa,,3
"Dr. Anna G, MD Aesthetics",drannagaesthetics.com,info@drannagaesthetics.com,info@drannagaesthetics.com,yes,ok,https://drannagaesthetics.com,medspa,GLP-1 weight loss peptides,2
Drips on the Glow Med Spa & Mobile IV,dripsontheglow.com,info@dripsontheglow.com,dianehazimi@yahoo.com; info@dripsontheglow.com,yes,ok,https://dripsontheglow.com,medspa,"semaglutide, tirzepatide",5
Zen Spa,elevatedhealthllc.com,elevatedhealth820@gmail.com,elevatedhealth820@gmail.com,yes,ok,https://elevatedhealthllc.com,medspa,tirzepatide,6
Elevate Arts of Wellness Massage,elevatemindbodypeace.com,elevatemindbodypeace@gmail.com,elevatemindbodypeace@gmail.com,yes,ok,https://elevatemindbodypeace.com,medspa,GLP-1 weight loss peptides,2
The Salt Retreat,elisummedspa.com,info@elisummedspa.com,info@elisummedspa.com,yes,ok,https://elisummedspa.com,medspa,"semaglutide, tirzepatide",6
Elita Medical Spa,elitamedspa.com,contact@elitamedspa.com,contact@elitamedspa.com,yes,ok,https://elitamedspa.com,medspa,GLP-1 weight loss peptides,2
Elivate Med Spa and Wellness,elivatemedspa.com,info@elivatemedspa.com,info@elivatemedspa.com,yes,ok,https://elivatemedspa.com,medspa,,3
Emagine Med Spa,emagine-medspa.com,info@emaginemedspa.com,info@emaginemedspa.com,yes,ok,https://emagine-medspa.com,medspa,GLP-1 weight loss peptides,2
Empowered Health and Aesthetics,empoweredhealthaesthetics.com,empoweredhealthandaesthetics@gmail.com,empoweredhealthandaesthetics@gmail.com,yes,ok,https://empoweredhealthaesthetics.com,medspa,,1
Engineered Aesthetics Medical Spa,engineeredaesthetics.com,info@engineeredaesthetics.com,info@engineeredaesthetics.com,yes,ok,https://engineeredaesthetics.com,medspa,,1
Essence Aesthetics and Health,essence.health,hello@essence.health,hello@essence.health,yes,ok,https://essence.health,medspa,,2
"Essential Health, LLC",essentialhealthllc.com,info@essentialhealthllc.co,info@essentialhealthllc.co; info@essentialhealthllc.com,yes,ok,https://essentialhealthllc.com,medspa,"nad+, glutathione",3
Estetica Medical Aesthetics,esteticama.com,contact@esteticama.com,contact@esteticama.com,yes,ok,https://esteticama.com,medspa,"semaglutide, tirzepatide, nad+",6
Bloom Blue Aesthetics,ethos-medspa.com,ethosmedicalspa@gmail.com,ethosmedicalspa@gmail.com,yes,ok,https://ethos-medspa.com,medspa,GLP-1 weight loss peptides,4
EvenFlow Aesthetics,evenflowaesthetics.com,info@evenflowaesthetics.com,info@evenflowaesthetics.com,yes,ok,https://evenflowaesthetics.com,medspa,semaglutide,4
Everything Aesthetics Med Spa,everythingaestheticsmedspa.com,everythingaesthetics.info@gmail.com,everythingaesthetics.info@gmail.com,yes,ok,https://everythingaestheticsmedspa.com,medspa,semaglutide,5
Exquisite MD Spa,exquisitemdspa.com,spainfo@exquisitemdspa.com,spainfo@exquisitemdspa.com,yes,ok,https://exquisitemdspa.com,medspa,,2
Genesis Wellness Spa,genesis-ws.com,info@genesis-ws.com,info@genesis-ws.com,yes,ok,https://genesis-ws.com,medspa,"semaglutide, nad+",6
Genesis Skin Rejuvenation,genesisskinrejuvenation.com,sandy@genesisskinrejuvenation.com,sandy@genesisskinrejuvenation.com,yes,ok,https://genesisskinrejuvenation.com,medspa,nad+,2
"Renew Integrative Wellness, PLLC",getupandglomedspa.com,questionsatgetupandglomedspa@gmail.com,questionsatgetupandglomedspa@gmail.com,yes,ok,https://getupandglomedspa.com,medspa,,1
Glenwood Medi Spa,glenwoodmedispaandwellness.com,theresa5535@yahoo.com,theresa5535@yahoo.com,yes,ok,https://glenwoodmedispaandwellness.com,medspa,"nad+, glutathione",4
Exalted Beauty Med Spa,globalmedical.clinic,arevalomonica1518@gmail.com,arevalomonica1518@gmail.com,yes,ok,https://globalmedical.clinic,medspa,glutathione,4
Graceful Glow,gracefulglowmaine.com,gracefulglowmaine@gmail.com,gracefulglowmaine@gmail.com,yes,ok,https://gracefulglowmaine.com,medspa,,1
Head & Heart Health and Wellness,headandhearthealth.com,headandheartks@gmail.com,headandheartks@gmail.com,yes,ok,https://headandhearthealth.com,medspa,GLP-1 weight loss peptides,5
Longevity Health & Performance,healioslasertherapy.com,info@healioslasertherapy.com,info@healioslasertherapy.com,yes,ok,https://healioslasertherapy.com,medspa,,1
Healthy Longevity Clinic,healthylongevity.clinic,boca@healthylongevity.clinic,boca@healthylongevity.clinic; miami@healthylongevity.clinic; prague@healthylongevity.clinic,yes,ok,https://healthylongevity.clinic,medspa,,4
House of Health,houseofhealthusa.com,info@houseofhealthusa.com,info@houseofhealthusa.com; indy@houseofhealthusa.com,yes,ok,https://houseofhealthusa.com,medspa,,1
Hyde Park Wellness,hydeparkwell.com,angela@hydeparkwell.com,hydeparkwellness@gmail.com; angela@hydeparkwell.com,yes,ok,https://hydeparkwell.com,medspa,,1
Mor Esthetics,iconicmedicalarts.com,info@iconicmedicalarts.com,info@iconicmedicalarts.com,yes,ok,https://iconicmedicalarts.com,medspa,GLP-1 weight loss peptides,4
Integrative Medicine Of Long Island,infusedhealthwellness.com,infusedhealthwellness@gmail.com,infusedhealthwellness@gmail.com,yes,ok,https://infusedhealthwellness.com,medspa,"nad+, glutathione",2
Inland Wellness & Vitality,inlandwellnessandvitality.com,info@inlandwellnessandvitality.com,info@inlandwellnessandvitality.com,yes,ok,https://inlandwellnessandvitality.com,medspa,,1
"Gameday Men's Health Plymouth, MI",innovativehealthdrs.com,info@innovativehealthdrs.com,info@innovativehealthdrs.com,yes,ok,https://innovativehealthdrs.com,medspa,GLP-1 weight loss peptides,3
"Gameday Men's Health Southfield, MI",jointhecultdetroit.com,info@jointhecultdetroit.com,info@jointhecultdetroit.com,yes,ok,https://jointhecultdetroit.com,medspa,,1
Kate Cosmedici Spa,katecosmedicispa.com,katecosmedicispa@outlook.com,katecosmedicispa@outlook.com,yes,ok,https://katecosmedicispa.com,medspa,,1
KIT Aesthetics,kitaesthetics.com,hello@kitaesthetics.com,hello@kitaesthetics.com,yes,ok,https://kitaesthetics.com,medspa,,1
Subbio Plastic Surgery & Medspa,kpaesthetics.com,info@kpaesthetics.com,info@kpaesthetics.com,yes,ok,https://kpaesthetics.com,medspa,glutathione,2
Ladue Medical Spa,laduemedspa.com,info@laduemedspa.com,info@laduemedspa.com; kaci.hale@yahoo.com,yes,ok,https://laduemedspa.com,medspa,,3
L'arte di vivere,lartedivivere.com,leesa@lartedivivere.com,leesa@lartedivivere.com,yes,ok,https://lartedivivere.com,medspa,semaglutide,3
La Vie Med Spa,lavieclinic.net,info@lavieclinic.net,info@lavieclinic.net,yes,ok,https://lavieclinic.net,medspa,,1
"Pamela A. Colby, ND",lodiadvancedmedicalcenters.com,lodiadvancedmedicalcenter@gmail.com,lodiadvancedmedicalcenter@gmail.com; lodiadvancedmedical@gmail.com,yes,ok,https://lodiadvancedmedicalcenters.com,medspa,,3
Luxus Health and Wellness LLC,luxushealthandwellness.com,luxushealthandwellness@gmail.com,luxushealthandwellness@gmail.com,yes,ok,https://luxushealthandwellness.com,medspa,"semaglutide, glutathione",6
Luxx Medical Spa & Wellness,luxxmedicalspa.com,luxxmedspa@gmail.com,luxxmedspa@gmail.com,yes,ok,https://luxxmedicalspa.com,medspa,,2
OsteoStrong,lv8.health,concierge@lv8.health,concierge@lv8.health,yes,ok,https://lv8.health,medspa,"semaglutide, tirzepatide",7
Emerald Wellness & Bodywork,massageemerald.com,info@massageemerald.com,info@massageemerald.com,yes,ok,https://massageemerald.com,medspa,,1
Massage Strong Lexington KY,massagestrong.com,support@massagestrong.com,support@massagestrong.com,yes,ok,https://massagestrong.com,medspa,oxytocin,1
"Memphis Aesthetics and Wellness-Weight Loss, Laser Hair Removal, EmScu",memphisaesthetics.com,info@memphisaesthetics.com,info@memphisaesthetics.com,yes,ok,https://memphisaesthetics.com,medspa,"semaglutide, liraglutide",8
Mirelle Institute for Anti-Aging Medicine,mirelleantiaging.com,info@mirelleantiaging.com,info@mirelleantiaging.com,yes,ok,https://mirelleantiaging.com,medspa,"bpc-157, tb-500, nad+, ipamorelin, cjc-1295, mots-c",17
Misra Medical Aesthetics,misramedicalaesthetics.com,pavajaesthetics@gmail.com,pavajaesthetics@gmail.com,yes,ok,https://misramedicalaesthetics.com,medspa,,3
Modern Luxe Medspa,modernluxemedspa.com,info@modernluxemedspa.com,info@modernluxemedspa.com,yes,ok,https://modernluxemedspa.com,medspa,glutathione,1
Modern Skin,modernskin.care,info@modernskin.care,info@modernskin.care,yes,ok,https://modernskin.care,medspa,GLP-1 weight loss peptides,2
Medical Aesthetics of Chattanooga,moorerdmedispa.com,moorerdmedispa@gmail.com,moorerdmedispa@gmail.com,yes,ok,https://moorerdmedispa.com,medspa,GLP-1 weight loss peptides,3
Allure Wellness Center,myallurewellness.com,support@myallurewellness.com,support@myallurewellness.com,yes,ok,https://myallurewellness.com,medspa,"semaglutide, tirzepatide, liraglutide",6
MycroAesthetics,mycroaesthetics.com,info@mycroaesthetics.com,info@mycroaesthetics.com,yes,ok,https://mycroaesthetics.com,medspa,GLP-1 weight loss peptides,3
Natural Looks,naturallooks.co,hello@naturallooks.co,hello@naturallooks.co,yes,ok,https://naturallooks.co,medspa,,1
Nayb Aesthetics,nay-b-aesthetics.com,nayb.aesth@gmail.com,nayb.aesth@gmail.com,yes,ok,https://nay-b-aesthetics.com,medspa,semaglutide,2
Genesis Beauty & Wellness,newgenesis.com,support@newgenesis.com,support@newgenesis.com,yes,ok,https://newgenesis.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
Mirage Wellness Center & Medspa,nmstemcell.com,info@nmstemcell.com,info@nmstemcell.com,yes,ok,https://nmstemcell.com,medspa,GLP-1 weight loss peptides,4
Nouveau Beauty Aesthetics,nouveaubeautyaesthetics.com,kara@nouveaubeautyaesthetics.com,kara@nouveaubeautyaesthetics.com,yes,ok,https://nouveaubeautyaesthetics.com,medspa,semaglutide,3
Valley Hyperbaric Center of Roseville,npempoweredwellness.com,np@npempoweredwellness.com,np@npempoweredwellness.com,yes,ok,https://npempoweredwellness.com,medspa,,1
NuMed Clinic & Medical Spa,numedclinic.net,oonoo1083@yahoo.com,oonoo1083@yahoo.com,yes,ok,https://numedclinic.net,medspa,,3
Obsidian Medspa and Wellness,obsidianmedspavt.com,obsidianmedspavt@gmail.com,obsidianmedspavt@gmail.com,yes,ok,https://obsidianmedspavt.com,medspa,,1
Twisted Shamrock Studios & Spa,pathhealthcenter.com,info@pathhealthcenter.com,info@pathhealthcenter.com,yes,ok,https://pathhealthcenter.com,vendor,,1
Peace Love Tox,peacelovetox.com,hello@peacelovetox.com,hello@peacelovetox.com; ilene@peacelovetox.com,yes,ok,https://peacelovetox.com,medspa,"semaglutide, tirzepatide, glutathione",5
Peak Wellness & Aesthetics,peakwellnessandaesthetics.com,peakwellnessandaesthetics@gmail.com,peakwellnessandaesthetics@gmail.com,yes,ok,https://peakwellnessandaesthetics.com,medspa,"nad+, glutathione",5
Pine Creek Esthetics,pinecreekesthetics.com,info@pinecreekesthetics.com,info@pinecreekesthetics.com,yes,ok,https://pinecreekesthetics.com,medspa,,1
Pristine Medical Aesthetics,pristinemedicalaesthetic.com,info@pristinemedicalaesthetic.com,info@pristinemedicalaesthetic.com,yes,ok,https://pristinemedicalaesthetic.com,medspa,"semaglutide, tirzepatide",6
Plastic Surgery Specialists,pssva.com,info@pssva.com,info@pssva.com,yes,ok,https://pssva.com,medspa,semaglutide,2
PURE Medical Aesthetics,puremedicalaesthetics.com,info@puremedicalaesthetics.com,info@puremedicalaesthetics.com,yes,ok,https://puremedicalaesthetics.com,medspa,,1
Quench IV Spa,quenchivspa.com,quenchivspa@gmail.com,quenchivspa@gmail.com,yes,ok,https://quenchivspa.com,medspa,,1
R3 Stem Cell,r3stemcell.com,info@r3stemcell.com,info@r3stemcell.com,yes,ok,https://r3stemcell.com,medspa,,1
Rain Aesthetics Med Spa,rain-aesthetics.com,info@rain-aesthetics.com,info@rain-aesthetics.com,yes,ok,https://rain-aesthetics.com,medspa,GLP-1 weight loss peptides,3
Goddess Vibes,re-wellness.com,clinic@re-wellness.com,clinic@re-wellness.com,yes,ok,https://re-wellness.com,medspa,,1
ReAwaken Med Spa,reawakenmedspa.com,reawakenmedspa@gmail.com,reawakenmedspa@gmail.com,yes,ok,https://reawakenmedspa.com,medspa,GLP-1 weight loss peptides,3
Ree's Bar of Beauty,reesbarofbeauty.com,info@reesbarofbeauty.com,info@reesbarofbeauty.com,yes,ok,https://reesbarofbeauty.com,medspa,GLP-1 weight loss peptides,2
Reflections Wellness & Aesthetics,reflectionsmedspas.com,ambermoon@reflectionsmedspas.com,ambermoon@reflectionsmedspas.com,yes,ok,https://reflectionsmedspas.com,medspa,,3
Refresh Ashland Health & MedSpa,refreshashland.com,refreshivdrip@gmail.com,refreshivdrip@gmail.com,yes,ok,https://refreshashland.com,medspa,"nad+, ghk-cu",3
Platinum Salon and Day Spa,refreshedmd.com,hello@refreshedmd.com,hello@refreshedmd.com,yes,ok,https://refreshedmd.com,medspa,,1
Refreshed Medical Aesthetics,refreshedmed.com,refreshedmedical@gmail.com,refreshedmedical@gmail.com,yes,ok,https://refreshedmed.com,medspa,,1
Rejuve Aesthetics and Wellness,rejuveaw.com,elizabeth.sheaks@gmail.com,elizabeth.sheaks@gmail.com,yes,ok,https://rejuveaw.com,medspa,"semaglutide, tirzepatide",5
Rockin Beauty,rejuvenate-ivhydration.com,rejuvenatemobileiv@gmail.com,rejuvenatemobileiv@gmail.com,yes,ok,https://rejuvenate-ivhydration.com,medspa,,3
Rejuvenate NEA,rejuvenatenea.com,info@rejuvenatenea.com,info@rejuvenatenea.com,yes,ok,https://rejuvenatenea.com,medspa,,1
Health Professionals of Winfield,rejuvvmedical.com,rejuvvmedicalspa@gmail.com,rejuvvmedicalspa@gmail.com,yes,ok,https://rejuvvmedical.com/contact,medspa,,1
Island Center for Functional and Restorative Medicine,remedycharleston.com,team@remedycharleston.com,team@remedycharleston.com; pavan@remedycharleston.com,yes,ok,https://remedycharleston.com,medspa,"nad+, glutathione",3
"ReNewU Beauty & Wellness,LLC",renewuwv.com,renewuwv@gmail.com,renewuwv@gmail.com; www.renewuwv@gmail.com,yes,ok,https://renewuwv.com,medspa,"semaglutide, tirzepatide, glutathione",7
"Aesthetic Essentials of Augusta, LLC",retreatwellnessconcierge.com,info@retreatwellnessconcierge.com,info@retreatwellnessconcierge.com,yes,ok,https://retreatwellnessconcierge.com,medspa,,1
Glowing Aura Wellness Massage & Spa,revitalizemedicalspa.com,crista@revitalizemedicalspa.com,crista@revitalizemedicalspa.com; lindsay@revitalizemedicalspa.com,yes,ok,https://revitalizemedicalspa.com,medspa,,1
Revived and Timeless Aesthetics LLC,revivedandtimelessaesthetics.com,kathymcdaniel@revivedandtimelessaesthetics.com,kathymcdaniel@revivedandtimelessaesthetics.com,yes,ok,https://revivedandtimelessaesthetics.com,medspa,GLP-1 weight loss peptides,2
Twin Cities IV,revivemdmsp.com,info@revivemdmsp.com,info@revivemdmsp.com,yes,ok,https://revivemdmsp.com,medspa,,2
Restore Hyper Wellness,reviveri.com,info@reviveri.com,info@reviveri.com,yes,ok,https://reviveri.com,medspa,,1
Rise Health WY,risehealthwy.com,admin@risehealthwy.com,risehealthwy@gmail.com; admin@risehealthwy.com,yes,ok,https://risehealthwy.com,medspa,,3
beem® Light Sauna,saluswellnessmn.com,allison@saluswellnessmn.com,allison@saluswellnessmn.com,yes,ok,https://saluswellnessmn.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, glutathione",11
LA MedSpa,self-aesthetics.com,selfaesthetics@icloud.com,selfaesthetics@icloud.com,yes,ok,https://self-aesthetics.com,medspa,GLP-1 weight loss peptides,3
Serenity MedSpa,serenitymedspaco.com,info@serenitymedspaco.com,info@serenitymedspaco.com,yes,ok,https://serenitymedspaco.com,medspa,,4
Shawnee Restore & Wellness,shawneerestore.com,shawneerestore@gmail.com,shawneerestore@gmail.com,yes,ok,https://shawneerestore.com,medspa,,1
Skin & Body Bar LLC.,skinandbodybarllc.com,skinandbodybarllc@gmail.com,skinandbodybarllc@gmail.com,yes,ok,https://skinandbodybarllc.com,medspa,GLP-1 weight loss peptides,4
Skin & Sculpt Medical Spa,skinandsculptmedspa.com,info@skinandsculptmedspa.com,info@skinandsculptmedspa.com,yes,ok,https://skinandsculptmedspa.com,medspa,,1
Skin Bliss Med Spa,skinblissmedspa.com,info@skinblissmedspa.com,info@skinblissmedspa.com,yes,ok,https://skinblissmedspa.com,medspa,,1
SkinCentric Aesthetic Medicine Clinic,skincentricclinic.com,hhsmithpa@gmail.com,hhsmithpa@gmail.com,yes,ok,https://skincentricclinic.com,medspa,,1
SKIN Lab Aesthetic Beauty Studio,skinlabaestheticbeauty.com,npinjectordanielle@gmail.com,npinjectordanielle@gmail.com,yes,ok,https://skinlabaestheticbeauty.com,medspa,,1
Skin Science Aesthetics,skinscienceabq.com,info@skinscienceabq.com,info@skinscienceabq.com,yes,ok,https://skinscienceabq.com,medspa,GLP-1 weight loss peptides,7
"Skintastic Esthetics, LLC",skintazticesthetics.com,info@skintazticesthetics.com,info@skintazticesthetics.com,yes,ok,https://skintazticesthetics.com,medspa,glutathione,1
SLA Medical Spa,slamedicalspa.com,slathetician@gmail.com,slathetician@gmail.com,yes,ok,https://slamedicalspa.com,medspa,,1
Solea Ageless Beauty,soleaskin.com,soleaskin@gmail.com,soleaskin@gmail.com,yes,ok,https://soleaskin.com,medspa,semaglutide,4
Spa Mariana,spamariana.com,frontdesk@spamariana.com,frontdesk@spamariana.com; jen@spamariana.com,yes,ok,https://spamariana.com/contact,medspa,GLP-1 weight loss peptides,2
"Spa Medica, LLC",spameplz.com,elbad2003@hotmail.com,elbad2003@hotmail.com,yes,ok,https://spameplz.com,medspa,,1
Spa Slainte,spaslainte.com,info@spaslainte.com,info@spaslainte.com,yes,ok,https://spaslainte.com,medspa,"semaglutide, nad+, glutathione",11
Novaderma MedSpa,springvillederm.com,%20springvillederm@gmail.com,%20springvillederm@gmail.com; springvillederm@gmail.com,yes,ok,https://springvillederm.com,medspa,GLP-1 weight loss peptides,4
Cabbabe Aesthetics,stl-psc.com,ahoytherapyllc@gmail.com,ahoytherapyllc@gmail.com; iswellcare@gmail.com,yes,ok,https://stl-psc.com,medspa,GLP-1 weight loss peptides,2
Studio 27,studio27co.com,michael.kimble62@icloud.com,michael.kimble62@icloud.com,yes,ok,https://studio27co.com,medspa,semaglutide,2
Summit Total Wellness,summittotalwellnessco.com,hello@summittotalwellnessco.com,hello@summittotalwellnessco.com,yes,ok,https://summittotalwellnessco.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
"TC Body Laser Sculpting & Aesthetics: Tammy Chambers, FNP",tcbodysculpting.com,tc.bodylasersculpting@gmail.com,tc.bodylasersculpting@gmail.com,yes,ok,https://tcbodysculpting.com,medspa,"semaglutide, tirzepatide",5
B. Medical Aesthetics,thebaesthetics.com,office@thebaesthetics.com,blair@thebaesthetics.com; office@thebaesthetics.com; rose@thebaesthetics.com,yes,ok,https://thebaesthetics.com,medspa,"semaglutide, tirzepatide",7
The Corner Suite,thecornersuite.com,info@thecornersuite.com,info@thecornersuite.com,yes,ok,https://thecornersuite.com,medspa,"nad+, glutathione",4
Bella La Viet,thephamaesthetics.com,thephamaesthetics@gmail.com,thephamaesthetics@gmail.com,yes,ok,https://thephamaesthetics.com,medspa,"semaglutide, tirzepatide",3
Elle MD,thepurerx.com,mjjadan@gmail.com,mjjadan@gmail.com,yes,ok,https://thepurerx.com,medspa,,1
The Refinery Medical Aesthetics,therefinerymed.com,hello@therefinerymed.com,%20hello@therefinerymed.com; hello@therefinerymed.com,yes,ok,https://therefinerymed.com,medspa,GLP-1 weight loss peptides,8
The Wellness Room,thewellnessroomknox.com,thewellnessroomknox@gmail.com,thewellnessroomknox@gmail.com,yes,ok,https://thewellnessroomknox.com,medspa,,3
Top Deck Medical Aesthetics and Wellness,topdeckmt.com,topdeckmontana@gmail.com,topdeckmontana@gmail.com,yes,ok,https://topdeckmt.com,medspa,,2
Tox Doc,toxdocmobile.com,support@toxdocmobile.com,support@toxdocmobile.com,yes,ok,https://toxdocmobile.com,medspa,,2
Tranquility Aesthetics,tranquilityaestheticsky.com,tranquilityaesthetics11@gmail.com,tranquilityaesthetics11@gmail.com,yes,ok,https://tranquilityaestheticsky.com,medspa,glutathione,1
Healthy Body Integrative Medicine,tranquilitybar.com,info@tranquilitybar.com,info@tranquilitybar.com,yes,ok,https://tranquilitybar.com,medspa,,1
Vanity Beauty Bar,vanitybeautybar.llc,vanitybeautybarllc@gmail.com,vanitybeautybarllc@gmail.com,yes,ok,https://vanitybeautybar.llc,medspa,GLP-1 weight loss peptides,3
Vault Skin + Wellness,vaultskinandwellness.com,info@vaultskinandwellness.com,info@vaultskinandwellness.com,yes,ok,https://vaultskinandwellness.com,medspa,glutathione,2
Vibe MedSpas,vibemedspas.com,info@vibemedspas.com,info@vibemedspas.com; stephanief@vibemedspas.com,yes,ok,https://vibemedspas.com,medspa,glutathione,6
Vibrance Aesthetics,vibrancesd.com,hello@vibrancesd.com,hello@vibrancesd.com,yes,ok,https://vibrancesd.com,medspa,GLP-1 weight loss peptides,3
Visionary Women's Health,visionarywomenshealth.com,support@visionarywomenshealth.com,support@visionarywomenshealth.com; manager@visionarywomenshealth.com,yes,ok,https://visionarywomenshealth.com,medspa,,2
Vita Bella Wellness & Aesthetics,vitabellawellnessllv.com,vitabellawellnessllv@gmail.com,vitabellawellnessllv@gmail.com,yes,ok,https://vitabellawellnessllv.com,medspa,glutathione,3
Vitality IV Hydration,vitalityivhydrationia.com,vitalityivhydration@gmail.com,vitalityivhydration@gmail.com,yes,ok,https://vitalityivhydrationia.com,medspa,,1
The Afterglow Skin Studio,wcjcobgyn.com,wcjc@wcjcobgyn.com,wcjc@wcjcobgyn.com,yes,ok,https://wcjcobgyn.com,medspa,,1
Wells Wellness and Aesthetics,wellswellnessmt.com,info@wellswellnessmt.com,info@wellswellnessmt.com,yes,ok,https://wellswellnessmt.com,medspa,"semaglutide, tirzepatide, retatrutide",5
Cryo Beauty Queen,wholebodywa.com,office@wholebodywa.com,office@wholebodywa.com,yes,ok,https://wholebodywa.com,medspa,,1
Wunder Aesthetics & Wellness,wunderaesthetics.glossgenius.com,hello@wunderaesthetics.com,hello@wunderaesthetics.com,yes,ok,https://wunderaesthetics.glossgenius.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, sermorelin, selank",12
