vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
DeSorbo Health & Wellness,desorbohealthandwellness.com,info@desorbohealthandwellness.com,info@desorbohealthandwellness.com,yes,ok,https://desorbohealthandwellness.com,medspa,GLP-1 weight loss peptides,4
Dr. Georges Jabaly,doctorjabaly.com,messages@doctorjabaly.com,messages@doctorjabaly.com,yes,ok,https://doctorjabaly.com,medspa,GLP-1 weight loss peptides,2
Double J Medical Aesthetics and Hair Clinic,doublejaesthetics.com,doublejaesthetics@gmail.com,doublejaesthetics@gmail.com,yes,ok,https://doublejaesthetics.com,medspa,nad+,5
Eleven Wellness + IV,elevenwellness.com,hello@elevenwellness.com,hello@elevenwellness.com,yes,ok,https://elevenwellness.com,medspa,nad+,2
Elift Spa Mobile IV Hydration,eliftspa.com,info@eliftspa.com,info@eliftspa.com,yes,ok,https://eliftspa.com,medspa,"nad+, glutathione",3
Elinea on 18th & Noe,elineasf.com,info@elineasf.com,info@elineasf.com; hello@elineasf.com,yes,ok,https://elineasf.com,medspa,,1
Elysian Aesthetics Center,elysiannwa.com,elysianaestheticsnwa@gmail.com,elysianaestheticsnwa@gmail.com,yes,ok,https://elysiannwa.com,medspa,GLP-1 weight loss peptides,4
Emagine Med Spa,emagine-medspa.com,info@emaginemedspa.com,info@emaginemedspa.com,yes,ok,https://emagine-medspa.com,medspa,GLP-1 weight loss peptides,2
Empower MedSpa,empowermedspa.com,empower@empowermedspa.com,empower@empowermedspa.com,yes,ok,https://empowermedspa.com,medspa,GLP-1 weight loss peptides,2
Estar MedSpa & Innovative Health Center,estarmedspa.com,info@estarmedspa.com,info@estarmedspa.com,yes,ok,https://estarmedspa.com,medspa,GLP-1 weight loss peptides,4
Eterna Health: Aesthetic and Regenerative Medicine,eternahealthwy.com,info@eternahealthwy.com,info@eternahealthwy.com,yes,ok,https://eternahealthwy.com,medspa,"bpc-157, nad+, ipamorelin, pt-141, ghk-cu, glutathione",11
Evin Aesthetics,evinaesthetics.com,becky@evinaesthetics.com,becky@evinaesthetics.com,yes,ok,https://evinaesthetics.com,medspa,,1
Evolve Wellness and Health,evolvewellnessandhealth.com,info@evolvewellnessandhealth.com,info@evolvewellnessandhealth.com,yes,ok,https://evolvewellnessandhealth.com,medspa,,4
Exquisite MD Spa,exquisitemdspa.com,spainfo@exquisitemdspa.com,spainfo@exquisitemdspa.com,yes,ok,https://exquisitemdspa.com,medspa,,2
Facial spa LA,facialspa.net,facialspa.office@gmail.com,facialspa.office@gmail.com,yes,ok,https://facialspa.net,medspa,glutathione,1
Fine Line Medical Aesthetics,finelinemedicalaesthetics.com,flmaesthetics@icloud.com,flmaesthetics@icloud.com,yes,ok,https://finelinemedicalaesthetics.com,medspa,,1
Form Total Body Wellness,formtotalbodywellness.com,info@formtotalbodywellness.com,info@formtotalbodywellness.com,yes,ok,https://formtotalbodywellness.com,medspa,GLP-1 weight loss peptides,5
Functional Health Clinic,functionalhealthsd.com,hello@functionalhealthsd.com,mk@functionalhealthsd.com; hello@functionalhealthsd.com,yes,ok,https://functionalhealthsd.com,medspa,glutathione,3
Gene Lee Skin Clinic,geneleeskinclinic.com,renew@geneleeskinclinic.com,renew@geneleeskinclinic.com,yes,ok,https://geneleeskinclinic.com,medspa,"semaglutide, tirzepatide",3
Get Well Meds,getwellmeds.com,info@getwellmeds.com,contact@getwellmeds.com; info@getwellmeds.com,yes,ok,https://getwellmeds.com,medspa,"semaglutide, tirzepatide, sermorelin",10
Gig Harbor Medical Spa and Concierge Medicine,gigharbormedicalspa.com,gigharbormedicalspa@gmail.com,gigharbormedicalspa@gmail.com,yes,ok,https://gigharbormedicalspa.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, mots-c, selank",13
Glory Regenerative Center,gloryregenerative.com,info@gloryregenerative.com,info@gloryregenerative.com,yes,ok,https://gloryregenerative.com,medspa,GLP-1 weight loss peptides,8
Golden State Urology Fremont,goldenstateurology.com,info@goldenstateurology.com,contact@goldenstateurology.com; info@goldenstateurology.com,yes,ok,https://goldenstateurology.com,medspa,,1
Medical Spa of Toccoa,habershamaesthetics.com,contact@habershamaesthetics.com,habershamaesthetics@gmail.com; contact@habershamaesthetics.com,yes,ok,https://habershamaesthetics.com,medspa,"semaglutide, tirzepatide, glutathione",6
Harbor Health,harborak.com,admin@harborak.com,admin@harborak.com,yes,ok,https://harborak.com/contact-us/,medspa,GLP-1 weight loss peptides,2
HealStrong,healstrongdoc.com,brianne@healstrongdoc.com,brianne@healstrongdoc.com,yes,ok,https://healstrongdoc.com,medspa,GLP-1 weight loss peptides,3
Health & Vitality Utah,healthandvitalityutah.com,frontdesk@healthandvitalityutah.com,healthandvitalityutah@gmail.com; frontdesk@healthandvitalityutah.com,yes,ok,https://healthandvitalityutah.com,medspa,GLP-1 weight loss peptides,5
HIM & HER Youth and Hydration Clinic,hhyhclinic.com,hhyhclinic@gmail.com,hhyhclinic@gmail.com,yes,ok,https://hhyhclinic.com,medspa,"nad+, glutathione",5
Emporia Wellness & TRT,highplainswellness.com,info@highplainswellness.com,info@highplainswellness.com; eldorado@highplainswellness.com,yes,ok,https://highplainswellness.com,medspa,GLP-1 weight loss peptides,2
Hive Fit Club,hivefitclub.com,info@hivefitclub.com,info@hivefitclub.com,yes,ok,https://hivefitclub.com,vendor,,1
Center For Anti-Aging Medicine and Hormone Wellness,hormonewellness.net,drpeters.hormonewellness@gmail.com,drpeters.hormonewellness@gmail.com; bpeters.hormonewellness@gmail.com,yes,ok,https://hormonewellness.net,medspa,,1
Hush LA Medspa,hushla.net,info@hushla.net,info@hushla.net,yes,ok,https://hushla.net,medspa,,1
HydrologyBar,hydrologybar.com,melissa@hydrologybar.com,melissa@hydrologybar.com,yes,ok,https://hydrologybar.com,medspa,glutathione,2
Hype Hydration and Wellness,hypehydrationandwellness.com,ivnursebrandi@gmail.com,ivnursebrandi@gmail.com,yes,ok,https://hypehydrationandwellness.com,medspa,"bpc-157, ipamorelin, cjc-1295, pt-141, ghk-cu",6
IAM Center,iam-center.com,info@iam-center.com,info@iam-center.com,yes,ok,https://iam-center.com,medspa,,3
Identity Hormones & Healthcare,identityhormones.com,info@identityhormones.com,phoenix@identityhormones.com; denver@identityhormones.com; henderson@identityhormones.com; sugarhouse@identityhormones.com; info@identityhormones.com,yes,ok,https://identityhormones.com,medspa,,1
Inside Out Aesthetics & Wellness,insideout-aesthetics.com,tracy@insideout-aesthetics.com,tracy@insideout-aesthetics.com,yes,ok,https://insideout-aesthetics.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin",8
"Inspire Wellness: Habib Dalhoumi, MD",inspiresd.com,jen@inspiresd.com,jen@inspiresd.com,yes,ok,https://inspiresd.com,medspa,"semaglutide, tirzepatide",6
Instadrip IV,instadrip.com,team@instadrip.io,team@instadrip.io,yes,ok,https://instadrip.com,medspa,"nad+, glutathione",5
The Medical Spa at Integrated Wellness,integratedak.com,contactus@integratedak.com,contactus@integratedak.com,yes,ok,https://integratedak.com,medspa,,2
IV Better,ivbetter.com,info@ivbetter.com,info@ivbetter.com,yes,ok,https://ivbetter.com,medspa,"semaglutide, tirzepatide",4
IV Concierge,ivconcierge.com,info@ivconcierge.com,info@ivconcierge.com,yes,ok,https://ivconcierge.com,medspa,"nad+, glutathione",3
IVE MEDICAL SPA,ivemedicalspa.com,hello@ivemedicalspa.com,hello@ivemedicalspa.com,yes,ok,https://ivemedicalspa.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
About Us,ivhydrationtexas.com,info@ivhydrationtexas.com,info@ivhydrationtexas.com; hello@ivhydrationtexas.com,yes,ok,https://ivhydrationtexas.com,medspa,"nad+, glutathione",3
Infusion Vibes,ivibetherapy.com,nina@ivibetherapy.com,nina@ivibetherapy.com,yes,ok,https://ivibetherapy.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
Mobile IV Therapy & Nutrient Infusion,ivrehab.com,drip@ivrehab.com,drip@ivrehab.com,yes,ok,https://ivrehab.com,medspa,,1
IV Wellness Mobile,ivwellnessmobile.com,info@ivwellnessmobile.com,info@ivwellnessmobile.com,yes,ok,https://ivwellnessmobile.com,medspa,"nad+, glutathione",4
"Mochi Health, Corp",joinmochi.com,info@joinmochi.com,info@joinmochi.com; press@joinmochi.com; hr@joinmochi.com; pharmacy@joinmochi.com,yes,ok,https://joinmochi.com,medspa,"semaglutide, tirzepatide, nad+",9
Juno Wellness,junowellness.com,info@junowellness.com,info@junowellness.com,yes,ok,https://junowellness.com,medspa,glutathione,6
KIT Aesthetics,kitaesthetics.com,hello@kitaesthetics.com,hello@kitaesthetics.com,yes,ok,https://kitaesthetics.com,medspa,,1
La Beauté Aesthetics powered by Marigevity,labeauteaesthetics.com,appointment@labeauteaesthetics.com,appointment@labeauteaesthetics.com,yes,ok,https://labeauteaesthetics.com,medspa,,2
LaserAway Hillcrest,laseraway.com,hello@laseraway.net,hello@laseraway.net,yes,ok,https://laseraway.com,medspa,"nad+, glutathione",2
LuxeMed Wellness & Aesthetic,luxemedwa.com,contact@luxemedwa.com,contact@luxemedwa.com,yes,ok,https://luxemedwa.com,medspa,GLP-1 weight loss peptides,5
Lyons Health and Wellness,lyonshealthandwellness.com,info@lyonshealthandwellness.com,info@lyonshealthandwellness.com,yes,ok,https://lyonshealthandwellness.com,medspa,"nad+, glutathione",5
Mango Medical,mangomed.org,contact@mangomed.org,contact@mangomed.org,yes,ok,https://mangomed.org,medspa,"semaglutide, tirzepatide",3
Hangover IV Therapy in Maitland FL,mardigraswellness.com,info@mardigraswellness.com,info@mardigraswellness.com,yes,ok,https://mardigraswellness.com,medspa,GLP-1 weight loss peptides,7
Maven Wellness,mavwellness.com,info@mavwellness.com,info@mavwellness.com,yes,ok,https://mavwellness.com,medspa,,5
MedBeautyLA,medbeautyla.com,info@medbeautyla.com,info@medbeautyla.com,yes,ok,https://medbeautyla.com,medspa,glutathione,4
me.losangeles aesthetics,melosangeles.com,me@melosangeles.com,me@melosangeles.com,yes,ok,https://melosangeles.com,medspa,"nad+, glutathione",3
Mend Medical Care,mendmedicalcare.com,support@mendmedicalcare.com,support@mendmedicalcare.com,yes,ok,https://mendmedicalcare.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",20
Mia Vida Aesthetics & Wellness,miavidastl.com,michelle@miavidastl.com,michelle@miavidastl.com,yes,ok,https://miavidastl.com,medspa,GLP-1 weight loss peptides,2
Mirror Mirror Med Spa,mirrormedspa.com,info@mirrormedspa.com,info@mirrormedspa.com,yes,ok,https://mirrormedspa.com,medspa,GLP-1 weight loss peptides,3
Minnesota Vitality and Anti-Aging Center,mnvaac.com,yourbestlife@mnvaac.com,yourbestlife@mnvaac.com,yes,ok,https://mnvaac.com,medspa,"nad+, glutathione",3
Moxie Medispa,moxiemedispa.com,info@moxiemedispa.com,info@moxiemedispa.com; %20info@moxiemedispa.com,yes,ok,https://moxiemedispa.com,medspa,GLP-1 weight loss peptides,3
MultiGen Wellness,multigenwellness.com,info@multigenwellness.com,multigenwellness2022@gmail.com; info@multigenwellness.com,yes,ok,https://multigenwellness.com/contact,medspa,"semaglutide, sermorelin",6
MyStart Health,mystarthealth.com,support@mystarthealth.com,support@mystarthealth.com,yes,ok,https://mystarthealth.com,medspa,semaglutide,2
MyVita Wellness Institute,myvitawellness.com,info@myvitawellness.com,info@myvitawellness.com,yes,ok,https://myvitawellness.com/contact,medspa,,1
Natura Health and Wellness Clinic,natura.health,info@natura.health,info@natura.health,yes,ok,https://natura.health,medspa,glutathione,3
Natural Choice Med Spa,naturalchoicemedspa.com,naturalchoicenp@gmail.com,naturalchoicenp@gmail.com,yes,ok,https://naturalchoicemedspa.com,medspa,glutathione,2
Natural Looks,naturallooks.co,hello@naturallooks.co,hello@naturallooks.co,yes,ok,https://naturallooks.co,medspa,,1
"IV Therapy in Birmingham, AL",newradiancemedical.com,newradiancemedical@gmail.com,newradiancemedical@gmail.com,yes,ok,https://newradiancemedical.com,medspa,,1
North Laurel Family Medicine,northlaurelfamilymed.com,info@northlaurelfamilymed.com,info@northlaurelfamilymed.com,yes,ok,https://northlaurelfamilymed.com,medspa,,1
Nucell Skin Medspa,nucellskinmedicalspa.com,nucellskinsolution@yahoo.com,nucellskinsolution@yahoo.com,yes,ok,https://nucellskinmedicalspa.com,medspa,nad+,1
Aesthetic Club,nursetatum.com,info@nursetatum.com,info@nursetatum.com,yes,ok,https://nursetatum.com,medspa,GLP-1 weight loss peptides,2
One Peak Medical,onepeakmedical.com,info@onepeakmedical.com,albany@onepeakmedical.com; ashland@onepeakmedical.com; bend@onepeakmedical.com; centralpoint@onepeakmedical.com; eugene-cc@onepeakmedical.com; eugene-coburg@onepeakmedical.com; grantspass@onepeakmedical.com; grantspassest@onepeakmedical.com,yes,ok,https://onepeakmedical.com,medspa,,2
Advanced Aesthetics Medical Spa & Laser Center,opmedspa.com,info@opmedspa.com,info@opmedspa.com; sales@opmedspa.com,yes,ok,https://opmedspa.com,medspa,nad+,4
"IV Therapy in Mooresville, NC",optihealthlkn.com,connect@optihealthlkn.com,connect@optihealthlkn.com,yes,ok,https://optihealthlkn.com/contact,vendor,,1
Wellness re-InVented IV Infusions & Vitamin Injections,optimantra.com,support@optimantra.freshdesk.com,support@optimantra.freshdesk.com; support@optimantra.zendesk.com,yes,ok,https://optimantra.com,medspa,,4
OMC (Oregon Man Clinics),oregonmanclinics.com,billing@oregonmanclinics.com,billing@oregonmanclinics.com,yes,ok,https://oregonmanclinics.com,medspa,,2
Palmetto Wellness,palmetto-wellness.com,palmettowellness1397@gmail.com,palmettowellness1397@gmail.com,yes,ok,https://palmetto-wellness.com,medspa,,2
Park Place MediSpa,parkplacemedispa.com,stephanie.williams@parkplacemedispa.com,stephanie.williams@parkplacemedispa.com,yes,ok,https://parkplacemedispa.com,medspa,"nad+, glutathione",3
Pearl Medspa,pearlmedspachs.com,info@pearlmedspachs.com,contact@pearlmedspachs.com; info@pearlmedspachs.com,yes,ok,https://pearlmedspachs.com,medspa,nad+,2
LA Aesthetics by Dana,persimmon.life,info@persimmon.life,help@persimmon.life; info@persimmon.life; marketing@persimmon.life; clinical@persimmon.life,yes,ok,https://persimmon.life,medspa,glutathione,1
Perspective Health,perspectivehealthiowa.com,info@perspectivehealthiowa.com,info@perspectivehealthiowa.com,yes,ok,https://perspectivehealthiowa.com,medspa,GLP-1 weight loss peptides,4
Platinum Sculpt MedSpa,platinumsculpt.com,info@platinumsculpt.com,info@platinumsculpt.com,yes,ok,https://platinumsculpt.com,medspa,"nad+, glutathione",4
Posh Aesthetics,poshsaesthetics.com,info@poshsaesthetics.com,info@poshsaesthetics.com,yes,ok,https://poshsaesthetics.com,medspa,semaglutide,3
Book Now,primoivmobile.com,info@primoivmobile.com,info@primoivmobile.com,yes,ok,https://primoivmobile.com,medspa,,1
Proactive Wellness Centers,proactivwellnesscenters.com,info@proactivwellnesscenters.com,info@proactivwellnesscenters.com,yes,ok,https://proactivwellnesscenters.com,medspa,ipamorelin,6
Pure Perfection Med Spa,pureperfectionmedspa.com,info@pureperfectionmedspa.com,info@pureperfectionmedspa.com,yes,ok,https://pureperfectionmedspa.com,medspa,,1
Southwest Carolina Trt Ctr LLC,recovered.org,info@recovered.org,info@recovered.org,yes,ok,https://recovered.org,medspa,semaglutide,2
Regen RX Therapy Medical Clinic,regenrxtherapy.com,info@regenrxtherapy.com,info@regenrxtherapy.com,yes,ok,https://regenrxtherapy.com,medspa,,2
ReMedical™,remedical.com,info@remedical.com,info@remedical.com,yes,ok,https://remedical.com,medspa,"semaglutide, tirzepatide",6
Renew You Medical Aesthetics,renewyoumedicalaesthetics.com,renewyou.medicalaesthetics@gmail.com,renewyou.medicalaesthetics@gmail.com,yes,ok,https://renewyoumedicalaesthetics.com,medspa,"nad+, glutathione",3
ReNu Wellness Clinic,renuwellnessclinic.com,info@renuwellnessclinic.com,info@renuwellnessclinic.com,yes,ok,https://renuwellnessclinic.com,medspa,,2
Revival IV Lounge,revivalivlounge.com,info@revivalivlounge.com,info@revivalivlounge.com,yes,ok,https://revivalivlounge.com,medspa,"nad+, glutathione",3
Revive IV Hydration,reviveivhydrationaz.com,info@reviveivhydrationaz.com,info@reviveivhydrationaz.com,yes,ok,https://reviveivhydrationaz.com,medspa,"nad+, glutathione",4
Revive Medical Wellness,revivemedicalwellness.net,sharada@revivemedicalwellness.net,sharada@revivemedicalwellness.net,yes,ok,https://revivemedicalwellness.net,medspa,"semaglutide, tirzepatide, nad+, glutathione",11
Revive Primary Care & Med Spa,revivepcms.com,info@revivepcms.com,info@revivepcms.com,yes,ok,https://revivepcms.com,medspa,semaglutide,8
RIVerview Drips & Wellness,riverviewdrips.com,info@riverviewdrips.com,info@riverviewdrips.com,yes,ok,https://riverviewdrips.com,medspa,GLP-1 weight loss peptides,7
Saffron & Sage,saffronsageliving.com,service@saffronsageliving.com,service@saffronsageliving.com,yes,ok,https://saffronsageliving.com,medspa,"bpc-157, cjc-1295",5
San Diego Peptides,sandiegopeptides.com,erik@sandiegopeptides.com,erik@sandiegopeptides.com,yes,ok,https://sandiegopeptides.com,vendor,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, ipamorelin",18
Intravenous Hydration Therapy,scientiphikamedspa.com,scientiphika@gmail.com,scientiphika@gmail.com,yes,ok,https://scientiphikamedspa.com,medspa,glutathione,3
San Diego IV,sdivservice.com,hello@sdivservice.com,rose@sdivservice.com; hello@sdivservice.com,yes,ok,https://sdivservice.com,medspa,nad+,2
Seoule K-Beauty Skin Lab,seoulekbeauty.com,nutricellmedspa@gmail.com,nutricellmedspa@gmail.com,yes,ok,https://seoulekbeauty.com,medspa,GLP-1 weight loss peptides,4
Serenova Med Spa,serenovamedspa.com,info@serenovamedspa.com,info@serenovamedspa.com,yes,ok,https://serenovamedspa.com,medspa,GLP-1 weight loss peptides,4
SFIIRM,sfiirm.com,info@sfiirm.com,info@sfiirm.com,yes,ok,https://sfiirm.com,medspa,,2
Shaped Secretz Body Sculpting,shapedsecretz.com,shapedsecretz@gmail.com,shapedsecretz@gmail.com,yes,ok,https://shapedsecretz.com,medspa,"semaglutide, tirzepatide",11
Simply Bliss Med Spa and Wellness,simplyblissmedspa.com,contact@simplyblissmedspa.com,contact@simplyblissmedspa.com,yes,ok,https://simplyblissmedspa.com,medspa,"semaglutide, liraglutide, bpc-157, tb-500, thymosin beta-4, ipamorelin",18
SkinSpirit Willow Glen,skinspirit.com,annapolis@skinspirit.com,annapolis@skinspirit.com; buckhead@skinspirit.com; dunwoody@skinspirit.com; austin@skinspirit.com; northaustin@skinspirit.com; westlakehills@skinspirit.com; bellevuesquare@skinspirit.com; beverlyhills@skinspirit.com,yes,ok,https://skinspirit.com,medspa,,1
SlimmThicc Med Spa & Aesthetics,slimmthicc.com,info@slimmthicc.com,info@slimmthicc.com,yes,ok,https://slimmthicc.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+",12
South Florida Anti-Aging Center,southfloridapractitioner.com,info@southfloridapractitioner.com,info@southfloridapractitioner.com,yes,ok,https://southfloridapractitioner.com,medspa,"tirzepatide, nad+",4
Spa Medica Aesthetic,spamedicaaesthetic.com,info@spamedicaaesthetic.com,info@spamedicaaesthetic.com,yes,ok,https://spamedicaaesthetic.com,medspa,semaglutide,2
Springs Rejuvenation,springsrejuvenation.com,info@springsrejuvenation.com,info@springsrejuvenation.com; alyssa@springsrejuvenation.com,yes,ok,https://springsrejuvenation.com,medspa,,1
Spruce Aesthetics + Infusion Bar,sprucespa.com,lauren@sprucespa.com,lauren@sprucespa.com,yes,ok,https://sprucespa.com,medspa,"semaglutide, nad+",6
Sugar and Sand Wellness Center,sugarandsandwellnesscenter.com,sugarandsandwellnesscenter@gmail.com,sugarandsandwellnesscenter@gmail.com,yes,ok,https://sugarandsandwellnesscenter.com,medspa,"semaglutide, tirzepatide, nad+",10
"IV Drips and Treatments Andover, MA",thedelicaterose.com,limitless@thedelicaterose.com,limitless@thedelicaterose.com,yes,ok,https://thedelicaterose.com,medspa,GLP-1 weight loss peptides,5
The Essential Face,theessentialface.com,info@theessentialface.com,info@theessentialface.com,yes,ok,https://theessentialface.com,medspa,,2
The Fitz Aesthetic Club,thefitzmed.com,info@thefitzmed.com,info@thefitzmed.com,yes,ok,https://thefitzmed.com,medspa,GLP-1 weight loss peptides,3
The Gajer Practice,thegajerpractice.com,info@thegajerpractice.com,info@thegajerpractice.com,yes,ok,https://thegajerpractice.com,medspa,"tirzepatide, nad+, glutathione",13
