vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Anora Integrative Health & Aesthetics,anoraiha.com,info@anoraiha.com,info@anoraiha.com,yes,ok,https://anoraiha.com,medspa,GLP-1 weight loss peptides,5
Apollo Men's Health,apollomh.com,info@apollomh.com,info@apollomh.com,yes,ok,https://apollomh.com,medspa,"bpc-157, ipamorelin, sermorelin, cjc-1295, glutathione",9
Advanced Pain And Regenerative Medical Solutions,aprmsolutions.com,info@aprmsolutions.com,info@aprmsolutions.com,yes,ok,https://aprmsolutions.com,medspa,"semaglutide, tirzepatide, nad+",10
Aqua Med Spa & Wellness Reviews & Pricing,aquamedspaandwellness.com,jenn0728@live.com,jenn0728@live.com,yes,ok,https://aquamedspaandwellness.com,medspa,"semaglutide, tirzepatide, glutathione",5
Aralia Health,araliahealth.com,hello@araliahealth.com,hello@araliahealth.com,yes,ok,https://araliahealth.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",8
Arbora Medical Spa,arboramedicalspa.com,info@arboramedicalspa.com,info@arboramedicalspa.com,yes,ok,https://arboramedicalspa.com,medspa,,1
Ardmore Aesthetic Solutions Reviews & Pricing,ardmoreaestheticsok.com,ardmoreaestheticsok@gmail.com,ardmoreaestheticsok@gmail.com,yes,ok,https://ardmoreaestheticsok.com,medspa,,3
"Aria Drip Lounge in Kennett Square, PA",ariadriplounge.com,info@ariadriplounge.com,ariadriplounge@gmail.com; info@ariadriplounge.com,yes,ok,https://ariadriplounge.com,medspa,"nad+, glutathione",5
ATL Live Well,atllivewell.com,info@atllivewell.com,info@atllivewell.com,yes,ok,https://atllivewell.com,medspa,glutathione,6
AURSPA Reviews & Pricing,aurspa.com,info@aurspa.com,info@aurspa.com,yes,ok,https://aurspa.com,medspa,semaglutide,4
AVIR Richland Hills,avirhg.com,wecare@avirhg.com,wecare@avirhg.com,yes,ok,https://avirhg.com,medspa,,1
Awakening Healing,awakeninghealingnurs.com,tonya.rafferty@awakeninghealingnurs.com,tonya.rafferty@awakeninghealingnurs.com; emailtonya.rafferty@awakeninghealingnurs.com,yes,ok,https://awakeninghealingnurs.com,vendor,"nad+, glutathione",3
"Balanced Health Clinic of Nebraska, LLC",balancedhealthclinicne.com,balancedhealthne@gmail.com,balancedhealthne@gmail.com,yes,ok,https://balancedhealthclinicne.com,medspa,,4
"Bare Skin Aesthetics in Harrisburg, SD",bareskinaesthetics605.com,bareskinaesthetics605@gmail.com,bareskinaesthetics605@gmail.com,yes,ok,https://bareskinaesthetics605.com,medspa,,2
Beach Medical Wellness,beachmedicalonline.com,mayci@beachmedicalonline.com,mayci@beachmedicalonline.com,yes,ok,https://beachmedicalonline.com,medspa,GLP-1 weight loss peptides,5
"Beleza in South Portland, ME",beleza-medspa.com,info@beleza-medspa.com,info@beleza-medspa.com,yes,ok,https://beleza-medspa.com,medspa,"semaglutide, tirzepatide",4
Bella Derma Medical Aesthetics & Wellness,belladermakc.com,info@belladermakc.com,info@belladermakc.com,yes,ok,https://belladermakc.com,medspa,GLP-1 weight loss peptides,4
Bella Mobile IV,bellamobileiv.com,info@bellamobileiv.com,info@bellamobileiv.com,yes,ok,https://bellamobileiv.com,medspa,,2
Bella Excellence,bellatampa.com,info@bellatampa.com,info@bellatampa.com,yes,ok,https://bellatampa.com,medspa,GLP-1 weight loss peptides,9
Beyond Wellness Little Rock,beyondwellnessar.com,info@beyondwellnessar.com,info@beyondwellnessar.com,yes,ok,https://beyondwellnessar.com,medspa,,3
B Hive Wellness,bhivemedical.com,info@bhivemedical.com,info@bhivemedical.com,yes,ok,https://bhivemedical.com,medspa,glutathione,5
Big Sky Natural Health Reviews & Pricing,bigskynaturalhealthmt.com,bigskynaturalhealth@gmail.com,bigskynaturalhealth@gmail.com,yes,ok,https://bigskynaturalhealthmt.com,medspa,"nad+, glutathione",6
Bioidentical Hormones NYC,bioidenticalhormones.nyc,info@bioidenticalhormones.com,info@bioidenticalhormones.com,yes,ok,https://bioidenticalhormones.nyc,medspa,,3
BioJust,biojust.com,info@biojust.com,info@biojust.com,yes,ok,https://biojust.com,medspa,,4
Flourish Integrative Medicine,bioloungepdx.com,info@bioloungepdx.com,info@bioloungepdx.com,yes,ok,https://bioloungepdx.com,medspa,,3
"BioPlenish in The Woodlands, TX",bioplenish.com,info@bioplenish.com,info@bioplenish.com; tiffany.fussell@bioplenish.com,yes,ok,https://bioplenish.com,medspa,"nad+, glutathione",4
"Boston Testosterone Partners, LLC",bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Infusion Center Hilliard Ohio,bosterms.com,contactus@bosterms.com,contactus@bosterms.com,yes,ok,https://bosterms.com,medspa,,1
"Smart Wellness Formerly Brunswick Wellness and Hydration in Brunswick,",brunswickwellnessandhydration.com,emilysmallr@gmail.com,emilysmallr@gmail.com,yes,ok,https://brunswickwellnessandhydration.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
"CamRa Wellness in Mount Prospect, IL",camrawellness.com,info@camrawellness.com,info@camrawellness.com,yes,ok,https://camrawellness.com,medspa,"semaglutide, tirzepatide, sermorelin",6
"Capitol Infusion in Greenbelt, MD",capitolinfusion.com,capitolinfusion@gmail.com,capitolinfusion@gmail.com,yes,ok,https://capitolinfusion.com,medspa,glutathione,5
IV Solution,chicagoivsolution.com,info@chicagoivsolution.com,info@chicagoivsolution.com,yes,ok,https://chicagoivsolution.com,medspa,nad+,2
Clinical Solutions Medical Training,clinicalsolutionsme.com,info@clinicalsolutionsme.com,info@clinicalsolutionsme.com,yes,ok,https://clinicalsolutionsme.com,medspa,,1
Colorado Hormone Clinic,coloradohormoneclinic.com,doctorjonathanlee@gmail.com,doctorjonathanlee@gmail.com,yes,ok,https://coloradohormoneclinic.com,medspa,,1
IV Therapy Ozone Wellness,coltsneckstemcells.com,info@coltsneckstemcells.com,info@coltsneckstemcells.com,yes,ok,https://coltsneckstemcells.com,medspa,"thymosin alpha-1, sermorelin",5
Conklin Clinics,conklinclinics.com,info@conklinclinics.com,info@conklinclinics.com,yes,ok,https://conklinclinics.com,medspa,,1
Cooper House Wellness & Aesthetics Reviews & Pricing,cooperhousewellness.com,kristin@cooperhousewellness.com,kristin@cooperhousewellness.com; sarah@cooperhousewellness.com,yes,ok,https://cooperhousewellness.com,medspa,glutathione,6
"Cowboy Concierge Medicine in Cheyenne, WY",cowboyconciergemedicine.com,info@cowboyconciergemedicine.com,info@cowboyconciergemedicine.com,yes,ok,https://cowboyconciergemedicine.com/contact-us,medspa,,1
Creekside Family Wellness Reviews & Pricing,creeksidefamilywellness.com,admin@creeksidefamilywellness.com,admin@creeksidefamilywellness.com,yes,ok,https://creeksidefamilywellness.com,medspa,,2
DeLand Medical Wellness Reviews & Pricing,delandmedicalwellness.com,info@delandmedicalwellness.com,info@delandmedicalwellness.com,yes,ok,https://delandmedicalwellness.com,medspa,GLP-1 weight loss peptides,5
Delta Glo Med Spa Reviews & Pricing,deltaglomedspa.com,deltaglomedspa@gmail.com,deltaglomedspa@gmail.com,yes,ok,https://deltaglomedspa.com,medspa,glutathione,4
Diamond Hormone Replacement Therapy,diamondhrt.com,zegonzo@gmail.com,zegonzo@gmail.com,yes,ok,https://diamondhrt.com,medspa,,2
Divine Feminine Aesthetics,divinefeminineaesthetics.com,info@divinefeminineaesthetics.com,info@divinefeminineaesthetics.com,yes,ok,https://divinefeminineaesthetics.com,medspa,"semaglutide, tirzepatide",4
"IV Glutathione, Vitamin C Lancaster, Palmyra, Hummelstown, Hershey",dradrianmd.com,info@dradrianmd.com,info@dradrianmd.com; doctoradrian@dradrianmd.com,yes,ok,https://dradrianmd.com,medspa,glutathione,3
DragonFly MedSpa and Hormone Wellness Reviews & Pricing,dragonflymedspa.com,dragonflymedspa@gmail.com,dragonflymedspa@gmail.com,yes,ok,https://dragonflymedspa.com,medspa,semaglutide,6
REMEDY Hair Restoration & Medical Spa,drdavidrosner.com,info@drdavidrosner.com,info@drdavidrosner.com,yes,ok,https://drdavidrosner.com,medspa,,1
Dream Spa & Wellness,dreamspawellnessheaven.com,info.dreamspa@gmail.com,info.dreamspa@gmail.com,yes,ok,https://dreamspawellnessheaven.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, glutathione",6
Dr. Robert Fortino's Medical Weight Loss Center Philadelphia,drfortino.net,info@drfortino.com,info@drfortino.com,yes,ok,https://drfortino.net,medspa,"semaglutide, tirzepatide, glutathione",19
"IV Infusions, IM Injections",driphappensivinfusions.com,driphappensivinfusions@yahoo.com,driphappensivinfusions@yahoo.com,yes,ok,https://driphappensivinfusions.com,medspa,nad+,2
Dript IV Therapy,driptiv.com,info@driptiv.com,info@driptiv.com,yes,ok,https://driptiv.com,medspa,,1
"IV Therapy in Clemson, SC",dripworx.com,hello@dripworx.com,hello@dripworx.com,yes,ok,https://dripworx.com,medspa,"nad+, glutathione",5
"Sculpted, Inc.",drmichellele.com,sculpted.online@gmail.com,sculpted.online@gmail.com,yes,ok,https://drmichellele.com,medspa,GLP-1 weight loss peptides,2
DRN Health and Wellness,drnhealthandwellness.com,aestheticaskinmn@gmail.com,aestheticaskinmn@gmail.com,yes,ok,https://drnhealthandwellness.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, nad+, sermorelin",16
Dr. Shannon Wellness Reviews & Pricing,drshannonwellness.com,manager@drshannonwellness.com,manager@drshannonwellness.com,yes,ok,https://drshannonwellness.com/contact,medspa,GLP-1 weight loss peptides,2
"Elevate Health & Medspa ~ Karen Plymel, MD",elevatehealthgp.com,info@elevatehealthgp.com,info@elevatehealthgp.com,yes,ok,https://elevatehealthgp.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",20
Elevate Health and Wellness,elevatehealthok.com,ashley@elevatehealthok.com,ashley@elevatehealthok.com,yes,ok,https://elevatehealthok.com,medspa,,2
Elevate Health and Hormones,elevatehormones.com,clinic@elevatehormones.com,clinic@elevatehormones.com,yes,ok,https://elevatehormones.com,medspa,GLP-1 weight loss peptides,3
"Elevate IV Hydration & Wellness in Hudson, NH",elevatehydrationwellness.com,info@elevatehydrationwellness.com,info@elevatehydrationwellness.com,yes,ok,https://elevatehydrationwellness.com,medspa,,1
"Medical Spa Near Farmersville, TX",elevateivs.com,info@elevateivs.com,info@elevateivs.com,yes,ok,https://elevateivs.com,medspa,"semaglutide, tirzepatide",9
IV Hydration,elevateyoudayton.com,info@elevateyoudayton.com,drjustin@elevateyoudayton.com; info@elevateyoudayton.com,yes,ok,https://elevateyoudayton.com,medspa,,3
"Elina Yushuvayev, MD",elinamd.com,drelinamd@gmail.com,drelinamd@gmail.com,yes,ok,https://elinamd.com,medspa,GLP-1 weight loss peptides,4
IV Infusion,elite-bodywellness.com,elitebodywellnessllc@gmail.com,elitebodywellnessllc@gmail.com,yes,ok,https://elite-bodywellness.com,medspa,GLP-1 weight loss peptides,8
"Elivate Wellness + Aesthetics in Lake Orion, MI",elivatewellnessco.com,info@elivatewellnessco.com,info@elivatewellnessco.com,yes,ok,https://elivatewellnessco.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",9
Elle Medical Aesthetics: Boutique Injectable and Skin Care Studio in S,ellemedicalaesthetics.online,info@ellemedicalaesthetics.com,info@ellemedicalaesthetics.com,yes,ok,https://ellemedicalaesthetics.online,medspa,glutathione,2
"Emèlle Restorative Medicine, P.C.",emellemd.com,dr@emellemd.com,dr@emellemd.com,yes,ok,https://emellemd.com,medspa,"semaglutide, cagrilintide, nad+, sermorelin",5
IV Hydration & Vitamin Injections,engracewellness.com,info@engracewellness.com,info@engracewellness.com; info@gmail.com,yes,ok,https://engracewellness.com,medspa,sermorelin,6
burlington location,enhancevitamins.com,enhanceniagara@gmail.com,enhanceniagara@gmail.com,yes,ok,https://enhancevitamins.com,medspa,"nad+, glutathione",6
Enid Aesthetics & Wellness,enidaesthetics-wellness.com,naturalmodalitiesmd@gmail.com,naturalmodalitiesmd@gmail.com,yes,ok,https://enidaesthetics-wellness.com,medspa,,1
"IM Vitamin Injections, IV Therapy",equippediv.com,equippedhydration@gmail.com,equippedhydration@gmail.com,yes,ok,https://equippediv.com,medspa,glutathione,2
"Essential Health, LLC",essentialhealthllc.com,info@essentialhealthllc.co,info@essentialhealthllc.co; info@essentialhealthllc.com,yes,ok,https://essentialhealthllc.com,medspa,"nad+, glutathione",3
Estevez Aesthetics Medspa,estevezaesthetics.com,info@estevezaesthetics.com,info@estevezaesthetics.com,yes,ok,https://estevezaesthetics.com,medspa,"semaglutide, glutathione",6
"Glow IV Therapy & Beauty Cocktails In Canonsburg, PA",etherealskinmedspa.com,info@etherealskinmedspa.com,etherealskinmedspa@gmail.com; info@etherealskinmedspa.com; %20etherealskinjobs@gmail.com; etherealskinjobs@gmail.com; etherealskinpatients@gmail.com; etherealskinproviders@gmail.com; etherealskinfinances@gmail.com; %20etherealskinorders@gmail.com,yes,ok,https://etherealskinmedspa.com,medspa,,1
"Evin Aesthetics in Billings, MT",evinaesthetics.com,becky@evinaesthetics.com,becky@evinaesthetics.com,yes,ok,https://evinaesthetics.com,medspa,,3
Ewa Medspa Aesthetics & Wellness,ewamedspa.com,hello@ewamedspa.com,hello@ewamedspa.com,yes,ok,https://ewamedspa.com,medspa,"semaglutide, tirzepatide",5
IV Hydration and Wellness,feeltheglo.com,clientservices@feeltheglo.com,clientservices@feeltheglo.com,yes,ok,https://feeltheglo.com,medspa,GLP-1 weight loss peptides,3
FIMA Docs Reviews & Pricing,fimadocs.com,info@fimadocs.com,info@fimadocs.com,yes,ok,https://fimadocs.com,medspa,GLP-1 weight loss peptides,2
FloMed Infusion Miami,flomedinfusion.com,hello@flomedinfusion.com,hello@flomedinfusion.com; investors@flomedinfusion.com,yes,ok,https://flomedinfusion.com,medspa,,1
Florida Aesthetics & Wellness Reviews & Pricing,floridaaesthetics.com,info@floridaaesthetics.com,info@floridaaesthetics.com,yes,ok,https://floridaaesthetics.com,medspa,"semaglutide, tirzepatide, sermorelin, pt-141",11
Flourish Medical + Wellness,flourishmedicalwellness.com,admin@flourishmedicalwellness.com,admin@flourishmedicalwellness.com,yes,ok,https://flourishmedicalwellness.com,medspa,,4
Forever 22 Med Spa Reviews & Pricing,forever22medspa.com,brandi.forever22@gmail.com,brandi.forever22@gmail.com,yes,ok,https://forever22medspa.com,medspa,"nad+, glutathione",7
Fountain of Youth,fountainofyouthswfl.com,customerservice@fountainofyouthswfl.com,customerservice@fountainofyouthswfl.com,yes,ok,https://fountainofyouthswfl.com,medspa,"tirzepatide, bpc-157, tb-500, thymosin alpha-1, nad+, ipamorelin",20
"Geez Louise Aesthetics and Wellness in Billings, MT",geezlouiseaesthetics.com,geezlousieaesthetics@gmail.com,geezlousieaesthetics@gmail.com,yes,ok,https://geezlouiseaesthetics.com,medspa,,2
Gemini Glow MedSpa,geminiglowut.com,geminiglow@gmail.com,geminiglow@gmail.com,yes,ok,https://geminiglowut.com,medspa,,3
Vitality Weight and Hormone Solutions,getvitalitysolutions.com,info@getvitalitysolutions.com,info@getvitalitysolutions.com,yes,ok,https://getvitalitysolutions.com,medspa,"semaglutide, tirzepatide, dulaglutide",15
Glow Bar GNV Reviews & Pricing,glowbargnv.com,info@glowbargnv.com,info@glowbargnv.com,yes,ok,https://glowbargnv.com,medspa,,1
Glow Wellness,glowwellness.com,info@glowwellness.com,info@glowwellness.com; careers@glowwellness.com,yes,ok,https://glowwellness.com,medspa,"thymosin alpha-1, nad+, ipamorelin, sermorelin, tesamorelin, cjc-1295",17
Great Lakes Vital Health,glvhealth.com,drflip@glvhealth.com,drflip@glvhealth.com,yes,ok,https://glvhealth.com,medspa,,2
Go Well Med Spa Reviews & Pricing,gowellmedspa.com,gowellmedspa@gmail.com,gowellmedspa@gmail.com,yes,ok,https://gowellmedspa.com,medspa,"semaglutide, tirzepatide, glutathione",6
Graceology Med Spa,graceologymedspa.com,info@graceologymedspa.com,info@graceologymedspa.com,yes,ok,https://graceologymedspa.com,medspa,"semaglutide, tirzepatide",5
Grassroots Healthcare,grassrootstulsa.com,info@grassrootstulsa.com,info@grassrootstulsa.com,yes,ok,https://grassrootstulsa.com,medspa,,1
Restore Hyper Wellness,greinerhealthsolutions.com,hello@greinerhealthsolutions.com,hello@greinerhealthsolutions.com,yes,ok,https://greinerhealthsolutions.com,medspa,"nad+, glutathione",4
The G Spa Medical Spa & Laser Center Reviews & Pricing,gspasb.com,info@gspasb.com,info@gspasb.com,yes,ok,https://gspasb.com,medspa,GLP-1 weight loss peptides,4
"HAD Hydration,",hadhydration.com,info@hadhydration.com,info@hadhydration.com; vipmarketingenterprise@gmail.com,yes,ok,https://hadhydration.com,medspa,nad+,2
Hangover Heaven IV Hydration,hangoverheaven.com,info@hangoverheaven.com,info@hangoverheaven.com,yes,ok,https://hangoverheaven.com/contact,medspa,nad+,2
HAUS of Wellness LLC,hausofwellnessct.com,info@hausofwellnessct.com,info@hausofwellnessct.com,yes,ok,https://hausofwellnessct.com,medspa,"semaglutide, tirzepatide, glutathione",5
Haydel Dermatology Reviews & Pricing,haydeldermatology.com,dawn@haydeldermatology.com,dawn@haydeldermatology.com; kellie@haydeldermatology.com; dylan@haydeldermatology.com,yes,ok,https://haydeldermatology.com,medspa,,2
Healthspan,healthspanrecovery.com,info@healthspanrecovery.com,info@healthspanrecovery.com,yes,ok,https://healthspanrecovery.com,medspa,"nad+, glutathione",3
Healthy Connections,healthy-connections.org,jeffreyslatton@healthy-connections.org,jeffreyslatton@healthy-connections.org,yes,ok,https://healthy-connections.org,medspa,,1
Euna Aesthetics Reviews & Pricing,helloeuna.com,info@helloeuna.com,info@helloeuna.com,yes,ok,https://helloeuna.com,medspa,,2
Hendrx Health,hendrxhealth.com,care@hendrxhealth.com,care@hendrxhealth.com,yes,ok,https://hendrxhealth.com,medspa,,3
HOLSELF,holself.com,info@holself.com,info@holself.com,yes,ok,https://holself.com,medspa,nad+,2
Hormone Balance Center,hormonebalancecenter.com,info@hormonebalancecenter.com,info@hormonebalancecenter.com,yes,ok,https://hormonebalancecenter.com,medspa,,2
Hydraloha,hydralohadrip.com,hello@hydralohadrip.com,hello@hydralohadrip.com,yes,ok,https://hydralohadrip.com,medspa,glutathione,2
"Hydrate Health & Wellness in Easton, MD",hydratehealth.com,info@hydratehealth.com,hydratehealthandwellness@gmail.com; info@hydratehealth.com,yes,ok,https://hydratehealth.com,medspa,"semaglutide, tirzepatide, nad+",11
iClinic Atlanta Reviews & Pricing,iclinicatl.com,iclinicatlanta@gmail.com,iclinicatlanta@gmail.com,yes,ok,https://iclinicatl.com,medspa,semaglutide,3
Identity Hormones and Healthcare,identityhormones.com,info@identityhormones.com,phoenix@identityhormones.com; denver@identityhormones.com; henderson@identityhormones.com; sugarhouse@identityhormones.com; info@identityhormones.com,yes,ok,https://identityhormones.com,medspa,,1
Ignite Men's Health,ignitemenshealth.com,info@ignitemenshealth.com,info@ignitemenshealth.com,yes,ok,https://ignitemenshealth.com,medspa,GLP-1 weight loss peptides,6
HeCares Integrative Medicine Center,ilaramedspa.com,info@ilaramedspa.com,info@ilaramedspa.com; hello@ilaramedspa.com,yes,ok,https://ilaramedspa.com,medspa,,1
IV Therapy in Chapel Hill & Durham,imcnorthcarolina.com,hello@imcnorthcarolina.com,hello@imcnorthcarolina.com,yes,ok,https://imcnorthcarolina.com,medspa,GLP-1 weight loss peptides,5
VIO Med Spa,infinityregenmed.com,regenerativemeddoc@gmail.com,regenerativemeddoc@gmail.com,yes,ok,https://infinityregenmed.com,medspa,,1
"Infusia IV Hydration and MedSpa in Jackson, MS",infusiaivhydrationmedspa.com,info@infusiaivhydrationmedspa.com,info@infusiaivhydrationmedspa.com,yes,ok,https://infusiaivhydrationmedspa.com,medspa,,1
"Infusion Connections Home Health Services, Inc. in Santa Monica, CA",infusionconnection.com,info@infusionconnection.com,info@infusionconnection.com,yes,ok,https://infusionconnection.com,medspa,,1
Inspire Health,inspirehealthpro.com,inspirehealthpro@gmail.com,inspirehealthpro@gmail.com,yes,ok,https://inspirehealthpro.com,medspa,,1
Integrity Medical,integritymedicalknox.com,directpc@integritymedicalknox.com,directpc@integritymedicalknox.com; dakotah@integritymedicalknox.com,yes,ok,https://integritymedicalknox.com,medspa,,1
"Island IV, LLC in Charlotte Amalie, VI",island-iv.com,info@island-iv.com,info@island-iv.com,yes,ok,https://island-iv.com,medspa,"nad+, glutathione",3
IVCare Infusion,ivcareinfusion.com,admin@ivcareinfusion.com,admin@ivcareinfusion.com,yes,ok,https://ivcareinfusion.com,medspa,,1
IV DRIP DIVA,ivdripdiva.com,beautyinfusions@ivdripdiva.com,beautyinfusions@ivdripdiva.com,yes,ok,https://ivdripdiva.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",10
"IV HydraLounge in Waterville, ME",ivhydralounge.org,info@ivhydralounge.org,info@ivhydralounge.org; healthcoach@ivhydralounge.org; weightloss@ivhydralounge.org,yes,ok,https://ivhydralounge.org,vendor,"semaglutide, tirzepatide, nad+",9
"Carolina Hydration and Wellness in Waynesville, NC",ivhydrationbiz.com,hydrationbiz@gmail.com,hydrationbiz@gmail.com,yes,ok,https://ivhydrationbiz.com,vendor,,1
IV Revival,ivrevival.com,info@ivrevival.com,info@ivrevival.com,yes,ok,https://ivrevival.com,medspa,"nad+, glutathione",4
"IV SMiles Hydration & Wellness, PLLC in Winston-Salem, NC",ivsmileshydration.com,ivsmileshydration@gmail.com,ivsmileshydration@gmail.com,yes,ok,https://ivsmileshydration.com,vendor,"nad+, glutathione",2
"IVTherapy2go: 24/7 Mobile IV Bar in Farmers Branch, TX",ivtherapy2go.com,info@ivtherapy2go.com,info@ivtherapy2go.com,yes,ok,https://ivtherapy2go.com,medspa,,1
IV Therapy & Wellness,ivtherapyandwellness.com,mia@ivtherapyandwellness.com,mia@ivtherapyandwellness.com; michelleisma@gmail.com,yes,ok,https://ivtherapyandwellness.com,medspa,"nad+, glutathione",3
Wellness Iv Fluid Hydration,jaxbeachbodymd.com,jaxbeachbodymd@yahoo.com,jaxbeachbodymd@yahoo.com,yes,ok,https://jaxbeachbodymd.com,medspa,,2
"IV Vitamin Therapy for Clifton and Ridgewood, NJ",jelujaspa.com,info@jelujaspa.com,doctorboutros@jelujaspa.com; info@jelujaspa.com,yes,ok,https://jelujaspa.com,medspa,glutathione,3
Kalina Aesthetics and Wellness,kalinaaesthetics.com,info@kalinaaesthetics.com,info@kalinaaesthetics.com,yes,ok,https://kalinaaesthetics.com,medspa,,2
Ketamine Solutions LLC,ketaminesolutions.net,info@ketaminesolutions.net,info@ketaminesolutions.net,yes,ok,https://ketaminesolutions.net,medspa,"semaglutide, tirzepatide",4
Key Basis IV & Wellness,keybasisiv.com,info@keybasisiv.com,info@keybasisiv.com,yes,ok,https://keybasisiv.com,medspa,nad+,2
Key West Health Primary & Aesthetics Reviews & Pricing,keywest.health,shannon@keywest.health,shannon@keywest.health,yes,ok,https://keywest.health,medspa,"semaglutide, tirzepatide, bpc-157, nad+, sermorelin",15
Kim Bell MedSpa Reviews & Pricing,kimbellmedspa.com,office@kimbellmedspa.com,office@kimbellmedspa.com,yes,ok,https://kimbellmedspa.com,medspa,"glutathione, semaglutide, tirzepatide",6
"IV Therapy with Liquivida in Herndon, VA",kyssmedspa.com,kyssmedspa@gmail.com,kyssmedspa@gmail.com,yes,ok,https://kyssmedspa.com,medspa,semaglutide,7
The Larrabee Center Reviews & Pricing,larrabeecenter.com,info@larrabeecenter.com,info@larrabeecenter.com,yes,ok,https://larrabeecenter.com,medspa,glutathione,3
The Clinic,lastcallmobileiv.com,jen@lastcallmobileiv.com,jen@lastcallmobileiv.com,yes,ok,https://lastcallmobileiv.com,medspa,,1
Lawa Longevity Club,lawalongevity.com,aloha@lawalongevity.com,aloha@lawalongevity.com; doug@lawalongevity.com; drmolina@lawalongevity.com; drotagiri@lawalongevity.com; halani@lawalongevity.com; camille@lawalongevity.com; brittny@lawalongevity.com; michelle.ha333@gmail.com,yes,ok,https://lawalongevity.com,medspa,nad+,3
"Legacy Med Spa in Tea, SD",legacymedspasd.com,hello@legacymedspasd.com,hello@legacymedspasd.com,yes,ok,https://legacymedspasd.com,medspa,,1
