vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
"BioSymmetry Wilmington, Wilmington",biosymmetrywilmington.com,info@biosymmetrywilmington.com,info@biosymmetrywilmington.com,yes,ok,https://biosymmetrywilmington.com,medspa,GLP-1 weight loss peptides,3
Bluebonnet Diabetes and Endocrinology,bluebonnetendocrinology.com,info@bluebonnetendocrinology.com,info@bluebonnetendocrinology.com,yes,ok,https://bluebonnetendocrinology.com,medspa,"semaglutide, tirzepatide",6
Body Better Weight Loss,bodybetterweightloss.com,contact@bodybetterweightloss.com,contact@bodybetterweightloss.com,yes,ok,https://bodybetterweightloss.com,medspa,"semaglutide, tirzepatide",5
"Well Aging Med: Denise Bogard, MD, FAARFM, ABAARM",bogardhealth.com,bogardhealth@gmail.com,bogardhealth@gmail.com,yes,ok,https://bogardhealth.com,medspa,follistatin,5
"Bombshell Aesthetics, Manchester",bombshell-aesthetics.com,info@bombshell-aesthetics.com,info@bombshell-aesthetics.com,yes,ok,https://bombshell-aesthetics.com,medspa,GLP-1 weight loss peptides,4
BonVie Weight Loss &amp; Nutrition,bonvieweightloss.com,sharon@bonvieweightloss.com,sharon@bonvieweightloss.com,yes,ok,https://bonvieweightloss.com,vendor,semaglutide,3
"Braxton Medical Clinic, LLC, Murfreesboro",braxtonmedicalclinic.com,info@braxtonmedicalclinic.com,info@braxtonmedicalclinic.com,yes,ok,https://braxtonmedicalclinic.com,medspa,,1
Cactus Canyon Medical Weight Loss,cactuscanyonmedical.com,patientinformation@cactuscanyonmedical.com,patientinformation@cactuscanyonmedical.com,yes,ok,https://cactuscanyonmedical.com/about,medspa,"semaglutide, tirzepatide",7
CAREolina Wellness and Infusion Center,careolinawellness.janeapp.com,careolinawellness@gmail.com,careolinawellness@gmail.com,yes,ok,https://careolinawellness.janeapp.com,medspa,GLP-1 weight loss peptides,3
Central Wellness,centralwellness.com,wecare@centralwellness.com,wecare@centralwellness.com,yes,ok,https://centralwellness.com,medspa,glutathione,5
CFP Weight Loss,cfpweightloss.com,info@cfpweightloss.com,info@cfpweightloss.com,yes,ok,https://cfpweightloss.com,vendor,GLP-1 weight loss peptides,4
Charleston Hormone Services (CHS),chshormone.com,patients@chshormone.com,patients@chshormone.com,yes,ok,https://chshormone.com,medspa,,2
Clave Health,clavehealth.com,clavehealth@gmail.com,clavehealth@gmail.com,yes,ok,https://clavehealth.com,medspa,GLP-1 weight loss peptides,4
Combat Medic Wellness,combatmedicwellness.com,help@combatmedicwellness.com,help@combatmedicwellness.com,yes,ok,https://combatmedicwellness.com,medspa,"semaglutide, tirzepatide, nad+",6
Cornerstone Medical &amp; Weight Loss,cornerstonemedicaltn.com,patientcare@cornerstonemedicaltn.com,patientcare@cornerstonemedicaltn.com,yes,ok,https://cornerstonemedicaltn.com,medspa,"semaglutide, tirzepatide",6
"CosMedic LaserMD, Ann Arbor",cosmediclasermd.com,info@cosmediclasermd.com,info@cosmediclasermd.com,yes,ok,https://cosmediclasermd.com,medspa,"semaglutide, tirzepatide",4
CRAVE Medical Spa,cravemedicalspa.com,contact@cravemedicalspa.com,contact@cravemedicalspa.com,yes,ok,https://cravemedicalspa.com,medspa,"semaglutide, nad+, tirzepatide",13
"Cutting Edge Testosterone Therapy, LLC, Manchester",cuttingedgetestosteronetherapy.com,info@cuttingedgetestosteronetherapy.com,info@cuttingedgetestosteronetherapy.com; judith@cuttingedgetestosteronetherapy.com,yes,ok,https://cuttingedgetestosteronetherapy.com,medspa,"tirzepatide, bpc-157, nad+, sermorelin",7
Danee Barnett,daneebarnett.com,danee@daneebarnett.com,danee@daneebarnett.com; daneesrq@gmail.com; annebarnett1987@icloud.com,yes,ok,https://daneebarnett.com,medspa,tirzepatide,2
"DermaVogue-West, Murrieta",dermavoguewest.com,dermavoguewest@gmail.com,dermavoguewest@gmail.com,yes,ok,https://dermavoguewest.com,medspa,"semaglutide, tirzepatide",4
"Do It Now Weight Loss Clinic, Round Rock",doitnowweightlossclinic.com,doitnowweightloss@gmail.com,doitnowweightloss@gmail.com,yes,ok,https://doitnowweightlossclinic.com,medspa,GLP-1 weight loss peptides,4
"Dr. Dana Cohen, MD",drdanacohen.com,dana@drdanacohen.com,dana@drdanacohen.com,yes,ok,https://drdanacohen.com,medspa,"semaglutide, tirzepatide, liraglutide",13
"REMEDY Hair Restoration &#038; Medical Spa, Grand Rapids",drdavidrosner.com,info@drdavidrosner.com,info@drdavidrosner.com,yes,ok,https://drdavidrosner.com,medspa,,1
Lipman Frank MD,drfranklipman.com,dawn@drfranklipman.com,dawn@drfranklipman.com,yes,ok,https://drfranklipman.com,medspa,,1
Drip Gym (Brooklyn),dripgym.com,info@dripgym.com,info@dripgym.com,yes,ok,https://dripgym.com,medspa,"semaglutide, nad+, glutathione",6
The Wellness Restoration Center,drmarciaharris.com,marciaharrismd@gmail.com,marciaharrismd@gmail.com,yes,ok,https://drmarciaharris.com,medspa,"semaglutide, tirzepatide",7
Dr. Thaker Wellness,drthakerwellness.com,st.auminternalmed@gmail.com,st.auminternalmed@gmail.com,yes,ok,https://drthakerwellness.com,medspa,"semaglutide, tirzepatide",5
A New You Wellness,drweightlossmiami.com,info@drweightlossmiami.com,info@drweightlossmiami.com,yes,ok,https://drweightlossmiami.com,medspa,GLP-1 weight loss peptides,3
Elaris Med Spa Wellness Clinic,elarismwc.com,elaris.staff@gmail.com,elaris.staff@gmail.com,yes,ok,https://elarismwc.com,medspa,"semaglutide, tirzepatide",6
"Elite Health &#038; Beauty, Huntington Beach",elitehbc.com,concierge@elitehbc.com,concierge@elitehbc.com,yes,ok,https://elitehbc.com,medspa,,3
Elite Wellness,elitewellnessok.com,hello@elitewellnessok.com,hello@elitewellnessok.com,yes,ok,https://elitewellnessok.com,medspa,,2
"Empowered Med Spa, Tacoma",empoweredmedspa.com,info@empoweredmedspa.com,info@empoweredmedspa.com,yes,ok,https://empoweredmedspa.com,medspa,"nad+, glutathione",4
The Endocrine Center (Greater Heights Campus),endocrinecenter.com,info@endocrinecenter.com,info@endocrinecenter.com,yes,ok,https://endocrinecenter.com,medspa,semaglutide,1
Everest Diabetes &amp; Weight Loss,everesteclinic.com,info@everesteclinic.com,info@everesteclinic.com,yes,ok,https://everesteclinic.com,medspa,"semaglutide, tirzepatide, exenatide, nad+",11
"Evolve Skin Spa and Wellness, Carlsbad",evolveskinspa.com,info@evolveskinspa.com,info@evolveskinspa.com,yes,ok,https://evolveskinspa.com,medspa,"semaglutide, nad+, glutathione",6
"Exelus Med Spa, Glendale",exelusmedspa.com,exelusmedspa@gmail.com,exelusmedspa@gmail.com,yes,ok,https://exelusmedspa.com,medspa,semaglutide,2
"Senara Health and Medical Spa, Peoria",experiencesenara.com,guestservices@experiencesenara.com,guestservices@experiencesenara.com,yes,ok,https://experiencesenara.com,medspa,GLP-1 weight loss peptides,5
"Wellness District Medical Weight Loss and Aesthetics, West Fargo",fargowellnessdistrict.com,staff@fargowellnessdistrict.com,staff@fargowellnessdistrict.com,yes,ok,https://fargowellnessdistrict.com,medspa,GLP-1 weight loss peptides,4
Fast Weight Loss AZ,fastweightlossaz.com,info@fastweightlossaz.com,info@fastweightlossaz.com,yes,ok,https://fastweightlossaz.com,medspa,semaglutide,2
Fat Off Clinic,fatoffclinic.com,info@fatoffclinic.com,info@fatoffclinic.com,yes,ok,https://fatoffclinic.com,vendor,"semaglutide, tirzepatide",6
Feel Ideal 360 Med Spa,feelideal360.com,info@feelideal360.com,info@feelideal360.com,yes,ok,https://feelideal360.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, thymosin alpha-1",27
Figura Medspa South Austin,figuramedspa.com,info@figuramedspa.com,info@figuramedspa.com,yes,ok,https://figuramedspa.com,medspa,"semaglutide, tirzepatide, nad+, ipamorelin, cjc-1295",12
First Coast M.D.,firstcoastmd.com,frontdesk@firstcoastmd.com,frontdesk@firstcoastmd.com,yes,ok,https://firstcoastmd.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+",12
Focal Point Vitality,focalpointvitality.com,info@focalpointvitality.com,info@focalpointvitality.com,yes,ok,https://focalpointvitality.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, thymosin beta-4, thymosin alpha-1",26
Forbidden Well,forbiddenwell.com,info@forbiddenwell.com,info@forbiddenwell.com,yes,ok,https://forbiddenwell.com,medspa,"nad+, glutathione",5
Forever Young Anti-Aging &amp; Weight Loss Center,foreveryoungwisconsin.com,office@foreveryoungwisconsin.com,office@foreveryoungwisconsin.com,yes,ok,https://foreveryoungwisconsin.com,medspa,GLP-1 weight loss peptides,7
"Forte Wellness: Weight loss, Peptide Therapy, Hormone",fortewellness.janeapp.com,hello@fortewellness.info,hello@fortewellness.info,yes,ok,https://fortewellness.janeapp.com,medspa,GLP-1 weight loss peptides,5
GenAge Center,genagecenter.com,team@genagecenter.com,team@genagecenter.com,yes,ok,https://genagecenter.com,medspa,tirzepatide,6
Generational Health by Adult Health,generationalhealthbyadulthealth.org,generationalhealth.adult@gmail.com,generationalhealth.adult@gmail.com,yes,ok,https://generationalhealthbyadulthealth.org,medspa,"semaglutide, tirzepatide, glutathione",7
"Glosshouz, Centennial",glosshouz.com,info@glosshouz.com,info@glosshouz.com; denver@glosshouz.com; franchise@glosshouz.com,yes,ok,https://glosshouz.com,medspa,semaglutide,4
"Glow Medical Spa, Fontana",glowmedspa.co,glowmedspa.co@gmail.com,glowmedspa.co@gmail.com; theglowmedspa8@gmail.com,yes,ok,https://glowmedspa.co,medspa,semaglutide,2
Great Lakes Vital Health,glvhealth.com,drflip@glvhealth.com,drflip@glvhealth.com,yes,ok,https://glvhealth.com,medspa,,2
"Go Figure Billings, Billings",gofigurebillings.com,anapbm@gmail.com,anapbm@gmail.com,yes,ok,https://gofigurebillings.com,vendor,semaglutide,2
The Happiness Psychiatrist,happinesspsychiatrist.com,drambardar@happinesspsychiatrist.com,drambardar@happinesspsychiatrist.com,yes,ok,https://happinesspsychiatrist.com,medspa,"semaglutide, tirzepatide, liraglutide",9
Harouni Concierge Care,harounicare.com,info@harounicare.com,info@harounicare.com,yes,ok,https://harounicare.com,medspa,GLP-1 weight loss peptides,4
Hollywood Body Wraps and Wellness,hbodywraps.com,hbodywraps@yahoo.com,hbodywraps@yahoo.com,yes,ok,https://hbodywraps.com,medspa,"semaglutide, tirzepatide",6
Health Meets Wellness,healthmeetswellness.com,info@healthmeetswellness.com,elizabeth@healthmeetswellness.com; info@healthmeetswellness.com,yes,ok,https://healthmeetswellness.com,medspa,GLP-1 weight loss peptides,2
"Health Pro Wellness Center, Huntington Beach",healthprohb.com,jwhealthpro@gmail.com,jwhealthpro@gmail.com,yes,ok,https://healthprohb.com,medspa,GLP-1 weight loss peptides,2
Healthy Outlook Weight Loss Clinic,healthyoutlookjax.com,krischislett@gmail.com,krischislett@gmail.com,yes,ok,https://healthyoutlookjax.com,medspa,"semaglutide, tirzepatide",5
Healthy Weight Loss 4U Highlands Ranch (Formerly Physicians,healthyweightloss-4u.com,info@healthyweightloss-4u.com,info@healthyweightloss-4u.com; hr@healthyweightloss-4u.com,yes,ok,https://healthyweightloss-4u.com,medspa,"semaglutide, tirzepatide, glutathione, aod-9604",15
"Hamshire-Fannett Urgent Care, Beaumont",hfurgentcare.com,staff@hfurgentcare.com,staff@hfurgentcare.com,yes,ok,https://hfurgentcare.com,medspa,semaglutide,2
Hillcroft Physicians P.A.,hillcroftphysicians.com,info@hillcroftphysicians.net,info@hillcroftphysicians.net,yes,ok,https://hillcroftphysicians.com,medspa,semaglutide,4
Holy City Health Consultants,holycityhc.com,clientservices@holycityhc.com,clientservices@holycityhc.com,yes,ok,https://holycityhc.com,medspa,"semaglutide, nad+, glutathione",9
"Hope and Wellness TMS, Rochester",hopeandwellnesstms.org,hopeandwellnesstms@gmail.com,hopeandwellnesstms@gmail.com,yes,ok,https://hopeandwellnesstms.org/services,medspa,liraglutide,7
HRT Doctors Group,hrtdoctorsgroup.com,info@hrtdoctorsgroup.com,info@hrtdoctorsgroup.com,yes,ok,https://hrtdoctorsgroup.com,medspa,,3
"Hydration IV Lounge and MedSpa, Manhattan",hydrationivlounge.com,info@hydrationivlounge.com,info@hydrationivlounge.com,yes,ok,https://hydrationivlounge.com,medspa,nad+,4
Hyer Health,hyer-health.com,info@hyer-health.com,info@hyer-health.com,yes,ok,https://hyer-health.com,medspa,"bpc-157, nad+, glutathione",6
iCare Medical Clinic,icaremedicalclinic.com,icarecliniclv@gmail.com,icarecliniclv@gmail.com,yes,ok,https://icaremedicalclinic.com,medspa,"nad+, epithalon, ghk-cu",6
Iconic Aesthetics Nebraska,iconicaestheticsnebraska.com,iconicaestheticsnebraska@gmail.com,iconicaestheticsnebraska@gmail.com,yes,ok,https://iconicaestheticsnebraska.com,medspa,"semaglutide, tirzepatide",5
Ideal Weight and Aesthetics,idealweightandaesthetics.com,info@idealweightandaesthetics.com,info@idealweightandaesthetics.com,yes,ok,https://idealweightandaesthetics.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",15
"Health Medical Weight Loss &#038; Aesthetics Center, Irvine",ihealth-medical.com,info@ihealth-medical.com,info@ihealth-medical.com,yes,ok,https://ihealth-medical.com,medspa,GLP-1 weight loss peptides,5
Intercoastal Health,intercoastalhealth.com,hello@intercoastalhealth.com,hello@intercoastalhealth.com,yes,ok,https://intercoastalhealth.com,vendor,bpc-157,8
"InVigorate Asheville PA: Linda Dula, DO",invigorateasheville.com,wellness@invigorateasheville.com,wellness@invigorateasheville.com,yes,ok,https://invigorateasheville.com,medspa,nad+,4
It Is Well Healthcare and Medispa,itiswellde.com,frontdesk@itiswellde.com,frontdesk@itiswellde.com; jsargent@itiswellde.com,yes,ok,https://itiswellde.com,medspa,"semaglutide, tirzepatide",4
IVolve Med Spa,ivolvemedspa.com,support@ivolvemedspa.com,support@ivolvemedspa.com,yes,ok,https://ivolvemedspa.com,medspa,"bpc-157, tb-500, nad+, mots-c, selank, semax",11
IVs For Me,ivsforme.com,info@ivsforme.com,info@ivsforme.com,yes,ok,https://ivsforme.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, glutathione",9
Central Family Care,januszmejer.com,info@januszmejer.com,info@januszmejer.com,yes,ok,https://januszmejer.com,medspa,"semaglutide, tirzepatide",3
"JB Medical Clinic-Folsom, LLC",jbmedwell.com,jbmedwell@gmail.com,jbmedwell@gmail.com,yes,ok,https://jbmedwell.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, sermorelin",10
Jersey Shore TRT,jerseyshoretrt.com,info@jerseyshoretrt.com,info@jerseyshoretrt.com; contact@jerseyshoretrt.com,yes,ok,https://jerseyshoretrt.com,vendor,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",16
Jessica Ellam Medical Aesthetics,jessicaellamaesthetics.com,jessica@jessicaellamaesthetics.com,jessica@jessicaellamaesthetics.com,yes,ok,https://jessicaellamaesthetics.com,medspa,"semaglutide, sermorelin",4
Jet Medical Tourism®,jetmedicaltourism.com,schedule@jetmedicaltourism.com,schedule@jetmedicaltourism.com,yes,ok,https://jetmedicaltourism.com,medspa,"semaglutide, tirzepatide",8
JMISKO Surgical Design,jmisko.com,info@jmisko.com,info@jmisko.com,yes,ok,https://jmisko.com,medspa,GLP-1 weight loss peptides,3
JM Wellness &amp; Aesthetics,jmwellness.com,info@jmwellness.com,info@jmwellness.com,yes,ok,https://jmwellness.com,medspa,"semaglutide, tirzepatide",9
Achieve Health &amp; Weight Loss,joinachievehealth.com,info@joinachievehealth.com,info@joinachievehealth.com,yes,ok,https://joinachievehealth.com,vendor,"semaglutide, tirzepatide",9
Jurani Clinic,juranifamilyclinic.com,juraniclinic.mdnp@yahoo.com,juraniclinic.mdnp@yahoo.com,yes,ok,https://juranifamilyclinic.com,medspa,GLP-1 weight loss peptides,2
Kalen &amp; Co. Aesthetics,kalencoaesthetics.com,kalen.co.aesthetics@gmail.com,kalen.co.aesthetics@gmail.com,yes,ok,https://kalencoaesthetics.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, cjc-1295, ghk-cu",12
"Kare Chiropractic, St. Peters",karechiropractic.com,karechiropractic3899@gmail.com,karechiropractic3899@gmail.com,yes,ok,https://karechiropractic.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",9
"Kintsu Med Spa and Wellness, Kensington",kintsuspa.com,kintsu@kintsuspa.com,kintsu@kintsuspa.com,yes,ok,https://kintsuspa.com,medspa,"semaglutide, glutathione",6
Kohn Medical and Weight Loss,kohnmedicalandweightloss.com,kohnmedicalandweightloss09@yahoo.com,kohnmedicalandweightloss09@yahoo.com,yes,ok,https://kohnmedicalandweightloss.com,medspa,semaglutide,2
Koniver Wellness,koniverwellness.com,media@koniverwellness.com,media@koniverwellness.com,yes,ok,https://koniverwellness.com,medspa,"semaglutide, tirzepatide",8
LAK MedSpa,lakmedspa.com,info@lakmedspa.com,info@lakmedspa.com,yes,ok,https://lakmedspa.com,medspa,semaglutide,7
Liquivida Wellness Center,liquivida.com,support@liquivida.com,telehealth@liquivida.com; drheywood@liquivida.com; support@liquivida.com; jeff@liquivida.com; orders@liquivida.com; marketing@liquivida.com; blake@liquivida.com,yes,ok,https://liquivida.com,medspa,"pt-141, glutathione",6
"Elevate Aesthetics, Sanford",lookfeelelevated.com,info@lookfeelelevated.com,info@lookfeelelevated.com; admin@lookfeelelevated.com,yes,ok,https://lookfeelelevated.com,medspa,semaglutide,3
"LowTE Georgia, Valdosta",lowtegeorgia.com,info@lowtegeorgia.com,info@lowtegeorgia.com,yes,ok,https://lowtegeorgia.com,medspa,GLP-1 weight loss peptides,6
"Lubbock Cooper Health Center, Lubbock",lubbockcooperhealth.com,info@lubbockcooperhealth.com,info@lubbockcooperhealth.com,yes,ok,https://lubbockcooperhealth.com,medspa,"semaglutide, tirzepatide",10
Lumiere Medspa,lumieremedspa.co,charmz@lumieremedspa.co,charmz@lumieremedspa.co,yes,ok,https://lumieremedspa.co,medspa,glutathione,4
Lush Health,lush-health.com,hello@lush-health.com,hello@lush-health.com,yes,ok,https://lush-health.com,medspa,GLP-1 weight loss peptides,7
Luxe Laser Center,luxe-laser.com,info@luxe-laser.com,info@luxe-laser.com,yes,ok,https://luxe-laser.com,medspa,"semaglutide, sermorelin",3
"Chad J. Gilliam, PA-C",madisonfamilycare.com,info@madisonfamilycare.com,info@madisonfamilycare.com,yes,ok,https://madisonfamilycare.com,medspa,tirzepatide,10
Maximize Wellness and Weight Loss Clinic,maximizewellnessclinic.com,info@maximizewellnessclinic.com,info@maximizewellnessclinic.com,yes,ok,https://maximizewellnessclinic.com,medspa,"semaglutide, tirzepatide",7
Medical Dermatology and Cosmetic Surgery (Upper East Side),mdcsnyc.com,support@mdcsnyc.com,support@mdcsnyc.com,yes,ok,https://mdcsnyc.com,medspa,GLP-1 weight loss peptides,2
