vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Bridgeport Laser & Wellness Center,bpwcenter.com,scheduling@bpwcenter.com,scheduling@bpwcenter.com,yes,ok,https://bpwcenter.com,medspa,GLP-1 weight loss peptides,3
Breeze Med Spa,breezemedspaaz.com,info@breezemedspaaz.com,info@breezemedspaaz.com,yes,ok,https://breezemedspaaz.com,medspa,"semaglutide, tirzepatide",5
Butter Medspa,buttermedspa.com,hello@buttermedspa.com,hello@buttermedspa.com,yes,ok,https://buttermedspa.com,medspa,semaglutide,3
bVital,bvital.com,hello@bvital.com,hello@bvital.com,yes,ok,https://bvital.com,medspa,nad+,4
"Winona, Bioidentical HRT Online",bywinona.com,hello@bywinona.com,help@bywinona.com; pr@bywinona.com; hello@bywinona.com,yes,ok,https://bywinona.com,medspa,,1
Comprehensive Aesthetix,camedspa.com,camedispa@gmail.com,camedispa@gmail.com,yes,ok,https://camedspa.com,medspa,glutathione,8
Chandler Med Spa PLLC,chandlermedspa.com,chandlermedspa@gmail.com,chandlermedspa@gmail.com,yes,ok,https://chandlermedspa.com,medspa,semaglutide,4
Coastal Wave Wellness & Beauty,coastalwavewellness.com,info@coastalwavewellness.com,info@coastalwavewellness.com,yes,ok,https://coastalwavewellness.com,vendor,"tirzepatide, semaglutide",6
Coffey County Aesthetics Reviews & Pricing,coffeyhealth.org,ar@coffeyhealth.org,ar@coffeyhealth.org,yes,ok,https://coffeyhealth.org,medspa,,1
Confidence Med Spa,confidencemedspa.com,team@confidencemedspa.com,team@confidencemedspa.com,yes,ok,https://confidencemedspa.com,medspa,semaglutide,2
Couture Med Spa Reviews & Pricing,couturemedspa.com,connect@couturemedspa.com,connect@couturemedspa.com,yes,ok,https://couturemedspa.com,medspa,"semaglutide, tirzepatide, nad+",11
"Dearborn Family Clinic BHRT, BHRT",dearbornfamilypc.com,%20lwalker@dearbornfamilypc.com,%20lwalker@dearbornfamilypc.com; lwalker@dearbornfamilypc.com,yes,ok,https://dearbornfamilypc.com,vendor,,1
Dee Luxe Medical Reviews & Pricing,deeluxemedical.com,info@deeluxemedical.com,info@deeluxemedical.com,yes,ok,https://deeluxemedical.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, pt-141, glutathione",12
Delaware Integrative Healthcare,deintegrativehealthcare.com,admin@deintegrativehealthcare.com,admin@deintegrativehealthcare.com,yes,ok,https://deintegrativehealthcare.com,medspa,GLP-1 weight loss peptides,5
"Denali OB-GYN, OB/GYN Hormone Therapy",denaliobgyn.com,info@denaliobgyn.com,info@denaliobgyn.com,yes,ok,https://denaliobgyn.com,medspa,,1
Medspa 200 Reviews & Pricing,dermamedispa.com,receptionist@dermamedispa.com,receptionist@dermamedispa.com,yes,ok,https://dermamedispa.com,medspa,,1
Dorner Hydration Therapy,dornerht.com,amy@dornerht.com,amy@dornerht.com,yes,ok,https://dornerht.com,medspa,"semaglutide, glutathione",5
"Down There Urology, Menopause HRT",downthereurology.com,info@downthereurology.com,info@downthereurology.com,yes,ok,https://downthereurology.com,medspa,GLP-1 weight loss peptides,3
Dr. Joseph J. Eckburg,dreckburg.com,jjeofficestaff@gmail.com,jjeofficestaff@gmail.com,yes,ok,https://dreckburg.com,medspa,,4
Drew & Co. Medical Aesthetics and Wellness Clinic,drewandcomedicalaesthetics.com,drewandcomedicalaesthetics@gmail.com,drewandcomedicalaesthetics@gmail.com,yes,ok,https://drewandcomedicalaesthetics.com,medspa,"nad+, glutathione",4
Drip IV Therapy,dripivtherapy.com,hello@dripivtherapy.com,hello@dripivtherapy.com,yes,ok,https://dripivtherapy.com,medspa,"nad+, glutathione",3
DripRN Mobile IV,driprnmobileiv.com,driprnmobileivhydration@gmail.com,driprnmobileivhydration@gmail.com,yes,ok,https://driprnmobileiv.com,medspa,nad+,2
Elevate IV Hydration & Aesthetics,elevatemedaesthetics.com,info@elevatemedaesthetics.com,info@elevatemedaesthetics.com,yes,ok,https://elevatemedaesthetics.com,medspa,GLP-1 weight loss peptides,3
Elevation Hydration,elevationhydration307.com,elevationhydration307@gmail.com,elevationhydration307@gmail.com,yes,ok,https://elevationhydration307.com,medspa,,1
Elite HRT Wellness TRT P-shots -Low T- Erectile Dysfunction-Peptide,elitehrtwellness.com,info@elitehrtwellness.com,info@elitehrtwellness.com,yes,ok,https://elitehrtwellness.com,medspa,"tb-500, sermorelin, selank, semax, ghk-cu",10
Elite Medical + Longevity,elitemedicalandlongevity.com,info@elitemedicalandlongevity.com,vip@elitemedicalandlongevity.com; info@elitemedicalandlongevity.com,yes,ok,https://elitemedicalandlongevity.com,medspa,,1
Elite Medical Spa of Lakewood Ranch,elitemedicalspalwr.com,info@elitemedicalspalwr.com,info@elitemedicalspalwr.com,yes,ok,https://elitemedicalspalwr.com,medspa,"semaglutide, tirzepatide",6
Elite Men's Health Reviews & Pricing,elitemenshealthak.com,elitemenak@gmail.com,elitemenak@gmail.com,yes,ok,https://elitemenshealthak.com,medspa,,1
Elivate Med Spa and Wellness,elivatemedspa.com,info@elivatemedspa.com,info@elivatemedspa.com,yes,ok,https://elivatemedspa.com,medspa,,3
Empower HER Health Wellness,empowerhw.com,livewell@empowerhw.com,livewell@empowerhw.com,yes,ok,https://empowerhw.com,medspa,,1
"Enlift Health, HRT",enlifthealth.com,kannsolberg@yahoo.com,kannsolberg@yahoo.com,yes,ok,https://enlifthealth.com,medspa,"semaglutide, tirzepatide",6
ENVY IV Infusion & Wellness,envyivtherapy.com,info@envyivtherapy.com,info@envyivtherapy.com,yes,ok,https://envyivtherapy.com,medspa,"nad+, glutathione",7
Essential Aesthetics & Health,essentialaestheticsfl.com,info@essentialaestheticsfl.com,info@essentialaestheticsfl.com,yes,ok,https://essentialaestheticsfl.com,medspa,GLP-1 weight loss peptides,4
"Evernow, Menopause Care Platform",evernow.com,support@evernow.com,support@evernow.com,yes,ok,https://evernow.com,medspa,"semaglutide, tirzepatide",11
IV Therapy,evolvehealthcare.com,info@evolvehealthcare.com,info@evolvehealthcare.com,yes,ok,https://evolvehealthcare.com,medspa,"nad+, glutathione",3
"Empowered Women's Telehealth, Concierge Menopause Telehealth",ewtelehealth.com,groemping.ewt@gmail.com,groemping.ewt@gmail.com,yes,ok,https://ewtelehealth.com,medspa,semaglutide,3
FemCare MedSpa,femcaremedspa.com,info@femcaremedspa.com,info@femcaremedspa.com,yes,ok,https://femcaremedspa.com,medspa,semaglutide,2
"Femme Clinique, Bio-Identical HRT",femmeclinique.com,info@femmeclinique.com,info@femmeclinique.com,yes,ok,https://femmeclinique.com,medspa,oxytocin,2
gIVe Wellness,givewellnessco.com,info@givewellnessco.com,contact@givewellnessco.com; info@givewellnessco.com,yes,ok,https://givewellnessco.com,medspa,"tirzepatide, bpc-157, ipamorelin",4
Golden Face Reviews & Pricing,goldenface.org,contact@goldenface.org,contact@goldenface.org,yes,ok,https://goldenface.org,medspa,"semaglutide, tirzepatide, exenatide",11
Huntington Elite Aesthetic Treatments,heatwv.com,info@heatwv.com,info@heatwv.com,yes,ok,https://heatwv.com,medspa,,2
"Henry Meds, Telehealth HRT Provider",henrymeds.com,ask@henrymeds.com,ask@henrymeds.com,yes,ok,https://henrymeds.com,medspa,GLP-1 weight loss peptides,3
"Her Complete Healthcare, Women's Health Practice",hercompletehealthcare.com,info@hercompletehealthcare.com,info@hercompletehealthcare.com,yes,ok,https://hercompletehealthcare.com,medspa,,1
Highland Medical Aesthetics,highlandmedms.com,contact@highlandmedms.com,contact@highlandmedms.com,yes,ok,https://highlandmedms.com,medspa,,2
"Holistic & Hormonal, Menopause Relief",holisticandhormonal.org,team@holisticandhormonal.org,team@holisticandhormonal.org,yes,ok,https://holisticandhormonal.org,vendor,GLP-1 weight loss peptides,2
"Hormones by Design, Dedicated Bioidentical Hormone Clinic",hormonesbydesign.com,davis@hormonesbydesign.com,davis@hormonesbydesign.com,yes,ok,https://hormonesbydesign.com,medspa,"semaglutide, tirzepatide",5
HRT Medics,hrtmedics.com,info@hrtmedics.com,info@hrtmedics.com,yes,ok,https://hrtmedics.com,medspa,"semaglutide, tirzepatide",7
Thrive Skin + Wellness,hsskin.com,info@hsskin.com,info@hsskin.com,yes,ok,https://hsskin.com,medspa,GLP-1 weight loss peptides,3
Hydr8 IV and Medspa,hydr8meivmedspa.com,info@hydr8meivmedspa.com,info@hydr8meivmedspa.com; hydr8@gmail.com,yes,ok,https://hydr8meivmedspa.com,medspa,glutathione,2
iHydrate Wellness & Aesthetics,ihydratemedspa.com,info.ihydrate@gmail.com,info.ihydrate@gmail.com,yes,ok,https://ihydratemedspa.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
"Intimate Rose, Menopause Telehealth",intimaterose.com,support@intimaterose.com,support@intimaterose.com,yes,ok,https://intimaterose.com,vendor,GLP-1 weight loss peptides,2
IV Harmony Clinic,ivharmonyclinic.com,info@ivharmonyclinic.com,ivharmonyclinic@gmail.com; info@ivharmonyclinic.com,yes,ok,https://ivharmonyclinic.com,medspa,"tb-500, nad+, sermorelin, hexarelin",9
IV JOINT,ivjoint.com,contact@ivjoint.com,contact@ivjoint.com,yes,ok,https://ivjoint.com,medspa,"semaglutide, tirzepatide",8
Integrative Wellness Clinic Reviews & Pricing,iwcvip.com,info@iwcvip.com,info@iwcvip.com,yes,ok,https://iwcvip.com,medspa,"nad+, glutathione",5
"Midi Health, Virtual Menopause Clinic",joinmidi.com,support@joinmidi.com,support@joinmidi.com; care@joinmidi.com; media@joinmidi.com,yes,ok,https://joinmidi.com,medspa,"semaglutide, tirzepatide",6
Joyful Beauty NP Med Spa,joyfulbeautymedspa.com,joyfulbeautynp@gmail.com,joyfulbeautynp@gmail.com,yes,ok,https://joyfulbeautymedspa.com,medspa,nad+,6
The Injection Bar,kenoshainjectionbar.com,injectionbar@gmail.com,injectionbar@gmail.com,yes,ok,https://kenoshainjectionbar.com,medspa,"nad+, glutathione",2
Koena Integrative Medicine Reviews & Pricing,koenacolorado.com,contact@koenacolorado.com,contact@koenacolorado.com,yes,ok,https://koenacolorado.com,medspa,glutathione,5
LADRU IV,ladruiv.com,nurse@ladruiv.com,nurse@ladruiv.com,yes,ok,https://ladruiv.com,medspa,,1
Lake Cavanaugh Wellness Reviews & Pricing,lakecavanaughwellness.com,info@lakecavanaughwellness.com,sarah@lakecavanaughwellness.com; info@lakecavanaughwellness.com,yes,ok,https://lakecavanaughwellness.com,medspa,GLP-1 weight loss peptides,7
Lake Erie Aesthetics & Wellness Reviews & Pricing,lakeerieaesthetics.com,info@lakeerieaesthetics.com,info@lakeerieaesthetics.com,yes,ok,https://lakeerieaesthetics.com,medspa,semaglutide,2
Legacy Health & Wellness,legacyhealthtampa.com,info@legacyhealthtampa.com,info@legacyhealthtampa.com,yes,ok,https://legacyhealthtampa.com,medspa,"semaglutide, tirzepatide, retatrutide, cagrilintide, bpc-157, nad+",37
Lets Tox Beauty Med Spa,letstoxbeauty.com,infoletstoxbeauty@gmail.com,infoletstoxbeauty@gmail.com,yes,ok,https://letstoxbeauty.com,medspa,GLP-1 weight loss peptides,7
LGLN Weight Loss & Wellness Center,lglnweightlosscenter.com,contactus@lglnweightlosscenter.com,contactus@lglnweightlosscenter.com; lgln@lglnweightlosscenter.com,yes,ok,https://lglnweightlosscenter.com,medspa,GLP-1 weight loss peptides,4
Liv HRT Reviews & Pricing,livhrt.com,office@livhrt.com,office@livhrt.com; medsaverspharmacy@gmail.com,yes,ok,https://livhrt.com,medspa,"semaglutide, tirzepatide",10
LoneStar Aesthetics & Wellness,lonestarhealthwellness.com,info@lonestarhealthwellness.com,info@lonestarhealthwellness.com,yes,ok,https://lonestarhealthwellness.com,medspa,GLP-1 weight loss peptides,2
Lotus Luxe Med Spa,lotusluxemedspa.com,contact@lotusluxemedspa.com,contact@lotusluxemedspa.com,yes,ok,https://lotusluxemedspa.com,medspa,nad+,3
New 24/7 mobile IV hydration therapy service,lovelandmedicalclinic.com,support@lovelandmedicalclinic.com,siegfried@lovelandmedicalclinic.com; support@lovelandmedicalclinic.com,yes,ok,https://lovelandmedicalclinic.com,medspa,"nad+, glutathione",4
"IV Therapy in Naperville, IL",luxeskinmedspa.com,customercare@luxeskinmedspa.com,customercare@luxeskinmedspa.com,yes,ok,https://luxeskinmedspa.com,medspa,"semaglutide, tirzepatide",5
LyteGuards Inside out wellness,lyteguards.com,info@lyteguards.com,info@lyteguards.com,yes,ok,https://lyteguards.com,medspa,,1
Myers' Cocktail IV Therapy Arlington TX,maclinfamilymedicine.com,info@maclinfamilymedicine.com,info@maclinfamilymedicine.com,yes,ok,https://maclinfamilymedicine.com,medspa,"semaglutide, tirzepatide, sermorelin",9
Main Street Med Spa,mainstmedspa.com,hello@mainstmedspa.com,hello@mainstmedspa.com,yes,ok,https://mainstmedspa.com,medspa,,1
"Maranatha Clinic, Bio-Identical HRT",maranathaclinic.com,office@maranathaclinic.com,office@maranathaclinic.com,yes,ok,https://maranathaclinic.com,medspa,,1
Marcos Medical Care & Aesthetics,marcosmedical.com,frontdesk@marcosmedical.wpengine.com,frontdesk@marcosmedical.wpengine.com; frontdesk@marcosmedical.com; wellness@marcosmedical.com,yes,ok,https://marcosmedical.com,medspa,GLP-1 weight loss peptides,3
Miami Beach Peptides,mbpeptides.com,contact@mbpeptides.com,morgan@mbpeptides.com; contact@mbpeptides.com,yes,ok,https://mbpeptides.com,medspa,,1
McMillion Medical Reviews & Pricing,mcmillionmedical.com,drmcmillion@mcmillionmedical.com,drmcmillion@mcmillionmedical.com,yes,ok,https://mcmillionmedical.com,medspa,"semaglutide, tirzepatide",3
Melindas Med-Spa And Salon,melindasdayspa.com,melindasdayspa@gmail.com,melindasdayspa@gmail.com,yes,ok,https://melindasdayspa.com,medspa,GLP-1 weight loss peptides,2
"Menopause & Hormone Specialty Center, BioTE Specialist",menopausehormonecenter.com,menopausehormones@gmail.com,menopausehormones@gmail.com,yes,ok,https://menopausehormonecenter.com,vendor,"nad+, ghk-cu",3
Meridian Integrative Wellness,meridian-wellness.com,contactus@meridian-wellness.com,contactus@meridian-wellness.com,yes,ok,https://meridian-wellness.com,medspa,"semaglutide, ipamorelin, cjc-1295",8
Meridian Health & Wellness,meridianhealthatl.com,info@meridianhealthatl.com,info@meridianhealthatl.com,yes,ok,https://meridianhealthatl.com,medspa,"semaglutide, tirzepatide",6
Well Labs+ Medspa Middletown (Formerly Blue Halo Med Spa),middletown.wellabsplus.com,middletown@wellabsplus.com,middletown@wellabsplus.com,yes,ok,https://middletown.wellabsplus.com,medspa,"bpc-157, ipamorelin, sermorelin, tesamorelin, cjc-1295, ghrp-2",15
"Milori Esthetics,LLC",miloriesthetics.com,miloriesthetics@gmail.com,miloriesthetics@gmail.com,yes,ok,https://miloriesthetics.com,medspa,glutathione,1
Minden Med Spa,mindenmedspa.com,info@mindenmedspa.com,info@mindenmedspa.com,yes,ok,https://mindenmedspa.com,medspa,semaglutide,2
Mindful Med Spa PLLC.,mindful-medspa.com,info@mindful-medspa.com,info@mindful-medspa.com,yes,ok,https://mindful-medspa.com,medspa,GLP-1 weight loss peptides,2
"Morristown Integrative Medicine, Functional Medicine & HRT",morristownintegrative.com,maryjo@morristownintegrative.com,maryjo@morristownintegrative.com,yes,ok,https://morristownintegrative.com,medspa,,1
Mountain View Aesthetics,mountainviewaesthetics.com,april@mountainviewaesthetics.com,april@mountainviewaesthetics.com,yes,ok,https://mountainviewaesthetics.com,medspa,,1
Bella Aesthetics and Wellness Reviews & Pricing,msbellaaesthetics.com,brandy@msbellaaesthetics.com,impallari@gmail.com; brandy@msbellaaesthetics.com,yes,ok,https://msbellaaesthetics.com,medspa,nad+,4
"Alloy Health, Online Menopause Treatment",myalloy.com,support@myalloy.com,support@myalloy.com; randi@myalloy.com,yes,ok,https://myalloy.com,medspa,"semaglutide, tirzepatide, liraglutide",9
"MyMenopauseRx, Menopause-Only Telehealth",mymenopauserx.com,hello@mymenopauserx.com,hello@mymenopauserx.com,yes,ok,https://mymenopauserx.com,medspa,"semaglutide, tirzepatide, liraglutide",8
IV hydration clearwater,naturalhealth-essentials.com,info@naturalhealth-essentials.com,info@naturalhealth-essentials.com,yes,ok,https://naturalhealth-essentials.com,medspa,"tirzepatide, nad+, glutathione",4
New Moon Wellness,newmoonmadison.com,newmoonwellnessmadison@gmail.com,newmoonwellnessmadison@gmail.com; drjulienyquist@gmail.com; mary.e.zang@gmail.com; shannongyles@yahoo.com; wisteriarainhealingarts@gmail.com; colleeneimerman77@gmail.com; keklingman@gmail.com; growththerapymadison@gmail.com,yes,ok,https://newmoonmadison.com,medspa,oxytocin,1
Newton Beauty Reviews & Pricing,newtonbeauty.com,nancy@newtonbeauty.com,impallari@gmail.com; nancy@newtonbeauty.com,yes,ok,https://newtonbeauty.com,medspa,GLP-1 weight loss peptides,9
New You Medical Anti-Aging Reviews & Pricing,newyoumedical.com,info@newyoumedical.com,info@newyoumedical.com,yes,ok,https://newyoumedical.com,medspa,,4
"NUTRADRiP IV Hydration & Wellness Clinic, PLLC",nutradriphydration.com,info@nutradriphydration.com,info@nutradriphydration.com,yes,ok,https://nutradriphydration.com,medspa,,1
"NYU Center for Midlife Health & Menopause, Academic Medical Center",nyulangone.org,vilcek-info@nyulangone.org,vilcek-info@nyulangone.org; news@nyulangone.org; askred+f@nyulangone.org,yes,ok,https://nyulangone.org,medspa,GLP-1 weight loss peptides,2
"OB-GYN Associates Cedar Rapids, HRT & Menopause",ob-gynassoc.com,greenwaypatient@ob-gynassoc.com,greenwaypatient@ob-gynassoc.com,yes,ok,https://ob-gynassoc.com,medspa,,1
Omorfia Medical Spa,omorfiamedicalspa.com,omorfiamedicalspa@gmail.com,omorfiamedicalspa@gmail.com,yes,ok,https://omorfiamedicalspa.com,medspa,,1
Ongo Mobile IV & Drip Therapy,ongoivtherapy.com,info@ongoivtherapy.com,info@ongoivtherapy.com,yes,ok,https://ongoivtherapy.com,medspa,,1
Optimal Hormone Health,optimalhormonehealth.com,team@optimalhormonehealth.com,team@optimalhormonehealth.com,yes,ok,https://optimalhormonehealth.com,medspa,GLP-1 weight loss peptides,4
OMC (Oregon Man Clinics) Reviews & Pricing,oregonmanclinics.com,billing@oregonmanclinics.com,billing@oregonmanclinics.com,yes,ok,https://oregonmanclinics.com,medspa,,2
"Pandia Health, Doctor-Founded Women's Telehealth",pandiahealth.com,info@pandiahealth.com,info@pandiahealth.com,yes,ok,https://pandiahealth.com,medspa,,1
"Advanced Gynecology Specialists of Augusta, BHRT & Hormone Counseling",paulthaxtonmd.com,info@paulthaxtonmd.com,info@paulthaxtonmd.com,yes,ok,https://paulthaxtonmd.com,medspa,GLP-1 weight loss peptides,3
PeakPerforMAX Reviews & Pricing,peakperformax.com,info@peakperformax.com,info@peakperformax.com,yes,ok,https://peakperformax.com,medspa,semaglutide,4
Pêche Medical + Wellness,pechemedical.com,info@pechemedical.com,info@pechemedical.com,yes,ok,https://pechemedical.com,medspa,,1
Pelle Spa,pellespa.com,pelle@pellespa.com,pelle@pellespa.com,yes,ok,https://pellespa.com,medspa,,3
Vitamin Infusions,perfectbalanceinfusion.com,oldtownmedicalclinic@gmail.com,oldtownmedicalclinic@gmail.com,yes,ok,https://perfectbalanceinfusion.com,medspa,nad+,5
Phases Medical Spa,phasesmedicalspa.com,info@phasesmedicalspa.com,info@phasesmedicalspa.com,yes,ok,https://phasesmedicalspa.com,medspa,,1
"Plaza OB/GYN Associates, Board Certified OB/GYN",plazaobg.com,info@plazaobg.com,info@plazaobg.com,yes,ok,https://plazaobg.com,medspa,,1
Premiere Glow,premiereglowde.com,info@premiereglowde.com,info@premiereglowde.com,yes,ok,https://premiereglowde.com,medspa,semaglutide,5
Premier Medical Group of Maryland Reviews & Pricing,premiermedicalgroupmd.com,info@premiermedicalgroupmd.com,info@premiermedicalgroupmd.com,yes,ok,https://premiermedicalgroupmd.com,medspa,GLP-1 weight loss peptides,2
Provoke Health,provokehealth.com,info@provokehealth.com,jane@gmail.com; info@provokehealth.com,yes,ok,https://provokehealth.com,medspa,"bpc-157, thymosin beta-4, thymosin alpha-1, ipamorelin, sermorelin, tesamorelin",15
Pure Perfection Med Spa,pureperfectionmedspa.com,info@pureperfectionmedspa.com,info@pureperfectionmedspa.com,yes,ok,https://pureperfectionmedspa.com,medspa,,1
"Quantum Women's Health, Menopause & Perimenopause",quantumwomenshealth.com,admin@quantumwomenshealth.com,admin@quantumwomenshealth.com,yes,ok,https://quantumwomenshealth.com,medspa,GLP-1 weight loss peptides,3
"Radiant Health & Hormone Therapy, All-Stages Hormone Care",radiantht.com,info@radiantht.com,info@radiantht.com,yes,ok,https://radiantht.com,medspa,,2
Recoverie,recoverienyc.com,info@recoverienyc.com,info@recoverienyc.com,yes,ok,https://recoverienyc.com,medspa,,1
Refined Aesthetics,refinedaestheticssiouxfalls.com,hello@refinedaestheticssiouxfalls.com,refinedaestheticspllc@gmail.com; hello@refinedaestheticssiouxfalls.com,yes,ok,https://refinedaestheticssiouxfalls.com,medspa,GLP-1 weight loss peptides,2
"Regeneration Health Utah, HRT & Functional Medicine",regenerationhealthutah.com,office@regenerationhealthutah.com,office@regenerationhealthutah.com,yes,ok,https://regenerationhealthutah.com,medspa,semaglutide,5
RejuvenateRx Medspa,rejuvenaterxky.com,jay@rejuvenaterxky.com,jay@rejuvenaterxky.com,yes,ok,https://rejuvenaterxky.com,medspa,"semaglutide, bpc-157, nad+, ipamorelin, sermorelin, cjc-1295",14
Rejuvenations Medi Spa,rejuvenationsmedispa.com,cs@rejuvenationsmedispa.com,cs@rejuvenationsmedispa.com,yes,ok,https://rejuvenationsmedispa.com,medspa,,3
"Rejuvené MD, BHRT",rejuvenemd.com,wow@rejuvenemd.com,wow@rejuvenemd.com; unavidaelpaso@gmail.com,yes,ok,https://rejuvenemd.com,medspa,,3
Renew Delta Aesthetics & Wellness,renewdelta.com,support@renewdelta.com,support@renewdelta.com,yes,ok,https://renewdelta.com,medspa,,1
"Renewed Rhythm Hormones, HRT",renewedrhythmhormones.com,renewedrhythm@gmail.com,renewedrhythm@gmail.com,yes,ok,https://renewedrhythmhormones.com,medspa,GLP-1 weight loss peptides,3
Renewed Vitality Reviews & Pricing,renewedvitality4you.com,info@renewedvitality4you.com,info@renewedvitality4you.com,yes,ok,https://renewedvitality4you.com,medspa,,1
Renew Integrated Medical Spa,renewmedicalspa.net,info@renewmedicalspa.net,info@renewmedicalspa.net,yes,ok,https://renewmedicalspa.net,medspa,"semaglutide, tirzepatide",7
ReNu Medical & Spa,renumedicalandspa.com,renumedicalandspa@gmail.com,renumedicalandspa@gmail.com,yes,ok,https://renumedicalandspa.com,medspa,,1
RestoreMD Medical and Wellness,restoremdmed.com,admin@restoremdmed.com,admin@restoremdmed.com,yes,ok,https://restoremdmed.com,medspa,GLP-1 weight loss peptides,3
