vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Lyte Guards Mobile Infusion Center,lyteguards.com,info@lyteguards.com,info@lyteguards.com,yes,ok,https://lyteguards.com,medspa,,1
MAE'D Aesthetics & Wellness,maedaesthetics.com,hello@maedaesthetics.com,hello@maedaesthetics.com,yes,ok,https://maedaesthetics.com,medspa,glutathione,3
Max Aesthetic,maxaestheticrn.com,contact@maxaestheticrn.com,contact@maxaestheticrn.com,yes,ok,https://maxaestheticrn.com,medspa,GLP-1 weight loss peptides,4
Refreshd Mobile IV Therapy,mobileivpalmsprings.com,info@mobileivpalmsprings.com,info@mobileivpalmsprings.com,yes,ok,https://mobileivpalmsprings.com,vendor,"nad+, glutathione, kpv",5
Modern Beauty Wellness and Aesthetics,modernbeautyct.com,modernbeautyct@gmail.com,modernbeautyct@gmail.com,yes,ok,https://modernbeautyct.com,medspa,,1
Monadnock Medical & Aesthetics,monadmed.com,contact@monadmed.com,contact@monadmed.com,yes,ok,https://monadmed.com,medspa,GLP-1 weight loss peptides,3
"IV Drip Therapy in Staten Island, NY",moneyfaceaesthetics.com,moneyfaceaesthetics@gmail.com,moneyfaceaesthetics@gmail.com,yes,ok,https://moneyfaceaesthetics.com,medspa,GLP-1 weight loss peptides,2
Moxi,moxispa.com,josh@moxispa.com,josh@moxispa.com,yes,ok,https://moxispa.com,medspa,GLP-1 weight loss peptides,4
Muscle Therapy Wellness Lounge,muscletherapyct.com,info@muscletherapyct.com,info@muscletherapyct.com,yes,ok,https://muscletherapyct.com,vendor,GLP-1 weight loss peptides,2
IV Therapy in St. George,myredrockhealth.com,info@myredrockhealth.com,info@myredrockhealth.com,yes,ok,https://myredrockhealth.com,medspa,"nad+, glutathione",6
My Vanity Aesthetics,myvanityaesthetics.com,info@myvanityaesthetics.com,info@myvanityaesthetics.com,yes,ok,https://myvanityaesthetics.com,medspa,,2
LifeXMD Bioidentical Hormone Optimization,nativestemcell.com,info@nativestemcell.com,info@nativestemcell.com,yes,ok,https://nativestemcell.com,medspa,,1
Natural Life Medicine: Naturopath,naturallifemedicine.com,contact@naturallifemedicine.com,contact@naturallifemedicine.com,yes,ok,https://naturallifemedicine.com,medspa,,1
HOME,northshorerejuvenation.com,info@northshorerejuvenation.com,info@northshorerejuvenation.com,yes,ok,https://northshorerejuvenation.com,medspa,semaglutide,5
IV Hydration & Vitamin Therapy,nowmenshealth.care,admin@nowmenshealth.care,admin@nowmenshealth.care,yes,ok,https://nowmenshealth.care,medspa,glutathione,4
Revive Med Spa,npempoweredwellness.com,np@npempoweredwellness.com,np@npempoweredwellness.com,yes,ok,https://npempoweredwellness.com,medspa,,1
BeachBanya,npondemand.net,info@npondemand.net,info@npondemand.net; hello@npondemand.net,yes,ok,https://npondemand.net,medspa,"semaglutide, tirzepatide, tesamorelin, glutathione",10
NuGeneration Medical Spa,nugenerationmedspas.com,kristi@nugenerationmedspa.com,kristi@nugenerationmedspa.com,yes,ok,https://nugenerationmedspas.com,medspa,"semaglutide, tirzepatide",5
IV Therapy,nuimagewv.com,nuimagewv@gmail.com,nuimagewv@gmail.com,yes,ok,https://nuimagewv.com,medspa,,2
Performance IV Hydration,nurturing-wellness.com,info@nurturing-wellness.com,info@nurturing-wellness.com,yes,ok,https://nurturing-wellness.com,medspa,glutathione,3
Advanced TRT Clinic,nyfacemd.com,info@nyfacemd.com,info@nyfacemd.com,yes,ok,https://nyfacemd.com,medspa,tirzepatide,4
Oncall IV,oncallmedical.net,info@oncallmedical.net,info@oncallmedical.net,yes,ok,https://oncallmedical.net,medspa,,1
One Beauty Medical,onebeautymedical.com,info@onebeautymedical.com,info@onebeautymedical.com,yes,ok,https://onebeautymedical.com,medspa,"semaglutide, tirzepatide",6
Nutrient IV Therapy in Oregon,onepeakmedical.com,info@onepeakmedical.com,albany@onepeakmedical.com; ashland@onepeakmedical.com; bend@onepeakmedical.com; centralpoint@onepeakmedical.com; eugene-cc@onepeakmedical.com; eugene-coburg@onepeakmedical.com; grantspass@onepeakmedical.com; grantspassest@onepeakmedical.com,yes,ok,https://onepeakmedical.com,medspa,,2
The Wellness Company,optimantra.com,support@optimantra.freshdesk.com,support@optimantra.freshdesk.com; support@optimantra.zendesk.com,yes,ok,https://optimantra.com,medspa,,4
"IV Therapy in Woods Cross, UT",paradigmaesthetics.com,paige@paradigmaesthetics.com,paige@paradigmaesthetics.com,yes,ok,https://paradigmaesthetics.com,medspa,GLP-1 weight loss peptides,4
IV Infusion Therapy,paradigmpnw.com,hello@paradigmpnw.com,hello@paradigmpnw.com,yes,ok,https://paradigmpnw.com,medspa,"nad+, glutathione",4
IV Hydration Therapy,parkavenuesthetics.com,info@parkavenuesthetics.com,info@parkavenuesthetics.com,yes,ok,https://parkavenuesthetics.com,medspa,"semaglutide, tirzepatide",10
PEAQ Society,peaqsociety.com,hello@peaqsociety.com,hello@peaqsociety.com,yes,ok,https://peaqsociety.com,medspa,"nad+, glutathione",7
pH Drip Lab,phdriplab.com,hello@phdriplab.com,phdriplab@gmail.com; hello@phdriplab.com,yes,ok,https://phdriplab.com,medspa,"nad+, glutathione",4
Pure Aesthetics MD,pureaestheticsmd.org,info@pureaestheticsmd.org,info@pureaestheticsmd.org,yes,ok,https://pureaestheticsmd.org,medspa,GLP-1 weight loss peptides,3
Personalized IV Treatments for Your Wellness,pureivsalem.com,pureivsalem@gmail.com,pureivsalem@gmail.com,yes,ok,https://pureivsalem.com,medspa,"nad+, glutathione",3
Mobile IV Nutrient Therapy,purelykate.org,purelykatehealth@gmail.com,purelykatehealth@gmail.com,yes,ok,https://purelykate.org,medspa,GLP-1 weight loss peptides,7
"Customized IV Therapy for Hydration & Wellness in Allen, TX",qualitycaredoc.com,office@qualitycaredoc.com,office@qualitycaredoc.com,yes,ok,https://qualitycaredoc.com,medspa,GLP-1 weight loss peptides,3
Reflection Aesthetics Co,reflectionaestheticsco.com,info@reflectionaestheticsco.com,info@reflectionaestheticsco.com,yes,ok,https://reflectionaestheticsco.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ghk-cu, glutathione",11
Homepage,rehydratedrip.com,ivnurse@rehydratedrip.com,ivnurse@rehydratedrip.com,yes,ok,https://rehydratedrip.com,medspa,"semaglutide, tirzepatide, glutathione",9
MedSpa,renaissancemedspacos.com,info@renaissancemedspacos.com,info@renaissancemedspacos.com; renaissancemedspa@gmail.com,yes,ok,https://renaissancemedspacos.com,medspa,semaglutide,3
IV Hydration,renewpnw.com,info@renewpnw.com,info@renewpnw.com,yes,ok,https://renewpnw.com,medspa,,3
Drenched Hydration,retreatwellnessconcierge.com,info@retreatwellnessconcierge.com,info@retreatwellnessconcierge.com,yes,ok,https://retreatwellnessconcierge.com,medspa,,1
Rocky Mountain IV Medics,rockymountainivmedics.com,contact@rockymountainivmedics.com,contact@rockymountainivmedics.com,yes,ok,https://rockymountainivmedics.com,medspa,"nad+, glutathione",3
Sarah Hamilton Face,sarahhamiltonface.com,info@sarahhamiltonface.com,info@sarahhamiltonface.com,yes,ok,https://sarahhamiltonface.com,medspa,GLP-1 weight loss peptides,2
"Serenity Aesthetics and Wellness, LLC",serenityaestheticsandwellness.com,serenity@serenityaestheticsandwellness.com,serenity@serenityaestheticsandwellness.com,yes,ok,https://serenityaestheticsandwellness.com,medspa,nad+,1
Renu medspa,silhouetteskinandbodyspa.com,silhouetteskinandbodyspa@gmail.com,silhouetteskinandbodyspa@gmail.com,yes,ok,https://silhouetteskinandbodyspa.com,vendor,GLP-1 weight loss peptides,3
Simply Skin Medical Spa,simplyskinmedispa.com,skinandlegs@yahoo.com,skinandlegs@yahoo.com,yes,ok,https://simplyskinmedispa.com,medspa,glutathione,1
SOAR Wellness,soarwellness.net,info@soarwellness.net,info@soarwellness.net,yes,ok,https://soarwellness.net,medspa,,2
Soul Serene Wellness and Medspa,soulserenewellness.com,contact@soulserenewellness.com,contact@soulserenewellness.com,yes,ok,https://soulserenewellness.com,medspa,GLP-1 weight loss peptides,4
Springs Rejuvenation,springsrejuvenation.com,info@springsrejuvenation.com,info@springsrejuvenation.com; alyssa@springsrejuvenation.com,yes,ok,https://springsrejuvenation.com,medspa,,1
The Garden of Drip: Aesthetic Society,thegardenofdrip.com,hydrate@thegardenofdrip.net,hydrate@thegardenofdrip.net; thegardenofdrip@gmail.com; krystalpharmd@thegardenofdrip.net; besmooth@thegardenofdrip.net; amandanp@thegardenofdrip.net,yes,ok,https://thegardenofdrip.com,medspa,glutathione,3
Thrive Aesthetics and Wellness,thriveut.com,hello@thriveut.com,hello@thriveut.com,yes,ok,https://thriveut.com,medspa,GLP-1 weight loss peptides,3
Thrive Medical,thrivewyo.com,alison@thrivewyo.com,alison@thrivewyo.com,yes,ok,https://thrivewyo.com,medspa,"semaglutide, tirzepatide",5
Tonique MedSpa,toniquemedspa.com,info@toniquemedspa.com,hello@toniquemedspa.com; info@toniquemedspa.com,yes,ok,https://toniquemedspa.com,medspa,GLP-1 weight loss peptides,3
Tristate BANP Wellness,tristatebanpwellness.com,hello@tristatebanpwellness.com,hello@tristatebanpwellness.com,yes,ok,https://tristatebanpwellness.com,medspa,GLP-1 weight loss peptides,5
Mobile IV Therapy In NYC,vipsiv.com,info@vipsiv.com,info@vipsiv.com,yes,ok,https://vipsiv.com,medspa,glutathione,3
Vital Mobile IV,vitalmobileiv.com,hello@vitalmobileiv.com,hello@vitalmobileiv.com,yes,ok,https://vitalmobileiv.com,medspa,"semaglutide, tirzepatide, nad+, pt-141, glutathione",10
Infusion Associates,vivoinfusion.com,info@vivoinfusion.com,info@vivoinfusion.com,yes,ok,https://vivoinfusion.com,medspa,,1
The Well House at Lamson Mansion,well-house.org,office@well-house.org,office@well-house.org,yes,ok,https://well-house.org,medspa,,1
"Mobile IV Therapy Boca Raton, FL",welpalmbeach.com,hello@welpalmbeach.com,hello@welpalmbeach.com,yes,ok,https://welpalmbeach.com,medspa,nad+,3
wendycityfaces,wendycityfaces.com,wendy@wendycityfaces.com,wendy@wendycityfaces.com,yes,ok,https://wendycityfaces.com,medspa,glutathione,1
Ageless Men's Health,wholebodywa.com,office@wholebodywa.com,office@wholebodywa.com,yes,ok,https://wholebodywa.com,medspa,,1
"IV Therapy, Botox, Weight Loss, & Med Spa Services in Round Rock ...",wildflowerwellnessiv.com,admin@wildflowerwellnessiv.com,wildflowerwellnessiv@gmail.com; admin@wildflowerwellnessiv.com,yes,ok,https://wildflowerwellnessiv.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",14
"IV Therapy in Goodyear, AZ",wvncaz.com,admin@wvncaz.com,admin@wvncaz.com,yes,ok,https://wvncaz.com,medspa,,3
Younger You IV Lounge & Medspa,youngeryouivspa.com,spainfo@youngeryouivspa.com,spainfo@youngeryouivspa.com; thrivewithsoma@gmail.com,yes,ok,https://youngeryouivspa.com,medspa,glutathione,5
Zen Flow,zenflowiv.com,drip@zenflowiv.com,drip@zenflowiv.com,yes,ok,https://zenflowiv.com,medspa,,1
207 Laser & Integrative Med,207laser.com,,,,no_email,,vendor,,0
Texas Laser and Aesthetics Medspa,360jasmineacupuncture.com,,,,no_email,,vendor,,0
3D Medical Aesthetics,3dmedicalaesthetics.com,,,,unreachable,,,,
4Ever Young Med Spa & Wellness Center,4everyoungantiaging.com,,,yes,no_email,https://4everyoungantiaging.com,medspa,"semaglutide, tirzepatide",7
719 Revive Med Spa,719-revivemedspa.com,,,,unreachable,,,,
HydraMed,a.storyblok.com,,,,unreachable,,,,
ABQ Beauty Lounge,abqbeautylounge.com,rachel@abqbeautylounge.com,rachel@abqbeautylounge.com; jenna@abqbeautylounge.com; angelrmyers@gmail.com,,no_peptides,https://abqbeautylounge.com,medspa,,0
A Cut Above Salon & Spa,acasalonandspa.com,acasalon@hotmail.com,acasalon@hotmail.com; you@gmail.com,yes,no_peptides,https://acasalonandspa.com,vendor,,0
IV Vitamin Therapy Coeur d'Alene,activefamilyhealthcare.com,,,,no_email,,vendor,,0
Infusion Center in Sugar Land TX,adaptivinfusion.com,work@adaptivinfusion.com,work@adaptivinfusion.com; intake@adaptivinfusion.com,yes,no_peptides,https://adaptivinfusion.com,medspa,,0
Adora Aesthetics,adoraaestheticsmd.com,,,,no_email,https://adoraaestheticsmd.com,medspa,,0
Aesthete Aesthetics,aesthete-aesthetics.com,aesthetestudiospa@gmail.com,aesthetestudiospa@gmail.com; naesthetestudiospa@gmail.com,,no_peptides,https://aesthete-aesthetics.com,medspa,,0
Aesthetic Beauty,aestheticbeauty.info,inquire@aestheticbeauty.info,inquire@aestheticbeauty.info,yes,no_peptides,https://aestheticbeauty.info,medspa,,0
Aesthetic Center of Columbia,aestheticcenterofcolumbia.com,,,yes,no_email,https://aestheticcenterofcolumbia.com,medspa,,0
Aesthetic Haven Health & Beauty,aesthetichaven22.com,aesthetichaven22@gmail.com,aesthetichaven22@gmail.com,,no_us_signal,https://aesthetichaven22.com,medspa,"semaglutide, tirzepatide",4
Infinite Allure PLLC,aestheticouture.com,info@aestheticouture.com,acmedspa@gmail.com; info@aestheticouture.com,yes,no_peptides,https://aestheticouture.com,medspa,,0
Aesthetics by Eileen,aesthetics-by-eileen.com,,,,no_email,,vendor,,0
AesthetIQ Med Spa,aesthetiqmedspa.com,info@aesthetiqmedspa.com,info@aesthetiqmedspa.com; aesthetiqinstitute@gmail.com,yes,no_peptides,https://aesthetiqmedspa.com,medspa,,0
AesthetiSpa Cosmetic Skin & Laser Center,aesthetispa.com,,,,no_email,https://aesthetispa.com,medspa,,0
Agape Medical Spa & Weight Loss Center,agapemedical.com,,,yes,no_email,https://agapemedical.com,medspa,,0
Ageless & Beautiful Medical Spa,agelessandbeautiful.com,,,yes,no_email,https://agelessandbeautiful.com,medspa,"semaglutide, tirzepatide",6
Ageless Beauty,agelessbeautygr.com,,,,unreachable,,,,
Ageless Medical Aesthetics,agelessmedicalaesthetics.com,,,yes,no_email,https://agelessmedicalaesthetics.com,medspa,,2
Ageless Men's Health,agelessmenshealth.com,,,,unreachable,,,,
"Immunity IV Therapy in Canonsburg, PA",agelessskinandbeautypa.com,,,yes,no_email,https://agelessskinandbeautypa.com,medspa,GLP-1 weight loss peptides,3
"Bryan Medical and Wellness, PLLC",agelesstriad.com,info@agelesstriad.com,info@agelesstriad.com,yes,no_peptides,https://agelesstriad.com,medspa,,0
Ageless Wellness Medicine,agelesswellnessmedicine.com,dawn@agelesswellnessmedicine.com,dawn@agelesswellnessmedicine.com,,no_peptides,https://agelesswellnessmedicine.com,vendor,,0
Accelerate Health Clinics,ah-clinics.com,,,yes,no_email,https://ah-clinics.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",26
Allegheny Health Network Home Infusion,ahn.org,,,,no_email,https://ahn.org,medspa,,0
Ala Moana Aesthetics,alamoanaesthetics.com,jamiehong229@gmail.com,jamiehong229@gmail.com,yes,already known,https://alamoanaesthetics.com,medspa,"semaglutide, tirzepatide, glutathione",9
Alison Wellness Clinic,alisonwellnessclinic.com,,,yes,no_email,https://alisonwellnessclinic.com,medspa,sermorelin,7
Alivation Health,alivation.com,info@alivation.com,info@alivation.com,yes,no_peptides,https://alivation.com,medspa,,0
Alive Med Spa & Ketamine Clinic,alivehealthstl.com,,,,no_email,,vendor,,0
IV Infusion,alivehealthwellness.com,,,,no_email,https://alivehealthwellness.com,vendor,,0
"All About Aesthetics, P.C.",allaboutaesthetics.com,,,,unreachable,,,,
Alliance IV Therapy MD Weston,allianceivtherapymd.com,,,,no_email,,vendor,,0
Será Skin,allthingsfacemedspa.com,,,,unreachable,,,,
Allurant Medical Spa,allurantmedical.com,,,,no_email,,vendor,,0
Allure,allurebeautycr.com,,,yes,no_email,https://allurebeautycr.com,medspa,,0
Allure Contour Med Spa,allurecontourmedspa.com,allurecontourclinic@gmail.com,allurecontourclinic@gmail.com,yes,already known,https://allurecontourmedspa.com,medspa,GLP-1 weight loss peptides,6
IV Infusion Therapy,altairechohealth.com,,,,no_email,https://altairechohealth.com,vendor,,0
American Medical Wellness,americanmedicalwellness.com,,,yes,no_email,https://americanmedicalwellness.com,medspa,"nad+, ipamorelin, sermorelin, cjc-1295, pt-141",12
Amplified Beauty,amplified-beauty.com,,,yes,no_email,https://amplified-beauty.com,medspa,,0
Anatara Medicine,anataramedicine.com,,,yes,no_email,https://anataramedicine.com,medspa,,1
Anchor Spa,anchorspa.com,info@anchorspa.com,info@anchorspa.com,yes,no_peptides,https://anchorspa.com,vendor,,0
ANEU Med Spa,aneumedspa.com,info@aneumedspa.com,info@aneumedspa.com,,no_peptides,https://aneumedspa.com,medspa,,0
A New You Day Spa & Salon,anewyoulex.com,,,yes,no_email,https://anewyoulex.com,vendor,,0
Anjella Paulette Aesthetics Norfolk,anjellapaulette.com,hello@anjellapaulette.com,hello@anjellapaulette.com,yes,no_peptides,https://anjellapaulette.com,medspa,,0
Yuba City Medspa,app.joinmoxie.com,,,,no_email,https://app.joinmoxie.com,vendor,,0
Southern Skin and Wellness,appointmentrequestsapp.symplast.com,,,,no_email,https://appointmentrequestsapp.symplast.com,vendor,,0
Apsara Spa,apsaraspa.com,,,yes,no_email,https://apsaraspa.com,medspa,,0
Aqua IV Nutrition Therapy,aquaiv.com,,,yes,no_email,https://aquaiv.com,medspa,glutathione,1
Wellness Accelerated,aquavitality.com,,,yes,no_email,https://aquavitality.com,medspa,"semaglutide, nad+, sermorelin, aod-9604, tirzepatide",17
Gameday Men's Health Glen Mills,araintegrative.com,,,yes,no_email,https://araintegrative.com,medspa,GLP-1 weight loss peptides,5
The Spa at Ascend,ascendfitnessandspa.com,info@ascendfitnessandspa.com,info@ascendfitnessandspa.com; apolasky@ascendfitnessandspa.com,yes,no_peptides,https://ascendfitnessandspa.com,vendor,,0
