vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Citrine Aesthetics,citrineaesthetics.com,citrineaestheticsllc@gmail.com,citrineaestheticsllc@gmail.com,yes,ok,https://citrineaesthetics.com,medspa,nad+,3
City Laser Clinic,citylaserclinic.com,info@citylaserclinic.com,info@citylaserclinic.com,yes,ok,https://citylaserclinic.com,medspa,,1
Clinica Beauty Lounge,clinicabeautylounge.com,info@clinicabeautylounge.com,info@clinicabeautylounge.com,yes,ok,,medspa,,1
Coastal Aesthetics,coastalaesthetic.com,info@coastalaesthetic.com,info@coastalaesthetic.com,yes,ok,https://coastalaesthetic.com,medspa,GLP-1 weight loss peptides,5
Conejo Valley Medspa,conejovalleymedspa.com,sofia@conejovalleymedspa.com,sofia@conejovalleymedspa.com,yes,ok,https://conejovalleymedspa.com,medspa,,2
Conklin Clinics,conklinclinics.com,info@conklinclinics.com,info@conklinclinics.com,yes,ok,https://conklinclinics.com,medspa,,1
Core Beauty Medspa,corebeautymedspa.com,karend@corebeautymedspa.com,karend@corebeautymedspa.com,yes,ok,https://corebeautymedspa.com,medspa,nad+,2
Cosmetic Skin Institute,cosmeticskininstitute.net,info@cosmeticskininstitute.com,info@cosmeticskininstitute.com,yes,ok,https://cosmeticskininstitute.net,medspa,GLP-1 weight loss peptides,3
Crossroads Chiropractic & Wellness Inc.,crossroadschiropractickc.com,crossroadschiropractickc@gmail.com,crossroadschiropractickc@gmail.com,yes,ok,https://crossroadschiropractickc.com,medspa,glutathione,2
Connecticut Medical Aesthetics,ctbotox.com,info@ctbotox.com,info@ctbotox.com,yes,ok,https://ctbotox.com,medspa,,4
Curiva Med Spa,curivamedspa.com,hello@curivamedspa.com,hello@curivamedspa.com,yes,ok,https://curivamedspa.com,medspa,nad+,1
DayDreams MedSpa & Retreat,daydreamsmedspa.com,angie@daydreamsmedspa.com,angie@daydreamsmedspa.com,yes,ok,https://daydreamsmedspa.com,medspa,nad+,2
DEIA Aesthetic Studio,deiaaestheticstudio.com,info@deiaaestheticstudio.com,info@deiaaestheticstudio.com,yes,ok,https://deiaaestheticstudio.com,medspa,GLP-1 weight loss peptides,2
Deja Vu Med Spa,dejavumedspa.com,info@dejavumedspa.com,info@dejavumedspa.com,yes,ok,https://dejavumedspa.com,medspa,,3
Deluxe Med Spa Beauty,deluxemedspabeauty.com,info@deluxemedspabeauty.com,info@deluxemedspabeauty.com,yes,ok,https://deluxemedspabeauty.com,medspa,kpv,2
Dermal Era Holistic Med Spa,dermalera.zoca.com,dermaleraspa@gmail.com,dermaleraspa@gmail.com,yes,ok,https://dermalera.zoca.com,medspa,ghk-cu,1
Derma Medical Spa,dermamedispa.com,receptionist@dermamedispa.com,receptionist@dermamedispa.com,yes,ok,https://dermamedispa.com,medspa,,1
Designer Aesthetics by Dr. Jarrett Schanzer,doctorjarrett.com,contact@doctorjarrett.com,support@doctorjarrett.com; contact@doctorjarrett.com,yes,ok,https://doctorjarrett.com,medspa,"semaglutide, tirzepatide, retatrutide, nad+, glutathione",18
Dolce Vita Aesthetic Medicine,dolcevitamd.com,information@dolcevitamd.com,information@dolcevitamd.com,yes,ok,https://dolcevitamd.com,medspa,,1
Fresh Face Medspa By Dr. Agha,dominionaw.com,contact@dominionaw.com,contact@dominionaw.com,yes,ok,https://dominionaw.com,medspa,"semaglutide, tirzepatide, retatrutide",8
Downtown City Spa,downtowncityspa.com,downtownskincare@yahoo.com,downtownskincare@yahoo.com,yes,ok,https://downtowncityspa.com,medspa,"semaglutide, tirzepatide, glutathione",6
"Dean P. Kane, MD and Lauri P. Kane,ScD",drdeankane.com,lauri@drdeankane.com,lauri@drdeankane.com,yes,ok,https://drdeankane.com,medspa,semaglutide,2
Dream Med Spa,dreammedspaoc.com,dreammedspaoc@gmail.com,dreammedspaoc@gmail.com,yes,ok,https://dreammedspaoc.com,medspa,GLP-1 weight loss peptides,3
Drench Day Spa and Lash Lounge,drenchdayspa.com,drenchdayspa@gmail.com,drenchdayspa@gmail.com,yes,ok,https://drenchdayspa.com,medspa,glutathione,1
Drip Med Spa,dripmedspa.com,info@dripmedspa.com,info@dripmedspa.com,yes,ok,https://dripmedspa.com,medspa,"semaglutide, nad+, glutathione",7
"Dr. Robert Bowen, Cosmetic Medicine & Body Contouring",drrobertbowen.com,carolyn@drrobertbowen.com,carolyn@drrobertbowen.com,yes,ok,https://drrobertbowen.com,medspa,GLP-1 weight loss peptides,3
Gloss Medical Aesthetics & Laser,drweng.com,advancedmedicine24@gmail.com,advancedmedicine24@gmail.com,yes,ok,https://drweng.com,medspa,"semaglutide, tirzepatide",5
Dunes Medical Solutions Spa,dunesmedspa.com,info@dunesmedspa.com,dunesmedspa@gmail.com; info@dunesmedspa.com,yes,ok,https://dunesmedspa.com,medspa,GLP-1 weight loss peptides,3
Edan's Med Spa,edansmedspa.com,edansmedspa@gmail.com,edansmedspa@gmail.com,yes,ok,https://edansmedspa.com,medspa,GLP-1 weight loss peptides,3
Eden Aesthetics LLC,edenspamaine.com,info@edenspamaine.com,info@edenspamaine.com,yes,ok,https://edenspamaine.com,medspa,GLP-1 weight loss peptides,3
The Rejuva Center at Williams Latham,ehdenaesthetics.com,info@ehdenaesthetics.com,info@ehdenaesthetics.com,yes,ok,https://ehdenaesthetics.com/contact-us,medspa,"semaglutide, tirzepatide",6
Elevate Medical Aesthetics and Wellness,elevatemedmi.com,elevatemedical@icloud.com,elevatemedical@icloud.com,yes,ok,https://elevatemedmi.com,medspa,,1
Elinea on 18th & Noe,elineasf.com,info@elineasf.com,info@elineasf.com; hello@elineasf.com,yes,ok,https://elineasf.com,medspa,,1
Elite Chicago Spa,elitechicagospa.com,info@elitechicagospa.com,info@elitechicagospa.com,yes,ok,https://elitechicagospa.com,medspa,glutathione,2
Elite MD,elitemdlui.com,info@elitemdlui.com,info@elitemdlui.com,yes,ok,https://elitemdlui.com,medspa,,2
Elite Medical Spa of Parrish,elitemedicalspaofparrish.com,info@elitemedicalspaofparrish.com,info@elitemedicalspaofparrish.com,yes,ok,https://elitemedicalspaofparrish.com,medspa,"semaglutide, tirzepatide, glutathione",9
Elite Medi Spa,elitemedispabend.com,info@elitemedispabend.com,info@elitemedispabend.com,yes,ok,https://elitemedispabend.com,medspa,GLP-1 weight loss peptides,2
Elite Medical Spa,elitemedspanh.com,info@elitemedspanh.com,info@elitemedspanh.com,yes,ok,https://elitemedspanh.com,medspa,semaglutide,3
Elite Wellness,elitewellnessok.com,hello@elitewellnessok.com,hello@elitewellnessok.com,yes,ok,https://elitewellnessok.com,medspa,,2
Elivate Med Spa and Wellness,elivatemedspa.com,info@elivatemedspa.com,info@elivatemedspa.com,yes,ok,https://elivatemedspa.com,medspa,,3
Elixir Aesthetics,elixiraestheticsspa.com,admin@elixiraestheticsspa.com,admin@elixiraestheticsspa.com,yes,ok,https://elixiraestheticsspa.com,medspa,nad+,3
Ella Rose Aesthetics,ellaroseaesthetics.com,info@ellaroseaesthetics.com,info@ellaroseaesthetics.com,yes,ok,https://ellaroseaesthetics.com,medspa,nad+,6
Elle Medical Aesthetics: Boutique Injectable and Skin Care Studio,ellemedicalaesthetics.online,info@ellemedicalaesthetics.com,info@ellemedicalaesthetics.com,yes,ok,https://ellemedicalaesthetics.online,medspa,glutathione,2
Elysium Medical Esthetics,elysiumesthetics.com,administration@elysiumesthetics.com,administration@elysiumesthetics.com,yes,ok,https://elysiumesthetics.com,medspa,"semaglutide, tirzepatide",6
Elyzium Med Spa,elyziummedspa.com,info@elyziummedspa.com,info@elyziummedspa.com,yes,ok,https://elyziummedspa.com,medspa,semaglutide,4
Emagine Med Spa,emagine-medspa.com,info@emaginemedspa.com,info@emaginemedspa.com,yes,ok,https://emagine-medspa.com,medspa,GLP-1 weight loss peptides,2
Ember Medical Spa,embermedspadallas.com,info@embermedspadallas.com,info@embermedspadallas.com,yes,ok,https://embermedspadallas.com,medspa,,1
Enhance Biomed Aesthetics,enhancebiomed.com,bill.reynolds@enhancebiomed.com,bill.reynolds@enhancebiomed.com,yes,ok,https://enhancebiomed.com,medspa,"semaglutide, tirzepatide, glutathione",7
Enigma Medi Spa & Laser Center,enigmamedispa.com,info@enigmamedispa.com,info@enigmamedispa.com,yes,ok,https://enigmamedispa.com,medspa,GLP-1 weight loss peptides,2
enlightenmd,enlightenmd.com,info@enlightenmd.com,info@enlightenmd.com; manager@enlightenmd.com,yes,ok,https://enlightenmd.com,medspa,GLP-1 weight loss peptides,3
Envy Laser Med Spa,envylasermedspa.com,info@envylasermedspa.com,info@envylasermedspa.com,yes,ok,https://envylasermedspa.com,medspa,glutathione,2
Ervin Beauty,ervinbeauty.com,info@ervinbeauty.com,info@ervinbeauty.com,yes,ok,https://ervinbeauty.com,medspa,tirzepatide,2
Copper Canyon Day Spa,essencemspa.com,essencemspa@gmail.com,essencemspa@gmail.com,yes,ok,https://essencemspa.com,medspa,"semaglutide, tirzepatide",4
Ethereal Glow Aesthetics,etherealglowaesthetics.com,info@etherealglowaesthetics.com,info@etherealglowaesthetics.com,yes,ok,https://etherealglowaesthetics.com,medspa,GLP-1 weight loss peptides,2
eunoia medispa,eunoiamedispa.com,eunoiamedispa@gmail.com,eunoiamedispa@gmail.com,yes,ok,https://eunoiamedispa.com,medspa,"semaglutide, tirzepatide, nad+",10
Evello Med Spa,evelloaiken.com,contact@evelloaiken.com,contact@evelloaiken.com,yes,ok,https://evelloaiken.com,medspa,,1
Everest Regenerative Medicine,everestregenerative.com,info@everestregenerative.com,info@everestregenerative.com,yes,ok,https://everestregenerative.com,medspa,"semaglutide, tirzepatide",10
Evolve Medical Aesthetics + Wellness,evolvewellnessmuncie.com,info@evolvewellnessmuncie.com,info@evolvewellnessmuncie.com,yes,ok,https://evolvewellnessmuncie.com,medspa,GLP-1 weight loss peptides,5
FACE/FIT Aesthetics & Wellness,facefitwell.com,hello@facefitwell.com,hello@facefitwell.com,yes,ok,https://facefitwell.com,medspa,GLP-1 weight loss peptides,4
Fancy Beauty Med Spa,fancybeaute.com,info@fancybeaute.com,info@fancybeaute.com,yes,ok,https://fancybeaute.com,medspa,glutathione,2
FANOUS MEDSPA,fanousmedspa.com,info@fanousmedspa.com,info@fanousmedspa.com,yes,ok,https://fanousmedspa.com,medspa,,1
Farashe Med & Day Spa,farashe.com,info@farashe.com,info@farashe.com; info@gmail.com,yes,ok,https://farashe.com,medspa,nad+,2
Face Forward Skin Care Center,ffskincenter.com,info@ffskincenter.com,info@ffskincenter.com,yes,ok,https://ffskincenter.com,medspa,"semaglutide, tirzepatide, bpc-157, thymosin beta-4, thymosin alpha-1, nad+",31
Fix Me Up Med Spa,fixmeupmedspa.com,la@fixmeupmedspa.com,la@fixmeupmedspa.com,yes,ok,https://fixmeupmedspa.com,medspa,,1
Flawless Skin Boutique Med Spa,flawless-skin-boutique.com,clientconcierge@flawless-skin-boutique.com,clientconcierge@flawless-skin-boutique.com; flawlessboutique222@icloud.com,yes,ok,https://flawless-skin-boutique.com,medspa,GLP-1 weight loss peptides,4
Flawless Reflections Body and Skin Therapy Flawless Reflections Medspa,flawlessreflections.com,contactus@flawless-reflections.com,contactus@flawless-reflections.com; flawlessreflectionsbyvr@gmail.com,yes,ok,https://flawlessreflections.com,medspa,"bpc-157, nad+, sermorelin, tesamorelin, pt-141, glutathione",8
Lakeland Holistic Massage,fondrenaesthetics.com,contact@fondrenaesthetics.com,contact@fondrenaesthetics.com,yes,ok,https://fondrenaesthetics.com,medspa,,1
Dr. Rebecca Hunton,foryourbestself.com,info@foryourbestself.com,rebeccanovomd@gmail.com; info@foryourbestself.com,yes,ok,https://foryourbestself.com/contact,medspa,GLP-1 weight loss peptides,2
Fraiche Medspa,fraichemedspa.com,info@fraichemedspa.com,info@fraichemedspa.com,yes,ok,https://fraichemedspa.com,medspa,GLP-1 weight loss peptides,2
Front Door Medspa,frontdoormedspa.com,theresa@frontdoormedspa.com,theresa@frontdoormedspa.com; inquiry@frontdoormedspa.com,yes,ok,https://frontdoormedspa.com,medspa,nad+,7
Fundamentals Med Spa,fundamentalsmedspa.com,info@fundamentalsmedspa.com,info@fundamentalsmedspa.com,yes,ok,https://fundamentalsmedspa.com,medspa,,1
Fuse Medspa and Wellness,fusemedspa.com,fusemedspa@gmail.com,fusemedspa@gmail.com,yes,ok,https://fusemedspa.com,medspa,GLP-1 weight loss peptides,5
GC Skin Med Spa,gcskin.com,info@gcskin.com,info@gcskin.com,yes,ok,https://gcskin.com,medspa,"retatrutide, nad+",3
"Gearity Wellness Center, LLC",gearitywellness.com,comments@gearitywellness.com,comments@gearitywellness.com; jjacques@gearitywellness.com,yes,ok,https://gearitywellness.com,medspa,semaglutide,7
Get Glowing Medspa,getglowingasap.com,support@getglowingasap.com,support@getglowingasap.com,yes,ok,https://getglowingasap.com,medspa,,1
"MedWell in Birmingham, AL",getmedwell.com,clinic@getmedwell.com,clinic@getmedwell.com; provider@getmedwell.com; manager@getmedwell.com,yes,ok,https://getmedwell.com,medspa,glutathione,3
Get Refreshed,getrefreshed.com,info@getrefreshed.life,info@getrefreshed.life,yes,ok,https://getrefreshed.com,medspa,semaglutide,5
Giffen Health,giffenhealth.com,info@giffenhealth.com,info@giffenhealth.com,yes,ok,https://giffenhealth.com,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, thymosin alpha-1, ipamorelin",21
Giovanni Med Spa,giovannimedspa.com,info@giovannimedspa.com,info@giovannimedspa.com; hello@giovannimedspa.com,yes,ok,https://giovannimedspa.com,medspa,GLP-1 weight loss peptides,4
Glamoi Med Spa,glamoi.com,jobs@glamoi.com,jobs@glamoi.com,yes,ok,https://glamoi.com,medspa,glutathione,3
Glam Life Med Spa7,glms7.com,glamlifemedspa7@gmail.com,glamlifemedspa7@gmail.com,yes,ok,https://glms7.com,medspa,tirzepatide,3
GLO Bar MedSpa,globarmedspa.com,hello@globarmedspa.com,hello@globarmedspa.com,yes,ok,https://globarmedspa.com,medspa,tirzepatide,3
Glow Medspa,glow-med-spa.com,info@glow-med-spa.com,info@glow-med-spa.com; glow_medspa@icloud.com,yes,ok,https://glow-med-spa.com,medspa,GLP-1 weight loss peptides,5
Glow MedSpa,glowatpeninsula.com,hello@glowatpeninsula.com,hello@glowatpeninsula.com,yes,ok,https://glowatpeninsula.com,medspa,,1
GLOWDOCS Medspa,glowdocsmedspa.com,contact@glowdocsmedspa.com,contact@glowdocsmedspa.com,yes,ok,https://glowdocsmedspa.com/about,medspa,"bpc-157, tb-500, thymosin beta-4, thymosin alpha-1, ipamorelin, sermorelin",16
Glow Envy Med Spa,glowenvymedspa.com,hello@glowenvymedspa.com,hello@glowenvymedspa.com,yes,ok,https://glowenvymedspa.com,medspa,,2
Glowing U Wellness,glowinguwellness.com,glowinguwellness@gmail.com,glowinguwellness@gmail.com,yes,ok,https://glowinguwellness.com,medspa,"semaglutide, nad+, glutathione",5
Glow Medspa,glowmedspa.com,info@glowmedspa.com,contact@glowmedspa.com; colleyville@glowmedspa.com; mckinney@glowmedspa.com; houston@glowmedspa.com; info@glowmedspa.com,yes,ok,https://glowmedspa.com/contact,medspa,semaglutide,1
Glow Skin Science,glowskinscience.com,info@glowskinscience.com,info@glowskinscience.com,yes,ok,https://glowskinscience.com,medspa,glutathione,1
Golden State Aesthetics,goldenstateaestheticsca.com,goldenstateaestheticsca@gmail.com,goldenstateaestheticsca@gmail.com,yes,ok,https://goldenstateaestheticsca.com,medspa,,1
Grace Aesthetics,graceaesthetics.com,jen@graceaesthetics.com,jen@graceaesthetics.com,yes,ok,https://graceaesthetics.com,medspa,GLP-1 weight loss peptides,3
Grand Cosmetic Clinic,grandcosmeticclinic.com,info@grandcosmeticclinic.com,info@grandcosmeticclinic.com,yes,ok,https://grandcosmeticclinic.com,medspa,GLP-1 weight loss peptides,3
Griffin Wellness and Medspa,griffinwellnessaz.com,info@griffinwellnessaz.com,info@griffinwellnessaz.com,yes,ok,https://griffinwellnessaz.com,medspa,semaglutide,4
GrandView Aesthetic and Wellness,gvaw.life,info@gvaw.life,info@gvaw.life,yes,ok,https://gvaw.life,medspa,,1
Gwen Aesthetics,gwenaesthetics.com,janet@gwenaesthetics.com,janet@gwenaesthetics.com,yes,ok,https://gwenaesthetics.com,medspa,,1
HAAN Aesthetic Medicine,haanskincare.com,info@haanskincare.com,info@haanskincare.com,yes,ok,https://haanskincare.com,medspa,glutathione,1
Habit. Body Wellness + Aesthetics,habitbodywellness.com,hello@habitbodywellness.com,hello@habitbodywellness.com,yes,ok,https://habitbodywellness.com,medspa,,1
Hairchitect Med Spa and Beauty Lounge San Francisco,hairchitectmedspa.com,info@hairchitectmedspa.com,info@hairchitectmedspa.com,yes,ok,https://hairchitectmedspa.com,medspa,,1
HAUS OF SKIN AESTHETICS,hausofskin.net,levyshan1111@gmail.com,levyshan1111@gmail.com; dollyparton@yahoo.com,yes,ok,https://hausofskin.net,medspa,,1
Healthspan,healthspanrecovery.com,info@healthspanrecovery.com,info@healthspanrecovery.com,yes,ok,https://healthspanrecovery.com/contact-us/,medspa,,1
Hello Beautiful Boutique Medspa,hellobeautifulraleigh.com,info@hellobeautifulraleigh.com,info@hellobeautifulraleigh.com,yes,ok,https://hellobeautifulraleigh.com,medspa,"semaglutide, nad+, ghk-cu, glutathione",8
Euna Aesthetics,helloeuna.com,info@helloeuna.com,info@helloeuna.com,yes,ok,https://helloeuna.com,medspa,,2
Herrera MD Medspa,herreramdmedspa.com,info@herreramdmedspa.com,bherrera@herreramdmedspa.com; info@herreramdmedspa.com; nfo@herreramdmedspa.com,yes,ok,https://herreramdmedspa.com,medspa,semaglutide,6
Higher Level Skin & Beauty,higherlevelskinbeauty.com,info@higherlevelskinbeauty.com,info@higherlevelskinbeauty.com,yes,ok,https://higherlevelskinbeauty.com,medspa,,1
Highland Medical Aesthetics,highlandmedms.com,contact@highlandmedms.com,contact@highlandmedms.com,yes,ok,https://highlandmedms.com,medspa,,2
High Point Medspa,highpointmedspa.com,highpointmedspa@gmail.com,highpointmedspa@gmail.com,yes,ok,https://highpointmedspa.com,medspa,glutathione,1
Coastal Injections,hollandplasticsurgery.com,info@hollandplasticsurgery.com,info@hollandplasticsurgery.com,yes,ok,https://hollandplasticsurgery.com,medspa,GLP-1 weight loss peptides,4
House Nico,housenico.com,hello@housenico.com,hello@housenico.com,yes,ok,https://housenico.com,medspa,semaglutide,1
Perceptions Aesthetic Spa,humanreconstruction.com,office@humanreconstruction.com,impallari@gmail.com; office@humanreconstruction.com,yes,ok,https://humanreconstruction.com,medspa,,1
Gen Acupuncture,ilaramedspa.com,info@ilaramedspa.com,info@ilaramedspa.com; hello@ilaramedspa.com,yes,ok,https://ilaramedspa.com,medspa,,1
"Hashimoto’s, IBS & Thyroid Doctor- Dr. Madelein Shafferman, NMD",illuminationwh.com,info@illuminationwh.com,info@illuminationwh.com,yes,ok,https://illuminationwh.com,medspa,GLP-1 weight loss peptides,2
Infinity Wellness Clinic,infinitywellnessclinic.com,info@infinitywellnessclinic.com,info@infinitywellnessclinic.com,yes,ok,https://infinitywellnessclinic.com,medspa,,3
Inspire Med Spa,inspiremedspa.com,inspiremedspa123@gmail.com,inspiremedspa123@gmail.com,yes,ok,https://inspiremedspa.com,medspa,semaglutide,7
PAZ Wellness Spa,isleofindulgencespa.com,info@isleofindulgencespa.com,info@isleofindulgencespa.com,yes,ok,https://isleofindulgencespa.com,medspa,GLP-1 weight loss peptides,3
"Mia's Medical Spa in West Hartford, CT",ivdripandmedicalspa.com,miasmedicalspa@gmail.com,miasmedicalspa@gmail.com,yes,ok,https://ivdripandmedicalspa.com,medspa,,1
"IVY Infusions & Medspa: Sasha Beatty, MSN, FNP-C in Greenwich, CT",ivyinfusions.com,info@ivyinfusions.com,info@ivyinfusions.com,yes,ok,https://ivyinfusions.com,medspa,GLP-1 weight loss peptides,7
"Jade Medical Aesthetics in Islip, NY",jademedicalaesthetics.com,hello@jademedicalaesthetics.com,hello@jademedicalaesthetics.com,yes,ok,https://jademedicalaesthetics.com,medspa,,1
"J'esthetics Medical Spa in Santa Clara, CA",jestheticsbar.com,support@jestheticsbar.com,support@jestheticsbar.com,yes,ok,https://jestheticsbar.com,medspa,"nad+, dsip, glutathione, kpv",7
Cult Med Spa + IV Bar,jointhecultdetroit.com,info@jointhecultdetroit.com,info@jointhecultdetroit.com,yes,ok,https://jointhecultdetroit.com,medspa,,1
"Kalon Health Aesthetics and Wellness Spa in Elizabethtown, KY",kalonhealthky.com,admin@kalonhealthky.com,admin@kalonhealthky.com,yes,ok,https://kalonhealthky.com,medspa,GLP-1 weight loss peptides,3
"Kameo Health Wellness and Beauty in West Haven, UT",kameohealth.com,kameohealth@gmail.com,kameohealth@gmail.com,yes,ok,https://kameohealth.com,medspa,"semaglutide, nad+, tirzepatide",9
"Kiss Me Med Spa in Fresno, CA",kissmemedspa.com,office@kissmemedspa.com,office@kissmemedspa.com,yes,ok,https://kissmemedspa.com,medspa,glutathione,1
"Lakefront Wellness in Lakeland, TN",lakefrontwellnesstn.com,cpap09@yahoo.com,cpap09@yahoo.com,yes,ok,https://lakefrontwellnesstn.com,medspa,"nad+, glutathione",4
"LifeFusion Health in American Fork, UT",lifefusionhealth.com,info@lifefusionhealth.com,info@lifefusionhealth.com,yes,ok,https://lifefusionhealth.com,medspa,,1
"LifeRx Wellness in Willis, TX",liferxwellness.com,recoverstrong@liferxwellness.com,recoverstrong@liferxwellness.com; wendi@liferxwellness.com,yes,ok,https://liferxwellness.com,medspa,,1
"Livin Aesthetics and Wellness in Austin, TX",livinaesthetics.com,hello@livinaesthetics.com,hello@livinaesthetics.com,yes,ok,https://livinaesthetics.com,medspa,"semaglutide, nad+",4
Allure Health,livmedspasd.com,livmedspasd@gmail.com,livmedspasd@gmail.com,yes,ok,https://livmedspasd.com,medspa,GLP-1 weight loss peptides,4
"Lodi Advanced Medical Center in Lodi, CA",lodiadvancedmedicalcenters.com,lodiadvancedmedicalcenter@gmail.com,lodiadvancedmedicalcenter@gmail.com; lodiadvancedmedical@gmail.com,yes,ok,https://lodiadvancedmedicalcenters.com,medspa,,3
Look Rejuvenated Med Spa,lookrejuvenatedmedspa.com,lookrejuvenatedmedspa@gmail.com,lookrejuvenatedmedspa@gmail.com,yes,ok,https://lookrejuvenatedmedspa.com,medspa,,3
"Lotus Infusion and Wellness in Greensboro, NC",lotusgso.com,info@lotusgso.com,info@lotusgso.com,yes,ok,https://lotusgso.com,medspa,nad+,7
"Louise Aesthetics in Walnut Creek, CA",louiseaesthetics.com,hello@louiseaesthetics.com,hello@louiseaesthetics.com,yes,ok,https://louiseaesthetics.com,medspa,,2
"Luvi Wellness in McKees Rocks, PA",luviwellness.com,hello@luviwellness.com,hello@luviwellness.com,yes,ok,https://luviwellness.com,medspa,nad+,2
"Luxe & Posh Aesthetics & Wellness in San Ramon, CA",luxeposhplace.com,jen@luxeposhplace.com,jen@luxeposhplace.com,yes,ok,https://luxeposhplace.com,medspa,,1
"LyteGuards Inside out wellness in Wilmington, DE",lyteguards.com,info@lyteguards.com,info@lyteguards.com,yes,ok,https://lyteguards.com,medspa,,1
"Market Place Naturopathic in Seattle, WA",marketplacenaturopathic.com,info@marketplacenaturopathic.com,info@marketplacenaturopathic.com,yes,ok,https://marketplacenaturopathic.com,medspa,,1
"Medica Aesthetics in Austin, TX",medicaaesthetics.info,hello@medicaaesthetics.info,hello@medicaaesthetics.info,yes,ok,https://medicaaesthetics.info,medspa,,1
GLOW Medspa Laser & Microneedling Studio,medicalspa30a.com,glow.medspa@icloud.com,glow.medspa@icloud.com,yes,ok,https://medicalspa30a.com,medspa,,1
Medspa LV,medspa-lv.com,customer-care@medspa-lv.com,customer-care@medspa-lv.com,yes,ok,https://medspa-lv.com,medspa,,1
Prestige Men's Health,medspasaltlakewellness.com,mschlent@hotmail.com,mschlent@hotmail.com,yes,ok,https://medspasaltlakewellness.com,medspa,GLP-1 weight loss peptides,4
"MedSpa SLO l San Luis Obispo in San Luis Obispo, CA",medspaslo.com,info@medspaslo.com,info@medspaslo.com,yes,ok,https://medspaslo.com,medspa,"nad+, glutathione",7
"Medzone Spa & Aesthetics in Plain City, OH",medzonespa.com,info@medzonespa.com,info@medzonespa.com,yes,ok,https://medzonespa.com,medspa,semaglutide,3
"Maven Integrative Aesthetics in Clovis, CA",melnp.com,info@melnp.com,info@melnp.com; patients@melnp.com,yes,ok,https://melnp.com,medspa,"semaglutide, bpc-157, tb-500, nad+, ipamorelin, cjc-1295",16
Middletown Aesthetics,middletownaesthetics.com,info@middletownaesthetics.com,info@middletownaesthetics.com,yes,ok,https://middletownaesthetics.com,medspa,GLP-1 weight loss peptides,4
"Minnesota Mobile IV Therapy in Albany, MN",minnmobileiv.com,contact@minnmobileiv.com,contact@minnmobileiv.com,yes,ok,https://minnmobileiv.com,medspa,glutathione,2
Miramae Medical Skin Care Studio,miramaestudio.com,info@miramaestudio.com,info@miramaestudio.com,yes,ok,https://miramaestudio.com,medspa,GLP-1 weight loss peptides,2
