vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
IV Therapy,beautybymichellemedspa.com,beautybymichelleclients@gmail.com,beautybymichelleclients@gmail.com,yes,ok,https://beautybymichellemedspa.com,medspa,glutathione,2
Beleza,beleza-medspa.com,info@beleza-medspa.com,info@beleza-medspa.com,yes,ok,https://beleza-medspa.com,medspa,"semaglutide, tirzepatide",4
IV Therapy,bellamedicalnow.com,bellamedicalweightloss@gmail.com,bellamedicalweightloss@gmail.com; bellamedicalstaff@gmail.com,yes,ok,https://bellamedicalnow.com,medspa,GLP-1 weight loss peptides,4
AesthetiKa Med Spa,bellaviemedspawindsor.com,info@bellaviemedspawindsor.com,bellaviespawindsor@yahoo.com; info@bellaviemedspawindsor.com,yes,ok,https://bellaviemedspawindsor.com,medspa,GLP-1 weight loss peptides,7
BelleSculpt,bellemedical.com,contact@bellemedical.com,contact@bellemedical.com,yes,ok,https://bellemedical.com,medspa,semaglutide,1
"BELLEZZA MEDICAL AESTHETICS, PLLC",bellezza-med.com,info@bellezza-med.com,info@bellezza-med.com; bellezza.med@gmail.com,yes,ok,https://bellezza-med.com,medspa,,2
IV Therapy Franklin TN,bewellihp.com,contact@bewellihp.com,contact@bewellihp.com,yes,ok,https://bewellihp.com,medspa,"nad+, glutathione",5
BeWell MedSpa,bewellmedspa.com,hello@bewellmedspa.com,hello@bewellmedspa.com,yes,ok,https://bewellmedspa.com,medspa,kpv,2
BioIV Therapy,bioivtherapy.com,info@bioivtherapy.com,info@bioivtherapy.com,yes,ok,https://bioivtherapy.com,medspa,,1
Anti-Aging Northwest,bioloungepdx.com,info@bioloungepdx.com,info@bioloungepdx.com,yes,ok,https://bioloungepdx.com,medspa,,3
BioVital IV Infusion Clinic,biovitalhealth.com,info@biovitalhealth.com,info@biovitalhealth.com,yes,ok,https://biovitalhealth.com,medspa,glutathione,3
Restore Hyper Wellness,biovitalmen.com,info@biovitalmen.com,info@biovitalmen.com,yes,ok,https://biovitalmen.com,medspa,,2
Contact,bluecypressky.com,info@bluecypressky.com,info@bluecypressky.com,yes,ok,https://bluecypressky.com,medspa,,1
IV Drips Richmond,body-recharge.com,info@body-recharge.com,info@body-recharge.com,yes,ok,https://body-recharge.com,medspa,"nad+, glutathione",4
BodyLogicMD of Newport Beach,bodylogicmd.fit,wellness@bodylogicmd.com,wellness@bodylogicmd.com,yes,ok,https://bodylogicmd.fit,vendor,,1
Botox Kailua,botoxkailuahi.com,contact@botoxkailuahi.com,contact@botoxkailuahi.com,yes,ok,https://botoxkailuahi.com,medspa,"tirzepatide, nad+",6
BX3 Aesthetics,bx3aesthetics.com,bx3aesthetics@gmail.com,bx3aesthetics@gmail.com,yes,ok,https://bx3aesthetics.com,medspa,nad+,2
Canspireme Health & Wellness,canspiremehealth.com,info@canspiremehealth.com,info@canspiremehealth.com,yes,ok,https://canspiremehealth.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",9
Cell Fusion X,cellfusionx.com,contact@cellfusionx.com,contact@cellfusionx.com; contact@cellfusionx.health,yes,ok,https://cellfusionx.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",13
Chronic Care of Richmond,chroniccareofrichmond.com,tgibbs@chroniccareofrichmond.com,tgibbs@chroniccareofrichmond.com,yes,ok,https://chroniccareofrichmond.com,medspa,,2
"IV Therapy Lone Tree, CO",cocmed.com,amargolis1150@gmail.com,amargolis1150@gmail.com,yes,ok,https://cocmed.com,medspa,semaglutide,1
IV Therapy Immune Support Hydration and Vitamin IV Altamonte Springs F,coraeon.com,info@coraeon.com,info@coraeon.com,yes,ok,https://coraeon.com,medspa,"nad+, glutathione",5
Mobile IV Therapy,demetermedicalinc.com,danielle@demetermedicalinc.com,danielle@demetermedicalinc.com,yes,ok,https://demetermedicalinc.com/contact,medspa,,1
DI Body,di-body.com,dj@di-body.com,dj@di-body.com; tina@di-body.com,yes,ok,https://di-body.com,medspa,,1
Doctor Infusion,doctorinfusion.net,info@doctorinfusion.net,info@doctorinfusion.net,yes,ok,https://doctorinfusion.net,medspa,,1
Do Not Disturb,donotdisturbatl.com,contact@donotdisturbatl.com,contact@donotdisturbatl.com,yes,ok,https://donotdisturbatl.com,medspa,,1
Doses of Wellness-Orlando Med Aesthetics + Wellness,dosesofwellness.com,dosesofwellness@gmail.com,dosesofwellness@gmail.com,yes,ok,https://dosesofwellness.com,medspa,,1
Home,downtownmedicineandspa.com,downtownmedicine@gmail.com,downtownmedicine@gmail.com,yes,ok,https://downtownmedicineandspa.com,medspa,glutathione,4
REMEDY Hair Restoration & Medical Spa,drdavidrosner.com,info@drdavidrosner.com,info@drdavidrosner.com,yes,ok,https://drdavidrosner.com,medspa,,1
Calabasas,dripanddipiv.com,info@dripanddipiv.com,info@dripanddipiv.com; careers@dripanddipiv.com,yes,ok,https://dripanddipiv.com,medspa,"nad+, glutathione",3
Drip & Glow,dripandglow.com,dripandglowiv@gmail.com,dripandglowiv@gmail.com,yes,ok,https://dripandglow.com,medspa,,1
Drip by TMI,dripbytmi.com,dnhall1988@gmail.com,dnhall1988@gmail.com,yes,ok,https://dripbytmi.com,medspa,"nad+, glutathione",3
Drip Doc IV Infusion & Wellness,dripdocwellness.com,thedripdoc@gmail.com,thedripdoc@gmail.com,yes,ok,https://dripdocwellness.com,medspa,"nad+, glutathione",3
Drip Drop IV Hydration & Wellness,dripdropivhydration.com,dripdropivhw@gmail.com,dripdropivhw@gmail.com,yes,ok,https://dripdropivhydration.com,medspa,,1
Drive IV,drive-iv.com,drivehydration@gmail.com,drivehydration@gmail.com,yes,ok,https://drive-iv.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
Mobile IV Infusion Therapy,dynamicdrips.com,info@dynamicdrips.com,info@dynamicdrips.com,yes,ok,https://dynamicdrips.com,medspa,"nad+, glutathione",3
Services,eagleivhydration.com,info@eagleivhydration.com,info@eagleivhydration.com,yes,ok,https://eagleivhydration.com,medspa,"nad+, glutathione",4
Elevate Aesthetics,elevateaestheticsks.com,natashatucker@elevateaestheticsks.com,natashatucker@elevateaestheticsks.com,yes,ok,https://elevateaestheticsks.com,medspa,"semaglutide, tirzepatide",8
Home,elevatediv.com,hello@elevatediv.com,hello@elevatediv.com,yes,ok,https://elevatediv.com,medspa,,1
"Elevate Health & Medspa ~ Karen Plymel, MD",elevatehealthgp.com,info@elevatehealthgp.com,info@elevatehealthgp.com,yes,ok,https://elevatehealthgp.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",20
Elevate IV Hydration & Wellness,elevatehydrationwellness.com,info@elevatehydrationwellness.com,info@elevatehydrationwellness.com,yes,ok,https://elevatehydrationwellness.com,medspa,,1
ElevateMed Wellness,elevatemedwellness.com,contact@elevatemedwellness.com,contact@elevatemedwellness.com,yes,ok,https://elevatemedwellness.com,medspa,,2
Elisiano Dermatology & Aesthetics,elisianodermatology.com,hello@elisianodermatology.com,hello@elisianodermatology.com,yes,ok,https://elisianodermatology.com,medspa,nad+,5
Best Kearney IV Nutritional Therapy Services,elitekearney.com,frontdesk@elitekearney.com,frontdesk@elitekearney.com,yes,ok,https://elitekearney.com,medspa,,1
Elite MD,elitemdlui.com,info@elitemdlui.com,info@elitemdlui.com,yes,ok,https://elitemdlui.com,medspa,,2
Elite Wellness,elitewellnessut.com,info@elitewellnessut.com,info@elitewellnessut.com,yes,ok,https://elitewellnessut.com,vendor,semaglutide,1
Elysian Aesthetics and Wellness,elysianaestheticsstl.com,info@elysianaestheticsstl.com,info@elysianaestheticsstl.com,yes,ok,https://elysianaestheticsstl.com,medspa,glutathione,2
Emerald Aesthetics By Kirin,emeraldaestheticsbykirin.com,emeraldaestheticsbykirin@gmail.com,emeraldaestheticsbykirin@gmail.com,yes,ok,https://emeraldaestheticsbykirin.com,medspa,,1
Viva Vitality,emichaelhealth.com,hello@emichaelhealth.com,hello@emichaelhealth.com,yes,ok,https://emichaelhealth.com,medspa,nad+,6
Mobile IV Therapy In Fremont- My IV Doctors,en.myivdoctors.com,contact@myivdoctors.com,contact@myivdoctors.com,yes,ok,https://en.myivdoctors.com,medspa,"semaglutide, tirzepatide, kpv",9
Esprit Health Clinic & MediSpa,esprithealthclinic.com,hello@esprithealthclinic.com,hello@esprithealthclinic.com,yes,ok,https://esprithealthclinic.com,medspa,"semaglutide, tirzepatide",11
Esthetic Solutions Med Spa,estheticsolutions.com,operations@estheticsolutions.com,operations@estheticsolutions.com,yes,ok,https://estheticsolutions.com,medspa,glutathione,1
Esthi Glo,esthiglo.glossgenius.com,esthiiglo@gmail.com,esthiiglo@gmail.com,yes,ok,https://esthiglo.glossgenius.com,vendor,glutathione,1
"Mobile IV Therapy & IV Hydration in Boca Raton, FL",eternalivtherapy.com,info@eternalivtherapy.com,info@eternalivtherapy.com,yes,ok,https://eternalivtherapy.com,medspa,glutathione,2
Eterne Wellness,eternewellness.com,contact@eternewellness.com,contact@eternewellness.com,yes,ok,https://eternewellness.com,medspa,,1
IV/IM Vitamins Therapies,everglowmedspa.com,info@everglowmedspa.com,info@everglowmedspa.com; %20info@everglowmedspa.com,yes,ok,https://everglowmedspa.com,medspa,semaglutide,3
Evin Aesthetics,evinaesthetics.com,becky@evinaesthetics.com,becky@evinaesthetics.com,yes,ok,https://evinaesthetics.com,medspa,,3
EVOKE Health,evokehealth.online,info@evokehealth.online,info@evokehealth.online,yes,ok,https://evokehealth.online,vendor,,2
Medical Spa Burleson Texas,evolvhealthcaretexas.com,evolvhealthcaretx@gmail.com,evolvhealthcaretx@gmail.com,yes,ok,https://evolvhealthcaretexas.com,medspa,GLP-1 weight loss peptides,4
Extivita-RTP,extivita.org,contact@extivita.org,contact@extivita.org,yes,ok,https://extivita.org,medspa,,1
FG Aesthetics and Medicine,fgaestheticsandmedicine.com,info@fgaestheticsandmedicine.com,info@fgaestheticsandmedicine.com,yes,ok,https://fgaestheticsandmedicine.com,medspa,,5
Fletcher Medspa,fletchermedspa.com,fletchermedspa@gmail.com,fletchermedspa@gmail.com,yes,ok,https://fletchermedspa.com,medspa,"semaglutide, tirzepatide",5
Restore Hyper Wellness,floatboston.com,info@floatboston.com,info@floatboston.com; mark@floatboston.com,yes,ok,https://floatboston.com,medspa,GLP-1 weight loss peptides,2
FLOW & GO Services,flowandgohydration.com,flowandgohydration@gmail.com,flowandgohydration@gmail.com,yes,ok,https://flowandgohydration.com,medspa,"nad+, glutathione",3
Forever Young Wellness,foreveryoungwellness.net,info@foreveryoungwellness.net,info@foreveryoungwellness.net,yes,ok,https://foreveryoungwellness.net,medspa,,3
CLUB DE NUTRICION vida saludable,franciscojavier23.herbalife.com,frankximex@gmail.com,frankximex@gmail.com,yes,ok,https://franciscojavier23.herbalife.com,vendor,GLP-1 weight loss peptides,2
The DRIPBaR,galiderm.com,emaa@galiderm.com,ramy.gali@gmail.com; emaa@galiderm.com,yes,ok,https://galiderm.com,medspa,GLP-1 weight loss peptides,2
IV Hydration,glanzaesthetics.com,contactus@glanzaesthetics.com,contactus@glanzaesthetics.com,yes,ok,https://glanzaesthetics.com,medspa,,3
Glowing Skin Face & Body Care Med Spa,glowingskinmedspa.com,info@glowingskinmedspa.com,info@glowingskinmedspa.com,yes,ok,https://glowingskinmedspa.com,medspa,,1
IV Drips,hairsthetics.com,eduardy@gmail.com,eduardy@gmail.com; hairstheticsnyc@gmail.com,yes,ok,https://hairsthetics.com,medspa,,2
Momentum Medical Of Deltona,harmonyclinicfl.com,info@harmonyclinicfl.com,info@harmonyclinicfl.com,yes,ok,https://harmonyclinicfl.com,medspa,,1
"Haus of Drip, Spa & Wellness",hausofdripspawellness.com,info@hausofdripspawellness.com,info@hausofdripspawellness.com,yes,ok,https://hausofdripspawellness.com,medspa,,1
Healios Laser Therapy,healioslasertherapy.com,info@healioslasertherapy.com,info@healioslasertherapy.com,yes,ok,https://healioslasertherapy.com,medspa,,1
Healthspan Medical and Fitness,healthspanmedicalfitness.com,hello@healthspanmedicalfitness.com,hello@healthspanmedicalfitness.com,yes,ok,https://healthspanmedicalfitness.com,vendor,"semaglutide, tirzepatide",8
Services,hillbillyhydration.com,info@hillbillyhydration.com,info@hillbillyhydration.com,yes,ok,https://hillbillyhydration.com,medspa,,1
House Call Hydration,housecallhydration.com,iv@housecallhydration.com,iv@housecallhydration.com,yes,ok,https://housecallhydration.com/contact,medspa,nad+,2
Mobile IV Hydration Therapy Florida,hydraglowiv.com,hydraglowdrip@gmail.com,hydraglowdrip@gmail.com,yes,ok,https://hydraglowiv.com,medspa,"nad+, pt-141, glutathione",5
Hydrations Wellness,hydrations.com,hydrations.com@gmail.com,hydrations.com@gmail.com,yes,ok,https://hydrations.com,medspa,"nad+, glutathione",11
IDYLLIC Aesthetics,idyllic-aesthetics.com,info@idyllic-aesthetics.com,info@idyllic-aesthetics.com,yes,ok,https://idyllic-aesthetics.com,medspa,,1
Impact Infusions,impactinfusions.com,info@impactinfusions.com,info@impactinfusions.com,yes,ok,https://impactinfusions.com,medspa,,1
iNNOVAFUSION,innovafusion.com,contact@innovafusion.com,contact@innovafusion.com; innovafusion21@gmail.com,yes,ok,https://innovafusion.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, ipamorelin, sermorelin",23
Prime IV Hydration & Wellness,intro.primeivhydration.com,chapelview@primeivhydration.com,chapelview@primeivhydration.com,yes,ok,https://intro.primeivhydration.com,medspa,"nad+, glutathione",4
InVigorate IV,invigorateiv.com,invigorate@invigorateiv.com,invigorate@invigorateiv.com,yes,ok,https://invigorateiv.com,medspa,"nad+, glutathione",3
"IV therapy service in Lehi, UT",ironiv.com,contact@ironiv.com,contact@ironiv.com,yes,ok,https://ironiv.com,medspa,"semaglutide, nad+, glutathione",9
Island Hydration IV,islandhydrationiv.com,contact@islandhydrationiv.com,contact@islandhydrationiv.com,yes,ok,https://islandhydrationiv.com,medspa,"nad+, glutathione",4
Med Spa At The Islands,islandscenter.net,theislandscenter@gmail.com,theislandscenter@gmail.com,yes,ok,https://islandscenter.net,medspa,,1
Mobile IV Therapy New Jersey,iv-active.com,contact@iv-active.com,contact@iv-active.com,yes,ok,https://iv-active.com,medspa,"nad+, glutathione",3
IV4U Hydration Lounge,iv4uhydrationlounge.com,iv4uhydrationlounge@gmail.com,iv4uhydrationlounge@gmail.com,yes,ok,https://iv4uhydrationlounge.com,medspa,GLP-1 weight loss peptides,5
Drip Haven: Wellness and Hydration,ivdriphaven.com,info@ivdriphaven.com,info@ivdriphaven.com,yes,ok,https://ivdriphaven.com,medspa,"nad+, glutathione",3
Prime IV Hydration & Wellness,iveerestorativecare.com,info@iveerestorativecare.com,info@iveerestorativecare.com,yes,ok,https://iveerestorativecare.com,medspa,tirzepatide,3
IV HydraLounge,ivhydralounge.org,info@ivhydralounge.org,info@ivhydralounge.org; healthcoach@ivhydralounge.org; weightloss@ivhydralounge.org,yes,ok,https://ivhydralounge.org,vendor,"semaglutide, tirzepatide, nad+",9
IVIV Health,ivivhealth.com,info@ivivhealth.com,info@ivivhealth.com,yes,ok,https://ivivhealth.com,medspa,,2
IV Liquid Assets,ivliquidassets.com,ivliquidassets@gmail.com,ivliquidassets@gmail.com,yes,ok,https://ivliquidassets.com/about-us,medspa,nad+,3
IV Sea Hydration Spa,ivseahydrationspa.com,ivseahydrationspa@gmail.com,ivseahydrationspa@gmail.com,yes,ok,https://ivseahydrationspa.com,vendor,"nad+, glutathione",4
IVTherapy2go,ivtherapy2go.com,info@ivtherapy2go.com,info@ivtherapy2go.com,yes,ok,https://ivtherapy2go.com,medspa,,1
Grand Rapids IV Wellness & Aesthetics,ivtherapygr.com,revivevitality24@yahoo.com,revivevitality24@yahoo.com; griv.wellness@gmail.com,yes,ok,https://ivtherapygr.com,medspa,tirzepatide,9
KenektCare,kenektcare.com,info@kenektcare.com,lynn@kenektcare.com; info@kenektcare.com; health@kenektcare.com,yes,ok,https://kenektcare.com,medspa,,1
Kind Laser Skin & Wellness,kindlaserandskin.com,laserbeamqueen@gmail.com,laserbeamqueen@gmail.com,yes,ok,https://kindlaserandskin.com,medspa,,1
K+ Clinics Orlando,kplusclinics.com,info@kplusclinics.com,kplusclinics@gmail.com; info@kplusclinics.com,yes,ok,https://kplusclinics.com,medspa,kpv,1
Weight Loss Center of Arkansas & Laser Solutions Med Spa,lasersolutionsmedspa.com,drg@lasersolutionsmedspa.com,drg@lasersolutionsmedspa.com,yes,ok,https://lasersolutionsmedspa.com,medspa,"semaglutide, tirzepatide",9
LeReve Regenerative Wellness,lerevewellness.com,info@lerevewellness.com,info@lerevewellness.com,yes,ok,https://lerevewellness.com,medspa,"nad+, kisspeptin, pt-141, oxytocin",7
LIFE*MOD,lifemod.com,info@lifemod.com,info@lifemod.com; chaunce@lifemod.com; ro@lifemod.com,yes,ok,https://lifemod.com,medspa,,2
Androgenix Advanced Health & Wellness Center,lifewellmd.com,drkumar@lifewellmd.com,biglakecancercenter@gmail.com; drkumar@lifewellmd.com,yes,ok,https://lifewellmd.com,medspa,"nad+, semaglutide",8
"IV Therapy in La Mesa, CA",linettewilliamsonmd.com,info@linettewilliamsonmd.com,info@linettewilliamsonmd.com,yes,ok,https://linettewilliamsonmd.com,medspa,,3
Liquid Gold IV Bar,liquidgoldivbar.com,eneal@liquidgoldivbar.com,eneal@liquidgoldivbar.com,yes,ok,https://liquidgoldivbar.com,medspa,"semaglutide, nad+, glutathione",9
Look Rejuvenated Med Spa,lookrejuvenatedmedspa.com,lookrejuvenatedmedspa@gmail.com,lookrejuvenatedmedspa@gmail.com,yes,ok,https://lookrejuvenatedmedspa.com,medspa,,3
IV therapy near me,lowergwyneddfunctionalmedicine.com,lgfunctionalmedicine@gmail.com,lgfunctionalmedicine@gmail.com,yes,ok,https://lowergwyneddfunctionalmedicine.com,medspa,"tirzepatide, nad+, glutathione",12
"Pierre Beautiful Medical Aesthetics and Skin Care, LLC",lucereaesthetics.com,hello@lucereaesthetics.com,hello@lucereaesthetics.com,yes,ok,https://lucereaesthetics.com,medspa,GLP-1 weight loss peptides,2
Lush and Wellness Aesthetics,lushandwellness.com,info@lushandwellness.com,info@lushandwellness.com,yes,ok,https://lushandwellness.com,medspa,GLP-1 weight loss peptides,4
Luxe MedSpa,luxemedspasd.com,hello@luxemedspasd.com,hello@luxemedspasd.com,yes,ok,https://luxemedspasd.com,medspa,"semaglutide, tirzepatide",6
LyteGuards IV Wellness,lyteguards.com,info@lyteguards.com,info@lyteguards.com,yes,ok,https://lyteguards.com,medspa,,1
IV Therapy,maezwellnessandspa.com,info@maezwellnessandspa.com,info@maezwellnessandspa.com,yes,ok,https://maezwellnessandspa.com,medspa,,2
Book Now,magnoliamedspaiv.com,kim@magnoliamedspaiv.com,magnoliamedspaok@gmail.com; kim@magnoliamedspaiv.com,yes,ok,https://magnoliamedspaiv.com,medspa,,1
"IV Therapy in West Jordan, UT",manawellnessandaesthetics.com,contact@manawellnessandaesthetics.com,contact@manawellnessandaesthetics.com,yes,ok,https://manawellnessandaesthetics.com,medspa,,2
Manique Aesthetics,maniqueaesthetics.glossgenius.com,maniqueaesthetics@gmail.com,maniqueaesthetics@gmail.com,yes,ok,https://maniqueaesthetics.glossgenius.com,medspa,,1
Zephyr Float Spa,medicalaestheticshv.com,info@medicalaestheticshv.com,info@medicalaestheticshv.com; medicalaestheticshv@gmail.com,yes,ok,https://medicalaestheticshv.com,medspa,,2
MEDvidi,medvidi.com,team@medvidi.com,team@medvidi.com; help@medvidi.com; u00a0help@medvidi.com,yes,ok,https://medvidi.com,medspa,"semaglutide, tirzepatide, liraglutide",6
IV Therapy Issaquah,metamorphosisholisticmedspa.com,metamorphosisholisticmedspa@gmail.com,metamorphosisholisticmedspa@gmail.com,yes,ok,https://metamorphosisholisticmedspa.com,medspa,,1
Metro Medispa,metro-medispa.com,lauryn@metro-medispa.com,lauryn@metro-medispa.com,yes,ok,https://metro-medispa.com,medspa,"semaglutide, glutathione",6
Montana Functional Health,mfhcare.com,info@mfhcare.com,info@mfhcare.com,yes,ok,https://mfhcare.com,medspa,,1
Mia Bella Aesthetics,miabella-aesthetics.com,info@miabella-aesthetics.com,info@miabella-aesthetics.com,yes,ok,https://miabella-aesthetics.com,medspa,GLP-1 weight loss peptides,4
"IV Hydration Therapy in Canton, MI",miexpresscare.com,admin@miexpresscare.com,admin@miexpresscare.com,yes,ok,https://miexpresscare.com,medspa,GLP-1 weight loss peptides,4
Mind Rejuvenation,mindrejuvenation.net,info@mindrejuvenation.net,info@mindrejuvenation.net,yes,ok,https://mindrejuvenation.net/faq,medspa,,1
Minimale Skin,minimaleskin.com,info@minimaleskin.com,info@minimaleskin.com,yes,ok,https://minimaleskin.com,vendor,"nad+, glutathione",2
THE STRETCH SPA,mixtivspa.com,info@mixtivspa.com,info@mixtivspa.com,yes,ok,https://mixtivspa.com,medspa,"nad+, glutathione",4
Memphis's Best IV Therapy Center,mmcwh360.com,info@mmcwh360.com,info@mmcwh360.com,yes,ok,https://mmcwh360.com,medspa,,2
Find Mobile IV Drip Therapy Near You in Hawaii,mobileivhawaii.com,medical@mobileivhawaii.com,medical@mobileivhawaii.com,yes,ok,https://mobileivhawaii.com,medspa,"nad+, glutathione",3
Morpho Medical Spa,morphomedicalspa.com,info@morphomedicalspa.com,info@morphomedicalspa.com,yes,ok,https://morphomedicalspa.com,medspa,GLP-1 weight loss peptides,2
My IVy Nurse,myivynurse.com,katie@myivynurse.com,katie@myivynurse.com,yes,ok,https://myivynurse.com,medspa,glutathione,4
New Beautiful You,nbymedispa.com,nbymedspa@gmail.com,nbymedspa@gmail.com,yes,ok,https://nbymedispa.com,medspa,GLP-1 weight loss peptides,3
Mobile IV Therapy in Wilmington NC,ncmobileivmedics.com,info@ncmobileivmedics.com,info@ncmobileivmedics.com,yes,ok,https://ncmobileivmedics.com,medspa,"nad+, glutathione",3
IV Hydration Therapy,neupathmind.com,info@neupathmind.com,info@neupathmind.com,yes,ok,https://neupathmind.com,medspa,GLP-1 weight loss peptides,3
New Life Healthcare,newlifehc.com,info@newlifehc.com,info@newlifehc.com,yes,ok,https://newlifehc.com,vendor,glutathione,3
NewMClinic,newmclinic.com,info@newmclinic.com,info@newmclinic.com,yes,ok,https://newmclinic.com,medspa,"nad+, glutathione",3
New Skin Medical Spa,newskinmedicalspa.com,info@newskinmedicalspa.com,info@newskinmedicalspa.com,yes,ok,https://newskinmedicalspa.com,medspa,"semaglutide, tirzepatide, glutathione",4
"IV Therapy in El Dorado Hills, Ca",norcalwell.com,info@norcalwell.com,info@norcalwell.com,yes,ok,https://norcalwell.com,medspa,,3
North Georgia IV and Wellness,northgaiv.com,northgaivmd@gmail.com,northgaivmd@gmail.com; northgaiv@gmail.com,yes,ok,https://northgaiv.com,medspa,"nad+, glutathione",3
IV therapy,nouveauwellnessandhealth.com,healthnouveau7@gmail.com,healthnouveau7@gmail.com,yes,ok,https://nouveauwellnessandhealth.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",9
Renew Me Medical Group,npempoweredwellness.com,np@npempoweredwellness.com,np@npempoweredwellness.com,yes,ok,https://npempoweredwellness.com,medspa,,1
NU IMAGE WELLNESS & SPA,nuimagewv.com,nuimagewv@gmail.com,nuimagewv@gmail.com,yes,ok,https://nuimagewv.com,medspa,,2
