business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Metro Medspa,MO,St. Louis,https://metromedspa.com/,spa@themetromedspa.com,spa@themetromedspa.com,(314) 329-9064; (314) 842-5600,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
MidAmerica Plastic Surgery,MO,St. Louis,https://midamericaplasticsurgery.com/,manager@cliftyfamilydental.com,manager@cliftyfamilydental.com,(618) 288-7855; (618) 427-8208,,"nad+, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Modern Med,MO,St. Louis,https://modernmedstl.com/,modernmedstl@gmail.com,modernmedstl@gmail.com,(314) 394-0204,,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, semaglutide, sermorelin",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
MOOV Health,MO,St. Louis,https://moov.health/,compliance@moov.health,compliance@moov.health; compliance@vituity.com; emily.zahn@vituity.com,(209) 484-0112; (800) 600-6339; (855) 550-0007,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
NEUAGE Health + Wellness,MO,Kansas City,https://neuagehealthwellness.com/,info@neuagehealthwellness.com,info@neuagehealthwellness.com; corporate@neuagehealthwellness.com,(314) 260-9057,,"bpc-157, ghk cu, ghk-cu, glp-1, peptide, peptides, semaglutide, sermorelin, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"One moment, please...",MO,Kansas City,https://reviverxmedspa.com/,reviverxmedspa@gmail.com,reviverxmedspa@gmail.com,(816) 208-4330; (816) 442-8475,,semaglutide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Orchid Aesthetics,MO,Kansas City,https://orchidaestheticskc.com/,info@orchidaestheticskc.com,info@orchidaestheticskc.com,(816) 325-3132,,"bpc-157, peptide, semaglutide, sermorelin",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PALM Health,MO,St. Louis,https://palmhealth.com/,membership@palmhealth.com,membership@palmhealth.com,(314) 787-4477; (314) 801-8898; (314) 997-6837,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PRICK'D Medspa,MO,St. Louis,https://prickdmedspa.com/,getprickd@prickdmedspa.com,getprickd@prickdmedspa.com,(314) 256-1290,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Prime IV Hydration & Wellness Kansas City, MO",MO,Kansas City,https://kansascityivtherapy.com/,burlingtoncreek@primeivhydration.com,burlingtoncreek@primeivhydration.com,(816) 640-4943,,"nad+, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Refine KC Aesthetics,MO,,,refinekcaesthetics@gmail.com,refinekcaesthetics@gmail.com,4175699355,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Taylor Hagan; states served: Missouri
Regain Functional Medicine and Aesthetics,MO,Kansas City,https://ifeelmuchbetter.com/,info@ifeelmuchbetter.com,info@ifeelmuchbetter.com,(913) 291-8555,,"glp-1, nad+, oxytocin, peptide, peptides, pt-141, semaglutide, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Regen Integrative Wellness Clinic,MO,Kansas City,https://regeniwc.com/,regen@regeniwc.com,regen@regeniwc.com,(816) 982-5505,,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,MO,St. Louis,https://alivehealthstl.com/,contact@alivehealthstl.com,contact@alivehealthstl.com; tcontact@alivehealthstl.com,(636) 821-1168,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
RSVP Med Spa,MO,Kansas City,https://rsvpmedspa.com/,info@rsvpmedspa.com,info@rsvpmedspa.com; office@rsvpmedspa.com,(913) 298-8372; (913) 933-0068,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Simply Bella Aesthetics & Wellness,MO,St. Louis,https://simplybellaaesthetics.com/,simplybellamanager@gmail.com,simplybellamanager@gmail.com,(636) 448-4733,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Simply Health Integrated Medical,MO,St. Louis,https://simplyhealthintegrated.com/,simplyhealth@outlook.com,simplyhealth@outlook.com,(636) 590-4686,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SOKO Aesthetics & Wellness,MO,Kansas City,https://sokomedspa.com/,info@sokokc.com,info@sokokc.com; hello@sokokc.com,(913) 232-2224; (913) 430-7352,,"glp-1, nad+, peptide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sunflower Wellness and Hydration,MO,Kansas City,https://sunflowerwellnesskc.com/,admin@sunflowerwellnesskc.com,admin@sunflowerwellnesskc.com; admin@sunflowerwellness-hydration.com; heidi@sunflowerwellness-hydration.com,(913) 386-3173,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
THE GROVE SPA,MO,Kansas City,https://thegrovespa.com/,clientservices@thegrovespa.com,clientservices@thegrovespa.com; support@schedulista.com,(816) 834-9100,,"bpc-157, ghk-cu, glp-1, glp1, mots-c, peptide, peptides, selank, semaglutide, semax, tb-500, tesamorelin, tirzepatide",13,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Health & Wellness Center,MO,St. Louis,https://stlthwc.com/,secil@stlthwc.com,secil@stlthwc.com,(314) 722-6555,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Saint Louis Med Spa,MO,St. Louis,https://thesaintlouismedspa.com/,contact@stlmedspa.com,contact@stlmedspa.com,(557) 220-9575; (833) 785-3789,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Shine Spa,MO,St. Louis,https://theshinespa.com/,contact@theshinespa.com,contact@theshinespa.com; weightloss@theshinespa.com,(314) 499-7199; (314) 560-9030,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Advanced Cosmetic Surgery + Medspa,MO,Kansas City,https://advancedcosmeticsurgerykc.com/,,,(816) 815-5597,,semaglutide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
AestheticareSTL,MO,St. Louis,https://aestheticarestl.com/,,,(314) 863-5556,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Med Spa in Peculiar, MO",MO,Kansas City,https://hideawaymedicalspa.com/,,,(816) 307-7962,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Monarch Plastics, Skin and Wellness (monarchps.com)",MO,Kansas City,https://monarchps.com/,,,(816) 436-3262; (913) 317-9386; (913) 663-3838,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
STL Medical Weight Loss,MO,St. Louis,https://stlmedweightloss.com/,,,(636) 628-6604,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Face and The Body Spa,MO,St. Louis,https://faceandbodyspa.com/,,,(314) 725-8975; (636) 281-2600; (636) 532-2500,,semaglutide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Ultra Wellness Medical,MO,St. Louis,https://ultrawellnessmedical.com/,,,(636) 333-9820,,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, tb-500, tb500, tesamorelin, thymosin, tirzepatide",20,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
