business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Baby Face Beauty Wellness,CA,Newport Beach,https://babyfacebeautywellness.com/,carly@babyfacebeautywellness.com,carly@babyfacebeautywellness.com,(949) 228-9308,,"bpc-157, cjc1295, glp-1, nad+, oxytocin, peptide, peptides, semaglutide, sermorelin, tesamorelin, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Be Youthful,CA,Sacramento,https://beyouthful.com/,info@beyouthful.com,info@beyouthful.com; finance@beyouthful.com,(844) 527-7473; (844) 730-1623; (888) 912-1572,,"glp-1, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beauty and Body Medlounge,CA,,,beautyandbodylounge@gmail.com,beautyandbodylounge@gmail.com,6196929300,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: chi nguyen; states served: California
"Beauty Boost Med Spa - Top Medical Spa in Newport Beach, CA",CA,Newport Beach,https://beautyboostmedspa.com/,info@beautyboostmedspa.com,info@beautyboostmedspa.com,(949) 514-8602,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beauty Lounge Medical spa,CA,,,info@beautyloungesm.com,info@beautyloungesm.com,7606135376,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Shawnda dorantes; states served: CA
Beauty Vault Med Spa,CA,Los Angeles,https://beautyvaultmedspa.com/,info@beautyvaultmedspa.com,info@beautyvaultmedspa.com,(323) 800-6770; (789) 975-6014; (802) 883-4889,,"nad+, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beverly Hills Hair Group,CA,Los Angeles,https://beverlyhillshairgroup.com/,info@beverlyhillscenter.com,info@beverlyhillscenter.com,(424) 343-3343,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beverly Hills Plastic Surgery®,CA,Beverly Hills,https://beverlyhillsplasticsurgeryinc.com/,info@bhpsinc.com,info@bhpsinc.com,(310) 861-1160; (310) 888-8087,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beverly Hills Women's Wellness Clinic,CA,Beverly Hills,https://bermansexualhealth.com/,info@bermanwomenswellness.com,info@bermanwomenswellness.com; privacy@bermanwomenswellness.com,(310) 772-0072,,"ghk-cu, peptide, peptides, pt-141",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
BioRevive Med & Wellness Spa,CA,Newport Beach,https://biorevivespa.com/,info@biorevivespa.com,info@biorevivespa.com,(949) 220-7221; (949) 867-7833,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
BioSpa |,CA,Newport Beach,https://mybiospa.com/,contact@mybiospa.com,contact@mybiospa.com; info@thepacificcenter.com,(949) 732-3888,,"peptide, peptides, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Blueline Wellness - Serving those who serve,CA,Newport Beach,https://bluelinewellnessgroup.org/,info@bluelinewellnessgroup.org,info@bluelinewellnessgroup.org,(714) 200-8406,,"bpc-157, cjc-1295, ghk-cu, ipamorelin, nad+, peptide, peptides, selank, semaglutide, tb-500",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
California Infusion Centers,CA,Los Angeles,https://cainfusioncenters.com/,info@cainfusioncenters.com,info@cainfusioncenters.com,(626) 538-4270; (626) 628-3623,,"bpc-157, dsip, epitalon, mots-c, nad+, oxytocin, peptide, peptides, pt-141",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Charlie Chen, MD Plastic & Reconstructive Surgery",CA,San Diego,https://charliechenmd.com/,info@charliechenmd.com,info@charliechenmd.com; infor@charliechenmd.com,(260) 818-3072; (858) 255-1538,,"bpc-157, ghk-cu, glp-1, ipamorelin, peptide, peptides, semaglutide, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Coastal Wellness MD,CA,Newport Beach,https://coastalwellnessmd.com/,hello@coastalwellnessmd.com,hello@coastalwellnessmd.com; service@nakedmd.com,(800) 778-7879; (949) 520-6945,,"bpc-157, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, pt-141, selank, semaglutide, sermorelin, tb-500, thymosin, tirzepatide",16,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Cosmetic & Laser Skin Care,CA,San Diego,https://studiomedspa.com/,info@studiomedspa.com,info@studiomedspa.com; info@drkcosmetic.com,(619) 900-7733; (858) 222-3262,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Cosmetic Injectables Center Medspa | Sherman Oaks & Los Angeles, CA",CA,Los Angeles,https://cosmeticinjectables.com/,info@cicproviders.com,info@cicproviders.com,(818) 322-0122,,"glp-1, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dr Rahi,CA,Beverly Hills,https://doctorrahi.com/,admin@doctorrahi.com,admin@doctorrahi.com,(310) 819-0769,,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, glp-1, ipamorelin, peptide, peptides, selank, semaglutide, semax, tesamorelin",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Dr. Garo Kassabian MD, FACS",CA,Beverly Hills,https://drgarokassabian.com/,info@liftmd.com,info@liftmd.com,(310) 285-0400,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dr. John Laura,CA,Newport Beach,https://drjohnlaura.com/,info@drjohnlaura.com,info@drjohnlaura.com,(949) 881-4088,,"bpc-157, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dr. Rob Berberian,CA,Newport Beach,https://drrobberberian.com/,drrobberberian@gmail.com,drrobberberian@gmail.com,(424) 744-3816,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dr. Shadi Concierge MedSpa,CA,Newport Beach,https://drshadimedspa.com/,drshadi@drshadimedspa.com,drshadi@drshadimedspa.com; drshadimedspa@gmail.com,(714) 600-2262,,"bpc-157, ghk-cu, glp-1, mots-c, nad+, peptide, peptides, retatrutide, selank, semaglutide, semax, tb-500, tesamorelin, thymosin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Dr. Toni Varela, NMD",CA,San Francisco,https://drtonivarela.com/,info@drtonivarela.com,info@drtonivarela.com,(925) 786-0375,,"5-amino-1mq, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, tesamorelin, thymosin, tirzepatide",21,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dripology,CA,Los Angeles,https://dripology.co/,info@dripology.co,info@dripology.co,(424) 255-4144; (646) 480-2891,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Ehsan Ali, MD: Beverly Hills Concierge Doctor",CA,Los Angeles,https://beverlyhillsconciergedoctor.com/,help@beverlyhillsconciergedoctor.com,help@beverlyhillsconciergedoctor.com,(310) 683-0180; (310) 683-0932; (323) 831-1998,,"bpc-157, cjc-1295, ghk-cu, ipamorelin, mots-c, nad+, peptide, peptides, retatrutide, semaglutide, sermorelin, tb-500, tesamorelin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Eleve Aesthetics & Wellness - 2155,CA,San Jose,https://elevewillowglen.com/,hello@elevewillowglen.com,hello@elevewillowglen.com,(669) 255-0111,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Elixyr Labs,CA,Sacramento,https://elixyrlabs.com/,info@elixyrlabs.com,info@elixyrlabs.com,(916) 664-6899,,"bpc-157, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Elke Cooke MD,CA,Sacramento,https://elkecookemd.com/,drcooke@elkecookemd.com,drcooke@elkecookemd.com; ndivine@elkecookemd.com,(916) 241-0766,,"bpc-157, ipamorelin, peptide, peptides, sermorelin",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
EmpowerMed,CA,San Diego,https://empowermedclinic.com/,info@empowermedclinic.com,info@empowermedclinic.com,(619) 332-1806,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Enfuzion Health,CA,Sacramento,https://enfuzionhealthandwellness.com/,contact@enfuzionwellness.com,contact@enfuzionwellness.com,(916) 248-8643; (916) 659-6915,,"peptide, peptides, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Epi Center MedSpa San Francisco -,CA,San Francisco,https://epicentermedspa.com/,reception@epicentermedspa.com,reception@epicentermedspa.com,(415) 358-0545; (415) 362-4754,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Eternia Medspa,CA,San Francisco,https://eterniamedspa.com/,info@eterniamedspa.com,info@eterniamedspa.com,(415) 449-5590,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Granite Bay,CA,Sacramento,https://granitebaycosmetic.com/,info@granitebaycosmetic.com,info@granitebaycosmetic.com,(916) 242-2662,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Grey Aesthetics,CA,Newport Beach,https://greyaestheticsoc.com/,info@greyaestheticsoc.com,info@greyaestheticsoc.com,(949) 418-7495,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
House of Aesthetix,CA,San Diego,https://houseofaesthetix.com/,info@houseofaesthetix.com,info@houseofaesthetix.com,(412) 683-3358; (858) 263-6002,,"bpc-157, cjc1295, ghk-cu, ipamorelin, nad+, peptide, peptides, retatrutide, semaglutide, sermorelin, tesamorelin, tirzepatide",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Illuminate Plastic Surgery,CA,San Jose,https://illuminateplasticsurgery.com/,jack@greensock.com,jack@greensock.com,(408) 369-9300; (408) 778-4684; (650) 433-8621,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Infinite Health Zone,CA,San Francisco,https://infinitehealthzone.com/,contact@infinitehealthzone.com,contact@infinitehealthzone.com; neetu@infinitehealthzone.com,(415) 854-0806; (415) 906-1780,,"glp-1, nad+, peptide, peptides, semaglutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Injection Artistry - Newport Beach, CA Med Spa",CA,Newport Beach,https://injectionartistryclinic.com/,info@injectionartistryclinic.com,info@injectionartistryclinic.com,(949) 531-1939,,"ghk-cu, glp-1, nad+, peptide, peptides",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
IV Therapy & Vitamin Injections,CA,Newport Beach,https://hydrationroom.com/,membership@hydrationroom.com,membership@hydrationroom.com,,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
IVGlowBar,CA,Beverly Hills,https://ivglowbar.com/,hannah@ivglowbar.com,hannah@ivglowbar.com,(310) 579-6779,,"5-amino-1mq, aod-9604, bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, sermorelin, tb-500, thymosin, tirzepatide",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Ivy En Rose Medical Clinic,CA,San Francisco,https://ivyenrose.com/,info@ivyenrose.com,info@ivyenrose.com,(628) 226-5605,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
JASI Skincare,CA,Los Angeles,https://jasiskin.com/,support@jasiskin.com,support@jasiskin.com; lasvegas@jasiskin.com; torrance@jasiskin.com; westla@jasiskin.com,(424) 218-4023; (424) 478-0522; (424) 766-1357,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Joy Wellness Partners,CA,San Diego,https://joywellnesspartners.com/,info@joywellnesspartners.com,info@joywellnesspartners.com; utah@joywellnesspartners.com,(801) 999-8356; (858) 609-0854; (858) 609-0866,,"nad+, peptide, peptides, pt-141, semaglutide, sermorelin, thymosin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Laser Clear Skin MedSpa,CA,San Francisco,https://laserclearskin.com/,admin@laserclearskin.com,admin@laserclearskin.com,(415) 535-5872,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Lift MD Surgical,CA,Beverly Hills,https://liftmd.com/,info@liftmd.com,info@liftmd.com,(310) 285-0400,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
LUX Wellness: IV Vitamin Hydration,CA,Sacramento,https://luxwellnessca.com/,luxwellnessca@gmail.com,luxwellnessca@gmail.com,(657) 291-7107,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Maven Medi Spa,CA,Beverly Hills,https://mavenmedispa.com/,info@mavenmedispa.com,info@mavenmedispa.com,(310) 601-8606,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
me.losangeles aesthetics,CA,Los Angeles,https://melosangeles.com/,me@melosangeles.com,me@melosangeles.com,(213) 289-7500; (213) 442-1991; (213) 583-5905,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Med Lounge - Orange County and San Diego CA,CA,Newport Beach,https://themedlounge.com/,hello@themedlounge.com,hello@themedlounge.com; cdm@themedlounge.com; ladera@themedlounge.com; rsf@themedlounge.com; telehealth@themedlounge.com,(610) 910-4697; (858) 832-4900; (877) 696-6775,,"glp-1, peptide, peptides, semaglutide, sermorelin, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Med Spa,CA,San Jose,https://primeyouthaesthetics.com/,info@primeyouthaesthetics.com,info@primeyouthaesthetics.com,(925) 858-4429,,"bpc-157, cjc-1295, glp-1, ipamorelin, mots-c, peptide, peptides, pt-141, semaglutide, sermorelin, tb-500, tb500, tesamorelin, thymosin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Med Spa & Wellness Center Newport Beach,CA,Newport Beach,https://beyondnewport.com/,contact@beyondnewport.com,contact@beyondnewport.com; annaliese@beyondoxygen.com,(949) 270-6789,,"bpc-157, ghk-cu, glp-1, melanotan, oxytocin, peptide, peptides, semaglutide, thymosin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Spa,CA,San Francisco,https://rejuvsf.com/,info@rejuvsf.com,info@rejuvsf.com,(415) 712-1937,,"ghk-cu, glp-1, nad+, oxytocin, peptide, peptides",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Spa Clinic,CA,San Diego,https://ljmedicalspa.com/,info@ljmedicalspa.com,info@ljmedicalspa.com,(858) 221-6112; (858) 240-9830,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Natural Woman’s Wellness,CA,,,joyce.begines@yahoo.com,joyce.begines@yahoo.com,9167990075,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Joyce Begines; states served: California
Naturalness medspa,CA,,,"elilop7@gmail.com,info@natralnessmedspa.com","elilop7@gmail.com,info@natralnessmedspa.com",9494396898,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Eliana; states served: California
Nazarian Plastic Surgery,CA,Beverly Hills,https://nazarianplasticsurgery.com/,info@nazarianplasticsurgery.com,info@nazarianplasticsurgery.com,(310) 733-3039; (310) 773-3039,,"peptide, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Newport Beach MedSpa,CA,Newport Beach,https://newportbeachmedspa.com/,info@newportbeachmedspa.com,info@newportbeachmedspa.com,(949) 631-2800; (949) 989-6722,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Newport Beach Weight,CA,Newport Beach,https://nbweightloss.com/,info@nbweightloss.com,info@nbweightloss.com,(786) 741-8446; (949) 612-7758,,"glp-1, peptide, semaglutide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
NexGen Health,CA,San Jose,https://mynexgenhealth.com/,info@mynexgenhealth.com,info@mynexgenhealth.com,(408) 400-2967,,"dsip, glp-1, kisspeptin, nad+, peptide, peptides, pt-141, thymosin",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Next Health,CA,Newport Beach,https://next-health.com/,info@next-health.com,info@next-health.com,(279) 205-2020; (301) 295-2075; (310) 295-2075,,"bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, tesamorelin, tesofensine, tirzepatide",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
NIMA Wellness,CA,Newport Beach,https://nimawellness.com/,info@nimawellness.com,info@nimawellness.com,(949) 763-9255,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, pt-141, retatrutide, semaglutide, tb-500, thymosin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
One Med Spa,CA,Sacramento,https://onemedspa.co/,contact@onemedspa.co,contact@onemedspa.co,(916) 900-9434,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Pause Studio,CA,Newport Beach,https://pausestudio.com/,arboretum@pausestudio.com,arboretum@pausestudio.com; boulder@pausestudio.com; brentwood@pausestudio.com; brickell@pausestudio.com; buckhead@pausestudio.com; castro@pausestudio.com,(213) 838-0833; (310) 439-1972; (310) 565-9381,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PeptideProbe,CA,San Francisco,https://peptideprobe.com/,brian@peptideprobe.com,brian@peptideprobe.com,,,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, glp-1, gonadorelin, hexarelin, ipamorelin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, semaglutide, sermorelin, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",23,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PeRx,CA,Los Angeles,https://perxpeptides.com/,support@perxpeptides.com,support@perxpeptides.com,,,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",20,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Plastic Surgery San Jose,CA,San Jose,https://aesthetx.com/,info@aesthetx.com,info@aesthetx.com; diana@aesthetx.com; drtran@aesthetx.com; drz@aesthetx.com; marin@aesthetx.com; sydney@aesthetx.com,(408) 412-5909; (408) 539-2791; (408) 559-7177,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PLUMP MEDICAL SPA,CA,Newport Beach,https://plumpmedicalspa.com/,info@plumpmedicalspa.com,info@plumpmedicalspa.com,(949) 568-7544,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Primary care in Santa Teresa, Family medicine clinic.",CA,San Jose,https://sanjosewellnesscenter.com/,ma@sanjosewellnesscenter.com,ma@sanjosewellnesscenter.com,(575) 332-4633; (818) 337-1474,,"bpc-157, glp-1, peptide, peptides, pt-141, semaglutide, sermorelin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Radiant Health,CA,San Francisco,https://radianthealthsf.com/,contact@radianthealthsf.com,contact@radianthealthsf.com,(415) 590-2899; (877) 316-7361,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Range Medical,CA,Newport Beach,https://range-medical.com/,info@range-medical.com,info@range-medical.com,(949) 997-3988,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Regenerated.com,CA,San Jose,https://regenerated.com/,info@regenerated.com,info@regenerated.com; admin@regenerated.com,,,"bpc-157, glp-1, mots-c, nad+, peptide, peptides, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"RenewMD Wellness | Medical Spa | Fremont, Folsom, Stockton",CA,Sacramento,https://renewmdwellness.com/,info@renewmdwellness.com,info@renewmdwellness.com,(209) 952-2251; (510) 744-1582; (916) 245-3043,,"peptide, peptides, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revitalize Beauty,CA,,,yogielisor@gmail.com,yogielisor@gmail.com,7146586989,,"Office use Semaglutide, Office use Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Elizabeth Palacios; states served: CA
Reviv Med Spa & Laser Treatment,CA,San Francisco,https://revivmedspa.com/,reviv@revivmedspa.com,reviv@revivmedspa.com,(650) 697-3339,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revive Body MD,CA,San Jose,https://revivebodymd.com/,taylorswift@revivebodymd.com,taylorswift@revivebodymd.com; wellness@revivebodymd.com; revivebodymd@gmail.com,(408) 307-2123,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revive Health and Aesthetics,CA,,,info@reviiveaesthetics.com,info@reviiveaesthetics.com,925.470.7248,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Anela Kane; states served: California
Revive Med Spa,CA,San Diego,https://revive.md/,info@revive.md,info@revive.md; info@revive.com,(619) 293-7233,,"ghk-cu, glp-1, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robertson Wellness & Aesthetics |,CA,Los Angeles,https://rwacenter.com/,info@rwacenter.com,info@rwacenter.com,(310) 407-0542,,"5-amino-1mq, bpc-157, dsip, epitalon, ghk-cu, glp-1, ipamorelin, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, pt-141, selank, semax, tesamorelin, thymosin",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,CA,Newport Beach,https://newlookskincenter.com/,info@newlookskincenter.com,info@newlookskincenter.com,(818) 662-5005,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sage Health & Wellness Center,CA,San Jose,https://sagehwc.com/,info@sagehwc.com,info@sagehwc.com,(408) 614-0000,,"glp-1, nad+, peptide, peptides, semaglutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
