business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
NJNPBH Inc.,NJ,,,njnpbehavioralhealth@gmail.com,njnpbehavioralhealth@gmail.com,732-604-4085,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide, NAD",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Nicole Palmieri; states served: NJ
Nova Wellness NJ,NJ,Newark,https://novawellnessnj.com/,info@novawellnessnj.com,info@novawellnessnj.com,(973) 441-1324; (973) 909-7400,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Prosperity health And Wellness,NJ,,,prosperitywellness220@gmail.com,prosperitywellness220@gmail.com,6098511941,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Shanda Moore; states served: Florida, New York, Jersey, Delaware, Maryland, Virginia, Pennsylvania"
Rejuvenate Women’s Wellness,NJ,,,info@rejuvenateww.com,info@rejuvenateww.com,856-567-5316,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Carrie Eng-Mazur; states served: NJ, NY, CT, FL, VT"
The Peptide Finders,NJ,Newark,https://thepeptidefinders.com/,hello@thepeptidefinders.com,hello@thepeptidefinders.com,,,"aod-9604, bpc-157, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tesamorelin, thymosin, tirzepatide",20,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Top Med Spa in Verona, NJ",NJ,Newark,https://trueblissmedical.com/,info@trueblissmedical.com,info@trueblissmedical.com,(973) 498-8908,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Age Well MD,NJ,Newark,https://agewellmdnj.com/,,,(973) 803-5515,,"cjc1295, epitalon, glp-1, ipamorelin, melanotan, oxytocin, peptide, peptides, pt-141, pt141, semaglutide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Drip Hause,NJ,Newark,https://driphausemedspa.com/,,,(302) 618-0999,,"glp-1, nad+, peptide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Home -,NJ,Newark,https://rejuvchip.com/,,,(561) 245-8368; (617) 501-2511; (786) 502-3492,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Hormone and Weight Loss Doctors of NJ |,NJ,Newark,https://hormoneweightlossdoctorsnj.com/,,,(551) 290-8464; (973) 314-2905; (973) 620-7253,,"aod-9604, cjc-1295, glp-1, ipamorelin, peptide, peptides, semaglutide, tesofensine, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Peptide Commons – Peptide Research Database,NJ,Newark,https://peptidecommons.com/,,,,,"bpc-157, cjc-1295, dsip, ghk-cu, glp-1, ipamorelin, melanotan, mots-c, peptide, peptides, pt-141, retatrutide, selank, semax, sermorelin, tb-500, thymosin, tirzepatide",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
