business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Glow Wellness Care,NY,Long Island,https://glowwellnesscare.com/,info@glowwellnesscare.com,info@glowwellnesscare.com,(516) 665-1476,,"glp-1, nad+, peptide, peptides, semaglutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
GoalBMI Wellness,NY,Long Island,https://wellness.goalbmi.com/,wellness@goalbmi.com,wellness@goalbmi.com,(347) 407-7611,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, peptide, peptides, retatrutide, semaglutide, sermorelin, tb-500, tesamorelin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Greenwich Medical Spa,NY,New York,https://greenwichmedicalspa.com/,yourskinspecialist@greenwichmedicalspa.com,yourskinspecialist@greenwichmedicalspa.com,(203) 557-6334; (203) 637-0662; (203) 689-8772,,"glp-1, nad+, peptide, semaglutide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Heavenly Hydration Medical Spa,NY,Long Island,https://heavenlyhydrationli.com/,info@heavenlyhydrationli.com,info@heavenlyhydrationli.com,(631) 655-8920,,"glp-1, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Levine, Jennifer (drjenniferlevine.com)",NY,New York,https://drjenniferlevine.com/,info@drjenniferlevine.com,info@drjenniferlevine.com,(212) 517-9400,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Liquid Luxury Aesthetics,NY,Long Island,https://liquidluxuryaesthetics.com/,info@liquidluxuryaesthetics.com,info@liquidluxuryaesthetics.com,(631) 760-1124,,"aod-9604, bpc-157, cjc-1295, ghk-cu, glp-1, glp1, ipamorelin, mots-c, peptide, peptides, tb-500, tesamorelin, thymosin",13,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Luminescence Aesthetics,NY,,,hello@luminescence-aesthetics.com,hello@luminescence-aesthetics.com,7166971240,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Michael Robertson; states served: NY
Manhattan Medical Arts,NY,New York,https://manhattanmedicalarts.com/,info@manhattanmedicalarts.com,info@manhattanmedicalarts.com,(646) 454-9000,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, tb-500, thymosin",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Manhattan Primary Care,NY,New York,https://manhattanprimarycare.nyc/,ops@manhattanprimarycare.nyc,ops@manhattanprimarycare.nyc,(646) 454-9000,,"bpc-157, cjc-1295, glp-1, ipamorelin, peptide, peptides, tb-500",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Med Spa Compliance Protocols & SOPs,NY,New York,https://medspastandards.com/,support@medspastandards.com,support@medspastandards.com,,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Modern Age,NY,New York,https://modern-age.com/,info@modern-age.com,info@modern-age.com,,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Pearlman Aesthetic Surgery,NY,New York,https://mdface.com/,info@mdface.com,info@mdface.com; reception@mdface.com; theplaza@fairmont.com,(212) 223-8300; (212) 223-9288; (212) 288-0700,,"bpc-157, peptide, peptides, tb-500",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Perfect MedSpa,NY,New York,https://perfectmedspa.com/,info@perfectmedspa.com,info@perfectmedspa.com,(212) 901-0656; (516) 636-5758,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Premium Medical Spa in New York,NY,New York,https://timelyssmedspa.com/,timelyssmedspa@gmail.co,timelyssmedspa@gmail.co; timelyssmedspa@gmail.com,(917) 581-1957,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revolution Wellness,NY,,,nphealth.wellness@gmail.com,nphealth.wellness@gmail.com,6319978799,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Jelisa Dopwell; states served: New York, Florida"
Robot Challenge Screen,NY,New York,https://skinneymedspa.com/,customerservice@skinneymedspa.com,customerservice@skinneymedspa.com,(646) 212-2923; (646) 212-5063; (786) 822-4691,,"glp-1, peptide, peptides, semaglutide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Salerno Wellness,NY,New York,https://salernowellness.com/,info@salernocenter.com,info@salernocenter.com,(212) 582-1700; (475) 269-2138,,"glp-1, nad plus, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sii Bello Beauty Bar,NY,,,siibellobeautybar@gmail.com,siibellobeautybar@gmail.com,5854093452,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Pam Eaton; states served: New York
Skinly Aesthetics,NY,New York,https://skinlyaesthetics.com/,info@skinlyaesthetics.com,info@skinlyaesthetics.com,(212) 774-4264,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SoVous Med Spa,NY,New York,https://sovous.com/,hello@sovous.com,hello@sovous.com,(212) 575-1457,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Stay Ageless Clinic,NY,Long Island,https://stayageless.net/,info@stayageless.net,info@stayageless.net; info@anazaohealth.com; brian@olympiapharmacy.com,(407) 673-2222; (407) 930-0512; (516) 924-4153,,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, semaglutide, sermorelin, tesamorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Testosterone, Weight Loss & Wellness",NY,Long Island,https://infiniteyouclinic.com/,team@infiniteyouclinic.com,team@infiniteyouclinic.com,(516) 907-2127; (631) 458-7834,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Trifecta Med Spa New York,NY,New York,https://trifectamedspanyc.com/,dt@trifectamedspanyc.com,dt@trifectamedspanyc.com,(212) 233-2919; (212) 247-4148; (212) 600-4112,,"glp-1, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vibrant Rejuvenation Medi Spa,NY,Long Island,https://vibrantrejuvenation.com/,info@babeaestheticsny.com,info@babeaestheticsny.com,(631) 486-8566; (631) 528-2939; (888) 662-3963,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Weiss Wellness + Beauty - where regenerative medicine meets aesthetics,NY,New York,https://weisswellnessnyc.com/,info@weisswellnessnyc.com,info@weisswellnessnyc.com; nfo@weisswellnessnyc.com,(212) 752-6774,,"bpc-157, cjc-1295, epitalon, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Youtherapy MedSpa,NY,New York,https://youtherapymedspa.com/,chappaqua@youtherapymedspa.com,chappaqua@youtherapymedspa.com,(212) 253-7138; (212) 257-9873; (914) 574-2709,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Andan, Gordon (www.nysurgicalarts.com)",NY,New York,https://nysurgicalarts.com/,,,(212) 535-1470; (516) 746-0155; (516) 888-5752,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Asunshine MedSpa,NY,Long Island,https://asunshinemedspa.com/,,,(917) 297-2862,,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beauty Lab Long Island,NY,Long Island,https://beautylablongisland.com/,,,(516) 412-6800,,"glp-1, nad+, peptide, peptides, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Bespoke Medesthetics,NY,Long Island,https://bespokemedesthetics.com/,,,(516) 916-5899,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Health for Her & Him,NY,New York,https://healthherandhim.com/,,,(929) 895-7236,,"bpc-157, glp-1, melanotan, nad+, peptide, peptides, pt-141, pt141, semaglutide, sermorelin, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Océane Medical Aesthetics and Wellness,NY,Long Island,https://oceaneaesthetics.com/,,,(631) 801-7840,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Operation Beauty,NY,Long Island,https://operationbeauty.com/,,,(631) 470-2000; (631) 470-2002,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Peptide Therapy Near You — Compare 3,000+ U.S. Clinics",NY,New York,https://locatepeptides.com/,,,,,"bpc-157, cjc-1295, cjc1295, glp-1, ipamorelin, nad+, peptide, peptides, pt-141, retatrutide, semaglutide, sermorelin, tesamorelin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Refined Medical NY,NY,New York,https://refinedmedicalny.com/,,,(516) 475-2468; (516) 704-7447; (516) 734-6312,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,NY,Long Island,https://long-island.thedripbar.com/,,,(516) 543-3988,,"nad+, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Telehealth Visits Now Available,NY,New York,https://michaelazizmd.com/,,,(212) 906-9100; (212) 906-9111,,"bpc-157, cjc1295, ghk-cu, glp-1, hexarelin, ipamorelin, peptide, peptides, pt141, retatrutide, selank, semaglutide, semax, sermorelin, tesamorelin, thymosin, tirzepatide",17,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Virtual Skin Spa | Botox & Dermal Fillers | Long Island NYC,NY,Long Island,https://virtualskinspa.com/,,,(917) 331-6191,,"glp-1, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
vitraaesthetics.com,NY,Long Island,https://vitraaesthetics.com/,,,(631) 662-7880; (631) 898-5731,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
