business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
GLPFinders,NV,Reno,https://glpfinders.com/,hello@glpfinders.com,hello@glpfinders.com; info@61five.com; info@agemanagementcenter.com; info@alchemyclinic.com; info@alluremedical.com; info@bchwonline.com,,,"glp-1, peptide, retatrutide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
HealingMaps,NV,Las Vegas,https://healingmaps.com/,info@healingmaps.com,info@healingmaps.com,,,"bpc-157, glp-1, peptide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Henderson Med Spa,NV,Henderson,https://hendersonmedspa.com/,info@hendersonim.com,info@hendersonim.com,(702) 305-3293; (702) 448-9977,,"peptide, peptides, semaglutide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
IUVENTUS MEDICAL CENTER,NV,Henderson,https://iuventusmedcenter.com/,hello@iuventusmedical.com,hello@iuventusmedical.com,(702) 457-3888; (702) 475-4898,,"glp-1, nad+, oxytocin, peptide, semaglutide, sermorelin, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
LiveNow Longevity,NV,Las Vegas,https://livenowlongevity.com/,info@livenowlongevity.com,info@livenowlongevity.com,(702) 808-2650,,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",21,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Long Life Med - Direct Primary Care, with Longevity & Functional Medicine",NV,Henderson,https://longlifemed.com/,hello@longlifemed.com,hello@longlifemed.com,(702) 359-4510,,"bpc-157, ghk-cu, glp-1, nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tb-500, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
LVC Medical Las Vegas,NV,Las Vegas,https://lvcmed.com/,info@lvcmed.com,info@lvcmed.com,(702) 602-5030; (775) 418-5902,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Spa,NV,Las Vegas,https://brightyoulv.com/,us@brightyoulv.com,us@brightyoulv.com,(702) 208-3626,,"glp-1, nad+, peptide, semaglutide, sermorelin, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
New Theory Medical,NV,Reno,https://newtheorymedical.com/,ntmreno@gmail.com,ntmreno@gmail.com,(775) 432-6097,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
oH Integrative Medicine — Health Optimized & Elevated,NV,Henderson,https://ohintegrative.com/,info@ohintegrativemedicine.com,info@ohintegrativemedicine.com; help@myohmeds.com; help@ohintegrativemedicine.com; help@ohmeds.com,(801) 756-1404,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
PeptideIQ,NV,Reno,https://peptideiq.com/,legal@peptideiq.com,legal@peptideiq.com,,,"bpc-157, glp-1, peptide, peptides, retatrutide, semaglutide, tb-500, thymosin, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Primary Choice Health and Wellness,NV,,,nikhirschifnp@gmail.com,nikhirschifnp@gmail.com,775-299-2820,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Nik hirschi; states served: Nevada
Prime IV Hydration & Wellness,NV,Las Vegas,https://primeivhydration.com/,marketing@primeivhydration.com,marketing@primeivhydration.com; info@primeivhydrate.com,,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Pur Glo Medical Spa,NV,Henderson,https://pur-glo.com/,purglo2024@gmail.com,purglo2024@gmail.com,(725) 302-3653,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Regenerate Me,NV,Las Vegas,https://regenerateme.com/,info@regenerateme.com,info@regenerateme.com,(702) 778-2800,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revenge Medical Aesthetics,NV,Las Vegas,https://revengemd.com/,growth99infra@growth99.com,growth99infra@growth99.com; renoglowmd10605@gmail.com,(702) 335-7033; (775) 455-3727; (775) 848-3730,,"glp-1, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Ritual Aesthetics and Wellness,NV,Reno,https://ritualrenonv.com/,info@ritualrenonv.com,info@ritualrenonv.com,(775) 221-7171,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,NV,Henderson,https://sculptedmd.com/,info@sculptedmd.com,info@sculptedmd.com,(719) 662-0507; (720) 664-2838,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
S2 Health PLLC,NV,,,ralaura@s2healthlv.com,ralaura@s2healthlv.com,7029275714,,"Office use Semaglutide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Raphaele Alaura; states served: Nevada
Skin + Tonic,NV,Henderson,https://skinandtonic702.com/,info@skinandtonic702.com,info@skinandtonic702.com,(702) 854-6654,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Skin Bar Henderson, Nevada",NV,Henderson,https://skinbaronline.com/,info@therefinerylv.com,info@therefinerylv.com,(702) 457-6284,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skin Clinique,NV,Reno,https://skincliniquenv.com/,info@ndiscovered.com,info@ndiscovered.com; dave@lab6.com; skincliniquenv@gmail.com,(775) 467-0625,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skin Lab Medspa,NV,Reno,https://skinlabnv.com/,contact@skinlabnv.com,contact@skinlabnv.com,(775) 242-8828,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sky Health Wellness Clinic,NV,Las Vegas,https://skyhealthnv.com/,info@skyhealthnv.com,info@skyhealthnv.com,(702) 476-9951; (702) 840-7899; (916) 445-1254,,"aod-9604, bpc-157, cjc-1295, ghk-cu, glp-1, gonadorelin, hexarelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",22,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Strong Health,NV,Las Vegas,https://stronghealth.com/,info@stronghealth.com,info@stronghealth.com,(754) 263-6026,,"aod-9604, aod9604, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, glp-1, gonadorelin, ipamorelin, kisspeptin, melanotan, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, tesofensine, thymosin, tirzepatide",28,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sundrata Clinic,NV,Las Vegas,https://sundrataclinic.com/,contact@sundrataclinic.com,contact@sundrataclinic.com,(702) 766-3710; (725) 335-8871,,"aod-9604, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, tesamorelin, tirzepatide",17,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Testosterone Therapy & Men’s Health Clinics,NV,Henderson,https://gamedaymenshealth.com/,support@gamedaymenshealth.com,support@gamedaymenshealth.com; pharmacy@belmarpharmacy.com,(455) 472-1809; (800) 525-9473; (800) 778-7879,,"glp-1, nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Beauty & Wellness Collective,NV,Reno,https://injectiongal.com/,info@injectiongal.com,info@injectiongal.com,(775) 451-7480,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Spa at NIMA,NV,Las Vegas,https://nimaspa.com/,lvspa@nima.edu,lvspa@nima.edu; thespa@nima.edu,(866) 471-7856,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vital Infusions & Performance,NV,,,guerrero6@mac.com,guerrero6@mac.com,7023275126,,"Office use Semaglutide, Office use Tirzepatide, Office use… peptides, iv vitamins, aminos, NAD",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Michelle Guerrero; states served: Nevada
Vitality Wellness & Aesthetics,NV,Reno,https://vitalitywellnessnv.com/,jennifer.simcox@vitalitywellnessnv.com,jennifer.simcox@vitalitywellnessnv.com,(775) 993-3553,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Xena Health,NV,Henderson,https://xenahealthlv.com/,support@xenahealthlv.com,support@xenahealthlv.com; info@xenahealthlv.com,(702) 840-3327,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Xpedia Medical & Aesthetics Clinic,NV,Henderson,https://xpediamac.com/,info@xpediamac.com,info@xpediamac.com,(312) 823-4600,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Concierge MD - Mobile Medical Services,NV,Las Vegas,https://conciergemdla.com/,,,(212) 255-1010; (212) 279-5572; (214) 660-5792,,"nad+, oxytocin, peptide, peptides, pt-141, semaglutide, sermorelin, thymosin, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Degree Wellness,NV,Reno,https://degreewellness.com/,,,(214) 357-0635; (214) 833-0792; (214) 949-1656,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Drip Hydration - IV Therapy & Medical Wellness,NV,Reno,https://driphydration.com/,,,(203) 901-1082; (206) 588-6640; (206) 687-1354,,"glp-1, nad+, peptide, pt-141, semaglutide, sermorelin, thymosin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Expert Wellness + Aesthetics Treatments and Skincare,NV,Las Vegas,https://kalologie.com/,,,,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Genesis Lifestyle Medicine,NV,Henderson,https://genesislifestylemedicine.com/,,,(317) 623-8389; (407) 759-6041; (469) 225-9806,,"glp-1, nad+, peptide, semaglutide, sermorelin, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Infuze LV Website,NV,Henderson,https://infuzelv.com/,,,(702) 964-9500,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Las Vegas Body Sculpting (LVBS),NV,Las Vegas,https://lvbodysculpting.com/,,,(702) 447-1257; (702) 899-8100,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Las Vegas Peptide Clinic,NV,Las Vegas,https://lasvegaspeptideclinic.com/,,,(702) 448-1100,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Medi-Slim Weight Loss: Medical Weight Loss: Las Vegas, NV",NV,Las Vegas,https://medisliminc.com/,,,(702) 258-8456; (702) 259-1006; (725) 977-0665,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Modern Wellness Clinic Las Vegas,NV,Las Vegas,https://modernwellnessclinic.com/,,,(702) 454-3989; (702) 463-9159,,"bpc-157, cjc-1295, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Murphy Plastic Surgery & Medical Spa: Plastic Surgeon Reno, NV",NV,Reno,https://nnpsa.com/,,,(775) 204-0744; (775) 204-8284; (775) 322-3446,,"glp1, peptide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
MyPeptideMatch.com,NV,Las Vegas,https://mypeptidematch.com/,,,,,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, ghk-cu, glp-1, gonadorelin, hexarelin, ipamorelin, kisspeptin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, tesofensine, thymosin, tirzepatide",30,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Novuskin,NV,Las Vegas,https://novuskin.com/,,,(702) 780-6677; (720) 779-3392; (877) 668-8756,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Regenerate Medical Concierge,NV,Las Vegas,https://regeneratemedicalconcierge.com/,,,(702) 998-8009,,"epitalon, glp-1, nad+, oxytocin, peptide, peptides, semaglutide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Reno Tahoe Plastic Surgery- Tiffany Mccormack, MD & Kaylee Scott, MD",NV,Reno,https://plasticsurgeryrenotahoe.com/,,,(775) 284-2020,,"glp-1, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Restore Hyper Wellness,NV,Las Vegas,https://restore.com/,,,,,"glp1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,NV,Reno,https://renewmd.com/,,,(800) 381-8219,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Rove Wellness and Medspa,NV,Las Vegas,https://rovemedspa.com/,,,(718) 742-2980; (718) 742-3087; (718) 742-3206,,"peptide, peptides, semaglutide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
